group,edges,count,mean_r2,mean_a2,mean_b2,mean_ab,mean_z2_re,mean_z2_im,mean_z2_phase_over_pi
A_plus,"1-2,1-3,4-5",3,0.09999999998926822,0.028396880600019204,0.071603119389249,0.04509218592933175,-0.0432062387892298,0.0901843718586635,0.6422139768469636
A_minus,"1-4,1-5,2-3",3,0.10000000001082299,0.07160311938154607,0.02839688062927692,-0.045092185950135845,0.04320623875226915,-0.09018437190027169,-0.35778602331636145
B_plus,"2-4,3-5",2,0.10000000000921846,0.020941591902805357,0.0790584081064131,0.04068917446999806,-0.05811681620360775,0.08137834893999613,0.6974041496644326
B_minus,"2-5,3-4",2,0.09999999999064765,0.07905840812484763,0.020941591865800045,-0.04068917443879157,0.05811681625904758,-0.08137834887758313,-0.3025958500764998
