step,within_A_plus,within_A_minus,within_B_plus,within_B_minus,complement_error_A,complement_error_B,A_B_center_distance,Aplus_a2n,Aplus_b2n,Aplus_abn,Bplus_a2n,Bplus_b2n,Bplus_abn
17,0.6666311255321603,2.3314683517128287e-15,1.021405182655144e-14,1.2878587085651816e-14,0.3333155627660802,0.9999466882982406,0.33335110295325177,0.5017209538810197,0.49827904611898033,0.16665778138304005,0.5051628616424593,0.49483713835754073,0.49997334414912653
18,0.6337558544696774,2.0539125955565396e-15,1.0658141036401503e-14,1.3433698597964394e-14,0.31687792723483876,0.9506337817045154,0.3490137553932544,0.44828082961206844,0.5517191703879315,0.15843896361741922,0.344842488835588,0.6551575111644119,0.4753168908520561
19,0.5341826910124434,1.887379141862766e-15,9.658940314238862e-15,1.2129186544029835e-14,0.26709134550622177,0.8012740365186641,0.3884384576456397,0.4002837472289655,0.5997162527710346,0.1335456727531107,0.20085124168633248,0.7991487583136676,0.4006370182589109
20,0.5488758892025782,1.942890293094024e-15,1.0769163338864018e-14,1.354472090042691e-14,0.2744379446012891,0.823313833803868,0.4317722739458026,0.36278102769935533,0.6372189723006446,0.09459773474313586,0.08834308309763277,0.9116569169023672,0.2837932042287791
21,0.6411218334937163,2.275957200481571e-15,1.3683498778505054e-14,1.7041923427996153e-14,0.32056091674685816,0.9616827502405747,0.4624612550872158,0.33971954162657086,0.6602804583734291,0.04569411823617176,0.01915862487948549,0.9808413751205145,0.13708235470771812
22,0.6658946731804452,2.563921297493721e-15,1.5192708202604877e-14,1.912359159916832e-14,0.3329473365902226,0.9988420097706676,0.4711316589379292,0.3335263317048887,0.6664736682951112,-0.008018450108782634,0.0005789951147094857,0.9994210048852905,-0.024055350327247954
23,0.6205872588627477,2.4980018054066022e-15,1.5432100042289676e-14,1.9484414082171497e-14,0.3102936294313735,0.9308808882941217,0.45540448787488247,0.34485318528431286,0.6551468147156871,-0.06088713871873138,0.03455955585329656,0.9654404441467035,-0.1826614161571059
24,0.5099678447879553,2.3314683517128287e-15,1.3933298959045715e-14,1.7263968032921184e-14,0.25498392239397727,0.7649517671819337,0.4196759604625689,0.37250803880301064,0.6274919611969892,-0.10734792782314499,0.11752411640971826,0.8824758835902817,-0.32204378347025
25,0.5700447176658547,2.7755575615628914e-15,1.6958656701149266e-14,2.1010970741031088e-14,0.2850223588329278,0.8550670764987812,0.37547899699875914,0.4135804332393039,0.5864195667606961,-0.14251117941646319,0.2407412997189028,0.7592587002810972,-0.42753353824999063
26,0.6507049350638063,3.3861802251067274e-15,2.1316282072803006e-14,2.609024107869118e-14,0.32535246753190344,0.9760574025957092,0.34112753347237434,0.463747817369111,0.536252182630889,-0.1626762337659513,0.3912434521085646,0.6087565478914354,-0.4880287012981285
27,0.6628835006812999,3.774758283725532e-15,2.353672812205332e-14,2.864375403532904e-14,0.3314417503406498,0.9943252510219501,0.3352142424680748,0.5177304627846908,0.4822695372153092,-0.1657208751703251,0.553191388355438,0.446808611644562,-0.49716262551082924
28,0.6052987148648342,3.552713678800501e-15,2.353672812205332e-14,2.853273173286652e-14,0.30264935743241683,0.9079480722972523,0.36142162174992504,0.5698471143943247,0.43015288560567533,-0.1513246787162091,0.7095413431843316,0.2904586568156683,-0.4539740361480006
29,0.4840109300685504,3.1363800445660672e-15,2.0539125955565396e-14,2.475797344914099e-14,0.2420054650342749,0.726016395102827,0.4045436652776898,0.6146128984938591,0.3853871015061409,-0.12100273251713838,0.8438386954827591,0.1561613045172409,-0.3630081975502957
30,0.5892662528762546,3.9968028886505635e-15,2.7283730830163222e-14,3.275157922644212e-14,0.29463312643812734,0.8838993793143811,0.4448817711553314,0.6473165632190632,0.35268343678093683,-0.07794618643077762,0.9419496896580186,0.05805031034198142,-0.23383855929076594
31,0.6580652051780563,4.538036613155327e-15,3.326505737533125e-14,3.9565573040079016e-14,0.3290326025890281,0.9870978077670842,0.46837331764077217,0.664516301294514,0.33548369870548606,-0.0266864082662035,0.993548903883851,0.006451096116149057,-0.08005922479670449
32,0.6576078943082557,4.760081218080359e-15,3.630429290524262e-14,4.3021142204224816e-14,0.3288039471541279,0.9864118414623838,0.4682127153068556,0.6644019735770641,0.3355980264229359,0.02738190756218591,0.9932059207308467,0.006794079269153338,0.08214572268863304
33,0.5879424486919708,4.440892098500626e-15,3.547162563677375e-14,4.171663015029026e-14,0.29397122434598577,0.8819136730379569,0.444443688057277,0.646985612172993,0.3530143878270069,0.07856848981562672,0.940956836517899,0.05904316348210102,0.23570546944890125
34,0.48594538952854577,3.802513859341161e-15,3.197442310920451e-14,3.7470027081099033e-14,0.24297269476427236,0.7289180842928178,0.403963478324934,0.614100154152064,0.3858998458479359,0.12148634738213594,0.842300462454372,0.15769953754562796,0.3644590421481171
35,0.6064748333783425,5.218048215738236e-15,4.374278717023117e-14,5.079270337660091e-14,0.3032374166891709,0.9097122500675137,0.36092837425341795,0.5692065391252685,0.4307934608747314,0.15161870834458538,0.7076196173733307,0.2923803826266693,0.4548561250348859
36,0.6631775008890997,5.717648576819556e-15,5.218048215738236e-14,6.050715484207103e-14,0.33158875044454983,0.9947662513336495,0.33506883292936007,0.5170294721713063,0.48297052782869354,0.1657943752222749,0.5510884165109704,0.4489115834890295,0.4973831256671275
37,0.6500858757223802,5.88418203051333e-15,5.5844218138645374e-14,6.405986852087153e-14,0.3250429378611903,0.9751288135835705,0.34142248134716335,0.4630601852411336,0.5369398147588663,0.1625214689305952,0.3891805557202502,0.6108194442797498,0.48756440679106944
38,0.5685777499734901,5.440092820663267e-15,5.3290705182007514e-14,6.084022174945858e-14,0.2842888749867456,0.8528666249602357,0.3760346497093561,0.4129785275494009,0.5870214724505992,0.14214443749337288,0.23893558264519915,0.7610644173548009,0.4264333124782799
39,0.5117791781576861,4.884981308350689e-15,5.240252676230739e-14,5.96189764223709e-14,0.25588958907884274,0.7676687672365288,0.4202268350680485,0.37205520546057896,0.627944794539421,0.10680780555766099,0.11616561637927691,0.8838343836207232,0.3204234166700361
40,0.621611674042348,6.6058269965196814e-15,6.947220576591917e-14,7.865930129469234e-14,0.3108058370211738,0.9324175110635217,0.45575363897448273,0.34459708148941326,0.6554029185105867,0.06023047979362045,0.03379124446672803,0.9662087555332721,0.18069143937696064
41,0.6660243584109631,7.400330348517059e-15,8.141057272759156e-14,9.168013570537425e-14,0.33301217920548165,0.9990365376164445,0.4711774852541536,0.33349391039725934,0.6665060896027407,0.007314362787137784,0.0004817311915777586,0.9995182688084223,0.021943088356856693
42,0.6403431404096351,7.854827899222983e-15,8.54316617449058e-14,9.581224702515101e-14,0.32017157020481757,0.9605147106144528,0.4621914597627743,0.33991421489759094,0.660085785102409,-0.046371534220069566,0.019742644694155924,0.980257355305844,-0.13911460266498354
43,0.5472707692165193,7.216449660063518e-15,7.965850201685498e-14,8.909539772616881e-14,0.2736353846082593,0.820906153824779,0.43126260540316796,0.3631823076958696,0.6368176923041303,-0.09517718660661319,0.0895469230907032,0.9104530769092969,-0.2855315598242879
44,0.5358647107119876,7.216449660063518e-15,8.518186156436514e-14,9.492406860545088e-14,0.26793235535599447,0.8037970660679814,0.38785883407978416,0.4008494023410585,0.5991505976589415,-0.13396617767799632,0.20254820702792276,0.7974517929720772,-0.4018985330375025
45,0.6346250668762806,9.547918011776346e-15,1.1041167979897182e-13,1.220135104063047e-13,0.3173125334381406,0.9519376003144212,0.3486186718235848,0.4489513290227341,0.5510486709772658,-0.15865626671906988,0.346853987074331,0.653146012925669,-0.4759688001591815
46,0.6665960527759858,1.0547118733938987e-14,1.2612133559741778e-13,1.397770788003072e-13,0.3332980263879928,0.9998940791639787,0.3333686365394307,0.502425732723318,0.49757426727668214,-0.16664901319399647,0.5072771981769703,0.49272280182302974,-0.49994703958188724
47,0.6284129699041722,1.0436096431476471e-14,1.2995160503237457e-13,1.4316325902541394e-13,0.3142064849520857,0.9426194548562579,0.351420698078359,0.5556448468529773,0.4443551531470227,-0.15710324247604338,0.6669345405661421,0.33306545943385785,-0.4713097274255763
48,0.5240942918334668,9.325873406851315e-15,1.1837753000065732e-13,1.2989609388114332e-13,0.26204714591673295,0.7861414377501994,0.39185905060597553,0.6030077720708549,0.39699222792914507,-0.13102357295836722,0.8090233162191192,0.19097668378088084,-0.39307071886994877
49,0.5581197101461921,1.0158540675320182e-14,1.375566327510569e-13,1.5054624213917123e-13,0.2790598550730964,0.8371795652192888,0.43472464138498307,0.6395299275365476,0.3604700724634525,-0.09115468775342038,0.9185897826146132,0.08141021738538673,-0.27346406325265266
50,0.6454705576622929,1.2545520178264269e-14,1.7369439220260574e-13,1.8962609260597674e-13,0.3227352788311465,0.9682058364934398,0.46397108887831395,0.6613676394155731,0.338632360584427,-0.04169247806527427,0.9841029182491973,0.0158970817508028,-0.12507743418623157
51,0.6648906310556605,1.3503087537003466e-14,1.955449691060096e-13,2.1241342018640808e-13,0.3324453155278304,0.9973359465834906,0.47077701614138523,0.6662226577639151,0.3337773422360848,0.012157541843567985,0.9986679732909578,0.001332026709042157,0.036472625541473645
52,0.6143361180974157,1.3183898417423734e-14,1.9664825323673085e-13,2.1380119896718952e-13,0.3071680590487077,0.9215041771461226,0.45328062787643325,0.6535840295243542,0.34641597047564576,0.06472807468819125,0.9607520885684913,0.03924791143150886,0.19418422407542096
53,0.4991274895044397,1.099120794378905e-14,1.744160371686121e-13,1.8907098109366416e-13,0.24956374475221965,0.7486912342566574,0.41640505976947145,0.6247818723761104,0.37521812762388956,0.11048647928181016,0.8743456171198251,0.12565438288017494,0.3314594378550373
54,0.5784681525819998,1.3433698597964394e-14,2.2076784844671238e-13,2.3858692799194614e-13,0.28923407629099995,0.8677022288730015,0.3722443704480873,0.5828473901568474,0.41715260984315256,0.14461703814549956,0.7485421704584058,0.25145782954159435,0.4338511144434515
55,0.6541110978138833,1.5765166949677223e-14,2.7189361873070084e-13,2.937650123158164e-13,0.3270555489069418,0.9811666467208258,0.33949505173047073,0.532193862149059,0.4678061378509411,0.16352777445347064,0.5965815864322165,0.4034184135677835,0.4905833233633572
56,0.6609139190319063,1.6542323066914832e-14,3.002598170098736e-13,3.2307490016592055e-13,0.3304569595159531,0.9913708785478592,0.33618509802061974,0.4781521796362738,0.5218478203637261,0.16522847975797675,0.43445653889234404,0.565543461107656,0.49568543927175146
57,0.5981606720213047,1.5432100042289676e-14,2.9648505872614805e-13,3.185229857649574e-13,0.299080336010652,0.8972410080319557,0.36438053575727936,0.4264098109071841,0.5735901890928159,0.14954016800532685,0.27922943270529577,0.7207705672947042,0.4486205040079805
58,0.47245564972393483,1.2656542480726785e-14,2.5557334026871104e-13,2.7400304247748863e-13,0.23622782486196658,0.7086834745859001,0.4079444042878738,0.38241223929326923,0.6175877607067308,0.11811391243098501,0.14723671786581033,0.8527632821341896,0.3543417372790201
59,0.5968405270083733,1.659783421814609e-14,3.5232927686479343e-13,3.7683745013339376e-13,0.2984202635041874,0.8952607905125611,0.44739888777995795,0.3507898682479076,0.6492101317520924,0.07425708289652246,0.05236960473413027,0.9476303952658697,0.22277124867029235
60,0.6605171709352031,1.924849168943865e-14,4.2547909639978343e-13,4.542477505253828e-13,0.3302585854676018,0.9907757564028049,0.4692353827113556,0.33487070726619955,0.6651292927338005,0.022585270842135657,0.004612121795418233,0.9953878782045817,0.06775581250315327
61,0.6546795012959886,1.9872992140790302e-14,4.600902991924727e-13,4.903299988257004e-13,0.327339750647994,0.9820192519439824,0.46718564132712903,0.3363301246760024,0.6636698753239977,-0.03146346594392988,0.008990374032836815,0.9910096259671631,-0.09439039785691397
62,0.5799418875812622,1.8457457784393227e-14,4.448386103916846e-13,4.729272529147011e-13,0.28997094379063,0.8699128313718925,0.44180794395977663,0.355014528104683,0.6449854718953171,-0.08220091676538649,0.0650435843278038,0.9349564156721962,-0.24660275032042053
63,0.49714943245171356,1.6653345369377348e-14,4.162226119319712e-13,4.4164671919588727e-13,0.24857471622585858,0.7457241486775714,0.40054067541935046,0.38895752888607427,0.6110424711139258,-0.12428735811292609,0.16687258668089378,0.8331274133191062,-0.3728620743590334
64,0.6131740727336487,2.1649348980190553e-14,5.603295605283165e-13,5.930811397547586e-13,0.3065870363668254,0.9197611091004736,0.3580874353367571,0.4345868892290688,0.5654131107709311,-0.15329351818341072,0.3037606677176874,0.6962393322823126,-0.4598805545632389
65,0.6646668936501237,2.475797344914099e-14,6.625811010962934e-13,7.003286839335487e-13,0.33233344682506194,0.9970003404751855,0.3343302294763937,0.48710047256209216,0.5128995274379079,-0.1661667234125306,0.46130141772229327,0.5386985822777068,-0.49850017024038773
66,0.6462086748430667,2.531308496145357e-14,7.029932191926491e-13,7.415734692983733e-13,0.32310433742153266,0.9693130122645996,0.343257642839702,0.5409716311931249,0.45902836880687525,-0.1615521687107677,0.6229148936175446,0.3770851063824554,-0.48465650612262257
67,0.5597420008000358,2.3092638912203256e-14,6.644129690869249e-13,6.994682610894642e-13,0.27987100040001645,0.8396130012000529,0.3793342132873912,0.5905308431505553,0.4094691568494448,-0.1399355002000112,0.7715925294877063,0.22840747051229368,-0.4198065005767173
68,0.5222495417390394,2.2537527399890678e-14,6.764033777528766e-13,7.108758026674877e-13,0.26112477086952135,0.7833743126085599,0.42343506832565986,0.6305623854347571,0.3694376145652429,-0.10359170472274164,0.8916871563333547,0.1083128436666454,-0.3107751141315698
69,0.6274129937783164,2.861599845971341e-14,8.865685963144188e-13,9.301726056065718e-13,0.313706496889159,0.9411194906674751,0.4577366899347218,0.6568532484445776,0.34314675155542246,-0.056345685106859826,0.9705597453509766,0.029440254649023466,-0.16903705527257662
70,0.6665460903566376,3.189636055278555e-14,1.0276657996799443e-12,1.0765069391460713e-12,0.33327304517831874,0.9998191355349563,0.47136189255628785,0.6666365225891594,0.3333634774108407,-0.0031697187841176464,0.9999095677685353,9.043223146475667e-05,-0.00950915629676308
71,0.6355303763208927,3.2029934260435766e-14,1.0690337504115632e-12,1.1181333636756108e-12,0.31776518816044563,0.9532955644813383,0.4605277688762348,0.6588825940802246,0.3411174059197754,0.050339835876931145,0.9766477822223678,0.023352217777632196,0.15101950768857061
72,0.5376300152172058,2.853273173286652e-14,9.867107131356079e-13,1.0301759445496828e-12,0.26881500760860155,0.8064450228258072,0.4282202930802372,0.6344075038043043,0.3655924961956956,0.09855151292026774,0.9032225113738468,0.09677748862615305,0.2956545388140826
73,0.5455656278130451,3.0753177782116836e-14,1.0923484339286915e-12,1.1388667786604856e-12,0.2727828139065235,0.8183484417195691,0.384462948327773,0.5957870653433355,0.4042129346566645,0.1363914069532585,0.787361195971071,0.212638804028929,0.4091742209011655
74,0.639508649476093,3.7692071686024065e-14,1.396882609583372e-12,1.4541146065027988e-12,0.31975432473804705,0.9592629742141403,0.3463804180656818,0.5470857805564188,0.4529142194435812,0.15987716236902177,0.6412573415939494,0.3587426584060506,0.4796314871292442
75,0.6661483416512242,4.18554080283684e-14,1.5872858583065863e-12,1.6500134591979077e-12,0.333074170825612,0.9992225124768361,0.33359229450528444,0.49342908225698645,0.5065709177430134,0.1665370854128062,0.48028724668544975,0.5197127533145502,0.4996112562350449
76,0.6226810831811824,4.157785227221211e-14,1.6185941476010157e-12,1.6803780589214057e-12,0.31134054159059044,0.9340216247717728,0.35396227116042545,0.44046392212870855,0.5595360778712914,0.15567027079529763,0.32139176629899574,0.6786082337010042,0.46701081235257014
77,0.5136814661706128,3.608224830031759e-14,1.4565015860057429e-12,1.5102363803976004e-12,0.25684073308530486,0.7705221992559175,0.395291108025106,0.39376447282181265,0.6062355271781873,0.12842036654265707,0.1812934183870852,0.8187065816129148,0.385261099563154
78,0.5670180420853161,4.218847493575595e-14,1.7535972673954348e-12,1.8159362902281373e-12,0.28350902104265957,0.8505270631279757,0.43759396266028366,0.3582454894786742,0.6417545105213258,0.08765521390446264,0.07473646837772469,0.9252635316222753,0.26296564161910974
79,0.6494197206321868,5.091760346687124e-14,2.190900239007476e-12,2.2658819265330976e-12,0.32470986031609417,0.9741295809482807,0.4653467572846508,0.3376450698419548,0.6623549301580451,0.03766502928651528,0.012935209498557499,0.9870647905014425,0.11299508774183914
80,0.6634750062577636,5.48103229469632e-14,2.4415192090287974e-12,2.522017317208025e-12,0.3317375031288815,0.9952125093866451,0.470277452239373,0.33413124843555847,0.6658687515644416,-0.016289107778860657,0.002393745319548595,0.9976062546804514,-0.048867323467668394
81,0.6077046890713285,5.306866057708248e-14,2.4391877406770845e-12,2.5167368189471517e-12,0.30385234453566284,0.9115570336069915,0.4510403067964742,0.3480738277321649,0.6519261722678351,-0.06852894248287998,0.04422148325553174,0.9557785167444682,-0.2055868275795229
82,0.4879781627649281,4.4853010194856324e-14,2.1362911439837262e-12,2.2017943024366105e-12,0.24398908138246148,0.7319672441473898,0.4130881054846976,0.3780054593087627,0.6219945406912373,-0.11355663705531188,0.1340163780329288,0.8659836219670712,-0.3406699112805003
83,0.5865335023373255,5.71209746169643e-14,2.80064860191942e-12,2.8834712395564566e-12,0.2932667511686646,0.8798002535059902,0.3690756492016725,0.4207760708969614,0.5792239291030387,-0.14663337558432765,0.26232821284099095,0.737671787159009,-0.4399001268340834
84,0.6571123506711519,6.716849298982197e-14,3.4219294064996575e-12,3.5198510772715963e-12,0.3285561753355766,0.9856685260067287,0.3380429881693538,0.47188438707776764,0.5281156129222325,-0.1642780876677866,0.4156531614166212,0.5843468385833789,-0.4928342630347341
85,0.6585352163860859,7.072120666862247e-14,3.740174836508459e-12,3.8434810889498294e-12,0.32926760819304235,0.9878028245791282,0.3373500621577561,0.5259516536368213,0.4740483463631788,-0.1646338040965228,0.5778549611107272,0.42214503888927285,-0.4939014122580003
86,0.5906523538921222,6.705747068735946e-14,3.658739977652203e-12,3.7558844923069046e-12,0.2953261769460592,0.8859785308381809,0.36742981845948913,0.5772877097628238,0.4227122902371761,-0.1476630884730347,0.7318631294842726,0.26813687051572743,-0.4429892653166208
87,0.4819593335082398,5.745404152435185e-14,3.255784530864503e-12,3.339384324618777e-12,0.24097966675412286,0.7229390002623637,0.41131777372276485,0.6204898333770535,0.3795101666229464,-0.11515197710220892,0.8614695002976063,0.1385304997023937,-0.34545593113246553
88,0.6040453430551271,7.57449658550513e-14,4.449857149424474e-12,4.560518629403987e-12,0.3020226715275654,0.9060680145826933,0.449809743441461,0.6510113357637778,0.3489886642362223,-0.07052201251111151,0.953034007402451,0.04696599259754898,-0.21156603729539378
89,0.6625602612921686,8.738149093190373e-14,5.32317245838243e-12,5.450591367139879e-12,0.3312801306460848,0.9938403919382536,0.4699549298528694,0.6656400653230411,0.334359934676959,-0.01847015261324293,0.9969201960008471,0.0030798039991528645,-0.055410457555227485
90,0.6513458465360148,9.031664305325648e-14,5.706657368875767e-12,5.8384963530500045e-12,0.32567292326800645,0.9770187698040205,0.4660192742985199,0.662836461634006,0.3371635383659941,0.03552554771280382,0.9885093848355029,0.011490615164497092,0.10657664344329165
91,0.5715823290336935,8.337774914934926e-14,5.4610760358286825e-12,5.583089546234987e-12,0.2857911645168443,0.8573734935505362,0.439075962365216,0.6428955822584291,0.3571044177415709,0.08578245944715207,0.9286867466002076,0.07131325339979241,0.2573473786331025
92,0.5080457283819378,7.78543896018391e-14,5.293543381412746e-12,5.4073689970124406e-12,0.2540228641909724,0.7620685925729124,0.3971078022004444,0.6079160502188338,0.3920839497811661,0.12701143209547677,0.8237481503739223,0.17625184962607762,0.3810342965265255
93,0.6194937431611485,9.980904991380157e-14,7.038869487274724e-12,7.185141370769088e-12,0.30974687158057634,0.9292406147417258,0.3553577038362288,0.561579190188659,0.4384208098113411,0.15487343579028245,0.6847375701903697,0.31526242980963026,0.46462030752019245
94,0.6657448422366624,1.1268763699945339e-13,8.248624006057526e-12,8.414269281331599e-12,0.3328724211183315,0.998617263354994,0.33379360908445016,0.5087615975987893,0.4912384024012108,0.16643621055916488,0.5262847923563555,0.4737152076436445,0.499308631700658
95,0.6419314558534689,1.142419492339286e-13,8.673062268371723e-12,8.841039011997509e-12,0.3209657279267326,0.9628971837802008,0.3452581987468029,0.45502191475960846,0.5449780852403915,0.16048286396337105,0.36506574381633305,0.634934256183667,0.4814485917604916
96,0.550559758386667,1.0302869668521453e-13,8.111400440213856e-12,8.262834860772728e-12,0.2752798791933294,0.8258396375799952,0.3826789914485373,0.40601582683450727,0.5939841731654928,0.1376399395966754,0.21804748007112643,0.7819525199288735,0.41291981849477527
97,0.5323966207794769,1.04638520070921e-13,8.553102670560975e-12,8.707590204437565e-12,0.26619831038974323,0.798594931169221,0.4265825263045112,0.3669008448051405,0.6330991551948595,0.1003114782275313,0.10070253407190566,0.8992974659280943,0.3009344342267969
98,0.6328259303651431,1.3078427230084344e-13,1.1085660167609035e-11,1.127872795159135e-11,0.3164129651825742,0.9492388955477175,0.4595957743175832,0.34179351740871966,0.6582064825912803,0.052426011138295446,0.025380552030453613,0.9746194479695464,0.15727803282430464
99,0.6666552148616178,1.448645890744782e-13,1.2734038649930834e-11,1.294835896489821e-11,0.3333276074308088,0.9999828222924266,0.471400471981105,0.3333361962845955,0.6666638037154046,-0.0009768873481048965,8.588857761608578e-06,0.9999914111422384,-0.0029306627225136176
100,0.630324204235537,1.439959262938828e-13,1.3128498288494939e-11,1.334196642055474e-11,0.3151621021177655,0.9454863063533022,0.45873550284521314,0.3424189489411094,0.6575810510588905,-0.054276976011501436,0.027256847064092166,0.9727431529359079,-0.1628309287335083
101,0.5276564558082903,1.2678746941219288e-13,1.1983525283199015e-11,1.2171486041268054e-11,0.26382822790413885,0.7914846837124292,0.42510756837565605,0.36808588604791487,0.6319141139520851,-0.1018648335688725,0.10425765863630541,0.8957423413636947,-0.3055945013444794
102,0.5549288271768315,1.4013790128331038e-13,1.3741618953844181e-11,1.3949952304415092e-11,0.2774644135884218,0.8323932407652532,0.38109804662855784,0.4076357613803359,0.5923642386196641,-0.13873220679419587,0.22290728487226913,0.7770927151277308,-0.41619662086944215
103,0.643996361436231,1.7114087924596788e-13,1.7388535056284127e-11,1.764288715122575e-11,0.3219981807181184,0.9659945421543493,0.34429550342255894,0.45690625705121884,0.5430937429487811,-0.1609990903590519,0.3707187720787346,0.6292812279212654,-0.4829972713247662
104,0.665288269301413,1.8607337892717624e-13,1.958644357813455e-11,1.98632221781736e-11,0.3326441346507057,0.9979324039521187,0.3340211100354886,0.5107120352126909,0.4892879647873091,-0.16632206732535482,0.5321361066798254,0.46786389332017464,-0.4989662019089699
105,0.6165637424711127,1.816324868286756e-13,1.9792056882295128e-11,2.0061952099581504e-11,0.3082818712355516,0.9248456137066641,0.3566293739396266,0.5633904546808965,0.43660954531910345,-0.15414093561778772,0.6901713650951183,0.3098286349048816,-0.46242280642055184
106,0.5029506598037148,1.5587531265737198e-13,1.7603501989427173e-11,1.783528880139329e-11,0.25147532990184895,0.7544259897055627,0.39872594734036243,0.6093975200379856,0.3906024799620143,-0.12573766495094582,0.828192561049793,0.171807438950207,-0.3772129940386172
107,0.5755653767467483,1.8768320231288271e-13,2.196476334148656e-11,2.2244039943331018e-11,0.2877826883733809,0.8633480651201301,0.44037482583729787,0.6438913441866732,0.3561086558133268,-0.08410147945149432,0.9316740332423552,0.06832596675764482,-0.25230443718705786
