scenario,stage,step,p_A,p_B,S,Q,C_A,C_B,D_A,D_B
metastable_d_selection,AB,44,0.5063715114419861,0.49362848855801394,0.012743022883972166,1.0,nan,nan,nan,nan
metastable_d_selection,AB,45,0.5062160996827069,0.4937839003172932,0.012432199365413676,1.0,nan,nan,nan,nan
metastable_d_selection,AB,46,0.5060582015664348,0.4939417984335652,0.012116403132869547,1.0,nan,nan,nan,nan
metastable_d_selection,AB,47,0.5058978802503112,0.4941021197496888,0.011795760500622421,0.9999999999999998,nan,nan,nan,nan
metastable_d_selection,AB,48,0.5057351998607248,0.4942648001392753,0.011470399721449476,1.0,nan,nan,nan,nan
metastable_d_selection,AB,49,0.5055702254676624,0.49442977453233766,0.01114045093532473,1.0,nan,nan,nan,nan
metastable_d_selection,AB,50,0.5054030230586816,0.49459697694131843,0.010806046117363133,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,51,0.5052336595125168,0.4947663404874832,0.010467319025033561,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,52,0.5050622025723279,0.494937797427672,0.010124405144655901,1.0,nan,nan,nan,nan
metastable_d_selection,AB,53,0.5048887208186055,0.49511127918139447,0.009777441637211004,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,54,0.5047132836417376,0.4952867163582624,0.00942656728347524,0.9999999999999998,nan,nan,nan,nan
metastable_d_selection,AB,55,0.5045359612142559,0.495464038785744,0.009071922428511903,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,56,0.5043568244627674,0.4956431755372327,0.008713648925534723,1.0,nan,nan,nan,nan
metastable_d_selection,AB,57,0.5041759450395839,0.4958240549604162,0.008351890079167645,1.0,nan,nan,nan,nan
metastable_d_selection,AB,58,0.5039933952940628,0.49600660470593716,0.00798679058812568,1.0,nan,nan,nan,nan
metastable_d_selection,AB,59,0.5038092482436691,0.496190751756331,0.0076184964873381444,1.0,nan,nan,nan,nan
metastable_d_selection,AB,60,0.5036235775447669,0.496376422455233,0.007247155089533941,1.0,nan,nan,nan,nan
metastable_d_selection,AB,61,0.5034364574631607,0.4965635425368394,0.006872914926321305,1.0,nan,nan,nan,nan
metastable_d_selection,AB,62,0.503247962844388,0.496752037155612,0.006495925688775994,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,63,0.5030581690837831,0.49694183091621696,0.006116338167566127,1.0,nan,nan,nan,nan
metastable_d_selection,AB,64,0.5028671520963197,0.49713284790368034,0.005734304192639372,1.0,nan,nan,nan,nan
metastable_d_selection,AB,65,0.502674988286246,0.49732501171375404,0.005349976572491977,1.0,nan,nan,nan,nan
metastable_d_selection,AB,66,0.5024817545165238,0.4975182454834762,0.004963509033047597,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,67,0.5022875280780846,0.4977124719219153,0.0045750561561693215,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,68,0.5020923866589142,0.49790761334108585,0.00418477331782835,1.0,nan,nan,nan,nan
metastable_d_selection,AB,69,0.5018964083129783,0.4981035916870218,0.003792816625956541,1.0,nan,nan,nan,nan
metastable_d_selection,AB,70,0.5016996714290024,0.49830032857099765,0.0033993428580047502,1.0,nan,nan,nan,nan
metastable_d_selection,AB,71,0.5015022546991168,0.49849774530088314,0.003004509398233657,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,72,0.5013042370873814,0.4986957629126186,0.002608474174762787,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,73,0.5011056977982006,0.49889430220179937,0.002211395596401211,1.0,nan,nan,nan,nan
metastable_d_selection,AB,74,0.500906716244643,0.499093283755357,0.0018134324892860043,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,75,0.500707372016677,0.499292627983323,0.0014147440333540096,0.9999999999999999,nan,nan,nan,nan
metastable_d_selection,AB,76,0.5005077448493357,0.49949225515066425,0.0010154896986714346,1.0,nan,nan,nan,nan
metastable_d_selection,AB,77,0.5003079145908246,0.49969208540917537,0.0006158291816492079,1.0,nan,nan,nan,nan
metastable_d_selection,AB,78,0.5001079611705826,0.49989203882941724,0.00021592234116540876,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,79,0.49990796456731185,0.5000920354326881,-0.00018407086537625128,1.0,nan,nan,nan,nan
metastable_d_selection,AB,80,0.49970800477698707,0.5002919952230129,-0.0005839904460258616,1.0,nan,nan,nan,nan
metastable_d_selection,AB,81,0.49950816178085833,0.5004918382191417,-0.000983676438283343,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,82,0.49930851551345934,0.5006914844865407,-0.0013829689730813222,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,83,0.4991091458306354,0.5008908541693646,-0.0017817083387292043,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,84,0.49891013247760124,0.5010898675223988,-0.0021797350447975705,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,85,0.4987115550570446,0.5012884449429554,-0.002576889885910816,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,86,0.4985134929972862,0.5014865070027138,-0.002973014005427599,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,87,0.4983160255205091,0.5016839744794909,-0.0033679489589817924,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,88,0.49811923161107113,0.5018807683889288,-0.003761536777857677,1.0,nan,nan,nan,nan
metastable_d_selection,AB,89,0.497923189983912,0.5020768100160881,-0.004153620032176064,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,90,0.4977279790530689,0.5022720209469311,-0.004544041893862205,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,91,0.4975336769003115,0.5024663230996885,-0.004932646199377055,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,92,0.49734036124390985,0.5026596387560902,-0.005319277512180365,0.9999999999999999,nan,nan,nan,nan
metastable_d_selection,AB,93,0.4971481094075494,0.5028518905924505,-0.005703781184901113,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,94,0.49695699828940143,0.5030430017105987,-0.00608600342119725,1.0,nan,nan,nan,nan
metastable_d_selection,AB,95,0.4967671043313646,0.5032328956686354,-0.006465791337270765,0.9999999999999998,nan,nan,nan,nan
metastable_d_selection,AB,96,0.4965785034884907,0.5034214965115092,-0.006842993023018551,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,97,0.49639127119860194,0.5036087288013981,-0.007217457602796129,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,98,0.49620548235211825,0.5037945176478819,-0.007589035295763602,1.0,nan,nan,nan,nan
metastable_d_selection,AB,99,0.4960212112621006,0.5039787887378994,-0.007957577475798783,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,100,0.49583853163452823,0.5041614683654718,-0.008322936730943586,1.0,nan,nan,nan,nan
metastable_d_selection,AB,101,0.4956575165388167,0.5043424834611833,-0.008684966922366588,1.0,nan,nan,nan,nan
metastable_d_selection,AB,102,0.49547823837859056,0.5045217616214095,-0.00904352324281893,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,103,0.4953007688627236,0.5046992311372764,-0.009398462274552821,0.9999999999999999,nan,nan,nan,nan
metastable_d_selection,AB,104,0.4951251789766562,0.5048748210233438,-0.009749642046687601,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,105,0.4949515389540012,0.5050484610459989,-0.010096922091997695,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,106,0.49477991824845274,0.5052200817515473,-0.010440163503094568,1.0,nan,nan,nan,nan
metastable_d_selection,AB,107,0.4946103855060048,0.5053896144939953,-0.010779228987990552,1.0,nan,nan,nan,nan
metastable_d_selection,AB,108,0.4944430085374938,0.5055569914625063,-0.011113982925012533,1.0,nan,nan,nan,nan
metastable_d_selection,AB,109,0.49427785429147547,0.5057221457085246,-0.011444291417049113,1.0,nan,nan,nan,nan
metastable_d_selection,AB,110,0.4941149888274464,0.5058850111725537,-0.011770022345107267,1.0,nan,nan,nan,nan
metastable_d_selection,AB,111,0.4939544772894206,0.5060455227105795,-0.012091045421158853,1.0,nan,nan,nan,nan
metastable_d_selection,AB,112,0.49379638387987296,0.506203616120127,-0.01240723224025403,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,113,0.4936407718340598,0.5063592281659403,-0.012718456331880457,1.0,nan,nan,nan,nan
metastable_d_selection,AB,114,0.4934877033947244,0.5065122966052756,-0.013024593210551216,1.0,nan,nan,nan,nan
metastable_d_selection,AB,115,0.4933372397872015,0.5066627602127984,-0.013325520425596926,1.0,nan,nan,nan,nan
metastable_d_selection,AB,116,0.4931894411949282,0.5068105588050718,-0.013621117610143563,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,117,0.4930443667353707,0.5069556332646293,-0.013911266529258615,1.0,nan,nan,nan,nan
metastable_d_selection,AB,118,0.4929020744363785,0.5070979255636214,-0.01419585112724292,1.0,nan,nan,nan,nan
metastable_d_selection,AB,119,0.4927626212129739,0.507237378787026,-0.014474757574052144,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,120,0.4926260628445874,0.5073739371554127,-0.014747874310825304,1.0,nan,nan,nan,nan
metastable_d_selection,AB,121,0.4924924539527447,0.5075075460472552,-0.015015092094510518,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,122,0.4923618479792218,0.5076381520207782,-0.015276304041556443,1.0,nan,nan,nan,nan
metastable_d_selection,AB,123,0.4922342971646666,0.5077657028353334,-0.015531405670666798,1.0,nan,nan,nan,nan
metastable_d_selection,AB,124,0.49210985252770423,0.5078901474722959,-0.015780294944591655,1.0,nan,nan,nan,nan
metastable_d_selection,AB,125,0.49198856384453,0.50801143615547,-0.016022872310939962,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,126,0.4918704796290005,0.5081295203709996,-0.016259040741999076,0.9999999999999998,nan,nan,nan,nan
metastable_d_selection,AB,127,0.4917556471132271,0.5082443528867729,-0.01648870577354583,1.0,nan,nan,nan,nan
metastable_d_selection,AB,128,0.49164411222868537,0.5083558877713146,-0.016711775542629204,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,129,0.4915359195878416,0.5084640804121584,-0.016928160824316807,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,130,0.4914311124663098,0.5085688875336901,-0.01713777506738029,1.0,nan,nan,nan,nan
metastable_d_selection,AB,131,0.4913297327855413,0.5086702672144587,-0.01734053442891742,1.0,nan,nan,nan,nan
metastable_d_selection,AB,132,0.4912318210960566,0.5087681789039434,-0.017536357807886815,1.0,nan,nan,nan,nan
metastable_d_selection,AB,133,0.49113741656122584,0.5088625834387742,-0.01772516687754838,1.0,nan,nan,nan,nan
metastable_d_selection,AB,134,0.4910465569416043,0.5089534430583956,-0.01790688611679131,1.0,nan,nan,nan,nan
metastable_d_selection,AB,135,0.4909592785798287,0.5090407214201714,-0.018081442840342743,1.0,nan,nan,nan,nan
metastable_d_selection,AB,136,0.49087561638607974,0.5091243836139202,-0.018248767227840468,1.0,nan,nan,nan,nan
metastable_d_selection,AB,137,0.4907956038241196,0.5092043961758804,-0.01840879235176085,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,138,0.490719272897906,0.5092807271020939,-0.01856145420418792,1.0,nan,nan,nan,nan
metastable_d_selection,AB,139,0.49064665413879194,0.5093533458612081,-0.018706691722416124,1.0,nan,nan,nan,nan
metastable_d_selection,AB,140,0.49057777659331264,0.5094222234066873,-0.01884444681337466,1.0,nan,nan,nan,nan
metastable_d_selection,AB,141,0.49051266781156827,0.5094873321884318,-0.018974664376863515,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,142,0.4904513538362029,0.509548646163797,-0.019097292327594106,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,143,0.49039385919198974,0.5096061408080103,-0.01921228161602051,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,144,0.49034020687601965,0.5096597931239805,-0.019319586247960818,1.0,nan,nan,nan,nan
metastable_d_selection,AB,145,0.4902904183485034,0.5097095816514967,-0.019419163302993314,1.0,nan,nan,nan,nan
metastable_d_selection,AB,146,0.4902445135241884,0.5097554864758116,-0.019510972951623184,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,147,0.49020251076439253,0.5097974892356075,-0.019594978471214997,1.0,nan,nan,nan,nan
metastable_d_selection,AB,148,0.4901644268696594,0.5098355731303407,-0.019671146260681283,1.0,nan,nan,nan,nan
metastable_d_selection,AB,149,0.490130277073039,0.509869722926961,-0.019739445853921955,1.0,nan,nan,nan,nan
metastable_d_selection,AB,150,0.49010007503399505,0.509899924966005,-0.01979984993200995,1.0,nan,nan,nan,nan
metastable_d_selection,AB,151,0.49007383283294004,0.5099261671670601,-0.019852334334120036,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,152,0.49005156096640473,0.5099484390335953,-0.019896878067190593,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,153,0.4900332683428388,0.5099667316571612,-0.01993346331432244,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,154,0.49001896227904795,0.5099810377209522,-0.019962075441904203,1.0,nan,nan,nan,nan
metastable_d_selection,AB,155,0.49000864849726666,0.5099913515027333,-0.019982703005466673,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,156,0.4900023311228702,0.5099976688771298,-0.0199953377542596,1.0,nan,nan,nan,nan
metastable_d_selection,AB,157,0.4900000126827239,0.5099999873172761,-0.01999997463455222,1.0,nan,nan,nan,nan
metastable_d_selection,AB,158,0.4900016941041733,0.5099983058958267,-0.019996611791653407,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,159,0.4900073747146722,0.5099926252853278,-0.019985250570655644,0.9999999999999998,nan,nan,nan,nan
metastable_d_selection,AB,160,0.4900170522420519,0.5099829477579481,-0.01996589551589617,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,161,0.4900307228154306,0.5099692771845695,-0.01993855436913894,1.0,nan,nan,nan,nan
metastable_d_selection,AB,162,0.4900483809667612,0.5099516190332389,-0.019903238066477758,1.0,nan,nan,nan,nan
metastable_d_selection,AB,163,0.49007001963301844,0.5099299803669816,-0.019859960733963122,1.0,nan,nan,nan,nan
metastable_d_selection,AB,164,0.49009563015902463,0.5099043698409753,-0.019808739681950682,1.0,nan,nan,nan,nan
metastable_d_selection,AB,165,0.4901252023009107,0.5098747976990893,-0.019749595398178554,1.0,nan,nan,nan,nan
metastable_d_selection,AB,166,0.4901587242302143,0.5098412757697858,-0.01968255153957149,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,167,0.49019618253861047,0.5098038174613896,-0.019607634922779116,1.0,nan,nan,nan,nan
metastable_d_selection,AB,168,0.49023756224327536,0.5097624377567247,-0.019524875513449336,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,169,0.4902828467928788,0.5097171532071212,-0.019434306414242375,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,170,0.49033201807420485,0.5096679819257952,-0.019335963851590365,1.0,nan,nan,nan,nan
metastable_d_selection,AB,171,0.49038505641939645,0.5096149435806037,-0.019229887161207215,1.0,nan,nan,nan,nan
metastable_d_selection,AB,172,0.49044194061382274,0.5095580593861773,-0.01911611877235453,1.0,nan,nan,nan,nan
metastable_d_selection,AB,173,0.4905026479045643,0.5094973520954357,-0.018994704190871348,1.0,nan,nan,nan,nan
metastable_d_selection,AB,174,0.4905671540095145,0.5094328459904854,-0.018865691980970933,1.0,nan,nan,nan,nan
metastable_d_selection,AB,175,0.49063543312709135,0.5093645668729087,-0.018729133745817306,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,176,0.490707457946558,0.509292542053442,-0.018585084106883976,1.0,nan,nan,nan,nan
metastable_d_selection,AB,177,0.4907831996589473,0.5092168003410527,-0.018433600682105367,1.0,nan,nan,nan,nan
metastable_d_selection,AB,178,0.490862627968584,0.5091373720314161,-0.018274744062832082,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,179,0.490945711105203,0.509054288894797,-0.01810857778959396,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,180,0.491032415836658,0.5089675841633421,-0.01793516832668407,1.0,nan,nan,nan,nan
metastable_d_selection,AB,181,0.49112270748221193,0.5088772925177881,-0.017754585035576198,1.0,nan,nan,nan,nan
metastable_d_selection,AB,182,0.4912165499264107,0.5087834500735893,-0.0175669001471786,1.0,nan,nan,nan,nan
metastable_d_selection,AB,183,0.4913139056335277,0.5086860943664724,-0.01737218873294466,1.0,nan,nan,nan,nan
metastable_d_selection,AB,184,0.4914147356625784,0.5085852643374217,-0.01717052867484331,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,185,0.4915189996828954,0.5084810003171045,-0.016962000634209107,1.0,nan,nan,nan,nan
metastable_d_selection,AB,186,0.49162665599026073,0.5083733440097392,-0.016746688019478484,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,187,0.49173766152358683,0.5082623384764131,-0.016524676952826278,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,188,0.4918519718821406,0.5081480281178595,-0.016296056235718948,1.0,nan,nan,nan,nan
metastable_d_selection,AB,189,0.49196954134330234,0.5080304586566976,-0.016060917313395262,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,190,0.49209032288085547,0.5079096771191445,-0.015819354238289007,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,191,0.4922142681837954,0.5077857318162047,-0.0155714636324093,1.0,nan,nan,nan,nan
metastable_d_selection,AB,192,0.4923413276756532,0.5076586723243468,-0.01531734464869361,1.0,nan,nan,nan,nan
metastable_d_selection,AB,193,0.4924714505343267,0.5075285494656733,-0.015057098931346546,1.0,nan,nan,nan,nan
metastable_d_selection,AB,194,0.4926045847124072,0.5073954152875929,-0.01479083057518571,1.0,nan,nan,nan,nan
metastable_d_selection,AB,195,0.49274067695799834,0.5072593230420017,-0.014518646084003384,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,196,0.4928796728360167,0.5071203271639834,-0.014240654327966673,0.9999999999999998,nan,nan,nan,nan
metastable_d_selection,AB,197,0.4930215167499641,0.5069784832500359,-0.013956966500071832,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,198,0.4931661519641664,0.5068338480358335,-0.013667696071667124,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,199,0.4933135206264663,0.5066864793735337,-0.013372958747067454,1.0,nan,nan,nan,nan
metastable_d_selection,AB,200,0.4934635637913638,0.5065364362086363,-0.013072872417272507,1.0,nan,nan,nan,nan
metastable_d_selection,AB,201,0.4936162214435934,0.5063837785564067,-0.0127675571128133,1.0,nan,nan,nan,nan
metastable_d_selection,AB,202,0.4937714325221294,0.5062285674778706,-0.01245713495574119,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,203,0.4939291349446104,0.5060708650553897,-0.012141730110779292,1.0,nan,nan,nan,nan
metastable_d_selection,AB,204,0.4940892656321696,0.5059107343678305,-0.011821468735660923,1.0,nan,nan,nan,nan
metastable_d_selection,AB,205,0.49425176053466713,0.5057482394653329,-0.011496478930665743,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,206,0.4944165546563088,0.5055834453436913,-0.01116689068738247,1.0,nan,nan,nan,nan
metastable_d_selection,AB,207,0.494583582081643,0.505416417918357,-0.010832835836714017,1.0,nan,nan,nan,nan
metastable_d_selection,AB,208,0.49475277600192646,0.5052472239980736,-0.010494447996147183,1.0,nan,nan,nan,nan
metastable_d_selection,AB,209,0.4949240687418472,0.5050759312581528,-0.010151862516305565,1.0,nan,nan,nan,nan
metastable_d_selection,AB,210,0.49509739178659296,0.5049026082134069,-0.009805216426813979,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,211,0.495272675809257,0.5047273241907431,-0.009454648381486075,1.0,nan,nan,nan,nan
metastable_d_selection,AB,212,0.4954498506985671,0.5045501493014329,-0.00910029860286582,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,213,0.4956288455869299,0.5043711544130701,-0.008742308826140244,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,214,0.49580958887877663,0.5041904111212233,-0.008380822242446684,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,215,0.4959920082792004,0.5040079917207997,-0.008015983441599261,1.0,nan,nan,nan,nan
metastable_d_selection,AB,216,0.4961760308228734,0.5038239691771266,-0.007647938354253148,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,217,0.4963615829032316,0.5036384170967684,-0.007276834193536752,1.0,nan,nan,nan,nan
metastable_d_selection,AB,218,0.49654859030191695,0.503451409698083,-0.006902819396166049,1.0,nan,nan,nan,nan
metastable_d_selection,AB,219,0.49673697821846324,0.5032630217815367,-0.006526043563073458,1.0,nan,nan,nan,nan
metastable_d_selection,AB,220,0.4969266713002159,0.503073328699784,-0.006146657399568156,1.0,nan,nan,nan,nan
metastable_d_selection,AB,221,0.49711759367247144,0.5028824063275287,-0.005764812655057239,1.0,nan,nan,nan,nan
metastable_d_selection,AB,222,0.4973096689688262,0.5026903310311738,-0.005380662062347552,1.0000000000000004,nan,nan,nan,nan
metastable_d_selection,AB,223,0.49750282036172294,0.5024971796382771,-0.004994359276554172,1.0,nan,nan,nan,nan
metastable_d_selection,AB,224,0.4976969705931797,0.5023030294068204,-0.004606058813640679,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,225,0.4978920420056926,0.5021079579943075,-0.004215915988614927,1.0,nan,nan,nan,nan
metastable_d_selection,AB,226,0.49808795657329735,0.5019120434267027,-0.0038240868534053507,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,227,0.4982846359327791,0.5017153640672208,-0.0034307281344417295,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,228,0.4984820014150168,0.5015179985849832,-0.0030359971699664423,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,229,0.4986799740764487,0.5013200259235514,-0.002640051847102698,1.0,nan,nan,nan,nan
metastable_d_selection,AB,230,0.4988784747306498,0.5011215252693502,-0.0022430505387003863,1.0000000000000002,nan,nan,nan,nan
metastable_d_selection,AB,231,0.49907742398000526,0.5009225760199948,-0.0018451520399895283,0.9999999999999998,nan,nan,nan,nan
