t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(208.6148710270966),np.float64(-30.77831436845718),np.float64(21.787176969285944),np.float64(25.607349991539238),np.float64(4.440892098500626e-16)
1,np.float64(208.61487102709737),np.float64(-30.77831436845756),np.float64(21.787176969285632),np.float64(33.54817507906033),np.float64(8.881784197001252e-16)
2,np.float64(208.6148710270973),np.float64(-30.77831436845686),np.float64(21.787176969286527),np.float64(57.05795892767827),np.float64(1.7763568394002505e-15)
3,np.float64(208.61487102709725),np.float64(-30.778314368456797),np.float64(21.78717696928668),np.float64(71.31608750687245),np.float64(3.552713678800501e-15)
4,np.float64(208.6148710270965),np.float64(-30.778314368456133),np.float64(21.787176969287096),np.float64(81.28487300996402),np.float64(3.552713678800501e-15)
5,np.float64(208.61487102709634),np.float64(-30.778314368455412),np.float64(21.787176969288296),np.float64(90.07276200405279),np.float64(3.552713678800501e-15)
6,np.float64(208.6148710270963),np.float64(-30.77831436845475),np.float64(21.7871769692895),np.float64(95.68562821487808),np.float64(7.105427357601002e-15)
7,np.float64(208.61487102709663),np.float64(-30.778314368454836),np.float64(21.787176969289376),np.float64(96.10436913241696),np.float64(3.552713678800501e-15)
8,np.float64(208.61487102709708),np.float64(-30.77831436845496),np.float64(21.787176969289433),np.float64(96.31903816308504),np.float64(3.552713678800501e-15)
9,np.float64(208.6148710270976),np.float64(-30.77831436845503),np.float64(21.787176969289522),np.float64(96.48478160535112),np.float64(7.105427357601002e-15)
10,np.float64(208.6148710270977),np.float64(-30.77831436845474),np.float64(21.78717696929018),np.float64(96.67424265437455),np.float64(7.105427357601002e-15)
11,np.float64(208.61487102709737),np.float64(-30.778314368454836),np.float64(21.787176969290098),np.float64(96.83742559032073),np.float64(7.105427357601002e-15)
12,np.float64(208.61487102709773),np.float64(-30.77831436845548),np.float64(21.787176969289376),np.float64(96.97756556658733),np.float64(7.105427357601002e-15)
13,np.float64(208.6148710270977),np.float64(-30.778314368455057),np.float64(21.78717696929012),np.float64(97.12903741011772),np.float64(7.105427357601002e-15)
14,np.float64(208.61487102709725),np.float64(-30.778314368455064),np.float64(21.7871769692902),np.float64(97.28831980709698),np.float64(7.105427357601002e-15)
15,np.float64(208.61487102709708),np.float64(-30.778314368454538),np.float64(21.787176969290957),np.float64(97.52928765314815),np.float64(7.105427357601002e-15)
16,np.float64(208.61487102709634),np.float64(-30.778314368454765),np.float64(21.787176969291167),np.float64(97.71889313043458),np.float64(3.552713678800501e-15)
17,np.float64(208.6148710270967),np.float64(-30.778314368454947),np.float64(21.78717696929125),np.float64(97.85952271686476),np.float64(3.552713678800501e-15)
18,np.float64(208.61487102709668),np.float64(-30.77831436845472),np.float64(21.78717696929126),np.float64(98.02885064586879),np.float64(7.105427357601002e-15)
19,np.float64(208.61487102709648),np.float64(-30.778314368455106),np.float64(21.787176969290833),np.float64(98.20742059016075),np.float64(7.105427357601002e-15)
20,np.float64(208.6148710270965),np.float64(-30.778314368455323),np.float64(21.7871769692909),np.float64(98.40223283423049),np.float64(2.220446049250313e-16)
21,np.float64(208.61487102709694),np.float64(-30.7783143684547),np.float64(21.787176969291455),np.float64(98.58303004048665),np.float64(7.105427357601002e-15)
22,np.float64(208.61487102709657),np.float64(-30.77831436845465),np.float64(21.787176969291338),np.float64(98.81991534652894),np.float64(3.552713678800501e-15)
23,np.float64(208.61487102709674),np.float64(-30.77831436845473),np.float64(21.787176969291476),np.float64(99.14621501082806),np.float64(7.105427357601002e-15)
24,np.float64(208.61487102709665),np.float64(-30.778314368454694),np.float64(21.787176969291416),np.float64(99.35048799644598),np.float64(7.105427357601002e-15)
25,np.float64(208.6148710270971),np.float64(-30.778314368454744),np.float64(21.787176969291625),np.float64(99.64906895668123),np.float64(7.105427357601002e-15)
26,np.float64(208.6148710270967),np.float64(-30.778314368454698),np.float64(21.78717696929147),np.float64(99.80981995557346),np.float64(3.552713678800501e-15)
27,np.float64(208.61487102709697),np.float64(-30.778314368454783),np.float64(21.787176969291476),np.float64(100.02786632558986),np.float64(1.7763568394002505e-15)
28,np.float64(208.6148710270961),np.float64(-30.778314368454602),np.float64(21.787176969291544),np.float64(100.18195364154627),np.float64(7.105427357601002e-15)
29,np.float64(208.61487102709646),np.float64(-30.778314368455074),np.float64(21.787176969291085),np.float64(100.32463950086361),np.float64(1.7763568394002505e-15)
30,np.float64(208.61487102709577),np.float64(-30.778314368454915),np.float64(21.787176969291327),np.float64(100.48403790915442),np.float64(7.105427357601002e-15)
31,np.float64(208.6148710270956),np.float64(-30.778314368454843),np.float64(21.787176969291146),np.float64(100.58477004097402),np.float64(7.105427357601002e-15)
32,np.float64(208.6148710270955),np.float64(-30.778314368454808),np.float64(21.787176969291213),np.float64(100.71252099812415),np.float64(7.105427357601002e-15)
33,np.float64(208.614871027096),np.float64(-30.778314368454755),np.float64(21.78717696929119),np.float64(100.81901512922663),np.float64(7.105427357601002e-15)
34,np.float64(208.61487102709557),np.float64(-30.778314368454918),np.float64(21.787176969291135),np.float64(100.91167817315919),np.float64(7.105427357601002e-15)
35,np.float64(208.61487102709498),np.float64(-30.77831436845441),np.float64(21.787176969291583),np.float64(101.00806688936248),np.float64(1.7763568394002505e-15)
36,np.float64(208.61487102709452),np.float64(-30.778314368454584),np.float64(21.787176969291416),np.float64(101.10088547838713),np.float64(7.105427357601002e-15)
37,np.float64(208.6148710270948),np.float64(-30.778314368454303),np.float64(21.787176969291632),np.float64(101.17872732081744),np.float64(3.552713678800501e-15)
38,np.float64(208.61487102709467),np.float64(-30.778314368454375),np.float64(21.78717696929151),np.float64(101.25680109052212),np.float64(3.552713678800501e-15)
