t,H,Q2_re,Q2_im,generator_norm
0,np.float64(1480.2466133013527),np.float64(-74.79871400475595),np.float64(353.86167863998537),np.float64(34.70340460426683)
1,np.float64(1480.2466133013504),np.float64(-74.79871400475677),np.float64(353.86167863998514),np.float64(35.503624114561134)
2,np.float64(1480.246613301351),np.float64(-74.79871400475653),np.float64(353.8616786399866),np.float64(36.06983964562243)
3,np.float64(1480.2466133013581),np.float64(-74.79871400475521),np.float64(353.8616786399883),np.float64(36.151665542635406)
4,np.float64(1480.246613301355),np.float64(-74.79871400475537),np.float64(353.8616786399883),np.float64(35.84650745578065)
5,np.float64(1480.2466133013563),np.float64(-74.79871400475588),np.float64(353.8616786399882),np.float64(36.11184488530415)
6,np.float64(1480.2466133013586),np.float64(-74.79871400475645),np.float64(353.8616786399896),np.float64(36.6515268243192)
7,np.float64(1480.2466133013609),np.float64(-74.79871400475633),np.float64(353.86167863999015),np.float64(37.06934336125346)
8,np.float64(1480.246613301362),np.float64(-74.79871400475714),np.float64(353.86167863999026),np.float64(37.41171957168196)
9,np.float64(1480.24661330136),np.float64(-74.79871400475778),np.float64(353.8616786399904),np.float64(37.660401477993126)
10,np.float64(1480.2466133013613),np.float64(-74.79871400475768),np.float64(353.8616786399921),np.float64(37.85375899232568)
11,np.float64(1480.2466133013647),np.float64(-74.79871400475741),np.float64(353.8616786399921),np.float64(38.012733091430356)
12,np.float64(1480.2466133013654),np.float64(-74.79871400475652),np.float64(353.8616786399924),np.float64(38.11675206929233)
13,np.float64(1480.2466133013577),np.float64(-74.79871400475527),np.float64(353.86167863999003),np.float64(38.11508637847761)
14,np.float64(1480.2466133013584),np.float64(-74.79871400475592),np.float64(353.86167863998924),np.float64(38.04659022671342)
15,np.float64(1480.2466133013559),np.float64(-74.79871400475582),np.float64(353.8616786399888),np.float64(37.90732427142108)
16,np.float64(1480.2466133013554),np.float64(-74.79871400475618),np.float64(353.86167863998975),np.float64(37.804771486079915)
17,np.float64(1480.2466133013486),np.float64(-74.79871400475814),np.float64(353.8616786399882),np.float64(37.736489495382024)
18,np.float64(1480.2466133013495),np.float64(-74.7987140047576),np.float64(353.86167863998827),np.float64(37.77694038371336)
19,np.float64(1480.2466133013545),np.float64(-74.79871400475895),np.float64(353.86167863998855),np.float64(37.90287395088658)
20,np.float64(1480.2466133013554),np.float64(-74.79871400475979),np.float64(353.86167863998855),np.float64(37.97706127334271)
21,np.float64(1480.2466133013565),np.float64(-74.79871400476063),np.float64(353.861678639988),np.float64(38.06288715151292)
22,np.float64(1480.2466133013525),np.float64(-74.7987140047612),np.float64(353.86167863998696),np.float64(38.121284272549175)
23,np.float64(1480.246613301353),np.float64(-74.79871400476236),np.float64(353.8616786399873),np.float64(38.21058841555353)
24,np.float64(1480.2466133013504),np.float64(-74.79871400476435),np.float64(353.8616786399869),np.float64(38.30188467965839)
25,np.float64(1480.2466133013495),np.float64(-74.79871400476638),np.float64(353.8616786399856),np.float64(38.35770421837231)
26,np.float64(1480.2466133013518),np.float64(-74.79871400476489),np.float64(353.8616786399863),np.float64(38.34607142539766)
27,np.float64(1480.2466133013513),np.float64(-74.79871400476432),np.float64(353.8616786399871),np.float64(38.285788544962294)
28,np.float64(1480.2466133013481),np.float64(-74.79871400476213),np.float64(353.8616786399874),np.float64(38.200329736969046)
29,np.float64(1480.2466133013486),np.float64(-74.79871400476198),np.float64(353.86167863998725),np.float64(38.14677511255424)
30,np.float64(1480.2466133013486),np.float64(-74.79871400476179),np.float64(353.8616786399884),np.float64(38.15464290856755)
31,np.float64(1480.2466133013495),np.float64(-74.79871400476102),np.float64(353.8616786399883),np.float64(38.20172645412296)
32,np.float64(1480.2466133013509),np.float64(-74.79871400476063),np.float64(353.86167863998935),np.float64(38.25405343618039)
33,np.float64(1480.2466133013513),np.float64(-74.79871400476178),np.float64(353.86167863998907),np.float64(38.30384037942191)
34,np.float64(1480.2466133013513),np.float64(-74.79871400476307),np.float64(353.86167863998844),np.float64(38.35017720730591)
35,np.float64(1480.246613301355),np.float64(-74.79871400476281),np.float64(353.8616786399898),np.float64(38.376405532950656)
36,np.float64(1480.2466133013586),np.float64(-74.7987140047635),np.float64(353.8616786399905),np.float64(38.39447723445428)
37,np.float64(1480.2466133013568),np.float64(-74.7987140047641),np.float64(353.8616786399897),np.float64(38.412031440791985)
38,np.float64(1480.2466133013581),np.float64(-74.79871400476424),np.float64(353.86167863999),np.float64(38.40272455533703)
39,np.float64(1480.246613301356),np.float64(-74.79871400476242),np.float64(353.8616786399904),np.float64(38.38925228775033)
40,np.float64(1480.2466133013488),np.float64(-74.79871400475889),np.float64(353.86167863999015),np.float64(38.36847963678768)
41,np.float64(1480.2466133013504),np.float64(-74.79871400475957),np.float64(353.8616786399898),np.float64(38.35542400517313)
42,np.float64(1480.2466133013527),np.float64(-74.79871400475878),np.float64(353.8616786399904),np.float64(38.34784437286578)
43,np.float64(1480.2466133013497),np.float64(-74.79871400475858),np.float64(353.86167863999003),np.float64(38.34399063047654)
44,np.float64(1480.2466133013493),np.float64(-74.79871400475847),np.float64(353.8616786399907),np.float64(38.376782028801124)
45,np.float64(1480.2466133013468),np.float64(-74.79871400475729),np.float64(353.8616786399905),np.float64(38.4265077360465)
46,np.float64(1480.246613301345),np.float64(-74.79871400475642),np.float64(353.86167863999077),np.float64(38.462500105829825)
47,np.float64(1480.2466133013459),np.float64(-74.79871400475776),np.float64(353.86167863999043),np.float64(38.471945811818195)
48,np.float64(1480.2466133013475),np.float64(-74.79871400475757),np.float64(353.8616786399906),np.float64(38.4593263331603)
49,np.float64(1480.2466133013481),np.float64(-74.79871400475672),np.float64(353.8616786399914),np.float64(38.42660218943909)
50,np.float64(1480.2466133013445),np.float64(-74.79871400475831),np.float64(353.8616786399898),np.float64(38.38789433891356)
51,np.float64(1480.2466133013456),np.float64(-74.79871400475693),np.float64(353.8616786399898),np.float64(38.36905271907539)
52,np.float64(1480.2466133013438),np.float64(-74.79871400475653),np.float64(353.86167863998884),np.float64(38.38510218923977)
53,np.float64(1480.2466133013472),np.float64(-74.79871400475517),np.float64(353.86167863998946),np.float64(38.440752007546315)
54,np.float64(1480.246613301345),np.float64(-74.7987140047545),np.float64(353.8616786399893),np.float64(38.490050661348995)
55,np.float64(1480.2466133013472),np.float64(-74.7987140047515),np.float64(353.8616786399905),np.float64(38.49118705497758)
56,np.float64(1480.2466133013475),np.float64(-74.79871400474946),np.float64(353.8616786399913),np.float64(38.46417729732478)
57,np.float64(1480.24661330135),np.float64(-74.7987140047492),np.float64(353.86167863999185),np.float64(38.44730417856473)
58,np.float64(1480.2466133013468),np.float64(-74.79871400474963),np.float64(353.8616786399906),np.float64(38.458310506270045)
59,np.float64(1480.2466133013481),np.float64(-74.79871400474981),np.float64(353.8616786399909),np.float64(38.46783929108885)
60,np.float64(1480.2466133013406),np.float64(-74.79871400474896),np.float64(353.8616786399891),np.float64(38.462548947383766)
61,np.float64(1480.2466133013352),np.float64(-74.79871400474988),np.float64(353.861678639988),np.float64(38.45953910286915)
62,np.float64(1480.2466133013381),np.float64(-74.79871400474741),np.float64(353.86167863998935),np.float64(38.45785692263277)
63,np.float64(1480.2466133013365),np.float64(-74.79871400474889),np.float64(353.8616786399882),np.float64(38.43748676762896)
64,np.float64(1480.2466133013381),np.float64(-74.79871400474889),np.float64(353.86167863998884),np.float64(38.41827385424651)
65,np.float64(1480.2466133013386),np.float64(-74.79871400474887),np.float64(353.86167863998844),np.float64(38.43233209562877)
66,np.float64(1480.2466133013418),np.float64(-74.7987140047496),np.float64(353.86167863998884),np.float64(38.48006281206801)
67,np.float64(1480.24661330134),np.float64(-74.79871400474755),np.float64(353.86167863998884),np.float64(38.527654918085645)
68,np.float64(1480.24661330134),np.float64(-74.79871400474605),np.float64(353.8616786399898),np.float64(38.54485142462559)
69,np.float64(1480.2466133013377),np.float64(-74.79871400474667),np.float64(353.86167863998963),np.float64(38.5166216477291)
70,np.float64(1480.2466133013359),np.float64(-74.79871400474663),np.float64(353.861678639989),np.float64(38.47080842863757)
71,np.float64(1480.2466133013331),np.float64(-74.79871400474674),np.float64(353.861678639988),np.float64(38.43829852362946)
72,np.float64(1480.246613301332),np.float64(-74.79871400474607),np.float64(353.8616786399883),np.float64(38.42892217029954)
73,np.float64(1480.2466133013318),np.float64(-74.7987140047467),np.float64(353.8616786399882),np.float64(38.44612464330787)
74,np.float64(1480.2466133013309),np.float64(-74.79871400474573),np.float64(353.86167863998736),np.float64(38.4760763550865)
75,np.float64(1480.2466133013306),np.float64(-74.79871400474374),np.float64(353.86167863998696),np.float64(38.50292163264178)
76,np.float64(1480.246613301329),np.float64(-74.79871400474391),np.float64(353.8616786399866),np.float64(38.510443652313874)
77,np.float64(1480.246613301324),np.float64(-74.7987140047426),np.float64(353.86167863998617),np.float64(38.49324816581674)
78,np.float64(1480.2466133013259),np.float64(-74.79871400474562),np.float64(353.8616786399857),np.float64(38.4786793310568)
79,np.float64(1480.2466133013359),np.float64(-74.7987140047459),np.float64(353.86167863998764),np.float64(38.486409304681075)
80,np.float64(1480.2466133013368),np.float64(-74.79871400474545),np.float64(353.861678639988),np.float64(38.505731317193955)
81,np.float64(1480.2466133013374),np.float64(-74.79871400474485),np.float64(353.861678639988),np.float64(38.512800704685404)
82,np.float64(1480.246613301346),np.float64(-74.7987140047453),np.float64(353.861678639989),np.float64(38.50065401220374)
83,np.float64(1480.2466133013463),np.float64(-74.79871400474242),np.float64(353.8616786399905),np.float64(38.47134715158807)
84,np.float64(1480.2466133013413),np.float64(-74.79871400474153),np.float64(353.8616786399904),np.float64(38.4430904474168)
85,np.float64(1480.2466133013384),np.float64(-74.7987140047388),np.float64(353.86167863999094),np.float64(38.43593164427867)
86,np.float64(1480.2466133013336),np.float64(-74.79871400473756),np.float64(353.86167863999054),np.float64(38.454392574335245)
87,np.float64(1480.2466133013309),np.float64(-74.79871400473743),np.float64(353.86167863999117),np.float64(38.49598431262707)
88,np.float64(1480.2466133013309),np.float64(-74.79871400473769),np.float64(353.8616786399903),np.float64(38.53286093032892)
89,np.float64(1480.246613301333),np.float64(-74.79871400473874),np.float64(353.86167863999145),np.float64(38.54758464666366)
90,np.float64(1480.2466133013293),np.float64(-74.79871400473871),np.float64(353.8616786399902),np.float64(38.537095816894684)
91,np.float64(1480.2466133013313),np.float64(-74.79871400473917),np.float64(353.8616786399898),np.float64(38.50505477078036)
92,np.float64(1480.2466133013277),np.float64(-74.79871400474016),np.float64(353.86167863998895),np.float64(38.477769013081975)
93,np.float64(1480.246613301325),np.float64(-74.79871400473989),np.float64(353.8616786399888),np.float64(38.470545602557536)
94,np.float64(1480.2466133013238),np.float64(-74.79871400473786),np.float64(353.86167863998884),np.float64(38.474851526842684)
95,np.float64(1480.2466133013236),np.float64(-74.79871400473944),np.float64(353.86167863998867),np.float64(38.477350984977065)
96,np.float64(1480.2466133013204),np.float64(-74.79871400473796),np.float64(353.86167863998867),np.float64(38.47598070142428)
97,np.float64(1480.2466133013186),np.float64(-74.79871400473665),np.float64(353.86167863998827),np.float64(38.475227876465986)
98,np.float64(1480.2466133013145),np.float64(-74.7987140047369),np.float64(353.8616786399874),np.float64(38.47806704604555)
99,np.float64(1480.2466133013108),np.float64(-74.79871400473343),np.float64(353.8616786399873),np.float64(38.49152487208574)
