step,H_total,H_parallel,H_perp,A_perp,abs_ZtZ,sum_a2,sum_b2,sum_ab,r2_min,r2_max,simplex_rank
0,2.3715637249356827,2.371563724935682,8.881784197001252e-16,2.9802322387695312e-08,1.9704303734293543e-14,1.1857818624678453,1.1857818624678371,9.107298248878237e-15,0.043119340452582575,0.04311934045429202,10
1,2.371563724935687,2.3715637249356867,4.440892098500626e-16,2.1073424255447017e-08,1.974803994182643e-14,1.1857818624678473,1.1857818624678398,9.110767695830191e-15,0.04311934045258179,0.0431193404542908,10
2,2.371563724935693,2.371563724935693,0.0,0.0,2.0191928770723558e-14,1.1857818624678509,1.185781862467842,9.207912210484892e-15,0.04311934045258105,0.04311934045428958,10
3,2.3715637249356885,2.3715637249356885,0.0,0.0,1.909487809548982e-14,1.1857818624678476,1.1857818624678411,9.006684287271582e-15,0.04311934045258001,0.043119340454288224,10
4,2.3715637249356885,2.3715637249356885,0.0,0.0,1.8403438382914133e-14,1.1857818624678467,1.1857818624678416,8.878314750049299e-15,0.04311934045257905,0.0431193404542871,10
5,2.3715637249356907,2.3715637249356907,0.0,0.0,1.8348876425166805e-14,1.1857818624678478,1.1857818624678431,8.871375856145391e-15,0.04311934045257807,0.04311934045428589,10
6,2.371563724935693,2.371563724935693,0.0,0.0,1.8573838224229153e-14,1.1857818624678491,1.1857818624678442,8.989337052511814e-15,0.04311934045257705,0.04311934045428499,10
7,2.371563724935687,2.3715637249356867,4.440892098500626e-16,2.1073424255447017e-08,1.7905073411523595e-14,1.1857818624678456,1.1857818624678418,8.753414659778969e-15,0.043119340452575844,0.043119340454283804,10
8,2.371563724935689,2.3715637249356893,0.0,0.0,1.892936740252049e-14,1.1857818624678473,1.1857818624678416,9.069134332406747e-15,0.04311934045257473,0.0431193404542827,10
9,2.3715637249356885,2.3715637249356885,0.0,0.0,1.91583834391646e-14,1.185781862467847,1.1857818624678413,9.145462165349727e-15,0.04311934045257353,0.04311934045428173,10
10,2.3715637249356902,2.3715637249356902,0.0,0.0,1.9240120091366153e-14,1.185781862467848,1.1857818624678422,9.218320551340753e-15,0.04311934045257233,0.043119340454280786,10
11,2.3715637249356876,2.371563724935687,4.440892098500626e-16,2.1073424255447017e-08,2.1130213858281422e-14,1.1857818624678478,1.1857818624678398,9.853229343548264e-15,0.04311934045257094,0.0431193404542798,10
12,2.371563724935681,2.3715637249356805,4.440892098500626e-16,2.1073424255447017e-08,2.291192599914337e-14,1.1857818624678456,1.1857818624678353,1.0358033875057515e-14,0.0431193404525695,0.0431193404542788,10
13,2.371563724935689,2.3715637249356893,0.0,0.0,2.2178033850047428e-14,1.185781862467849,1.18578186246784,1.0167214292700066e-14,0.04311934045256829,0.043119340454278204,10
14,2.3715637249356893,2.3715637249356893,0.0,0.0,2.3040692547826274e-14,1.1857818624678498,1.1857818624678396,1.042568809062061e-14,0.04311934045256686,0.04311934045427736,10
15,2.371563724935684,2.371563724935683,8.881784197001252e-16,2.9802322387695312e-08,2.5505872342235185e-14,1.1857818624678482,1.1857818624678365,1.1353765150268202e-14,0.043119340452565345,0.04311934045427662,10
16,2.3715637249356805,2.3715637249356813,0.0,0.0,2.6331061536956437e-14,1.1857818624678464,1.1857818624678342,1.1681627887227819e-14,0.04311934045256377,0.043119340454275915,10
17,2.3715637249356787,2.371563724935679,0.0,0.0,2.52400887007364e-14,1.1857818624678447,1.185781862467834,1.1282641487753153e-14,0.043119340452562174,0.043119340454275304,10
18,2.371563724935683,2.371563724935682,1.3322676295501878e-15,3.650024149988857e-08,2.5100043628721047e-14,1.185781862467847,1.1857818624678358,1.1060596882828122e-14,0.04311934045256062,0.04311934045427482,10
19,2.3715637249356867,2.3715637249356867,0.0,0.0,2.7892117076534442e-14,1.1857818624678498,1.1857818624678367,1.2352965872430843e-14,0.04311934045255907,0.04311934045427415,10
20,2.3715637249356876,2.3715637249356876,0.0,0.0,2.7699570808075682e-14,1.1857818624678504,1.1857818624678373,1.2233269952588444e-14,0.04311934045255737,0.043119340454273694,10
21,2.3715637249356876,2.3715637249356876,0.0,0.0,3.0577790032873697e-14,1.1857818624678513,1.1857818624678365,1.342502498058451e-14,0.04311934045255565,0.0431193404542733,10
22,2.371563724935683,2.371563724935684,0.0,0.0,2.6792177331016292e-14,1.185781862467848,1.1857818624678356,1.176836406102666e-14,0.04311934045255377,0.04311934045427286,10
23,2.3715637249356902,2.3715637249356902,0.0,0.0,2.7391118181209132e-14,1.1857818624678516,1.1857818624678391,1.2054593434562832e-14,0.043119340452552085,0.04311934045427249,10
24,2.371563724935689,2.3715637249356893,0.0,0.0,2.9787217834887576e-14,1.1857818624678516,1.1857818624678376,1.3209051907825398e-14,0.04311934045255017,0.04311934045427218,10
25,2.3715637249356805,2.37156372493568,4.440892098500626e-16,2.1073424255447017e-08,3.272046487802616e-14,1.1857818624678482,1.1857818624678327,1.444590974619686e-14,0.04311934045254809,0.04311934045427184,10
26,2.371563724935683,2.371563724935683,0.0,0.0,3.332898449976523e-14,1.1857818624678491,1.1857818624678338,1.4665352265907927e-14,0.0431193404525462,0.043119340454271654,10
27,2.371563724935693,2.371563724935694,0.0,0.0,3.118374746645929e-14,1.185781862467854,1.1857818624678391,1.369650920457488e-14,0.04311934045254441,0.04311934045427169,10
28,2.371563724935697,2.371563724935697,0.0,0.0,3.26732125664172e-14,1.185781862467856,1.1857818624678405,1.437652080715779e-14,0.043119340452542426,0.043119340454271744,10
29,2.3715637249357027,2.3715637249357018,8.881784197001252e-16,2.9802322387695312e-08,3.395579222321826e-14,1.1857818624678593,1.185781862467843,1.5033547323684004e-14,0.04311934045254042,0.043119340454271696,10
30,2.3715637249357036,2.3715637249357036,0.0,0.0,3.4330143985496454e-14,1.1857818624678598,1.1857818624678433,1.5121584540089827e-14,0.0431193404525383,0.04311934045427168,10
31,2.371563724935705,2.3715637249357053,0.0,0.0,3.214012321859225e-14,1.18578186246786,1.185781862467845,1.3937635767735657e-14,0.04311934045253621,0.04311934045427189,10
32,2.3715637249357027,2.371563724935703,0.0,0.0,3.156247056853469e-14,1.1857818624678593,1.1857818624678438,1.3735106801915364e-14,0.043119340452533995,0.043119340454271946,10
33,2.3715637249357093,2.3715637249357098,0.0,0.0,3.036245230763342e-14,1.1857818624678624,1.1857818624678473,1.317788109536644e-14,0.04311934045253188,0.043119340454272424,10
34,2.371563724935706,2.371563724935706,0.0,0.0,2.9087610706026635e-14,1.1857818624678609,1.1857818624678458,1.2602820263080128e-14,0.04311934045252952,0.04311934045427276,10
35,2.3715637249357098,2.3715637249357098,0.0,0.0,2.846648118600099e-14,1.1857818624678624,1.1857818624678473,1.1988890782910211e-14,0.043119340452527306,0.04311934045427305,10
36,2.3715637249357098,2.3715637249357098,0.0,0.0,2.9556996192176097e-14,1.1857818624678629,1.185781862467847,1.2525137177421541e-14,0.043119340452524975,0.043119340454273555,10
37,2.371563724935713,2.371563724935713,0.0,0.0,3.1852002868169633e-14,1.1857818624678647,1.1857818624678487,1.3771102314041883e-14,0.04311934045252268,0.04311934045427403,10
38,2.3715637249357124,2.3715637249357115,8.881784197001252e-16,2.9802322387695312e-08,3.0668014571169495e-14,1.185781862467864,1.1857818624678484,1.3149203947904198e-14,0.04311934045252019,0.043119340454274534,10
39,2.3715637249357133,2.3715637249357133,0.0,0.0,2.894305621910254e-14,1.1857818624678644,1.1857818624678487,1.2127451820553858e-14,0.04311934045251777,0.04311934045427514,10
40,2.3715637249357178,2.371563724935718,0.0,0.0,3.086492912552893e-14,1.1857818624678669,1.185781862467851,1.3255022079938783e-14,0.04311934045251542,0.04311934045427582,10
41,2.371563724935723,2.371563724935723,0.0,0.0,3.149735184435329e-14,1.185781862467869,1.185781862467854,1.3754622441020103e-14,0.04311934045251301,0.04311934045427642,10
42,2.3715637249357306,2.371563724935731,0.0,0.0,3.414118709482458e-14,1.185781862467873,1.1857818624678578,1.5428630595337722e-14,0.04311934045251062,0.04311934045427712,10
43,2.371563724935733,2.371563724935733,0.0,0.0,3.01424247345202e-14,1.1857818624678742,1.1857818624678584,1.2830014828324465e-14,0.043119340452508,0.04311934045427788,10
44,2.37156372493574,2.3715637249357395,4.440892098500626e-16,2.1073424255447017e-08,3.021680832333098e-14,1.1857818624678778,1.1857818624678622,1.2956649642070772e-14,0.04311934045250554,0.04311934045427876,10
45,2.371563724935738,2.3715637249357377,4.440892098500626e-16,2.1073424255447017e-08,3.12800062141644e-14,1.1857818624678769,1.1857818624678615,1.3551659794330817e-14,0.04311934045250286,0.04311934045427951,10
46,2.371563724935741,2.37156372493574,8.881784197001252e-16,2.9802322387695312e-08,3.2964171198020596e-14,1.1857818624678782,1.1857818624678627,1.4504022982642084e-14,0.04311934045250028,0.043119340454280224,10
47,2.3715637249357444,2.3715637249357435,8.881784197001252e-16,2.9802322387695312e-08,3.4104476965932805e-14,1.1857818624678798,1.1857818624678647,1.5322812463303137e-14,0.0431193404524976,0.04311934045428105,10
48,2.371563724935748,2.3715637249357484,0.0,0.0,3.6297755544583084e-14,1.1857818624678809,1.1857818624678675,1.674008154317619e-14,0.04311934045249495,0.04311934045428199,10
49,2.3715637249357453,2.3715637249357453,0.0,0.0,3.823865367136029e-14,1.1857818624678793,1.1857818624678662,1.7959592146787884e-14,0.043119340452492064,0.043119340454282784,10
50,2.3715637249357537,2.3715637249357537,0.0,0.0,3.823549163266489e-14,1.1857818624678829,1.1857818624678707,1.814694228219338e-14,0.04311934045248943,0.043119340454283915,10
51,2.371563724935759,2.3715637249357586,4.440892098500626e-16,2.1073424255447017e-08,4.0538404113716e-14,1.1857818624678849,1.185781862467874,1.9498291869979312e-14,0.04311934045248673,0.04311934045428503,10
52,2.3715637249357573,2.3715637249357577,0.0,0.0,3.995642444592459e-14,1.1857818624678849,1.1857818624678729,1.903685542536948e-14,0.04311934045248375,0.04311934045428613,10
53,2.371563724935755,2.371563724935755,0.0,0.0,4.1414670067097835e-14,1.1857818624678826,1.1857818624678722,2.0022178359724307e-14,0.04311934045248082,0.04311934045428726,10
54,2.3715637249357586,2.3715637249357586,0.0,0.0,4.272332333666352e-14,1.185781862467884,1.1857818624678744,2.0856580351669152e-14,0.04311934045247791,0.04311934045428841,10
55,2.3715637249357586,2.371563724935759,0.0,0.0,4.37525317025504e-14,1.1857818624678835,1.1857818624678749,2.143944743959736e-14,0.043119340452474925,0.04311934045428974,10
56,2.3715637249357675,2.3715637249357675,0.0,0.0,4.2628900010391614e-14,1.1857818624678889,1.1857818624678789,2.0740353878778706e-14,0.04311934045247209,0.04311934045429099,10
57,2.371563724935763,2.371563724935763,0.0,0.0,4.2415707625589866e-14,1.1857818624678866,1.1857818624678769,2.05911676598447e-14,0.04311934045246896,0.04311934045429233,10
58,2.371563724935764,2.371563724935764,0.0,0.0,4.2953135491635906e-14,1.1857818624678866,1.185781862467877,2.0903417885520525e-14,0.04311934045246589,0.043119340454293685,10
59,2.371563724935768,2.371563724935768,0.0,0.0,4.2915576922650493e-14,1.1857818624678884,1.185781862467879,2.0979745718463505e-14,0.04311934045246282,0.04311934045429509,10
60,2.37156372493577,2.37156372493577,0.0,0.0,4.300071177899118e-14,1.18578186246789,1.1857818624678802,2.0931173461136154e-14,0.043119340452459715,0.04311934045429672,10
61,2.371563724935773,2.371563724935773,0.0,0.0,4.2701064464455466e-14,1.185781862467892,1.185781862467881,2.061892323546033e-14,0.04311934045245657,0.043119340454298466,10
62,2.371563724935777,2.371563724935777,0.0,0.0,4.26863669921162e-14,1.1857818624678933,1.1857818624678833,2.0775048348298242e-14,0.04311934045245347,0.04311934045430008,10
