step,edge_index,i,j,a,b,a2,b2,ab,r2,theta,z2_re,z2_im,z2_phase_pi
5000,0,1,2,-0.04708377724877792,-0.2164800067581844,0.0022168820800125373,0.046863593326023564,0.010192696417016294,0.0490804754060361,-1.7849580453702056,-0.04464671124601103,0.020385392834032588,0.8636604154707369
5000,1,1,3,-0.20067097589698493,-0.09387090288489938,0.04026884056744831,0.008811746408426212,0.018837165690243858,0.04908058697587452,-2.704047423616071,0.0314570941590221,0.037674331380487716,0.27854994470639194
5000,2,1,4,0.1127056625065977,-0.19073037979762855,0.012702566361051104,0.03637807777774763,-0.021496393815226725,0.049080644138798736,-1.0370828999482116,-0.023675511416696528,-0.04299278763045345,-0.6602274796913417
5000,3,1,5,0.21707695398456833,0.0442526283390287,0.047122403951218396,0.001958295114912206,0.009606225765647538,0.0490806990661306,0.20110132291551,0.04516410883630619,0.019212451531295076,0.12802507841729144
5000,4,1,6,0.11812252783123063,-0.18742406754123822,0.013952931581239855,0.035127781093702626,-0.022139004634382363,0.04908071267494248,-1.008436328000724,-0.02117484951246277,-0.044278009268764726,-0.6419905055790206
5000,5,1,7,0.1227953410414365,-0.18439619090406195,0.015078695781482698,0.03400195521992726,-0.022642993148806117,0.04908065100140996,-0.9833024478371576,-0.01892325943844456,-0.045285986297612234,-0.6259897805105767
5000,6,1,8,-0.21506408144181544,-0.053180044612551894,0.046252559126411824,0.0028281171449930096,0.011437117445633239,0.04908067627140483,-2.899180012490472,0.043424441981418815,0.022874234891266478,0.15432468039567412
5000,7,1,9,-0.0015511312018266687,-0.22153591420696725,2.4060080052802456e-06,0.049078161283516754,0.0003436312688516229,0.049080567291522034,-1.5777979267863487,-0.04907575527551147,0.0006872625377032458,0.995542643007233
5000,8,1,10,0.20800408950981897,0.07625537420135155,0.043265701252808784,0.005814882094588151,0.015861429680982666,0.049080583347396935,0.3513905826369435,0.03745081915822063,0.03172285936196533,0.22370219273044273
5000,9,2,3,-0.006734342073480251,-0.22143900449996662,4.535136316264629e-05,0.049035232713936235,0.0014912460047137078,0.04908058407709888,-1.6011986811721228,-0.04898988135077359,0.0029824920094274157,0.9806452600769318
5000,10,2,4,0.11111734862873089,-0.19165994034156095,0.012347065166278924,0.0367335327317307,-0.021296744409094993,0.04908059789800963,-1.0453898676820654,-0.02438646756545178,-0.04259348881818999,-0.6655158595991326
5000,11,2,5,-0.19857886770905703,-0.0982200386664439,0.03943356670061117,0.009647175995637735,0.019504424064722227,0.0490807426962489,-2.6822625113762633,0.029786390704973437,0.039008848129444454,0.29241865057754624
5000,12,2,6,0.2213343410959,0.009585209133927172,0.04898889054835621,9.187623414112089e-05,0.002121535947924173,0.04908076678249733,0.043279427971110014,0.04889701431421509,0.004243071895848346,0.027552539583167193
5000,13,2,7,-0.22124963354634078,-0.011373681985256404,0.048951400344390085,0.00012936064190174605,0.002516422971310597,0.049080760986291834,-3.0902313074394683,0.048822039702488336,0.005032845942621194,0.03269764849471248
5000,14,2,8,0.15270981933108357,-0.1605004736868843,0.023320288920132187,0.02576040205371424,-0.024509998339277434,0.04908069097384643,-0.810266593486959,-0.0024401131335820532,-0.04901999667855487,-0.5158317343027233
5000,15,2,9,-0.013485181352637073,0.2211306255482893,0.00018185011611351063,0.04889875355537774,-0.002981986588140762,0.04908060367149125,1.6317037736542936,-0.04871690343926423,-0.005963973176281524,-0.9612251150448801
