step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11
0,0.36262434507938224,0.3249257834577754,0.29890778540411644,0.2676599932598041,0.2563133279927176,0.21273478317689706,0.1986366515316521,0.17944157369920513,0.1446811166678218,0.11602149958083381,2.7496386417857694e-09
1,0.3626243450793815,0.32492578345777556,0.29890778540411744,0.2676599932598053,0.25631332799271833,0.21273478317689692,0.19863665153165336,0.1794415736992057,0.14468111666782435,0.11602149958083273,2.424187604573794e-09
2,0.36262434507938085,0.3249257834577759,0.2989077854041185,0.26765999325980644,0.256313327992719,0.21273478317689679,0.19863665153165458,0.1794415736992064,0.14468111666782693,0.1160214995808318,2.4800494255394464e-09
3,0.3626243450793794,0.3249257834577755,0.298907785404119,0.2676599932598071,0.2563133279927192,0.21273478317689615,0.19863665153165533,0.17944157369920663,0.14468111666782915,0.11602149958083058,2.8980517783201227e-09
4,0.36262434507937835,0.32492578345777534,0.29890778540411966,0.26765999325980794,0.25631332799271955,0.21273478317689573,0.1986366515316562,0.17944157369920727,0.1446811166678315,0.1160214995808295,2.659621348752874e-09
5,0.36262434507937746,0.32492578345777534,0.2989077854041205,0.26765999325980905,0.25631332799272005,0.21273478317689556,0.1986366515316572,0.17944157369920774,0.144681116667834,0.11602149958082839,3.6672852178238163e-09
6,0.3626243450793766,0.3249257834577754,0.2989077854041214,0.26765999325981016,0.2563133279927206,0.21273478317689534,0.1986366515316583,0.17944157369920838,0.1446811166678363,0.11602149958082761,2.773862522782197e-09
7,0.36262434507937513,0.3249257834577748,0.29890778540412183,0.2676599932598107,0.2563133279927206,0.21273478317689473,0.198636651531659,0.17944157369920863,0.14468111666783845,0.11602149958082629,3.2556681846972534e-09
8,0.3626243450793742,0.3249257834577746,0.2989077854041227,0.26765999325981177,0.2563133279927211,0.21273478317689443,0.19863665153165996,0.17944157369920896,0.14468111666784086,0.11602149958082532,2.6311719735120108e-09
9,0.36262434507937324,0.3249257834577744,0.2989077854041235,0.2676599932598126,0.25631332799272144,0.21273478317689387,0.19863665153166074,0.17944157369920904,0.1446811166678432,0.11602149958082415,3.1600818879333476e-09
10,0.36262434507937236,0.3249257834577743,0.2989077854041243,0.26765999325981366,0.2563133279927219,0.21273478317689354,0.19863665153166166,0.17944157369920932,0.1446811166678454,0.11602149958082303,2.330426788381008e-09
11,0.3626243450793712,0.3249257834577739,0.29890778540412494,0.26765999325981443,0.25631332799272205,0.2127347831768931,0.19863665153166246,0.17944157369920938,0.14468111666784758,0.11602149958082182,3.621158999816507e-09
12,0.36262434507936986,0.32492578345777307,0.2989077854041254,0.26765999325981504,0.256313327992722,0.21273478317689237,0.19863665153166296,0.17944157369920924,0.14468111666784964,0.11602149958082052,2.5705621999870386e-09
13,0.3626243450793696,0.32492578345777334,0.29890778540412677,0.26765999325981643,0.2563133279927227,0.21273478317689237,0.1986366515316641,0.17944157369920954,0.1446811166678521,0.11602149958081959,2.072647021039857e-09
14,0.36262434507936875,0.324925783457773,0.29890778540412755,0.2676599932598173,0.2563133279927231,0.21273478317689196,0.1986366515316649,0.17944157369920943,0.14468111666785421,0.11602149958081832,1.3566124268881927e-09
15,0.3626243450793676,0.32492578345777234,0.29890778540412805,0.267659993259818,0.2563133279927232,0.21273478317689137,0.19863665153166546,0.17944157369920918,0.14468111666785616,0.11602149958081706,3.751611525936586e-09
16,0.3626243450793665,0.32492578345777173,0.29890778540412866,0.26765999325981876,0.2563133279927233,0.21273478317689082,0.19863665153166607,0.179441573699209,0.14468111666785824,0.11602149958081573,3.2759687707678282e-09
17,0.36262434507936553,0.3249257834577712,0.29890778540412943,0.2676599932598194,0.2563133279927235,0.2127347831768903,0.19863665153166665,0.17944157369920846,0.14468111666786024,0.11602149958081442,2.3446748760154947e-09
18,0.36262434507936503,0.3249257834577712,0.29890778540413065,0.26765999325982054,0.25631332799272405,0.21273478317689004,0.19863665153166749,0.17944157369920855,0.14468111666786249,0.11602149958081338,3.1406470255824656e-09
19,0.3626243450793645,0.32492578345777107,0.2989077854041317,0.2676599932598217,0.25631332799272444,0.21273478317688996,0.1986366515316683,0.1794415736992086,0.14468111666786468,0.11602149958081209,2.22748233564734e-09
20,0.36262434507936375,0.32492578345777073,0.2989077854041327,0.2676599932598227,0.2563133279927248,0.2127347831768897,0.19863665153166896,0.1794415736992087,0.1446811166678667,0.11602149958081105,1.7512447902845167e-09
