f_A,f_B,phi,theta,dN_B_one_collision
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7853981633974483,0.0,0.0
0.0,0.0,1.5707963267948966,0.0,0.0
0.0,0.0,2.356194490192345,0.0,0.0
0.0,0.0,3.141592653589793,0.0,0.0
0.0,0.0,3.9269908169872414,0.0,0.0
0.0,0.0,4.71238898038469,0.0,0.0
0.0,0.0,5.497787143782138,0.0,0.0
0.0,0.2,0.0,0.321750554396642,-1.3322676295501878e-15
0.0,0.2,0.7853981633974483,0.32175055439664213,1.3322676295501878e-15
0.0,0.2,1.5707963267948966,0.321750554396642,-5.551115123125783e-16
0.0,0.2,2.356194490192345,0.3217505543966422,2.220446049250313e-15
0.0,0.2,3.141592653589793,0.3217505543966419,-2.1094237467877974e-15
0.0,0.2,3.9269908169872414,0.3217505543966423,1.7763568394002505e-15
0.0,0.2,4.71238898038469,0.3217505543966419,-1.1102230246251565e-15
0.0,0.2,5.497787143782138,0.3217505543966422,2.220446049250313e-15
0.0,0.4,0.0,0.4636476090008058,0.0
0.0,0.4,0.7853981633974483,0.4636476090008061,0.0
0.0,0.4,1.5707963267948966,0.4636476090008062,1.7763568394002505e-15
0.0,0.4,2.356194490192345,0.4636476090008061,6.661338147750939e-16
0.0,0.4,3.141592653589793,0.4636476090008058,0.0
0.0,0.4,3.9269908169872414,0.4636476090008061,1.3322676295501878e-15
0.0,0.4,4.71238898038469,0.4636476090008061,1.3322676295501878e-15
0.0,0.4,5.497787143782138,0.4636476090008059,-8.881784197001252e-16
0.0,0.6,0.0,0.5796397403637044,1.7763568394002505e-15
0.0,0.6,0.7853981633974483,0.579639740363704,-2.220446049250313e-16
0.0,0.6,1.5707963267948966,0.5796397403637042,-6.661338147750939e-16
0.0,0.6,2.356194490192345,0.579639740363704,-6.661338147750939e-16
0.0,0.6,3.141592653589793,0.5796397403637039,-2.220446049250313e-16
0.0,0.6,3.9269908169872414,0.5796397403637039,-1.2212453270876722e-15
0.0,0.6,4.71238898038469,0.5796397403637041,-8.881784197001252e-16
0.0,0.6,5.497787143782138,0.5796397403637041,4.440892098500626e-16
0.0,0.8,0.0,0.6847192030022827,2.220446049250313e-16
0.0,0.8,0.7853981633974483,0.6847192030022827,4.440892098500626e-16
0.0,0.8,1.5707963267948966,0.684719203002283,1.3322676295501878e-15
0.0,0.8,2.356194490192345,0.6847192030022831,8.881784197001252e-16
0.0,0.8,3.141592653589793,0.6847192030022824,-2.220446049250313e-16
0.0,0.8,3.9269908169872414,0.6847192030022832,1.7763568394002505e-15
0.0,0.8,4.71238898038469,0.684719203002283,4.440892098500626e-16
0.0,0.8,5.497787143782138,0.6847192030022825,2.220446049250313e-16
0.0,1.0,0.0,0.7853981633974485,4.440892098500626e-16
0.0,1.0,0.7853981633974483,0.7853981633974486,1.3322676295501878e-15
0.0,1.0,1.5707963267948966,0.7853981633974485,4.440892098500626e-16
0.0,1.0,2.356194490192345,0.7853981633974485,1.3322676295501878e-15
0.0,1.0,3.141592653589793,0.7853981633974487,8.881784197001252e-16
0.0,1.0,3.9269908169872414,0.7853981633974485,1.3322676295501878e-15
0.0,1.0,4.71238898038469,0.7853981633974486,4.440892098500626e-16
0.0,1.0,5.497787143782138,0.7853981633974485,1.1102230246251565e-15
0.2,0.0,0.0,0.32175055439664196,1.9984014443252818e-15
0.2,0.0,0.7853981633974483,0.32175055439664196,1.9984014443252818e-15
0.2,0.0,1.5707963267948966,0.32175055439664196,1.9984014443252818e-15
0.2,0.0,2.356194490192345,0.32175055439664196,1.9984014443252818e-15
0.2,0.0,3.141592653589793,0.32175055439664196,1.9984014443252818e-15
0.2,0.0,3.9269908169872414,0.32175055439664196,1.9984014443252818e-15
0.2,0.0,4.71238898038469,0.32175055439664196,1.9984014443252818e-15
0.2,0.0,5.497787143782138,0.32175055439664196,1.9984014443252818e-15
0.2,0.2,0.0,0.4636476090008061,-5.551115123125783e-16
0.2,0.2,0.7853981633974483,0.463647609000806,0.0
0.2,0.2,1.5707963267948966,0.46364760900080604,-8.881784197001252e-16
0.2,0.2,2.356194490192345,0.463647609000806,1.3322676295501878e-15
0.2,0.2,3.141592653589793,0.463647609000806,-1.1102230246251565e-15
0.2,0.2,3.9269908169872414,0.4636476090008061,1.9984014443252818e-15
0.2,0.2,4.71238898038469,0.46364760900080604,-8.881784197001252e-16
0.2,0.2,5.497787143782138,0.463647609000806,8.881784197001252e-16
0.2,0.4,0.0,0.579639740363704,-6.661338147750939e-16
0.2,0.4,0.7853981633974483,0.5796397403637044,1.1102230246251565e-15
0.2,0.4,1.5707963267948966,0.5796397403637044,1.1102230246251565e-15
0.2,0.4,2.356194490192345,0.5796397403637044,1.3322676295501878e-15
0.2,0.4,3.141592653589793,0.5796397403637042,2.220446049250313e-16
0.2,0.4,3.9269908169872414,0.5796397403637044,1.5543122344752192e-15
0.2,0.4,4.71238898038469,0.5796397403637042,0.0
0.2,0.4,5.497787143782138,0.5796397403637042,2.220446049250313e-16
0.2,0.6,0.0,0.6847192030022831,-9.992007221626409e-16
0.2,0.6,0.7853981633974483,0.6847192030022828,0.0
0.2,0.6,1.5707963267948966,0.6847192030022831,0.0
0.2,0.6,2.356194490192345,0.684719203002283,-2.220446049250313e-16
0.2,0.6,3.141592653589793,0.6847192030022827,-6.661338147750939e-16
0.2,0.6,3.9269908169872414,0.6847192030022827,-8.881784197001252e-16
0.2,0.6,4.71238898038469,0.6847192030022828,0.0
0.2,0.6,5.497787143782138,0.6847192030022828,4.440892098500626e-16
0.2,0.8,0.0,0.7853981633974484,6.661338147750939e-16
0.2,0.8,0.7853981633974483,0.7853981633974483,0.0
0.2,0.8,1.5707963267948966,0.7853981633974487,1.7763568394002505e-15
0.2,0.8,2.356194490192345,0.7853981633974485,2.220446049250313e-16
0.2,0.8,3.141592653589793,0.7853981633974481,-4.440892098500626e-16
0.2,0.8,3.9269908169872414,0.7853981633974487,8.881784197001252e-16
0.2,0.8,4.71238898038469,0.7853981633974485,8.881784197001252e-16
0.2,0.8,5.497787143782138,0.7853981633974483,-1.1102230246251565e-16
0.2,1.0,0.0,0.8860771237926142,8.881784197001252e-16
0.2,1.0,0.7853981633974483,0.8860771237926142,8.881784197001252e-16
0.2,1.0,1.5707963267948966,0.8860771237926142,6.661338147750939e-16
0.2,1.0,2.356194490192345,0.8860771237926142,8.881784197001252e-16
0.2,1.0,3.141592653589793,0.8860771237926142,1.1102230246251565e-15
0.2,1.0,3.9269908169872414,0.8860771237926142,8.881784197001252e-16
0.2,1.0,4.71238898038469,0.8860771237926142,1.1102230246251565e-15
0.2,1.0,5.497787143782138,0.8860771237926142,8.881784197001252e-16
0.4,0.0,0.0,0.4636476090008061,1.7763568394002505e-15
0.4,0.0,0.7853981633974483,0.4636476090008061,1.7763568394002505e-15
0.4,0.0,1.5707963267948966,0.4636476090008061,1.7763568394002505e-15
0.4,0.0,2.356194490192345,0.4636476090008061,1.7763568394002505e-15
0.4,0.0,3.141592653589793,0.4636476090008061,1.7763568394002505e-15
0.4,0.0,3.9269908169872414,0.4636476090008061,1.7763568394002505e-15
0.4,0.0,4.71238898038469,0.4636476090008061,1.7763568394002505e-15
0.4,0.0,5.497787143782138,0.4636476090008061,1.7763568394002505e-15
0.4,0.2,0.0,0.5796397403637045,-2.220446049250313e-16
0.4,0.2,0.7853981633974483,0.5796397403637044,1.1102230246251565e-15
0.4,0.2,1.5707963267948966,0.5796397403637045,-8.881784197001252e-16
0.4,0.2,2.356194490192345,0.5796397403637042,2.220446049250313e-15
0.4,0.2,3.141592653589793,0.5796397403637045,-1.3322676295501878e-15
0.4,0.2,3.9269908169872414,0.5796397403637044,2.886579864025407e-15
0.4,0.2,4.71238898038469,0.5796397403637045,0.0
0.4,0.2,5.497787143782138,0.5796397403637042,2.220446049250313e-15
0.4,0.4,0.0,0.6847192030022828,0.0
0.4,0.4,0.7853981633974483,0.684719203002283,1.3322676295501878e-15
0.4,0.4,1.5707963267948966,0.6847192030022827,1.7763568394002505e-15
0.4,0.4,2.356194490192345,0.684719203002283,1.7763568394002505e-15
0.4,0.4,3.141592653589793,0.6847192030022828,1.1102230246251565e-15
0.4,0.4,3.9269908169872414,0.684719203002283,1.9984014443252818e-15
0.4,0.4,4.71238898038469,0.684719203002283,1.3322676295501878e-15
0.4,0.4,5.497787143782138,0.6847192030022828,2.220446049250313e-16
0.4,0.6,0.0,0.7853981633974482,2.6645352591003757e-15
0.4,0.6,0.7853981633974483,0.7853981633974481,6.661338147750939e-16
0.4,0.6,1.5707963267948966,0.7853981633974482,1.3322676295501878e-15
0.4,0.6,2.356194490192345,0.7853981633974482,1.3322676295501878e-15
0.4,0.6,3.141592653589793,0.7853981633974482,8.881784197001252e-16
0.4,0.6,3.9269908169872414,0.7853981633974482,4.440892098500626e-16
0.4,0.6,4.71238898038469,0.7853981633974481,1.3322676295501878e-15
0.4,0.6,5.497787143782138,0.7853981633974481,1.1102230246251565e-15
0.4,0.8,0.0,0.8860771237926136,4.440892098500626e-16
0.4,0.8,0.7853981633974483,0.8860771237926136,4.440892098500626e-16
0.4,0.8,1.5707963267948966,0.8860771237926137,1.3322676295501878e-15
0.4,0.8,2.356194490192345,0.8860771237926136,1.9984014443252818e-15
0.4,0.8,3.141592653589793,0.8860771237926134,8.881784197001252e-16
0.4,0.8,3.9269908169872414,0.8860771237926137,2.4424906541753444e-15
0.4,0.8,4.71238898038469,0.8860771237926136,1.3322676295501878e-15
0.4,0.8,5.497787143782138,0.8860771237926135,4.440892098500626e-16
0.4,1.0,0.0,0.9911565864311924,1.3322676295501878e-15
0.4,1.0,0.7853981633974483,0.9911565864311924,2.220446049250313e-15
0.4,1.0,1.5707963267948966,0.9911565864311924,1.3322676295501878e-15
0.4,1.0,2.356194490192345,0.9911565864311924,2.220446049250313e-15
0.4,1.0,3.141592653589793,0.9911565864311924,1.5543122344752192e-15
0.4,1.0,3.9269908169872414,0.9911565864311924,2.4424906541753444e-15
0.4,1.0,4.71238898038469,0.9911565864311924,1.5543122344752192e-15
0.4,1.0,5.497787143782138,0.9911565864311924,2.220446049250313e-15
0.6,0.0,0.0,0.5796397403637037,1.1102230246251565e-15
0.6,0.0,0.7853981633974483,0.5796397403637037,1.1102230246251565e-15
0.6,0.0,1.5707963267948966,0.5796397403637037,1.1102230246251565e-15
0.6,0.0,2.356194490192345,0.5796397403637037,1.1102230246251565e-15
0.6,0.0,3.141592653589793,0.5796397403637037,1.1102230246251565e-15
0.6,0.0,3.9269908169872414,0.5796397403637037,1.1102230246251565e-15
0.6,0.0,4.71238898038469,0.5796397403637037,1.1102230246251565e-15
0.6,0.0,5.497787143782138,0.5796397403637037,1.1102230246251565e-15
0.6,0.2,0.0,0.6847192030022828,-3.3306690738754696e-16
0.6,0.2,0.7853981633974483,0.6847192030022826,-2.220446049250313e-16
0.6,0.2,1.5707963267948966,0.684719203002283,-1.4432899320127035e-15
0.6,0.2,2.356194490192345,0.6847192030022825,4.440892098500626e-16
0.6,0.2,3.141592653589793,0.684719203002283,-1.7763568394002505e-15
0.6,0.2,3.9269908169872414,0.6847192030022825,8.881784197001252e-16
0.6,0.2,4.71238898038469,0.6847192030022828,-1.4432899320127035e-15
