run_id,series,L,M,ma,mb,den,parity,gcd_mamb,ord_a,ord_b,crt_indep,pair_order,q2_dev,absQ2,H0,gen0,gen_min,gen_max,eps_abs_min,q_abs,eps_u1_min,q_u1,D_orbit,r99_full,r99_W1,r99_W3,r99_late,Reff_late,E2_late,Reff_full,pa1_late,pa2_late,eta500,eta_end,eta_max,k_mult,ratio,q2_over_H,t_dep
L32_ma3_mb6_den32,main,32,496,3,6,32,odd-even,3,32,16,0,32,6.703246762680666e-14,84.11844008338149,949.8142740722448,27.76928658742386,27.76928658742386,30.955299511648313,0.3924183369039786,2,0.172462382316694,2,1.8596759192132855,4,3,1,1,1.005465266775562,0.9992808571048469,1.1933492785555426,1.2531434494792768,1.4573785959309151,0.9809837158244431,0.9890816738868645,0.9926820397866202,3,1:2,0.0885630405644791,7
L40_ma1_mb3_den40,main,40,780,1,3,40,odd-odd,1,40,40,0,40,1.1368683772161603e-13,297.2402607852899,1500.3084572710106,35.05569166957841,34.40797595887571,38.721797219068606,0.48943825421418097,2,0.24448306908500894,2,1.8500339705266728,14,5,2,3,1.0809323233817865,0.9869569920177386,2.6691408494010913,1.5093075312725415,1.5500661709382726,0.9846946805801317,0.9994318660934975,0.9998961794003889,1,1:3,0.19811943293711462,6
L40_ma1_mb5_den40,main,40,780,1,5,40,odd-odd,1,40,8,0,40,1.399606873320082e-13,235.45921263219896,1510.4644159601512,34.9546981165069,34.9546981165069,38.82061773137332,0.42141821504005644,2,0.25461615134814775,2,1.8446941665886194,8,4,1,2,1.021162103737655,0.9957350012765176,1.7984425593564202,1.5137070288849992,1.548110906972762,0.9945114861372276,0.9985295724200329,0.998734069025412,1,1:5,0.15588530927590605,7
L40_ma3_mb5_den40,main,40,780,3,5,40,odd-odd,1,40,8,0,40,2.2469334198890886e-13,138.44036928413502,1500.3084572710145,35.00488450461522,35.00488450461522,38.93544705043319,0.3588092281429748,2,0.1591622829749936,2,1.857685980138772,5,4,1,1,1.0064441892808702,0.998966267312372,1.2243969912240882,1.3936309319808136,1.5214357356619364,0.9873605936780978,0.9958012878010235,0.9958012878010235,1,3:5,0.09227460434099737,8
L40_ma2_mb4_den40,main,40,780,2,4,40,even-even,2,20,10,0,20,1.537138960314901e-13,184.2659453856171,1500.3084572710122,34.949037692825115,34.949037692825115,38.9044786540777,0.3434077309424139,2,0.166225012477009,2,1.8626558488163862,6,4,1,1,1.0116384982632303,0.998070031814375,1.4033348046396021,1.4208232307600954,1.522965834646081,0.979599236110473,0.9951848346455173,0.9953226114072445,2,1:2,0.12281870737487399,7
L40_ma2_mb6_den40,main,40,780,2,6,40,even-even,2,20,20,0,20,1.5631940186722204e-13,151.46185764452053,1510.464415960153,35.03796751069851,34.64377179789835,38.92358622166109,0.4567980129327767,2,0.2022372505527319,2,1.853483397395961,5,3,1,1,1.0073123961465509,0.9989418346532637,1.2307171711718183,1.2478217046571787,1.524293496363032,0.9925975724102906,0.9976552616544909,0.9984489378653066,2,1:3,0.10027502537902634,8
L40_ma4_mb6_den40,main,40,780,4,6,40,even-even,2,10,20,0,20,6.834519954515513e-13,113.71348698420194,1500.3084572710143,34.99508386893927,34.99508386893927,38.95783676353797,0.29777857501266436,2,0.13531016440211657,2,1.8504586719829428,4,3,1,1,1.0038883457231156,0.9995368915420147,1.09672968975603,1.1967231721315739,1.539639441124175,0.996083495883501,0.9967238066387756,0.9979313411442162,2,2:3,0.07579340530482716,9
L40_ma1_mb2_den40,main,40,780,1,2,40,odd-even,1,40,20,0,40,1.399606873320082e-13,361.68070895013676,1480.2466133013527,34.70340460426683,34.70340460426683,38.54758464666366,0.4369147419224561,2,0.270213052035259,2,1.8534877112647345,20,5,3,3,1.140659435576858,0.9784819320596267,3.9210368936076216,1.4599585688991945,1.5426329216761159,0.968879680025979,0.9970048367980657,0.9997178475673147,1,1:2,0.2443381431851348,5
L40_ma2_mb3_den40,main,40,780,2,3,40,odd-even,1,20,40,0,40,8.987733679556355e-14,211.98563607033975,1480.2466133013534,34.88981572885772,34.88981572885772,38.84553052100184,0.33809636198554616,2,0.1847421976009116,2,1.8370534528476563,8,4,1,2,1.0216103562449983,0.9946163710481104,1.5975878391642269,1.3437363583901414,1.483621269176493,0.9912252091566802,0.9910506259532424,0.9929584237942732,1,2:3,0.14320967477003985,7
L40_ma3_mb6_den40,main,40,780,3,6,40,odd-even,3,40,20,0,40,3.145706787844724e-13,127.14024281749043,1507.0510805148162,35.02364222038139,35.02364222038139,38.948697146284566,0.3232567719842145,2,0.14895201926931653,2,1.8593293970522293,4,4,1,1,1.0050650865821722,0.9993052342251163,1.1426258293898541,1.4435772712581048,1.5176336874691276,0.9870682078139209,0.9949705972820988,0.9949705972820988,3,1:2,0.08436359222413263,8
L12_ma3_mb9_den12,gcd,12,66,3,9,12,odd-odd,3,4,4,0,4,5.06117434769782e-13,120.4088900845313,120.4088900845313,3.231840446368519e-14,1.077455065415861e-14,3.231840446368519e-14,0.0,2,0.0,2,3.0727400190189386e-08,1,1,1,1,1.0,1.0,1.0,0.0,1.21745847807381,2.651386938775959e-12,2.1690117229712465e-11,2.1690117229712465e-11,3,1:3,1.0,-1
L12_ma4_mb8_den12,gcd,12,66,4,8,12,even-even,4,3,3,0,3,5.090697319768629e-13,118.61573914019519,118.61573914019516,2.2924463956865966e-14,1.3100135477717221e-14,2.2924463956865966e-14,0.0,2,0.0,2,2.681109584562376e-08,1,1,1,1,1.0,1.0,1.0,0.0,1.3509043586161231,3.3533011238126227e-12,2.7443856060673796e-11,2.7443856060673796e-11,4,1:2,1.0000000000000002,-1
L12_ma5_mb10_den12,gcd,12,66,5,10,12,odd-even,5,12,6,0,12,3.449061096984636e-14,25.421976271065372,119.57668583507912,9.607924773568312,9.607924773568312,10.925082509941397,0.8794581465103524,10,0.5024950473715131,2,1.8682027128442906,40,4,7,10,1.4465872812473852,0.9201209577814203,6.902711527095083,1.3372486570974083,1.5135136777307168,0.8997423388648608,0.9868699019831418,0.9970380794962824,5,1:2,0.2125997730538168,3
L16_ma3_mb9_den16,gcd,16,120,3,9,16,odd-odd,3,16,16,0,16,5.3438529890894854e-14,35.36048679871534,223.0144905972793,13.416146939291496,13.050150973926387,14.93632907964703,0.9900742205316789,11,0.4558563556162444,2,1.853682814592001,14,4,3,3,1.0782728907303574,0.9883910383196769,2.666980760656459,1.395649810417102,1.4735863593402432,0.9724611345756798,0.9855028472379399,0.9969202662361293,3,1:3,0.15855690230716663,3
L16_ma4_mb8_den16,gcd,16,120,4,8,16,even-even,4,4,2,0,4,5.151434834260726e-13,94.27580226990955,221.1859903612903,13.893129940169333,13.153043977453624,14.538929199522352,0.7189833241662751,10,0.5117328818629652,2,1.9072988945822629,109,17,63,70,4.0374939940876375,0.6410094055779471,31.113074476553457,1.452689315185517,1.5467136521959035,0.9884415507802452,0.9977746468175631,0.9997254008704233,4,1:2,0.42622863281674067,3
L16_ma5_mb10_den16,gcd,16,120,5,10,16,odd-even,5,16,8,0,16,2.582507625758445e-13,83.07273446939391,222.2217525433727,12.068677133303087,12.068677133303087,14.624280445482484,0.8178553164956303,10,0.6350688906551808,4,1.8900782433645786,99,8,25,38,2.4881928773015285,0.7749077158868125,21.116961095222607,1.4859574631435621,1.518364984780477,0.995757297882269,0.9899141736852128,0.9998715993529969,5,1:2,0.3738280952184461,1
L20_ma3_mb9_den20,gcd,20,190,3,9,20,odd-odd,3,20,20,0,20,1.1307456633488434e-13,45.010192924880734,357.97310735414527,17.136765520066945,17.07065579795328,18.94745002466842,0.742619423611097,2,0.32140699330283573,2,1.8475727843390979,8,3,1,1,1.0164715000419897,0.995910420689568,1.8251713003074743,1.341168165716455,1.498560078958735,0.956781840647781,0.980213944495902,0.9927578299548886,3,1:3,0.12573624107565107,4
L20_ma4_mb8_den20,gcd,20,190,4,8,20,even-even,4,5,5,0,5,1.0048591735576161e-14,40.75410116003957,355.9399617996961,17.297901019691764,16.763018981319387,18.951035243288427,0.7249445242665729,2,0.3189766774375138,2,1.833934725083317,8,4,2,2,1.020335890853199,0.9957352837236145,1.5991922301864128,1.3277427476566763,1.4814698257998389,0.8987316389731654,0.9742349842247284,0.9813421691375718,4,1:2,0.11449712180104629,4
L20_ma5_mb10_den20,gcd,20,190,5,10,20,odd-even,5,4,2,0,4,1.4958833733054919e-12,158.18708375044767,357.11754388729,17.616709275014884,16.4226282294416,18.387306084117544,0.6323822543348833,11,0.48016268651708616,6,1.9406089003160594,163,13,68,78,3.0353733573780364,0.6935862849697271,29.29650280084481,1.4468241570706097,1.5100350224358179,0.985318700643983,0.9956251922091365,0.9996863678087438,5,1:2,0.4429552298902827,3
L24_ma3_mb9_den24,gcd,24,276,3,9,24,odd-odd,3,8,8,0,8,8.270057641950083e-14,44.6620480596902,525.0726947137481,20.305593223675107,18.595093505996502,22.974458197760626,0.6099604525419058,10,0.432777943126085,3,1.9274236775840616,4,3,1,1,1.0061389284317157,0.9987892370071526,1.2558858739412826,1.0446213384881167,1.4983435842343793,0.6516834560237135,0.8710287958651501,0.8710287958651501,3,1:3,0.08505878997200271,35
L24_ma4_mb8_den24,gcd,24,276,4,8,24,even-even,4,6,3,0,6,9.558440959038743e-14,45.98605269982241,522.7794514075821,20.449372696542074,20.449372696542074,22.973718875747522,0.5958139543150447,2,0.24526567128701085,2,1.8785051699019908,5,3,1,1,1.006017943681188,0.9989760420639316,1.3715619492218352,1.4523794231936589,1.5075197058037908,0.985129867408038,0.9954546250623595,0.9954546250623595,4,1:2,0.08796453758081942,5
L24_ma5_mb10_den24,gcd,24,276,5,10,24,odd-even,5,24,12,0,24,3.4811155800465885e-13,52.37623701383986,524.1228022345133,20.567568296937353,20.567568296937353,22.963141610961397,0.6020499253763529,2,0.27204564351782706,2,1.8680128091790449,5,3,1,1,1.0105159345262826,0.9974012355025601,1.2797210029996078,1.328713428297498,1.494894358834367,0.9733122624250845,0.9810616450103773,0.9846408412505937,5,1:2,0.09993123136513465,4
L32_ma3_mb9_den32,gcd,32,496,3,9,32,odd-odd,3,32,32,0,32,2.061798643431261e-13,69.95899334649496,955.4599122006555,27.96078272176525,27.767821872048653,30.975070502096102,0.48248936978261237,2,0.211341117127114,2,1.8524787153371758,3,3,1,1,1.0037646739618717,0.9995000801768283,1.1047995528666068,1.1485004387729865,1.5109724688044202,0.9948701943338001,0.9957371425766403,0.9959291754339152,3,1:3,0.07322022876434707,7
L32_ma4_mb8_den32,gcd,32,496,4,8,32,even-even,4,8,4,0,8,1.797546735911271e-13,68.77388660382621,952.581790841569,27.68023173434824,27.68023173434824,30.969302644962195,0.43467094930692585,2,0.18729251427102608,2,1.8697973605759008,4,3,1,1,1.0039283999080837,0.9993826722197422,1.1320065643403145,1.3525855634067687,1.4193677920084882,0.9687617155037923,0.9822868716685403,0.9822868716685403,4,1:2,0.07219735592790111,6
L32_ma5_mb10_den32,gcd,32,496,5,10,32,odd-even,5,32,16,0,32,1.2079226507921703e-13,62.56359315986475,954.2860192534773,27.769228743650082,27.769228743650082,30.978418119931156,0.4034779063047809,2,0.17415029339040336,2,1.8640962031810635,3,3,1,1,1.0028032756262306,0.9996957218714632,1.092890821780411,1.1871308940609402,1.387463065112336,0.9658389533634577,0.9810494880278293,0.9810494880278293,5,1:2,0.06556063056315889,7
L40_ma3_mb9_den40,gcd,40,780,3,9,40,odd-odd,3,40,40,0,40,3.1199218710895806e-13,105.0093131047811,1513.9639208295712,35.13218839947821,34.84444715420233,38.97076587583161,0.4040395750214136,2,0.17808891222200188,2,1.8491394628909381,4,3,1,1,1.0033743289135126,0.9995633963101495,1.1267491974097228,1.3185363301304154,1.4982348864551431,0.9793010622885101,0.9854030690126002,0.9866074323146712,3,1:3,0.06936051226851009,9
L40_ma4_mb8_den40,gcd,40,780,4,8,40,even-even,4,10,5,0,10,1.7171041084785901e-13,100.43039429683928,1510.4644159601569,34.909521029185,34.909521029185,38.97283940179856,0.3450766191749538,2,0.1485876634861025,2,1.854646453479835,3,3,1,1,1.0029317409762322,0.9996796747624291,1.085851906702729,1.2597850983440333,1.4232597870977284,0.9629931970298163,0.9725905488531905,0.9725905488531905,4,1:2,0.06648974529664686,8
L40_ma5_mb10_den40,gcd,40,780,5,10,40,odd-even,5,8,4,0,8,3.0254439104799883e-13,86.39918578289253,1512.5466261307813,34.80994316461151,34.80994316461151,38.97915451585616,0.3787319663610541,2,0.16288562119708566,2,1.8626673671141483,3,3,1,1,1.002020538875243,0.9998338214540589,1.0715319684698157,1.3007576397588998,1.386691406806829,0.9786131751944996,0.9796832114718909,0.980249676120308,5,1:2,0.05712166771606159,8
L12_ma1_mb3_den40,den40_control,12,66,1,3,40,odd-odd,1,12,4,0,12,1.1234667099445444e-14,26.920745215554078,115.02943725152286,9.865757879355419,9.865757879355419,10.97370949174472,0.5614642799685299,22,0.5358662026591122,20,1.9153974281637842,14,3,3,4,1.1254762274545103,0.9664936132095462,1.3659358256847312,0.9696025798388608,1.2277565324894808,0.603158237133111,0.8512283900335101,0.857935754220029,1,1:3,0.23403352966675212,1
L12_ma2_mb4_den40,den40_control,12,66,2,4,40,even-even,2,6,3,0,6,7.786254904621032e-15,21.797958971132708,115.02943725152289,9.821054952661232,9.821054952661232,10.975909843714602,0.5129742112825285,33,0.5047310597882012,13,1.93092514702211,5,2,3,2,1.0255211745843775,0.9964437783702721,1.0825838992044514,0.6656941409912468,1.326202315540977,0.5992477111515172,0.6328174601871982,0.6848753673344886,2,1:2,0.18949896210888506,1
L12_ma2_mb3_den40,den40_control,12,66,2,3,40,odd-even,1,6,4,0,12,8.747542958250513e-15,23.624025740614826,108.81778016906239,9.783412102714923,9.783412102714923,10.97888162910085,0.5592452104088932,11,0.5274589179834499,11,1.9275744121424354,14,3,4,4,1.0774404885312991,0.9768448573480651,1.3187246939124082,1.003523798977519,1.502078894422716,0.6459776661725553,0.866098286815855,0.866098286815855,1,2:3,0.21709711137198232,1
L24_ma1_mb3_den40,den40_control,24,276,1,3,40,odd-odd,1,24,8,0,24,4.4938668397781776e-14,107.1062248854778,516.5141941810191,20.667268329222725,20.311578449601626,22.954715903109435,0.6204779046920209,16,0.531503182110926,2,1.9079752186022398,46,5,6,6,1.2980299330476552,0.9606107631758904,7.46762913381058,1.4379467792838316,1.5451761516259837,0.9277337002907375,0.9993985803027079,0.9993985803027079,1,1:3,0.2073635654007623,1
L24_ma2_mb4_den40,den40_control,24,276,2,4,40,even-even,2,12,6,0,12,2.0097183471152322e-14,69.0251215610533,516.5141941810191,20.572388722764458,20.572388722764458,22.995466534125217,0.5444744439985238,14,0.24338685265111507,2,1.9516351731257253,2,3,1,1,1.0107337893910675,0.9994973871476456,1.0286729228660396,0.7119567733744415,1.319389043146479,0.6520557941575255,0.6630876371506542,0.6809361999549886,2,1:2,0.13363644666241747,1
L24_ma2_mb3_den40,den40_control,24,276,2,3,40,odd-even,1,12,8,0,24,2.5618982671915014e-14,79.01978300530155,504.410646654057,20.53437082069602,20.53437082069602,22.993358701299595,0.463629336901509,14,0.2693982764747717,2,1.9480810430972757,2,4,2,1,1.0148089267167424,0.9993081345994111,1.0288690691270015,0.6592481408842128,1.4898663146066815,0.6319585598463378,0.6341978490387844,0.6342233689573812,1,2:3,0.15665764299280574,1
L32_ma1_mb3_den40,den40_control,32,496,1,3,40,odd-odd,1,32,32,0,32,9.237055564881302e-14,190.28903411860128,944.3855946509996,27.861344513487182,27.861344513487182,30.830466963638433,0.5576790339253316,70,0.5500871132945414,26,1.9206097467203893,3,3,2,2,1.024236463386527,0.9983186312081634,1.0440254531346724,0.6085978101474828,1.214164768450766,0.5782437872801807,0.5917476835921831,0.6214602363031289,1,1:3,0.20149506218264918,1
L32_ma2_mb4_den40,den40_control,32,496,2,4,40,even-even,2,16,8,0,16,2.0097183471152322e-14,119.39118230879781,944.3855946509982,27.759867179553396,27.759867179553396,30.93131308960897,0.5570354293181146,747,0.5569462918402611,663,1.9208744374816509,1,2,1,1,1.0092721287462918,0.9994042665199083,1.0097696657203556,0.5709849954556774,1.4003065451157455,0.5442859373808506,0.5574967316906327,0.5574967316906327,2,1:2,0.12642207058751181,1
L32_ma2_mb3_den40,den40_control,32,496,2,3,40,odd-even,1,16,32,0,32,7.105427357601002e-15,137.15937763208626,928.308177492978,27.710672743280128,27.710672743280128,30.894730104795258,0.5789219945324264,203,0.576238238864853,2,1.9145094408750234,1,2,1,1,1.0127476887165747,0.9991676209554204,1.0135171580528293,0.5895713957322462,1.4471851451366717,0.5626352682597042,0.5610572137240087,0.5649723692140965,1,2:3,0.14775198684827245,1
