t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(1500.3084572710106),np.float64(-73.04896157004906),np.float64(288.1243166503734),np.float64(73.12201817374792),np.float64(4.440892098500626e-16)
1,np.float64(1500.3084572710095),np.float64(-73.04896157005038),np.float64(288.12431665037195),np.float64(77.63688135605136),np.float64(8.881784197001252e-16)
2,np.float64(1500.3084572710095),np.float64(-73.04896157005273),np.float64(288.1243166503718),np.float64(89.1070648729359),np.float64(8.881784197001252e-16)
3,np.float64(1500.3084572710095),np.float64(-73.04896157004956),np.float64(288.12431665037326),np.float64(153.22685266370706),np.float64(3.552713678800501e-15)
4,np.float64(1500.308457271014),np.float64(-73.04896157004912),np.float64(288.1243166503742),np.float64(197.16894877861594),np.float64(3.552713678800501e-15)
5,np.float64(1500.308457271015),np.float64(-73.04896157004158),np.float64(288.12431665037616),np.float64(316.7942682040829),np.float64(1.4210854715202004e-14)
6,np.float64(1500.3084572710131),np.float64(-73.04896157003569),np.float64(288.1243166503784),np.float64(410.7928592965817),np.float64(1.4210854715202004e-14)
7,np.float64(1500.3084572710193),np.float64(-73.04896157003765),np.float64(288.1243166503776),np.float64(576.1202389082222),np.float64(2.842170943040401e-14)
8,np.float64(1500.3084572710231),np.float64(-73.04896157002848),np.float64(288.12431665037866),np.float64(616.4819139739084),np.float64(5.684341886080802e-14)
9,np.float64(1500.3084572710263),np.float64(-73.04896157002855),np.float64(288.12431665038145),np.float64(634.639058691607),np.float64(5.684341886080802e-14)
10,np.float64(1500.3084572710268),np.float64(-73.04896157002707),np.float64(288.12431665038014),np.float64(663.5070171939633),np.float64(5.684341886080802e-14)
11,np.float64(1500.3084572710272),np.float64(-73.04896157002898),np.float64(288.1243166503813),np.float64(680.04738366579),np.float64(5.684341886080802e-14)
12,np.float64(1500.308457271028),np.float64(-73.04896157002904),np.float64(288.1243166503823),np.float64(687.589004437829),np.float64(2.842170943040401e-14)
13,np.float64(1500.30845727103),np.float64(-73.0489615700395),np.float64(288.1243166503807),np.float64(694.8295258835233),np.float64(5.684341886080802e-14)
14,np.float64(1500.3084572710318),np.float64(-73.04896157003537),np.float64(288.12431665038173),np.float64(697.0686962158952),np.float64(2.842170943040401e-14)
15,np.float64(1500.3084572710336),np.float64(-73.04896157003853),np.float64(288.12431665038207),np.float64(699.1500098156973),np.float64(5.684341886080802e-14)
16,np.float64(1500.3084572710281),np.float64(-73.04896157003778),np.float64(288.12431665038054),np.float64(702.4062958691073),np.float64(2.842170943040401e-14)
17,np.float64(1500.3084572710281),np.float64(-73.04896157004339),np.float64(288.1243166503793),np.float64(703.9097756850188),np.float64(5.684341886080802e-14)
18,np.float64(1500.3084572710288),np.float64(-73.04896157005314),np.float64(288.12431665037786),np.float64(704.5682815150752),np.float64(5.684341886080802e-14)
19,np.float64(1500.3084572710327),np.float64(-73.04896157005234),np.float64(288.12431665037866),np.float64(704.9925760840714),np.float64(2.842170943040401e-14)
20,np.float64(1500.3084572710393),np.float64(-73.04896157005788),np.float64(288.1243166503755),np.float64(705.2653301234354),np.float64(2.842170943040401e-14)
21,np.float64(1500.308457271044),np.float64(-73.0489615700609),np.float64(288.1243166503763),np.float64(705.3880736688792),np.float64(5.684341886080802e-14)
22,np.float64(1500.308457271046),np.float64(-73.04896157005942),np.float64(288.124316650378),np.float64(705.4489838939578),np.float64(5.684341886080802e-14)
23,np.float64(1500.308457271047),np.float64(-73.04896157006135),np.float64(288.1243166503758),np.float64(705.4921757570211),np.float64(1.7763568394002505e-15)
24,np.float64(1500.3084572710532),np.float64(-73.04896157006198),np.float64(288.12431665037644),np.float64(705.5310826286424),np.float64(2.842170943040401e-14)
25,np.float64(1500.308457271054),np.float64(-73.0489615700611),np.float64(288.12431665037843),np.float64(705.5670714586098),np.float64(2.842170943040401e-14)
26,np.float64(1500.3084572710568),np.float64(-73.04896157005948),np.float64(288.12431665037894),np.float64(705.5957813815046),np.float64(2.842170943040401e-14)
27,np.float64(1500.3084572710595),np.float64(-73.04896157005845),np.float64(288.1243166503797),np.float64(705.6170878459217),np.float64(5.684341886080802e-14)
