t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(1507.0510805148162),np.float64(-77.93707783386986),np.float64(100.45124808785472),np.float64(75.00671665881121),np.float64(4.440892098500626e-16)
1,np.float64(1507.05108051482),np.float64(-77.93707783387396),np.float64(100.45124808785363),np.float64(75.4566363419019),np.float64(8.881784197001252e-16)
2,np.float64(1507.0510805148153),np.float64(-77.93707783387418),np.float64(100.45124808785218),np.float64(111.52713799686795),np.float64(1.7763568394002505e-15)
3,np.float64(1507.0510805148206),np.float64(-77.93707783387511),np.float64(100.45124808785275),np.float64(151.96719488863306),np.float64(1.7763568394002505e-15)
4,np.float64(1507.0510805148162),np.float64(-77.93707783387354),np.float64(100.45124808785467),np.float64(193.19387808005436),np.float64(3.552713678800501e-15)
5,np.float64(1507.051080514816),np.float64(-77.93707783387663),np.float64(100.45124808785144),np.float64(294.5697223084138),np.float64(1.4210854715202004e-14)
6,np.float64(1507.0510805148156),np.float64(-77.93707783387899),np.float64(100.45124808785016),np.float64(483.81101023678673),np.float64(1.4210854715202004e-14)
7,np.float64(1507.0510805148144),np.float64(-77.93707783388112),np.float64(100.45124808784895),np.float64(602.9422488523408),np.float64(1.4210854715202004e-14)
8,np.float64(1507.0510805148201),np.float64(-77.9370778338864),np.float64(100.45124808784882),np.float64(655.6995226264596),np.float64(5.684341886080802e-14)
9,np.float64(1507.0510805148192),np.float64(-77.9370778338837),np.float64(100.45124808785158),np.float64(679.6854444575439),np.float64(2.842170943040401e-14)
10,np.float64(1507.0510805148206),np.float64(-77.93707783388162),np.float64(100.45124808785036),np.float64(695.4411524294843),np.float64(5.684341886080802e-14)
11,np.float64(1507.0510805148244),np.float64(-77.937077833882),np.float64(100.45124808784914),np.float64(701.5124332570971),np.float64(5.684341886080802e-14)
12,np.float64(1507.0510805148301),np.float64(-77.93707783388663),np.float64(100.45124808784882),np.float64(703.0450842631886),np.float64(2.842170943040401e-14)
13,np.float64(1507.0510805148315),np.float64(-77.93707783388658),np.float64(100.45124808785084),np.float64(705.2841780158051),np.float64(2.842170943040401e-14)
14,np.float64(1507.0510805148347),np.float64(-77.93707783388702),np.float64(100.45124808785175),np.float64(706.1346045623968),np.float64(1.4210854715202004e-14)
15,np.float64(1507.051080514838),np.float64(-77.93707783388653),np.float64(100.45124808785488),np.float64(706.4280959039564),np.float64(5.684341886080802e-14)
16,np.float64(1507.0510805148374),np.float64(-77.93707783388635),np.float64(100.45124808785226),np.float64(706.6430279010276),np.float64(5.684341886080802e-14)
17,np.float64(1507.0510805148353),np.float64(-77.93707783388939),np.float64(100.45124808785036),np.float64(706.9393796899499),np.float64(1.4210854715202004e-14)
18,np.float64(1507.0510805148347),np.float64(-77.93707783389073),np.float64(100.45124808784601),np.float64(707.1498594859897),np.float64(1.4210854715202004e-14)
19,np.float64(1507.05108051483),np.float64(-77.93707783389054),np.float64(100.45124808784811),np.float64(707.3579926350998),np.float64(5.684341886080802e-14)
20,np.float64(1507.0510805148308),np.float64(-77.93707783389085),np.float64(100.4512480878505),np.float64(707.5607160964086),np.float64(5.684341886080802e-14)
21,np.float64(1507.0510805148317),np.float64(-77.93707783389098),np.float64(100.45124808784973),np.float64(707.7687649808751),np.float64(5.684341886080802e-14)
22,np.float64(1507.0510805148397),np.float64(-77.93707783389178),np.float64(100.45124808784871),np.float64(707.9176163854056),np.float64(5.684341886080802e-14)
23,np.float64(1507.0510805148383),np.float64(-77.93707783389127),np.float64(100.45124808784854),np.float64(707.9870764745211),np.float64(2.842170943040401e-14)
