t,H,Q2_re,Q2_im,generator_norm
0,np.float64(516.5141941810191),np.float64(-45.986052699822395),np.float64(51.47572596484038),np.float64(20.572388722764458)
1,np.float64(516.5141941810189),np.float64(-45.98605269982217),np.float64(51.4757259648403),np.float64(21.151138046915843)
2,np.float64(516.5141941810186),np.float64(-45.98605269982235),np.float64(51.47572596484012),np.float64(21.240027794876983)
3,np.float64(516.514194181017),np.float64(-45.98605269982192),np.float64(51.47572596484003),np.float64(21.03412100646704)
4,np.float64(516.514194181016),np.float64(-45.98605269982191),np.float64(51.475725964839945),np.float64(21.3685970013296)
5,np.float64(516.5141941810145),np.float64(-45.986052699821684),np.float64(51.475725964840265),np.float64(21.84025584699817)
6,np.float64(516.514194181013),np.float64(-45.98605269982181),np.float64(51.47572596483985),np.float64(22.155297368391427)
7,np.float64(516.5141941810137),np.float64(-45.98605269982179),np.float64(51.47572596484005),np.float64(22.305227613403257)
8,np.float64(516.5141941810141),np.float64(-45.98605269982192),np.float64(51.47572596484027),np.float64(22.287836542834608)
9,np.float64(516.5141941810128),np.float64(-45.98605269982163),np.float64(51.475725964840095),np.float64(22.247430461029506)
10,np.float64(516.5141941810124),np.float64(-45.98605269982159),np.float64(51.47572596484018),np.float64(22.26363689387876)
11,np.float64(516.5141941810105),np.float64(-45.986052699821215),np.float64(51.47572596484024),np.float64(22.34332851549067)
12,np.float64(516.5141941810105),np.float64(-45.98605269982134),np.float64(51.47572596484018),np.float64(22.454034387676757)
13,np.float64(516.51419418101),np.float64(-45.98605269982113),np.float64(51.4757259648403),np.float64(22.5482141324092)
14,np.float64(516.514194181008),np.float64(-45.98605269982072),np.float64(51.475725964840265),np.float64(22.597776176440558)
15,np.float64(516.5141941810068),np.float64(-45.98605269982066),np.float64(51.47572596484026),np.float64(22.632118053454338)
16,np.float64(516.5141941810075),np.float64(-45.986052699820604),np.float64(51.47572596484031),np.float64(22.662022841025873)
17,np.float64(516.5141941810052),np.float64(-45.986052699820334),np.float64(51.475725964840024),np.float64(22.68887807559522)
18,np.float64(516.5141941810045),np.float64(-45.986052699820114),np.float64(51.47572596483999),np.float64(22.712780681374465)
19,np.float64(516.5141941810032),np.float64(-45.98605269981962),np.float64(51.47572596484004),np.float64(22.729971361104266)
20,np.float64(516.514194181001),np.float64(-45.98605269981944),np.float64(51.47572596483993),np.float64(22.737236495997635)
21,np.float64(516.5141941810002),np.float64(-45.98605269981917),np.float64(51.475725964839825),np.float64(22.739448643227306)
22,np.float64(516.5141941809997),np.float64(-45.98605269981921),np.float64(51.475725964839754),np.float64(22.738404675432438)
23,np.float64(516.5141941809989),np.float64(-45.98605269981899),np.float64(51.47572596483984),np.float64(22.73650528156678)
24,np.float64(516.514194180998),np.float64(-45.98605269981916),np.float64(51.47572596483957),np.float64(22.742407309943182)
25,np.float64(516.5141941809991),np.float64(-45.986052699819425),np.float64(51.47572596483956),np.float64(22.761422819296588)
26,np.float64(516.5141941809998),np.float64(-45.98605269981922),np.float64(51.475725964839825),np.float64(22.793217910700935)
27,np.float64(516.5141941809991),np.float64(-45.986052699819055),np.float64(51.475725964839896),np.float64(22.8219935919892)
28,np.float64(516.5141941809999),np.float64(-45.98605269981919),np.float64(51.47572596483964),np.float64(22.83775470167354)
29,np.float64(516.5141941810002),np.float64(-45.98605269981926),np.float64(51.47572596483987),np.float64(22.83886505673509)
30,np.float64(516.5141941810011),np.float64(-45.98605269981919),np.float64(51.47572596484005),np.float64(22.82730144786804)
31,np.float64(516.5141941810023),np.float64(-45.986052699819254),np.float64(51.47572596484022),np.float64(22.81419843224522)
32,np.float64(516.514194181002),np.float64(-45.9860526998192),np.float64(51.47572596484001),np.float64(22.8079940780859)
33,np.float64(516.5141941810027),np.float64(-45.98605269981916),np.float64(51.475725964839995),np.float64(22.813479541001215)
34,np.float64(516.5141941810009),np.float64(-45.986052699819005),np.float64(51.475725964840024),np.float64(22.83694339424586)
