t,H,Q2_re,Q2_im,generator_norm
0,np.float64(1510.4644159601512),np.float64(-71.5384505740479),np.float64(224.32853341213547),np.float64(34.9546981165069)
1,np.float64(1510.464415960149),np.float64(-71.53845057404759),np.float64(224.32853341213587),np.float64(35.14095704828637)
2,np.float64(1510.4644159601523),np.float64(-71.53845057404774),np.float64(224.3285334121368),np.float64(35.61824163518352)
3,np.float64(1510.4644159601517),np.float64(-71.53845057404729),np.float64(224.32853341213632),np.float64(36.059225566053)
4,np.float64(1510.4644159601567),np.float64(-71.53845057404588),np.float64(224.32853341213757),np.float64(36.451383508344314)
5,np.float64(1510.464415960156),np.float64(-71.53845057404573),np.float64(224.32853341213684),np.float64(36.698171947431284)
6,np.float64(1510.4644159601517),np.float64(-71.53845057404585),np.float64(224.32853341213655),np.float64(36.82316049868332)
7,np.float64(1510.4644159601544),np.float64(-71.53845057404608),np.float64(224.3285334121366),np.float64(37.024080791563634)
8,np.float64(1510.464415960154),np.float64(-71.5384505740453),np.float64(224.3285334121369),np.float64(37.194116674564285)
9,np.float64(1510.4644159601526),np.float64(-71.53845057404502),np.float64(224.32853341213655),np.float64(37.31441011208879)
10,np.float64(1510.464415960154),np.float64(-71.53845057404533),np.float64(224.32853341213595),np.float64(37.411559807429455)
11,np.float64(1510.4644159601557),np.float64(-71.53845057404519),np.float64(224.3285334121366),np.float64(37.47239247295934)
12,np.float64(1510.4644159601576),np.float64(-71.53845057404669),np.float64(224.3285334121362),np.float64(37.516375148305855)
13,np.float64(1510.4644159601553),np.float64(-71.5384505740465),np.float64(224.32853341213524),np.float64(37.544887143173845)
14,np.float64(1510.4644159601526),np.float64(-71.5384505740473),np.float64(224.32853341213513),np.float64(37.57888816028598)
15,np.float64(1510.4644159601517),np.float64(-71.53845057404646),np.float64(224.32853341213539),np.float64(37.61368928605647)
16,np.float64(1510.4644159601494),np.float64(-71.53845057404708),np.float64(224.32853341213556),np.float64(37.67314493956173)
17,np.float64(1510.464415960153),np.float64(-71.5384505740472),np.float64(224.3285334121366),np.float64(37.76062442862864)
18,np.float64(1510.4644159601519),np.float64(-71.5384505740456),np.float64(224.32853341213755),np.float64(37.89452492325207)
19,np.float64(1510.4644159601498),np.float64(-71.53845057404527),np.float64(224.32853341213766),np.float64(38.03901748189545)
20,np.float64(1510.464415960153),np.float64(-71.53845057404571),np.float64(224.3285334121378),np.float64(38.1524630630163)
21,np.float64(1510.4644159601512),np.float64(-71.53845057404703),np.float64(224.32853341213735),np.float64(38.216066129749315)
22,np.float64(1510.4644159601517),np.float64(-71.53845057404818),np.float64(224.3285334121375),np.float64(38.23145975875885)
23,np.float64(1510.464415960155),np.float64(-71.53845057404988),np.float64(224.32853341213738),np.float64(38.21392779854554)
24,np.float64(1510.4644159601553),np.float64(-71.53845057404989),np.float64(224.3285334121377),np.float64(38.17863687945689)
25,np.float64(1510.464415960153),np.float64(-71.53845057405034),np.float64(224.3285334121367),np.float64(38.14060429370031)
26,np.float64(1510.464415960148),np.float64(-71.53845057405067),np.float64(224.32853341213624),np.float64(38.11615914052936)
27,np.float64(1510.4644159601526),np.float64(-71.5384505740507),np.float64(224.32853341213635),np.float64(38.105587665550104)
28,np.float64(1510.4644159601485),np.float64(-71.53845057405144),np.float64(224.3285334121353),np.float64(38.11094374843318)
29,np.float64(1510.4644159601507),np.float64(-71.53845057405144),np.float64(224.3285334121352),np.float64(38.1259461711971)
30,np.float64(1510.4644159601453),np.float64(-71.53845057405144),np.float64(224.32853341213422),np.float64(38.1686261939461)
31,np.float64(1510.4644159601467),np.float64(-71.53845057405293),np.float64(224.3285334121349),np.float64(38.23283176818655)
32,np.float64(1510.4644159601478),np.float64(-71.53845057405366),np.float64(224.32853341213593),np.float64(38.296981035472406)
33,np.float64(1510.4644159601562),np.float64(-71.53845057405465),np.float64(224.3285334121373),np.float64(38.33765175331513)
34,np.float64(1510.4644159601573),np.float64(-71.53845057405519),np.float64(224.32853341213757),np.float64(38.351988624977906)
35,np.float64(1510.464415960157),np.float64(-71.53845057405547),np.float64(224.32853341213846),np.float64(38.35569118269672)
36,np.float64(1510.4644159601567),np.float64(-71.53845057405493),np.float64(224.32853341213928),np.float64(38.36383369672381)
37,np.float64(1510.4644159601494),np.float64(-71.53845057405483),np.float64(224.3285334121377),np.float64(38.38552113972198)
38,np.float64(1510.4644159601485),np.float64(-71.53845057405405),np.float64(224.32853341213786),np.float64(38.42054438661787)
39,np.float64(1510.464415960144),np.float64(-71.538450574053),np.float64(224.32853341213723),np.float64(38.46036152103957)
40,np.float64(1510.4644159601448),np.float64(-71.53845057405294),np.float64(224.32853341213695),np.float64(38.49508424781365)
41,np.float64(1510.4644159601467),np.float64(-71.53845057405259),np.float64(224.32853341213763),np.float64(38.51629449374074)
42,np.float64(1510.464415960148),np.float64(-71.53845057405289),np.float64(224.32853341213814),np.float64(38.51965287480748)
43,np.float64(1510.4644159601494),np.float64(-71.5384505740538),np.float64(224.32853341213803),np.float64(38.50471282550836)
44,np.float64(1510.464415960151),np.float64(-71.53845057405283),np.float64(224.3285334121384),np.float64(38.47729561614824)
45,np.float64(1510.4644159601498),np.float64(-71.53845057405249),np.float64(224.32853341213797),np.float64(38.453427067892505)
46,np.float64(1510.4644159601482),np.float64(-71.53845057405323),np.float64(224.3285334121372),np.float64(38.44429752134535)
47,np.float64(1510.464415960143),np.float64(-71.53845057405208),np.float64(224.32853341213712),np.float64(38.45817790617531)
48,np.float64(1510.4644159601432),np.float64(-71.53845057405286),np.float64(224.3285334121364),np.float64(38.48810001038236)
49,np.float64(1510.4644159601382),np.float64(-71.53845057405431),np.float64(224.32853341213496),np.float64(38.51948068231938)
50,np.float64(1510.464415960143),np.float64(-71.5384505740536),np.float64(224.32853341213595),np.float64(38.54391282976733)
51,np.float64(1510.4644159601435),np.float64(-71.53845057405267),np.float64(224.32853341213578),np.float64(38.56107448297239)
52,np.float64(1510.4644159601378),np.float64(-71.53845057405252),np.float64(224.32853341213576),np.float64(38.57600787915658)
53,np.float64(1510.464415960138),np.float64(-71.53845057405347),np.float64(224.32853341213502),np.float64(38.590985870344525)
54,np.float64(1510.4644159601348),np.float64(-71.53845057405238),np.float64(224.32853341213416),np.float64(38.60627317605697)
55,np.float64(1510.4644159601312),np.float64(-71.53845057405285),np.float64(224.32853341213425),np.float64(38.61861520051295)
56,np.float64(1510.4644159601285),np.float64(-71.53845057405258),np.float64(224.32853341213357),np.float64(38.625961596939106)
57,np.float64(1510.4644159601262),np.float64(-71.53845057405152),np.float64(224.32853341213422),np.float64(38.62934913797271)
58,np.float64(1510.4644159601273),np.float64(-71.53845057405266),np.float64(224.32853341213445),np.float64(38.63212336578432)
