t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(355.93996179969713),np.float64(-34.93920903489135),np.float64(44.92877201720321),np.float64(34.95566024515737),np.float64(4.440892098500626e-16)
1,np.float64(355.9399617996968),np.float64(-34.939209034891064),np.float64(44.9287720172032),np.float64(35.434037898554095),np.float64(8.881784197001252e-16)
2,np.float64(355.9399617996978),np.float64(-34.93920903489128),np.float64(44.92877201720283),np.float64(56.31326733674405),np.float64(1.7763568394002505e-15)
3,np.float64(355.9399617996975),np.float64(-34.9392090348901),np.float64(44.92877201720336),np.float64(85.49100002754048),np.float64(3.552713678800501e-15)
4,np.float64(355.9399617996996),np.float64(-34.939209034890105),np.float64(44.92877201720364),np.float64(105.70699361344384),np.float64(3.552713678800501e-15)
5,np.float64(355.9399617996998),np.float64(-34.93920903489013),np.float64(44.928772017203585),np.float64(145.54112034790745),np.float64(7.105427357601002e-15)
6,np.float64(355.93996179969884),np.float64(-34.9392090348903),np.float64(44.928772017202775),np.float64(152.30997806598884),np.float64(7.105427357601002e-15)
7,np.float64(355.939961799699),np.float64(-34.93920903488943),np.float64(44.92877201720337),np.float64(156.0472431064922),np.float64(7.105427357601002e-15)
8,np.float64(355.93996179969963),np.float64(-34.93920903488821),np.float64(44.92877201720347),np.float64(157.59212534934656),np.float64(1.4210854715202004e-14)
9,np.float64(355.9399617996998),np.float64(-34.939209034889956),np.float64(44.9287720172024),np.float64(157.9752906777676),np.float64(7.105427357601002e-15)
10,np.float64(355.9399617997003),np.float64(-34.93920903489047),np.float64(44.92877201720162),np.float64(158.77931462891317),np.float64(7.105427357601002e-15)
11,np.float64(355.93996179970037),np.float64(-34.93920903489057),np.float64(44.92877201720155),np.float64(159.60806814546234),np.float64(7.105427357601002e-15)
12,np.float64(355.9399617997002),np.float64(-34.93920903488993),np.float64(44.92877201720219),np.float64(160.08200193275133),np.float64(7.105427357601002e-15)
13,np.float64(355.93996179970134),np.float64(-34.939209034889956),np.float64(44.928772017202306),np.float64(161.23422592763205),np.float64(1.4210854715202004e-14)
14,np.float64(355.939961799701),np.float64(-34.93920903488974),np.float64(44.92877201720232),np.float64(162.67257083476005),np.float64(7.105427357601002e-15)
15,np.float64(355.9399617997012),np.float64(-34.93920903488959),np.float64(44.928772017202334),np.float64(166.01602089998798),np.float64(7.105427357601002e-15)
16,np.float64(355.93996179970077),np.float64(-34.93920903488979),np.float64(44.92877201720209),np.float64(170.9244834286042),np.float64(7.105427357601002e-15)
17,np.float64(355.9399617997),np.float64(-34.939209034889274),np.float64(44.92877201720269),np.float64(172.27026101061998),np.float64(7.105427357601002e-15)
18,np.float64(355.9399617996994),np.float64(-34.93920903488944),np.float64(44.92877201720255),np.float64(173.5306167485092),np.float64(7.105427357601002e-15)
19,np.float64(355.9399617996991),np.float64(-34.93920903489004),np.float64(44.92877201720187),np.float64(173.94270114495382),np.float64(7.105427357601002e-15)
20,np.float64(355.9399617996995),np.float64(-34.93920903488966),np.float64(44.92877201720239),np.float64(174.20084597876956),np.float64(1.4210854715202004e-14)
21,np.float64(355.9399617996996),np.float64(-34.93920903489057),np.float64(44.92877201720168),np.float64(174.3393297639829),np.float64(7.105427357601002e-15)
22,np.float64(355.93996179970003),np.float64(-34.93920903489085),np.float64(44.92877201720179),np.float64(174.4205234988184),np.float64(7.105427357601002e-15)
23,np.float64(355.93996179969974),np.float64(-34.93920903489092),np.float64(44.92877201720193),np.float64(174.50547573433474),np.float64(1.4210854715202004e-14)
24,np.float64(355.93996179969986),np.float64(-34.93920903489022),np.float64(44.928772017202284),np.float64(174.55707976548717),np.float64(1.4210854715202004e-14)
25,np.float64(355.93996179970054),np.float64(-34.939209034890425),np.float64(44.92877201720243),np.float64(174.59967321004225),np.float64(1.4210854715202004e-14)
26,np.float64(355.93996179970054),np.float64(-34.93920903489029),np.float64(44.92877201720239),np.float64(174.63746795265368),np.float64(1.4210854715202004e-14)
