step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,6.058006003377008e-32,2.744358213047745e-32,0.9999999999999993,7.046005543709292e-17
25,5.425207612517849e-29,2.4576920294570347e-29,1.0000000000000002,8.352947626819924e-16
50,1.3288395557441043e-28,6.019821945696587e-29,0.9999999999999999,1.3943382661934604e-15
75,2.3426668486531365e-28,1.0612595964665753e-28,1.0000000000000002,1.7728019178199663e-15
100,3.1695227918207466e-28,1.4358364617543381e-28,1.0000000000000002,2.1087297432333053e-15
125,3.7613113955961406e-28,1.7039246601241912e-28,1.0000000000000002,2.190374333861501e-15
150,5.012550629107575e-28,2.2707528648272902e-28,0.9999999999999996,2.4173886558044597e-15
200,6.554771744720463e-28,2.9693997764692858e-28,1.0,2.58942645796873e-15
300,1.6153070421899872e-27,7.317558195480318e-28,0.9999999999999997,3.5204555703917744e-15
500,6.448414079082876e-27,2.9212183231907132e-27,1.0000000000000002,4.9195256014285795e-15
750,2.2670542836893294e-26,1.0270060873825488e-26,0.9999999999999999,6.130010859464721e-15
1000,5.46178506026918e-26,2.4742621053357857e-26,1.0000000000000002,6.90256482336344e-15
1500,1.6087971527797714e-25,7.288067520729497e-26,1.0,8.394261778660718e-15
2000,3.889749674692098e-25,1.7621089283325617e-25,0.9999999999999999,1.1384528284199883e-14
3000,1.480594245976454e-24,6.70729110679762e-25,1.0,3.6371295026500975e-14
4000,3.187705210468481e-24,1.444073341995686e-24,1.0000000000000004,1.675857266320245e-13
5000,5.992099520789708e-24,2.714501689848981e-24,1.0000000000000002,8.828360939994493e-13
7500,9.522656776892387e-22,4.313891620630854e-22,1.0,5.4593629690808764e-11
10000,3.5936535827285025e-18,1.627973415528097e-18,1.0,3.3840652704765393e-09
15000,5.302632526803515e-11,2.4021638667233095e-11,0.9999999862200749,1.2999649026320455e-05
20000,0.0008819962767219803,0.0003995561781467008,0.867272649463194,0.044617343452479134
25000,2.1437922249407713,0.9711667166231583,0.21470814935185328,0.1787722814118995
30000,2.1432139493586706,0.9709047500053437,0.20066310071280388,0.1942747572199991
35000,2.1344136480633162,0.9669180951350392,0.20002898369468333,0.19731372727738306
40000,2.1352589403107816,0.9673010238941198,0.20000130882826628,0.19793415692347663
