t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(76.23618079528833),np.float64(-16.88190960235588),np.float64(8.249196962329073),np.float64(14.722984824634787),np.float64(4.440892098500626e-16)
1,np.float64(76.23618079528819),np.float64(-16.88190960235574),np.float64(8.24919696232923),np.float64(18.43902796030739),np.float64(4.440892098500626e-16)
2,np.float64(76.23618079528802),np.float64(-16.881909602355666),np.float64(8.249196962329172),np.float64(27.503706082429204),np.float64(1.7763568394002505e-15)
3,np.float64(76.236180795288),np.float64(-16.88190960235558),np.float64(8.249196962329343),np.float64(33.045284898642116),np.float64(1.7763568394002505e-15)
4,np.float64(76.23618079528819),np.float64(-16.881909602355663),np.float64(8.24919696232939),np.float64(34.19874245835815),np.float64(1.7763568394002505e-15)
5,np.float64(76.23618079528805),np.float64(-16.881909602355627),np.float64(8.24919696232927),np.float64(35.69625111722891),np.float64(1.7763568394002505e-15)
6,np.float64(76.236180795288),np.float64(-16.88190960235568),np.float64(8.249196962329094),np.float64(35.845510813582116),np.float64(4.440892098500626e-16)
7,np.float64(76.23618079528791),np.float64(-16.88190960235563),np.float64(8.249196962329247),np.float64(35.89250892528305),np.float64(2.220446049250313e-16)
8,np.float64(76.23618079528795),np.float64(-16.881909602355627),np.float64(8.249196962329174),np.float64(35.89925790930448),np.float64(2.220446049250313e-16)
9,np.float64(76.23618079528808),np.float64(-16.881909602355663),np.float64(8.249196962329139),np.float64(35.900900792735214),np.float64(3.552713678800501e-15)
10,np.float64(76.2361807952882),np.float64(-16.881909602355684),np.float64(8.249196962329194),np.float64(35.901093601048494),np.float64(4.440892098500626e-16)
11,np.float64(76.23618079528823),np.float64(-16.8819096023557),np.float64(8.249196962329222),np.float64(35.90113099142933),np.float64(2.220446049250313e-16)
12,np.float64(76.23618079528833),np.float64(-16.88190960235579),np.float64(8.249196962329085),np.float64(35.90114018264894),np.float64(2.220446049250313e-16)
13,np.float64(76.23618079528826),np.float64(-16.881909602355808),np.float64(8.249196962328979),np.float64(35.90114253583883),np.float64(1.7763568394002505e-15)
14,np.float64(76.23618079528802),np.float64(-16.881909602355805),np.float64(8.249196962328817),np.float64(35.90114272662632),np.float64(3.552713678800501e-15)
15,np.float64(76.23618079528799),np.float64(-16.88190960235584),np.float64(8.249196962328607),np.float64(35.90114271332116),np.float64(3.552713678800501e-15)
16,np.float64(76.23618079528799),np.float64(-16.881909602355844),np.float64(8.249196962328488),np.float64(35.9011426846011),np.float64(4.440892098500626e-16)
17,np.float64(76.23618079528791),np.float64(-16.881909602355798),np.float64(8.249196962328446),np.float64(35.90114265936036),np.float64(1.7763568394002505e-15)
18,np.float64(76.23618079528774),np.float64(-16.881909602355776),np.float64(8.249196962328353),np.float64(35.901142649789364),np.float64(2.220446049250313e-16)
19,np.float64(76.2361807952876),np.float64(-16.881909602355847),np.float64(8.249196962328213),np.float64(35.9011426606541),np.float64(1.7763568394002505e-15)
20,np.float64(76.23618079528745),np.float64(-16.881909602355808),np.float64(8.249196962328167),np.float64(35.90114269306756),np.float64(3.552713678800501e-15)
21,np.float64(76.23618079528761),np.float64(-16.88190960235581),np.float64(8.249196962328243),np.float64(35.90114274653915),np.float64(3.552713678800501e-15)
22,np.float64(76.23618079528748),np.float64(-16.881909602355776),np.float64(8.249196962328181),np.float64(35.90114281930965),np.float64(1.7763568394002505e-15)
23,np.float64(76.23618079528758),np.float64(-16.881909602355762),np.float64(8.249196962328172),np.float64(35.90114290860187),np.float64(3.552713678800501e-15)
24,np.float64(76.23618079528754),np.float64(-16.881909602355762),np.float64(8.249196962328142),np.float64(35.901143010866434),np.float64(1.7763568394002505e-15)
