step,time,N,condition,initial_seed_enabled,metastable_seed_enabled,initial_seed_amplitude,metastable_seed_amplitude,parent_plane_occupation,f_outside_parent,q1,q2,q3,q4,rank_Q,dominant_plane_occupation,non_dominant_occupation,kernel_occupation,residual_occupation,norm_Z,dagger_norm_error,zero_square_real,zero_square_imag,zero_square_abs,projection_closure_error,crossing_detected,metastable_start_detected
0,0,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,7.8534604075e-30,2.2204460493e-16,0.0000000000e+00,1.0000000000e+00,1.1102230246e-16,9.9920072216e-16,3.5214886562e-16,1.0594389585e-15,0.0000000000e+00,0,0
25,25,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.4142135624e+00,1.4142135624e+00,1.8250120750e-08,0.0000000000e+00,3,1.0000000000e+00,1.1337173217e-29,2.2204460493e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.1657341759e-15,3.1593651306e-16,1.2077880812e-15,0.0000000000e+00,0,0
50,50,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,1.6660004685e-08,1.4901161194e-08,4,1.0000000000e+00,1.8722234977e-29,-6.6613381478e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1657341759e-15,3.1571967263e-16,1.2077313776e-15,0.0000000000e+00,0,0
75,75,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,1.0536712128e-08,0.0000000000e+00,2,1.0000000000e+00,3.6836153649e-29,6.6613381478e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.1102230246e-15,3.4694469520e-16,1.1631705747e-15,0.0000000000e+00,0,0
100,100,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-1.9984014443e-15,1.4142135624e+00,1.4142135624e+00,1.3551248922e-08,0.0000000000e+00,2,1.0000000000e+00,9.3446604832e-29,-1.8873791419e-15,0.0000000000e+00,1.0000000000e+00,1.1102230246e-16,1.2212453271e-15,3.4000580129e-16,1.2676924287e-15,0.0000000000e+00,0,0
125,125,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.4142135624e+00,1.4142135624e+00,1.7163315275e-08,6.5964776523e-09,3,1.0000000000e+00,2.5340723246e-28,2.2204460492e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.2212453271e-15,3.2612801348e-16,1.2640409923e-15,0.0000000000e+00,0,0
150,150,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,6.5596157051e-28,2.2204460492e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1102230246e-15,3.2612801348e-16,1.1571320778e-15,0.0000000000e+00,0,0
175,175,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-1.1102230246e-15,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,1.6237668782e-27,-1.1102230246e-15,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.2767564783e-15,3.3653635434e-16,1.3203650339e-15,0.0000000000e+00,0,0
200,200,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,8.8817841970e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,4.0234223650e-27,8.8817841970e-16,0.0000000000e+00,1.0000000000e+00,1.1102230246e-16,9.9920072216e-16,3.5822039779e-16,1.0614725322e-15,0.0000000000e+00,0,0
225,225,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,1.4901161194e-08,0.0000000000e+00,3,1.0000000000e+00,1.0022810119e-26,-6.6613381479e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.0547118734e-15,3.8857805862e-16,1.1240151438e-15,0.0000000000e+00,0,0
250,250,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,2.4818883159e-26,-2.4818883159e-26,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1102230246e-15,4.1112946381e-16,1.1839014319e-15,0.0000000000e+00,0,0
275,275,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.7763568394e-15,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,6.0807372893e-26,1.7763568393e-15,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1657341759e-15,4.2283884727e-16,1.2400519584e-15,0.0000000000e+00,0,0
300,300,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-4.4408920985e-16,1.4142135624e+00,1.4142135624e+00,1.4901161194e-08,0.0000000000e+00,3,1.0000000000e+00,1.4803345200e-25,-4.4408921000e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1102230246e-15,4.4929338028e-16,1.1976893195e-15,0.0000000000e+00,0,0
325,325,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,1.3262448977e-08,0.0000000000e+00,2,1.0000000000e+00,3.5989228301e-25,6.6613381442e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1102230246e-15,4.3715031595e-16,1.1931871451e-15,0.0000000000e+00,0,0
350,350,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-8.8817841970e-16,1.4142135624e+00,1.4142135624e+00,2.2466758594e-08,1.6504571313e-08,4,1.0000000000e+00,8.7460654927e-25,-8.8817842057e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.2212453271e-15,4.5623227418e-16,1.3036824908e-15,0.0000000000e+00,0,0
375,375,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-2.2204460493e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,2.1235555857e-24,-2.2204460705e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.1657341759e-15,4.4929338028e-16,1.2493200992e-15,0.0000000000e+00,0,0
400,400,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,7.7715611724e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,5.1513879815e-24,7.7715611209e-16,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.3322676296e-15,4.2674197509e-16,1.3989445129e-15,0.0000000000e+00,0,0
425,425,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-1.3322676296e-15,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,1.2494178050e-23,-1.3322676420e-15,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,8.3266726847e-16,4.7097742373e-16,9.5663708565e-16,0.0000000000e+00,0,0
450,450,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.2212453271e-15,1.4142135624e+00,1.4142135624e+00,1.8283148441e-08,1.0479296941e-08,3,1.0000000000e+00,3.0313805802e-23,1.2212452968e-15,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.2212453271e-15,5.0653925499e-16,1.3221278931e-15,0.0000000000e+00,0,0
475,475,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-4.4408920985e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,7.3577736692e-23,-4.4408928343e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.2212453271e-15,4.9613091413e-16,1.3181752664e-15,0.0000000000e+00,0,0
500,500,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-1.3322676296e-15,1.4142135624e+00,1.4142135624e+00,7.4505699677e-09,0.0000000000e+00,2,1.0000000000e+00,1.7864660477e-22,-1.3322678082e-15,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,1.2767564783e-15,5.0480453151e-16,1.3729292480e-15,0.0000000000e+00,0,0
525,525,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.2212453271e-15,1.4142135624e+00,1.4142135624e+00,1.4901148685e-08,0.0000000000e+00,3,1.0000000000e+00,4.3389170902e-22,1.2212448932e-15,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0547118734e-15,4.9266146718e-16,1.1641015665e-15,0.0000000000e+00,0,0
550,550,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-8.8817841970e-16,1.4142135624e+00,1.4142135624e+00,1.7609577345e-08,0.0000000000e+00,3,1.0000000000e+00,1.0542111835e-21,-8.8817947391e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.1102230246e-15,5.1694759584e-16,1.2246754596e-15,0.0000000000e+00,0,0
575,575,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.3306690739e-16,1.4142135624e+00,1.4142135624e+00,8.3375236295e-09,0.0000000000e+00,2,1.0000000000e+00,2.5623604450e-21,3.3306434503e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0547118734e-15,4.8572257327e-16,1.1611819642e-15,0.0000000000e+00,0,0
600,600,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,7.7715611724e-16,1.4142135624e+00,1.4142135624e+00,2.1300311592e-08,0.0000000000e+00,3,1.0000000000e+00,6.2302496830e-21,7.7714988699e-16,0.0000000000e+00,1.0000000000e+00,1.1102230246e-16,9.9920072216e-16,5.0328664847e-16,1.1187937852e-15,0.0000000000e+00,0,0
625,625,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,-8.8817841970e-16,1.4142135624e+00,1.4142135624e+00,1.3475537845e-08,0.0000000000e+00,2,1.0000000000e+00,1.5153310951e-20,-8.8819357301e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.2212453271e-15,4.8225312632e-16,1.3130149378e-15,0.0000000000e+00,0,0
650,650,40,A,0,0,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,1.0712736132e-08,7.8472795533e-09,2,1.0000000000e+00,3.6866820323e-20,6.6609694795e-16,0.0000000000e+00,1.0000000000e+00,1.1102230246e-16,9.9920072216e-16,4.7011006199e-16,1.1042669757e-15,0.0000000000e+00,0,0
