step,within_A_plus,within_A_minus,within_B_plus,within_B_minus,complement_error_A,complement_error_B,A_B_center_distance,Aplus_a2n,Aplus_b2n,Aplus_abn,Bplus_a2n,Bplus_b2n,Bplus_abn
0,0.49702280781487657,8.881784197001252e-16,3.3306690738754696e-16,5.551115123125783e-16,0.2485114039074386,0.7455342117223143,0.4005799599957247,0.3889221070159941,0.6110778929840058,0.12425570195371928,0.16676632104798206,0.833233678952018,0.3727671058611576
1,0.48453118525500444,0.003018663560502566,3.608224830031759e-16,5.551115123125783e-16,0.24266922071735098,0.7249565397885932,0.4043859662039952,0.3845518073313579,0.615448192668642,0.12021267726679498,0.15560269476310196,0.844397305236898,0.3624782698942971
2,0.4716648162956765,0.0059316437464077,1.6653345369377348e-16,3.3306690738754696e-16,0.23665372714880206,0.7104872400563023,0.4081653045525589,0.38032164811177954,0.6196783518882204,0.1160226336368358,0.14475637997184926,0.8552436200281507,0.3518550417846742
3,0.48399801585988844,0.00916617283644261,2.220446049250313e-16,5.551115123125783e-16,0.2407192487232549,0.7315256056628895,0.4119070882548513,0.3762362050984997,0.6237637949015004,0.11169003554728424,0.13423719716855576,0.8657628028314441,0.3409069844765373
4,0.4964904695897845,0.012567314853758005,1.1102230246251565e-16,6.106226635438361e-16,0.2465607296201534,0.751890615675842,0.41560081117835646,0.3722999269569713,0.6277000730430287,0.1072194760168652,0.1240546921620796,0.8759453078379205,0.3296439374759549
5,0.5085980066269387,0.016125204789658287,3.885780586188048e-16,6.661338147750939e-16,0.2522201378297252,0.7715637423400328,0.41923635647437935,0.368517132143453,0.6314828678565471,0.10261567352426809,0.11421812882998422,0.8857818711700157,0.31807600958978555
6,0.5203110475732683,0.019829627410507644,3.3306690738754696e-16,3.885780586188048e-16,0.2576925431722713,0.7905270359224124,0.4228040027866044,0.36489200582542797,0.635107994174572,0.09788346887380499,0.10473648203879432,0.8952635179612056,0.3062135714969727
7,0.5316203322457371,0.023670040444228158,3.3306690738754696e-16,7.216449660063518e-16,0.26297330354560233,0.8087631385332348,0.4262944284135374,0.36142859685625117,0.6385714031437487,0.0930278220021145,0.09561843073338316,0.904381569266617,0.29406724815502383
8,0.5425169272118772,0.02763559852101838,3.3306690738754696e-16,7.216449660063518e-16,0.26805807378189106,0.8262552976029544,0.4296987137614664,0.35813081480446174,0.6418691851955383,0.08805380872594422,0.0868723511985233,0.9131276488014767,0.2816479110445588
9,0.5529922330852747,0.03171517779286659,3.3306690738754696e-16,8.326672684688674e-16,0.2729428137270078,0.8429873790087754,0.43300834238705926,0.3550024270382499,0.64499757296175,0.08296661743101101,0.07850631049561274,0.9214936895043873,0.2689666702548462
10,0.5630379915761186,0.03589740115433057,2.7755575615628914e-16,6.106226635438361e-16,0.27762379552175176,0.8589438798448785,0.4362152008929407,0.3520470558656202,0.6479529441343799,0.07777154570192167,0.07052806007756121,0.9294719399224388,0.25603486641326234
11,0.5726462922920406,0.04017066398535321,3.3306690738754696e-16,4.718447854656915e-16,0.28209761006719314,0.8741099408303747,0.4393115779061252,0.3492681757308332,0.6507318242691669,0.07247399689309501,0.06294502958481313,0.9370549704151869,0.242864062461658
12,0.5818095792846454,0.04452316033554282,3.608224830031759e-16,3.3306690738754696e-16,0.2863611726592042,0.8884713583491017,0.4422901623383484,0.34666911046777216,0.6533308895322278,0.06707947664061396,0.05576432082544955,0.9442356791745505,0.2294660352826228
13,0.590520657337251,0.04894290946836724,4.440892098500626e-16,3.608224830031759e-16,0.2904117277801588,0.902014596115394,0.4451440410993028,0.34425303061092877,0.6557469693890712,0.06159358931490907,0.048992701942303415,0.9510072980576967,0.215852767178686
14,0.5987726979895275,0.05341778268315067,5.828670879282072e-16,6.38378239159465e-16,0.2942468530386811,0.9147267964600084,0.44786669640857085,0.34202295076475964,0.6579770492352404,0.056022034414158046,0.04263660176999608,0.9573633982300038,0.2020364372075068
15,0.6065592452948667,0.05793553033254137,8.049116928532385e-16,5.828670879282072e-16,0.29786446225125385,0.9265957912304179,0.45045200282961056,0.33998172703222457,0.6600182729677755,0.05037060289826247,0.03670210438479142,0.9632978956152086,0.1880294123761474
16,0.6138742213064674,0.0624838089532839,8.881784197001252e-16,6.661338147750939e-16,0.3012628076623914,0.9376101122997149,0.452894224129348,0.3381320545033763,0.6618679454966238,0.044645173463258754,0.031194943850142823,0.9688050561498571,0.17384423869754573
17,0.6207119312882807,0.06705020842867715,6.106226635438361e-16,6.938893903907228e-16,0.3044404813029764,0.9477590016784124,0.4551880100496173,0.33647646480493426,0.6635235351950658,0.0388517087559955,0.026120499160794064,0.973879500839206,0.15949363211233553
18,0.6270670686471089,0.0716222791019886,9.159339953157541e-16,7.771561172376096e-16,0.30739641548918817,0.9570324212234402,0.45732839306163503,0.3350173237118344,0.6649826762881655,0.03299625152890573,0.021483789388280078,0.97851621061172,0.14499046927919124
19,0.6329347195823185,0.07618755876132678,4.996003610813204e-16,6.938893903907228e-16,0.3101298824672508,0.9654210619386795,0.45931078516174173,0.3337568288218195,0.6662431711781804,0.027084920734698453,0.017289469030660504,0.9827105309693396,0.13034777823690874
20,0.6383103674497748,0.0807335994180646,5.828670879282072e-16,5.967448757360216e-16,0.3126404932119444,0.9729163528613914,0.4611309747555336,0.33269700729419177,0.6673029927058082,0.0211239075607788,0.013541823569304449,0.9864581764306954,0.1155787289414548
