group,edges,count,mean_r2,mean_a2,mean_b2,mean_ab,mean_z2_re,mean_z2_im,mean_z2_phase_over_pi
A_plus,"1-2,1-3,4-5",3,0.05899530145550535,0.026524532654019512,0.03247076880148584,-0.01801697837779353,-0.0059462361474663175,-0.03603395675558706,-0.5520575853173358
A_minus,"1-4,1-5,2-3",3,0.13599307249438405,0.08857091126770551,0.047422161226678534,0.060278843089934926,0.04114875004102697,0.12055768617986985,0.3953011128774417
B_plus,"2-4,3-5",2,0.06867100023934228,0.021134557409585766,0.047536442829756505,-0.031696398534107634,-0.02640188542017074,-0.06339279706821527,-0.625615512858965
B_minus,"2-5,3-4",2,0.06867100023934111,0.02113455740958514,0.047536442829755984,-0.03169639853410699,-0.026401885420170846,-0.06339279706821398,-0.6256155128589678
