kernel,kernel_kind,protocol,protocol_kind,step,particle,C_memory,actual_Ra,signed_target_Ra,sign_normalizer,injected_weight_lag_0,expected_coefficient_lag_0,injected_weight_lag_1,expected_coefficient_lag_1,injected_weight_lag_2,expected_coefficient_lag_2,injected_weight_lag_3,expected_coefficient_lag_3,injected_weight_lag_4,expected_coefficient_lag_4,injected_weight_lag_5,expected_coefficient_lag_5,injected_weight_lag_6,expected_coefficient_lag_6,injected_weight_lag_7,expected_coefficient_lag_7,injected_weight_lag_8,expected_coefficient_lag_8,delta_C_lag_0,delta_C_lag_1,delta_C_lag_2,delta_C_lag_3,delta_C_lag_4,delta_C_lag_5,delta_C_lag_6,delta_C_lag_7,delta_C_lag_8,C_level,C_integral,delayed_delta_tail,delta_tail_including_current,Q_raw_abs_proxy,Q_recovery_abs_tail_proxy,Q_recovery_signed_tail_proxy
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,13,B,3.8e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,3.4200000000000005e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,14,A,3.8e-06,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,3.8e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,14,B,3.8e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,3.8e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,15,A,3.8e-06,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,4.18e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,15,B,3.8e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,4.18e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,16,A,3.8e-06,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,4.56e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,16,B,3.8e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,4.56e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,17,A,3.8e-06,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,4.9399999999999995e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,17,B,3.8e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,4.9399999999999995e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,18,A,3.8e-06,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,5.319999999999999e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,18,B,3.8e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,5.319999999999999e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,19,A,3.8e-06,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,5.699999999999999e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,19,B,3.8e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,5.699999999999999e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,20,A,3.8e-06,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,6.079999999999999e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,20,B,3.8e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,6.079999999999999e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,21,A,3.8e-06,-4.6341463414634146e-10,-4.6341463414634146e-10,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,6.459999999999998e-05,0.0,-3.8e-06,3.8e-09,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,21,B,3.8e-06,4.6341463414634146e-10,-4.6341463414634146e-10,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,6.459999999999998e-05,0.0,-3.8e-06,3.8e-09,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,22,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459999999999998e-05,-3.8e-06,-3.496e-06,0.0,3.8e-09,-3.8e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,22,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459999999999998e-05,-3.8e-06,-3.496e-06,0.0,3.8e-09,-3.8e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,23,A,0.0,-1.8536585365853659e-09,-1.8536585365853659e-09,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,-3.496e-06,-3.21632e-06,0.0,3.4960000000000003e-09,-3.4960000000000003e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,23,B,0.0,1.8536585365853659e-09,-1.8536585365853659e-09,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,-3.496e-06,-3.21632e-06,0.0,3.4960000000000003e-09,-3.4960000000000003e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,24,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,-3.21632e-06,-2.9590144e-06,0.0,3.2163200000000003e-09,-3.2163200000000003e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,24,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,-3.21632e-06,-2.9590144e-06,0.0,3.2163200000000003e-09,-3.2163200000000003e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,25,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,6.46e-05,-2.9590144e-06,-2.7222932480000002e-06,0.0,2.9590144000000003e-09,-2.9590144000000003e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,25,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,0.0,6.46e-05,-2.9590144e-06,-2.7222932480000002e-06,0.0,2.9590144000000003e-09,-2.9590144000000003e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,26,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,6.46e-05,-2.7222932480000002e-06,-2.5045097881600005e-06,0.0,2.7222932480000004e-09,-2.7222932480000004e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,26,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,0.0,6.46e-05,-2.7222932480000002e-06,-2.5045097881600005e-06,0.0,2.7222932480000004e-09,-2.7222932480000004e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,27,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,6.46e-05,-2.5045097881600005e-06,-2.3041490051072004e-06,0.0,2.5045097881600006e-09,-2.5045097881600006e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,27,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,0.0,6.46e-05,-2.5045097881600005e-06,-2.3041490051072004e-06,0.0,2.5045097881600006e-09,-2.5045097881600006e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,28,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,6.46e-05,-2.3041490051072004e-06,-2.119817084698625e-06,0.0,2.3041490051072003e-09,-2.3041490051072003e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,28,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,0.0,6.46e-05,-2.3041490051072004e-06,-2.119817084698625e-06,0.0,2.3041490051072003e-09,-2.3041490051072003e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,29,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,6.46e-05,-2.119817084698625e-06,-1.9502317179227346e-06,0.0,2.119817084698625e-09,-2.119817084698625e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,29,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8e-06,0.0,6.46e-05,-2.119817084698625e-06,-1.9502317179227346e-06,0.0,2.119817084698625e-09,-2.119817084698625e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,30,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,30,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,31,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,31,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,32,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,32,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,33,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,33,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,34,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,34,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,35,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,35,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,36,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,36,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,37,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,37,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,38,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,38,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,39,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,39,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,40,A,0.0,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,40,B,0.0,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,0.0,0.0,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,41,A,0.0,2.5487804878048783e-10,2.5487804878048783e-10,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,2.0900000000000003e-06,2.0900000000000004e-09,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,41,B,0.0,-2.5487804878048783e-10,2.5487804878048783e-10,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-05,0.0,2.0900000000000003e-06,2.0900000000000004e-09,0.0,0.0
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,42,A,2.0900000000000003e-06,0.0,0.0,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,6.669e-05,2.0900000000000003e-06,1.9228000000000005e-06,0.0,2.0900000000000004e-09,2.0900000000000004e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,42,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,6.669e-05,2.0900000000000003e-06,1.9228000000000005e-06,0.0,2.0900000000000004e-09,2.0900000000000004e-09
lag2_dominant,two_step_delay,delayed_step_pair,delayed_step_pair,43,A,2.0900000000000003e-06,1.0195121951219513e-09,1.0195121951219513e-09,1.0,0.2,0.00012195121951219512,0.0,0.0,0.8,0.0004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,6.878e-05,1.9228000000000005e-06,1.7689760000000003e-06,0.0,1.9228000000000004e-09,1.9228000000000004e-09
