t,H,Q2_re,Q2_im,generator_norm
0,np.float64(1507.0510805148162),np.float64(-77.93707783386986),np.float64(100.45124808785472),np.float64(35.02364222038139)
1,np.float64(1507.0510805148124),np.float64(-77.93707783386935),np.float64(100.45124808785496),np.float64(35.361061735305384)
2,np.float64(1507.0510805148115),np.float64(-77.93707783386924),np.float64(100.45124808785542),np.float64(35.68168221355609)
3,np.float64(1507.0510805148147),np.float64(-77.93707783386913),np.float64(100.45124808785526),np.float64(35.72861582549024)
4,np.float64(1507.0510805148158),np.float64(-77.93707783386986),np.float64(100.45124808785528),np.float64(35.77746787152548)
5,np.float64(1507.0510805148124),np.float64(-77.93707783386961),np.float64(100.45124808785468),np.float64(36.091686793322104)
6,np.float64(1507.0510805148137),np.float64(-77.93707783386951),np.float64(100.45124808785582),np.float64(36.48475458524963)
7,np.float64(1507.051080514815),np.float64(-77.93707783386964),np.float64(100.45124808785634),np.float64(36.80924272364473)
8,np.float64(1507.051080514814),np.float64(-77.93707783386945),np.float64(100.45124808785582),np.float64(37.06955828435639)
9,np.float64(1507.0510805148197),np.float64(-77.93707783386913),np.float64(100.4512480878561),np.float64(37.28499046151902)
10,np.float64(1507.0510805148256),np.float64(-77.9370778338697),np.float64(100.4512480878565),np.float64(37.431251311404516)
11,np.float64(1507.05108051483),np.float64(-77.93707783387035),np.float64(100.45124808785769),np.float64(37.53757551287441)
12,np.float64(1507.0510805148306),np.float64(-77.93707783387092),np.float64(100.45124808785785),np.float64(37.62706788920005)
13,np.float64(1507.0510805148388),np.float64(-77.93707783387201),np.float64(100.45124808785818),np.float64(37.6944185978179)
14,np.float64(1507.0510805148413),np.float64(-77.9370778338723),np.float64(100.45124808785894),np.float64(37.737302884029134)
15,np.float64(1507.0510805148413),np.float64(-77.93707783387211),np.float64(100.45124808786042),np.float64(37.75022660681017)
16,np.float64(1507.0510805148406),np.float64(-77.93707783387146),np.float64(100.4512480878607),np.float64(37.73652809314772)
17,np.float64(1507.0510805148392),np.float64(-77.9370778338714),np.float64(100.45124808786048),np.float64(37.714110595989574)
18,np.float64(1507.0510805148383),np.float64(-77.93707783387177),np.float64(100.45124808786045),np.float64(37.70125130780147)
19,np.float64(1507.0510805148383),np.float64(-77.93707783387134),np.float64(100.45124808785914),np.float64(37.73511029915803)
20,np.float64(1507.0510805148413),np.float64(-77.93707783387175),np.float64(100.45124808785931),np.float64(37.83221624414782)
21,np.float64(1507.0510805148424),np.float64(-77.93707783387124),np.float64(100.45124808786056),np.float64(37.97646934091393)
22,np.float64(1507.0510805148483),np.float64(-77.93707783387147),np.float64(100.45124808786107),np.float64(38.11781198135775)
23,np.float64(1507.051080514854),np.float64(-77.93707783387258),np.float64(100.45124808786204),np.float64(38.22426578210404)
24,np.float64(1507.0510805148601),np.float64(-77.93707783387272),np.float64(100.45124808786234),np.float64(38.29021692891338)
25,np.float64(1507.0510805148688),np.float64(-77.93707783387296),np.float64(100.45124808786261),np.float64(38.324509128012295)
26,np.float64(1507.05108051487),np.float64(-77.93707783387318),np.float64(100.45124808786296),np.float64(38.33505819766911)
27,np.float64(1507.0510805148697),np.float64(-77.93707783387268),np.float64(100.45124808786245),np.float64(38.33303201353959)
28,np.float64(1507.0510805148758),np.float64(-77.93707783387333),np.float64(100.45124808786261),np.float64(38.32412946519729)
29,np.float64(1507.0510805148751),np.float64(-77.93707783387399),np.float64(100.4512480878638),np.float64(38.32142793616732)
30,np.float64(1507.0510805148717),np.float64(-77.93707783387224),np.float64(100.4512480878613),np.float64(38.32604267146225)
31,np.float64(1507.0510805148708),np.float64(-77.9370778338724),np.float64(100.45124808786231),np.float64(38.347196825693295)
32,np.float64(1507.0510805148679),np.float64(-77.93707783387259),np.float64(100.45124808786251),np.float64(38.37669767207331)
33,np.float64(1507.0510805148672),np.float64(-77.93707783387228),np.float64(100.45124808786316),np.float64(38.41555570864774)
34,np.float64(1507.051080514864),np.float64(-77.93707783387129),np.float64(100.45124808786377),np.float64(38.45302549236587)
35,np.float64(1507.0510805148692),np.float64(-77.93707783387208),np.float64(100.45124808786403),np.float64(38.48710035324013)
36,np.float64(1507.0510805148726),np.float64(-77.93707783387191),np.float64(100.45124808786439),np.float64(38.513675045211144)
