run_id,series,L,M,ma,mb,parity_class,den,T,chi,analytic_fixed,orbit_abs_max,amp_cv_initial,amp_cv_final,W3_basis_capture_W4,sha256,r99_W1,r99_W4,Reff_W4,p1_W4,E2_W4,centered_r99_W4,mean_fraction_W4,eta_initial_W4,retained_initial_energy_W4,instantaneous_dominant_t4096,instantaneous_pair_t4096,instantaneous_pair_t0,instantaneous_plane_overlap_3584_4096,fft_peak_period_W4,fft_peak_share_W4,min_return_abs,min_return_U1,step_U1_mean_W4,omega_generator_mean,omega_generator_std,generator_cycles_per_step_mean,principal_phase_mean,principal_phase_std,sampled_cycles_per_step,sampled_principal_period,off_plane_step_rms,off_plane_generator_rms,phase_prediction_error_rms,polar_orientation_flip_fraction
L8_ma1_mb3_den8,main,8,28,1,3,odd-odd,8,4096,0.2706969604894793,False,1.851723162452919,0.49095041452769095,0.08742717689718274,0.9930434002504394,31627fb0c64c5429b41185315645a5b7706ec8ba4c16cc81948583c7f02519df,3,2,1.0419615844156596,0.9794793663631737,0.9981001655496434,2.0,5.470948924116499e-06,0.7671051162497124,0.41134482867938954,0.977769954280153,0.9965937927686779,0.830363517251594,0.9740161994385044,7.366906474820144,0.4120524422837469,0.7517974421207647,0.44282504431772374,0.21104420063427215,6.8858453298295315,0.006845535268783428,0.8607306662286914,-0.8510051013225393,0.006006170508629968,-0.13544166847190137,7.383252224240425,0.05171288789681038,0.43036464374700417,0.024059575061832962,0.0
L8_ma1_mb5_den8,main,8,28,1,5,odd-odd,8,4096,0.3168773315250089,False,1.7925675023421905,0.7311130767770673,0.11126955371175064,0.9977384048165201,cf8d310406116e800482fddaecff59eb157bef30e6f9734f1bd704a4c43ce38e,4,2,1.057627896712207,0.9720331900881375,0.9977384197056379,2.0,4.24376762537859e-06,0.7433693927351297,0.44727230586493627,0.9682392238875251,0.9939686677095403,0.6748128826633115,0.9720430032231689,7.211267605633803,0.6253023696568184,0.781153732815761,0.5211950994762963,0.25666206145755266,6.840236721851372,0.008878227464185541,0.8550295902314216,-0.8750457845831786,0.007673510898110503,-0.1392678620481387,7.180407491674888,0.07658255758481232,0.5213913783639701,0.03584835785308969,0.0
L8_ma3_mb5_den8,main,8,28,3,5,odd-odd,8,4096,1.0000000000000002,True,2.5208873237722578e-11,0.49095041452769084,0.49095041452925864,1.0,bde814556668d98ec8bb51d19731a1daa5bda5d354be071095480d2c5355c4b1,1,1,1.0000000000000002,0.9999999999999999,1.0,,1.000000000000001,1.9851987770798342e-11,1.0,0.0,0.0,0.0,,,,6.217783243774085e-15,6.217783243774085e-15,6.154791175890841e-15,,,,,,,,,,,
L8_ma2_mb4_den8,main,8,28,2,4,even-even,8,4096,0.32483495692204306,False,1.8597905796213745,0.49095041452769084,0.10671804576207132,0.9972811842590259,139ea02da723b9b872d38038747975288c76b410db62fd925b6ee9717f0e44ad,2,2,1.0596395067599533,0.9710734165253302,0.9981042318771843,2.0,6.173477829864829e-09,0.7473310044573922,0.4411192542602131,0.9672773324063246,0.9943647630335072,0.8779640606294851,0.9998877112853304,7.160839160839161,0.9707475574243566,0.7445656956635939,0.48047556933876817,0.2605777602388818,6.834227035576074,0.001119016387715937,0.8542783794470092,-0.8791788882810554,0.000973428551267894,-0.13992566593196717,7.146651712104103,0.06549151118364116,0.5264500433927095,0.036417216574706486,0.0
L8_ma2_mb6_den8,main,8,28,2,6,even-even,8,4096,0.9999999999999999,True,2.2722332319112766e-11,0.7311130767770672,0.7311130767835534,1.0000000000000002,37b3012c2f77991e4172c1280162d113e01bbf4bb70382d6b8099ce6a9630ef3,1,1,1.0000000000000002,0.9999999999999999,1.0,,0.9999999999999999,1.9532488645525353e-11,1.0,0.0,0.0,0.0,,,,5.519416290282599e-15,5.519416290282599e-15,5.5477574348663785e-15,,,,,,,,,,,
L8_ma4_mb6_den8,main,8,28,4,6,even-even,8,4096,0.32483495692204245,False,1.8376680527728886,0.4909504145276908,0.11023866099425994,0.9865306275995389,4c3a0b8c1d8085829d83faed666bd3e4cbb0635d048a20a551138ca1d8eef3b4,3,2,1.0624638938757938,0.9697808598653626,0.9967979153059598,2.0,1.3549037118057445e-06,0.8475380494550135,0.2815258072275997,0.9670416482132221,0.9941588858071013,0.8779640606294843,0.9868185817954889,7.160839160839161,0.8587774304523387,0.8813691408308123,0.48047556933876817,0.26247204504002414,6.832057114039826,0.01204803229755238,0.8540071392549783,-0.880177120116308,0.010282762588476218,-0.14008453946289934,7.13854650794526,0.07248739453979854,0.5312465145386852,0.037139994809115624,0.0
L8_ma1_mb2_den8,main,8,28,1,2,odd-even,8,4096,0.37682180756750816,False,1.90333001285687,0.4955189821085429,0.13292090784317195,0.9823346937506031,bc3e9706e9a26a1381f23c018f1183b2b34043653197bac1abb7df6ebd1891e7,3,3,1.1030947824089181,0.9513923178884558,0.9877415231729292,3.0,4.7002412749541885e-06,0.7194300499045805,0.48205122094337033,0.9552183528158135,0.9922156673422697,0.8044957711803338,0.9211906373483066,6.918918918918919,0.5499811440877942,0.745164737367509,0.4859494065423661,0.3124474914130977,6.772250094209316,0.013679700197637173,0.8465312617761644,-0.9128624167839039,0.011711301358477118,-0.14528656599397227,6.882948833971948,0.08222198928788818,0.6219491794993819,0.05144100229097397,0.0
L8_ma2_mb3_den8,main,8,28,2,3,odd-even,8,4096,0.37682180756750827,False,1.896775812399987,0.4955189821085429,0.12648059056417765,0.9972683099898605,6af1c00c025885f7296605d0a08dfd49f0262137a0a0d23983587f22c74bb2dc,3,2,1.0821854855379036,0.9605746038955081,0.9972707101320395,2.0,4.0896201078145927e-07,0.6806770489229514,0.5356940817385147,0.9553281056991225,0.9921207899568435,0.8044957711803341,0.9958662030584206,6.918918918918919,0.9351391036582466,0.5841307518828925,0.48594940654236657,0.31172779083866964,6.77450403926027,0.0005621564106920268,0.8468130049075338,-0.9109819001636243,0.00046991136160790854,-0.14498727247828833,6.897157129083513,0.08065529119809495,0.6221000922275712,0.051520410025709736,0.0
L8_ma3_mb6_den8,main,8,28,3,6,odd-even,8,4096,0.4864229657368531,False,1.8222608913092924,0.5573226568784557,0.24807657905387379,0.3991663331781002,7200fe4085b3392c755d603edb6581ed34a2a1bbf3b68cd98f5ff3b27ccd4b5f,17,17,2.196626715817357,0.6381399633020128,0.8484146145182951,17.0,1.3452049258100067e-05,0.9278522598969724,0.13855714547434317,0.9050382553500997,0.9683880579755517,0.7277968110630798,0.2744302981118312,6.095238095238095,0.1996917460951869,0.8360175441272654,0.6985969613842167,0.4732442737224112,6.518488637479631,0.0712315452934381,0.8148110796849539,-1.0290924533351666,0.052522555329497324,-0.1637851508468574,6.105559599447579,0.21607231619853343,0.9885117484201632,0.14068979023942207,0.0
L10_ma1_mb3_den10,main,10,45,1,3,odd-odd,10,4096,0.24646532178561273,False,1.8301874728337715,0.5018531296686408,0.13812576954714825,0.09303018082929725,e993f9ed8b87ea78482d2ef94ff3868bc26cf33544a2070f15a629c10e281efe,25,28,3.7674390848046584,0.4579833337560803,0.6454680252554567,28.0,4.751361198355477e-06,0.9763759885660663,0.046608540517784576,0.9691172162120901,0.9846670310402074,0.8190296554102332,0.08358712709536444,8.982456140350877,0.4000459778968955,0.6363086239351579,0.37575733083692064,0.2485829583626787,8.702619757520397,0.048499740321794035,0.8702619757520397,-0.7125449787238218,0.018874432245231325,-0.11340505553920564,8.817949034505668,0.19157341924195395,1.3406574925238695,0.10515244414616698,0.0
L10_ma1_mb5_den10,main,10,45,1,5,odd-odd,10,4096,0.4468625245552165,False,1.882190969652685,0.5397332112260091,0.2666009449178067,0.04129911178867616,3534324190836d62692f885a53cbf4571e079d5dfb8c145d4d213a851ad7773a,39,41,10.30805288313939,0.20885218665889638,0.3472402016680264,41.0,2.9707545543429135e-05,0.9785645170094057,0.042226222805588104,0.9015547794218814,0.9506569959353572,0.883655146344685,0.10339349187696,7.5851851851851855,0.13490840309420266,0.6611253935577919,0.4309904291803009,0.5126881012816453,8.172494686697267,0.13375975681734772,0.8172494686697267,-0.8384853480351768,0.059242080928792025,-0.13344908784992662,7.493494456287134,0.4034452272772068,1.992820174028695,0.31762971980345334,0.0
L10_ma3_mb5_den10,main,10,45,3,5,odd-odd,10,4096,0.36125364130564747,False,1.8688356141912865,0.501853129668641,0.23193047960159205,0.05133573000975016,1cb66b84f382057d3e18f14e913172bd9a6c88e108e05e48a76467177f98382f,37,38,8.096254428889123,0.22821885500279823,0.41186001645569265,38.0,1.0998956486716123e-05,0.9618337520531488,0.07432676000228974,0.9198570209121545,0.9522383315259267,0.8769191079433745,0.09823101393226666,8.325203252032521,0.19020160770713168,0.7520753492630486,0.4420541886159386,0.4075975014678999,8.396783279881735,0.09335712154833312,0.8396783279881734,-0.7726724567160295,0.040683419790082574,-0.12297464087731463,8.131757839387777,0.3267947657857751,1.8779601248099733,0.23959193419327626,0.0
L10_ma2_mb4_den10,main,10,45,2,4,even-even,10,4096,0.24646532178561256,False,1.7952554431705139,0.5018531296686409,0.1653402768622084,0.12596817805136523,afff51250a16e227430231c16f181c93a31ced099759d961705c0ab55cd98005,24,28,3.591136595067859,0.46043411933306444,0.6903044619086379,28.0,5.183509883813764e-06,0.9666508291671844,0.06538881136792424,0.9577390151235147,0.9711341892176135,0.8190296554102328,0.11484246033946549,8.904347826086957,0.36088403169277317,0.6363086239351516,0.37575733083691787,0.2502277019647138,8.706232956629172,0.042901890230689056,0.8706232956629172,-0.7130604937240441,0.018484682774478633,-0.11348710229972904,8.8115740003557,0.19377110931901778,1.3141897249351966,0.10182024862217962,0.0
L10_ma2_mb6_den10,main,10,45,2,6,even-even,10,4096,0.27531417548693593,False,1.8535755162661498,0.5397332112260091,0.17120123542309915,0.09598774306640231,40a00e454e696abfe54be5e48feb7142cf66378969a2998aec6b8c078f14e706,29,33,4.998279051283044,0.3628043104194732,0.5637322356638172,33.0,4.244706350963415e-06,0.9832082341784563,0.03322708500805559,0.9566227010097577,0.9754399469196162,0.8005565153779886,0.008378485246853187,8.752136752136753,0.2987644586872945,0.7038293135726083,0.40339514004345806,0.2930312897690536,8.62746669741301,0.05645941989969701,0.8627466697413009,-0.7275618572740629,0.023785701220273504,-0.11579506599028716,8.635946544422538,0.23173970068288088,1.5037204028791826,0.13763214192309509,0.0
L10_ma4_mb6_den10,main,10,45,4,6,even-even,10,4096,1.0,True,2.7339138016994596e-11,0.5018531296686412,0.5018531296885307,0.9999999999999997,92eb28f788767e536f545226c44cbde77bd0519b6b7d70cd176f76c127b333d0,1,1,1.000000000000001,0.9999999999999994,0.9999999999999997,,1.0000000000000002,1.5106114637106272e-11,1.0,0.0,0.0,0.0,,,,6.676330198035761e-15,6.676330198035761e-15,6.674682257424888e-15,,,,,,,,,,,
L10_ma1_mb2_den10,main,10,45,1,2,odd-even,10,4096,0.3321176401792237,False,1.9184636823688288,0.49931515132974397,0.2396951488278439,0.08337740893599435,667d56469221e05df74e96ef4086007b04e600d160ab57f7567160583b65fd86,35,37,6.852816420724605,0.27616236360509105,0.47270956868146585,37.0,8.340106616016662e-06,0.9839892574282582,0.031597844348427294,0.9317181160604056,0.9576824065786199,0.8002334263930486,0.024177787729723423,8.462809917355372,0.23522294484263684,0.670298341252555,0.38455904909818445,0.36846393018907236,8.47970719358579,0.07351777772975404,0.847970719358579,-0.7567516687332192,0.03313883399436602,-0.12044076877193234,8.302836408273086,0.2942944173916415,1.7597543403314284,0.2020906822355336,0.0
