run_id,L,ma,mb,den,series,chi,omega_generator_mean,omega_generator_std,generator_cycles_per_step_mean,principal_phase_mean,principal_phase_std,sampled_cycles_per_step,sampled_principal_period,off_plane_step_rms,off_plane_generator_rms,phase_prediction_error_rms,polar_orientation_flip_fraction
L12_ma1_mb2_den12,12,1,2,12,main,0.3074782912974047,10.425408095214184,0.07133871243478149,0.8687840079345154,-0.6820570078364551,0.031028988251122328,-0.10855274426763942,9.212111649010694,0.2615866804691304,1.7874416649552627,0.1443659488456143,0.0
L12_ma2_mb3_den12,12,2,3,12,main,0.2170971113719823,10.764362241201251,0.029252605448808252,0.8970301867667709,-0.6071301782503702,0.010843617408557469,-0.09662776896880994,10.348991916834855,0.1164895236292648,0.9916989969055332,0.040740713666374766,0.0
L12_ma3_mb6_den12,12,3,6,12,main,0.3958298326418289,10.004537616982596,0.1277435280048206,0.833711468081883,-0.7365154462422376,0.05486573529883096,-0.11722007393298524,8.530962031057074,0.4058573480709366,2.477342671927553,0.3125982887101805,0.0
L16_ma1_mb3_den16,16,1,3,16,main,0.2200325949573237,14.79301772845966,0.013636565206593846,0.9245636080287287,-0.46062102120391824,0.005527269351144672,-0.07331011241664033,13.6406829431217,0.05260704240700596,0.7075632297113117,0.013392110941057302,0.0
L16_ma1_mb5_den16,16,1,5,16,main,0.15935004705493053,14.892802949917778,0.008628391649837598,0.9308001843698611,-0.4285692810479709,0.0036259106258397407,-0.0682089195361243,14.660839180576485,0.032244382647749405,0.48208747867675816,0.00625137588572281,0.0
L16_ma3_mb5_den16,16,3,5,16,main,0.1402380179374333,14.917606626766439,0.00699357934968013,0.9323504141729024,-0.42055099022689646,0.003002652949212896,-0.06693276891680194,14.940365028720228,0.027034804911821156,0.4093531548777839,0.00452403966806811,0.0
L16_ma2_mb4_den16,16,2,4,16,main,0.15420733548232043,14.897601245842525,0.008481596675095373,0.9311000778651578,-0.42680815423721435,0.0034954683588726224,-0.06792862749878074,14.72133380021478,0.03216612188604432,0.48154639276145245,0.006144000678320863,0.0
L16_ma2_mb6_den16,16,2,6,16,main,0.12917237338370718,14.932273206850285,0.004429133834124863,0.9332670754281428,-0.4154011190658068,0.0017933762965500367,-0.06611314146522812,15.125585894688502,0.02237781097948814,0.3800160222449452,0.003902404436119543,0.0
L16_ma4_mb6_den16,16,4,6,16,main,0.15420733548232052,14.898208711907815,0.01038818587982791,0.9311380444942384,-0.42680290786662745,0.0043050030544243304,-0.06792779251296854,14.721514758617888,0.03151370038788175,0.4708379619183082,0.005904983861143421,0.0
L16_ma1_mb2_den16,16,1,2,16,main,0.2812855839142297,14.624497111892623,0.033317672095998625,0.9140310694932889,-0.5077555867776619,0.010370898438407024,-0.0808118115181907,12.374428703097449,0.11943750508095917,1.0611859935005679,0.032867125348433626,0.0
L16_ma2_mb3_den16,16,2,3,16,main,0.1807600085437098,14.86522424989772,0.0074453016767396605,0.9290765156186075,-0.4376592984918586,0.003124959427841633,-0.06965564074511059,14.356339117736047,0.0353357097456708,0.5436732056662511,0.007981559530820822,0.0
L16_ma3_mb6_den16,16,3,6,16,main,0.13883989193705995,14.918418068532386,0.007465938813669038,0.9324011292832741,-0.4204174914751672,0.0032404133287111596,-0.06691152193056764,14.94510917025134,0.026732908506318476,0.40127773005180906,0.004341523110269606,0.0
L20_ma1_mb3_den20,20,1,3,20,main,0.2122799037088506,18.776331273116753,0.01408973716231395,0.9388165636558377,-0.37388303081114,0.004542162661706999,-0.05950533249177234,16.805216576821373,0.03353412769733197,0.7741753544676142,0.010559777213891966,0.0
L20_ma1_mb5_den20,20,1,5,20,main,0.15990119546486317,18.87435763035826,0.011479693323605027,0.943717881517913,-0.34810420419083243,0.003937102744128749,-0.05540250480804145,18.049725431454753,0.022453048276823633,0.5619015475976815,0.005544241024407724,0.0
L20_ma3_mb5_den20,20,3,5,20,main,0.11684191965793028,18.93676447149992,0.002562529825091789,0.946838223574996,-0.331012289626603,0.0009222529694688801,-0.05268224211823998,18.981728183770176,0.01209617256019501,0.41580144172032685,0.0030170132149226073,0.0
L20_ma2_mb4_den20,20,2,4,20,main,0.1407146101209388,18.90645481519444,0.0070016058479215135,0.945322740759722,-0.3391711119308871,0.0024565871771088845,-0.0539807590177752,18.52511928686872,0.01670993622129971,0.5003890201779865,0.004386511864132278,0.0
