run_id,series,L,ma,mb,den,parity_class,chi,analytic_fixed,window,r90,r99,r999,Reff,p1,E2,centered_r90,centered_r99,centered_r999,centered_Reff,centered_p1,centered_E2,mean_fraction,dynamic_fraction,initial_mode_eta_mean,amp_cv_mean,amp_pr_fraction_mean,generator_norm_mean
L8_ma1_mb2_den8,main,8,1,2,8,odd-even,0.37682180756750816,False,W4,1,3,5,1.1030947824089181,0.9513923178884558,0.9877415231729292,1.0,3.0,5.0,1.1030948028852587,0.9513923087255194,0.987741515908137,4.7002412749541885e-06,0.9999952997587251,0.7194300499045805,0.12675523001697978,0.942188535641822,6.802222706885112
L8_ma2_mb3_den8,main,8,2,3,8,odd-even,0.37682180756750827,False,full,1,2,6,1.0916366086844682,0.95640291076675,0.9929663883616472,1.0,2.0,6.0,1.0916363889886942,0.9564030072127151,0.9929664853705601,2.0159191400325158e-07,0.9999997984080862,0.6799924781850001,0.1272583325989122,0.941636583879722,6.80265957700865
L8_ma2_mb3_den8,main,8,2,3,8,odd-even,0.37682180756750827,False,W1,1,3,9,1.1135071272341746,0.9469290172759602,0.9831866206862768,1.0,3.0,9.0,1.113503636049478,0.9469305031703651,0.9831881962280719,4.0800716044741225e-06,0.9999959199283956,0.6786086192647288,0.12958782497013205,0.9388160011071862,6.797039822832877
L8_ma2_mb3_den8,main,8,2,3,8,odd-even,0.37682180756750827,False,W2,1,2,4,1.0853204708461133,0.9591853840751826,0.9958377225370454,1.0,2.0,4.0,1.085320448124975,0.9591853941763566,0.9958377316071213,1.1562852326461687e-06,0.9999988437147673,0.6801480501947921,0.12642739417680937,0.9425980802721043,6.8041497074443695
L8_ma2_mb3_den8,main,8,2,3,8,odd-even,0.37682180756750827,False,W3,1,2,3,1.0824035838445654,0.9604778035657006,0.9971707237194647,1.0,2.0,3.0,1.0824035534015601,0.9604778170586323,0.9971707381583061,4.190202047581862e-07,0.9999995809797954,0.6805628677392139,0.1265074130687821,0.9425664063252247,6.804709129412512
L8_ma2_mb3_den8,main,8,2,3,8,odd-even,0.37682180756750827,False,W4,1,2,3,1.0821854855379036,0.9605746038955081,0.9972707101320395,1.0,2.0,3.0,1.0821854536625568,0.9605746180424517,0.9972707248536776,4.0896201078145927e-07,0.9999995910379894,0.6806770489229514,0.12651145769363098,0.9425649786494846,6.804738032690761
L8_ma3_mb6_den8,main,8,3,6,8,odd-even,0.4864229657368531,False,full,10,24,28,5.615989265140233,0.29839123107933363,0.553656235564276,10.0,24.0,28.0,5.61596877184381,0.2983918284836427,0.5536573572057192,2.1443624691593894e-06,0.9999978556375309,0.9195948536471318,0.20011472867895486,0.8641271993927282,6.592323900088294
L8_ma3_mb6_den8,main,8,3,6,8,odd-even,0.4864229657368531,False,W1,3,17,26,1.7852135174008936,0.7372413945314708,0.8511882321681854,3.0,17.0,26.0,1.7851446315281514,0.7372557229571405,0.8512049429167167,2.1533609006366985e-05,0.9999784663909935,0.8299953661918016,0.20331991234364016,0.8600722574979787,6.5779795283989
L8_ma3_mb6_den8,main,8,3,6,8,odd-even,0.4864229657368531,False,W2,5,18,27,2.379784439056327,0.6233146419572142,0.7822592340520309,5.0,18.0,27.0,2.3797347755369787,0.623321731568591,0.7822663440567568,1.1712264788352617e-05,0.9999882877352118,0.9528292713337846,0.1952537423209405,0.8706388494729531,6.599022090389731
L8_ma3_mb6_den8,main,8,3,6,8,odd-even,0.4864229657368531,False,W3,5,19,27,2.785204341958574,0.5382997015206711,0.7885263521964654,5.0,19.0,27.0,2.7851696746490098,0.5383030038559741,0.7885313956694036,7.244585793260851e-06,0.999992755414207,0.9677136843818939,0.19910052551296553,0.865590975311937,6.597724205593554
L8_ma3_mb6_den8,main,8,3,6,8,odd-even,0.4864229657368531,False,W4,4,17,27,2.196626715817357,0.6381399633020128,0.8484146145182951,4.0,17.0,27.0,2.196577559892845,0.638147403829005,0.848423863041206,1.3452049258100067e-05,0.999986547950742,0.9278522598969724,0.20273789679376647,0.8602708950409356,6.5944720552505345
L10_ma1_mb3_den10,main,10,1,3,10,odd-odd,0.24646532178561273,False,full,17,38,45,11.253372139856037,0.1752404493860093,0.3178143287047726,17.0,38.0,45.0,11.253366186278019,0.17524048785251203,0.3178144149051795,5.694688726677583e-07,0.999999430531127,0.9648820976818655,0.14581350760505926,0.9195213464395091,8.807505628722662
L10_ma1_mb3_den10,main,10,1,3,10,odd-odd,0.24646532178561273,False,W1,7,25,40,4.0247756173359726,0.40736243011997425,0.6592407689272499,7.0,25.0,40.0,4.02473876328226,0.4073649555597043,0.6592440376920082,6.256085330568532e-06,0.9999937439146696,0.9146275310388556,0.14209644855740783,0.9232447811273676,8.815075811723922
L10_ma1_mb3_den10,main,10,1,3,10,odd-odd,0.24646532178561273,False,W2,7,29,43,4.1199535786518835,0.4077057454717204,0.6467515326997568,7.0,29.0,43.0,4.119942005748171,0.4077062284637688,0.6467527476028937,5.796353596405975e-06,0.9999942036464036,0.9839240358886993,0.148092837258363,0.9171005695185142,8.8036382746145
L10_ma1_mb3_den10,main,10,1,3,10,odd-odd,0.24646532178561273,False,W3,7,28,42,3.511960512940119,0.4861793713678663,0.6527767433911769,7.0,28.0,42.0,3.5119501591689075,0.4861801712169868,0.6527779322863876,5.117151379535319e-06,0.9999948828486205,0.9845863123634426,0.14547774683917636,0.9201881942974006,8.80654618075766
L10_ma1_mb3_den10,main,10,1,3,10,odd-odd,0.24646532178561273,False,W4,7,28,42,3.7674390848046584,0.4579833337560803,0.6454680252554567,7.0,28.0,42.0,3.7674259424512733,0.45798425073308324,0.6454698017307045,4.751361198355477e-06,0.9999952486388017,0.9763759885660663,0.1475945053219871,0.917541762138394,8.804761024016841
L10_ma1_mb5_den10,main,10,1,5,10,odd-odd,0.4468625245552165,False,full,30,43,45,24.718958198223426,0.0842361214478765,0.1593540522551681,30.0,43.0,45.0,24.718807364205045,0.08423672118963038,0.15935472688899277,1.0261111924136658e-05,0.9999897388880757,0.9679611165360299,0.28646123942164164,0.7618138322556232,8.43259028837372
L10_ma1_mb5_den10,main,10,1,5,10,odd-odd,0.4468625245552165,False,W1,18,39,45,8.854912798054125,0.23789062244214643,0.40551630249728643,18.0,39.0,45.0,8.854515430098942,0.23789684639112593,0.40552657174374807,2.6981607261102146e-05,0.9999730183927387,0.9379568407165926,0.2769279762655549,0.7727495914276268,8.448256304293734
L10_ma1_mb5_den10,main,10,1,5,10,odd-odd,0.4468625245552165,False,W2,20,41,45,11.22814983546497,0.18754167820157192,0.3359330044007726,20.0,41.0,45.0,11.227758000298385,0.1875457269680758,0.33594063593949036,2.811805886712947e-05,0.9999718819411328,0.9719493158549475,0.28573345963834273,0.7634380322617729,8.437279071993451
L10_ma1_mb5_den10,main,10,1,5,10,odd-odd,0.4468625245552165,False,W3,20,41,45,11.06423395503819,0.19495602757548539,0.3229647406559284,20.0,41.0,45.0,11.063508755316532,0.1949639732556672,0.322978185558374,4.3405001961648714e-05,0.9999565949980384,0.9833997287092774,0.29235435163784185,0.7550570895930827,8.421576162895947
L10_ma1_mb5_den10,main,10,1,5,10,odd-odd,0.4468625245552165,False,W4,20,41,45,10.30805288313939,0.20885218665889638,0.3472402016680264,20.0,41.0,45.0,10.30761283969101,0.20885669906062249,0.34724814340678173,2.9707545543429135e-05,0.9999702924544566,0.9785645170094057,0.29084856496367845,0.7560101481447139,8.423104140668048
L10_ma3_mb5_den10,main,10,3,5,10,odd-odd,0.36125364130564747,False,full,27,42,45,20.28209871637678,0.10291970600444854,0.19275305904243867,27.0,42.0,45.0,20.282059078776314,0.10291986900026052,0.19275332913430135,1.8199262611175216e-06,0.9999981800737388,0.9589510899980154,0.23739503112174917,0.8164595529673858,8.611427834984536
L10_ma3_mb5_den10,main,10,3,5,10,odd-odd,0.36125364130564747,False,W1,14,37,44,6.82743945527415,0.29876295270085984,0.47417103134896704,14.0,37.0,44.0,6.827392198417932,0.2987633923445731,0.4741736260406816,1.268881920387898e-05,0.9999873111807963,0.9290639835760799,0.22979107682858274,0.8263331037326345,8.623604741743877
L10_ma3_mb5_den10,main,10,3,5,10,odd-odd,0.36125364130564747,False,W2,15,38,45,7.9217463344072625,0.25948226754824555,0.41958394598943055,15.0,38.0,45.0,7.9216358235377395,0.25948438603153634,0.4195873218270107,9.70099431170118e-06,0.9999902990056884,0.9784027953099184,0.23780802332197837,0.8156460466902018,8.612454016089362
L10_ma3_mb5_den10,main,10,3,5,10,odd-odd,0.36125364130564747,False,W3,16,39,45,8.862745645427934,0.22248915395821137,0.39224226929428974,16.0,39.0,45.0,8.862585537122127,0.22249193046069352,0.3922463416361241,1.3000790196273967e-05,0.9999869992098037,0.9664721434068089,0.24178157273372336,0.8108198833163279,8.604483759826316
L10_ma3_mb5_den10,main,10,3,5,10,odd-odd,0.36125364130564747,False,W4,15,38,45,8.096254428889123,0.22821885500279823,0.41186001645569265,15.0,38.0,45.0,8.09612862448949,0.22822089168969142,0.4118640205975601,1.0998956486716123e-05,0.9999890010435132,0.9618337520531488,0.24020478807880613,0.8130360618856032,8.605265237769146
L10_ma2_mb4_den10,main,10,2,4,10,even-even,0.24646532178561256,False,full,16,38,44,11.286518331141114,0.16021922916450862,0.3062087712809347,16.0,38.0,44.0,11.28651129589018,0.16021927865009983,0.3062088746618483,4.555427877792509e-07,0.9999995444572123,0.9571530126554871,0.1453625136841185,0.9200214639694667,8.806348359828535
L10_ma2_mb4_den10,main,10,2,4,10,even-even,0.24646532178561256,False,W1,6,24,39,3.2665948738007438,0.5024274106052139,0.6919806936209169,6.0,24.0,39.0,3.2665667770693667,0.5024298651458496,0.6919836800802941,5.5780925999471115e-06,0.9999944219074002,0.9059753434853202,0.14305381889044017,0.9220352625646802,8.80826439006253
L10_ma2_mb4_den10,main,10,2,4,10,even-even,0.24646532178561256,False,W2,7,29,42,3.96345404645494,0.441922648715438,0.623321478514463,7.0,29.0,42.0,3.9634365149988278,0.44192406782701327,0.6233228272007647,4.3446557282547464e-06,0.9999956553442719,0.9763765351118486,0.1447656520739978,0.9208403410584174,8.808538554454795
L10_ma2_mb4_den10,main,10,2,4,10,even-even,0.24646532178561256,False,W3,7,29,42,4.065813786514038,0.41225826453413755,0.6520975761741975,7.0,29.0,42.0,4.065802248913271,0.412258673570768,0.6520987838770687,3.819055822159975e-06,0.9999961809441779,0.9795881355989986,0.14719559903945142,0.9181189843378175,8.803940979718725
L10_ma2_mb4_den10,main,10,2,4,10,even-even,0.24646532178561256,False,W4,7,28,42,3.591136595067859,0.46043411933306444,0.6903044619086379,7.0,28.0,42.0,3.5911174824637793,0.4604355472028431,0.6903069564794089,5.183509883813764e-06,0.9999948164901162,0.9666508291671844,0.14641547519823106,0.9191264632464466,8.804701331600365
L10_ma2_mb6_den10,main,10,2,6,10,even-even,0.27531417548693593,False,full,20,40,45,13.5683504014872,0.148168413592128,0.2667223343084204,20.0,40.0,45.0,13.56833258558657,0.14816851822696364,0.26672252183373213,9.004986098318804e-07,0.9999990995013901,0.9655279788904657,0.1716221457525314,0.892280661377942,8.758261373990079
L10_ma2_mb6_den10,main,10,2,6,10,even-even,0.27531417548693593,False,W1,8,29,42,4.25304245752498,0.40778114312006775,0.6356286474483205,8.0,29.0,42.0,4.252998479387946,0.4077834583578658,0.6356319941858287,8.961003760573736e-06,0.9999910389962394,0.9298260967622505,0.1692357024720228,0.894883275671557,8.758616411484715
L10_ma2_mb6_den10,main,10,2,6,10,even-even,0.27531417548693593,False,W2,9,33,44,5.269931301672581,0.3400035489823143,0.5446265351629251,9.0,33.0,44.0,5.26989868897419,0.3400051805166697,0.5446291665629175,4.973026057689626e-06,0.9999950269739423,0.9794931511252345,0.1755407811914879,0.8878677191039346,8.753965187990339
L10_ma2_mb6_den10,main,10,2,6,10,even-even,0.27531417548693593,False,W3,9,32,43,4.2030130975284745,0.42086205589348186,0.6322558543923786,9.0,32.0,43.0,4.2029935341905595,0.4208633655012115,0.6322572772619051,4.944009039869289e-06,0.9999950559909603,0.9695611109639822,0.1687569929115516,0.8955588644159878,8.763287540723315
L10_ma2_mb6_den10,main,10,2,6,10,even-even,0.27531417548693593,False,W4,9,33,44,4.998279051283044,0.3628043104194732,0.5637322356638172,9.0,33.0,44.0,4.998253673852753,0.36280541498403435,0.5637341697887315,4.244706350963415e-06,0.9999957552936489,0.9832082341784563,0.1729555174803069,0.8908119694787936,8.75715624494379
L10_ma4_mb6_den10,main,10,4,6,10,even-even,1.0,True,full,1,1,1,1.000000000000001,0.9999999999999994,0.9999999999999996,,,,,,,0.9999999999999959,6.231593187851069e-23,8.633084472583705e-12,0.5018531296785859,0.6301921775680737,1.0615585059401895e-14
L10_ma4_mb6_den10,main,10,4,6,10,even-even,1.0,True,W1,1,1,1,1.000000000000001,0.9999999999999994,0.9999999999999997,,,,,,,0.9999999999999987,3.893329034336404e-24,2.1559003929405054e-12,0.5018531296711249,0.6301921775708489,1.0615585059344904e-14
L10_ma4_mb6_den10,main,10,4,6,10,even-even,1.0,True,W2,1,1,1,1.000000000000001,0.9999999999999994,0.9999999999999997,,,,,,,0.9999999999999991,3.892983412038779e-24,6.472588190278658e-12,0.5018531296760973,0.6301921775689994,1.0615585059382886e-14
L10_ma4_mb6_den10,main,10,4,6,10,even-even,1.0,True,W3,1,1,1,1.000000000000001,0.9999999999999994,0.9999999999999996,,,,,,,0.9999999999999998,3.892780392743311e-24,1.0789303445630886e-11,0.5018531296810695,0.63019217756715,1.0615585059420875e-14
L10_ma4_mb6_den10,main,10,4,6,10,even-even,1.0,True,W4,1,1,1,1.000000000000001,0.9999999999999994,0.9999999999999997,,,,,,,1.0000000000000002,3.8926318537636515e-24,1.5106114637106272e-11,0.501853129686042,0.6301921775652999,1.0615585059458835e-14
L10_ma1_mb2_den10,main,10,1,2,10,odd-even,0.3321176401792237,False,full,25,42,45,17.441712906431793,0.12056335650947646,0.2280870024433747,25.0,42.0,45.0,17.441688984218743,0.12056347495740406,0.22808725148350467,1.5858277641847843e-06,0.9999984141722357,0.9673339208407296,0.21575413305249952,0.8417723818887929,8.664821523810703
L10_ma1_mb2_den10,main,10,1,2,10,odd-even,0.3321176401792237,False,W1,12,35,44,6.440165887431236,0.3105810516340953,0.48585096377627524,12.0,35.0,44.0,6.440066879135907,0.31058422662765267,0.48585496480325274,1.0529546494309445e-05,0.9999894704535061,0.9454743843817957,0.2145554692139124,0.8435490962987372,8.664565320565147
L10_ma1_mb2_den10,main,10,1,2,10,odd-even,0.3321176401792237,False,W2,13,37,44,6.919002912140361,0.2815265316744147,0.47314073209003643,13.0,37.0,44.0,6.918948357631023,0.28152795018447224,0.4731428979785685,5.746089911563398e-06,0.9999942539100887,0.9686449546157988,0.21440526497442292,0.8436705313048647,8.669593392340808
L10_ma1_mb2_den10,main,10,1,2,10,odd-even,0.3321176401792237,False,W3,13,37,44,6.765538072110607,0.29568230237351284,0.47037173390184084,13.0,37.0,44.0,6.765457737505144,0.2956843125642352,0.47037518785814636,8.390726056677016e-06,0.9999916092739433,0.9712012761161863,0.21676001358193833,0.8399980655862149,8.664631193728907
L10_ma1_mb2_den10,main,10,1,2,10,odd-even,0.3321176401792237,False,W4,13,37,44,6.852816420724605,0.27616236360509105,0.47270956868146585,13.0,37.0,44.0,6.852735232593006,0.2761645181891764,0.472712588873679,8.340106616016662e-06,0.9999916598933839,0.9839892574282582,0.21727240454150631,0.8399190571199331,8.660422253481066
L10_ma2_mb3_den10,main,10,2,3,10,odd-even,0.26073264012929426,False,full,18,39,45,12.34945316516468,0.1499183032916417,0.2798072511172526,18.0,39.0,45.0,12.349444752923915,0.14991837051925488,0.2798073829535108,4.983323456099471e-07,0.9999995016676545,0.967734406787502,0.1588288373892335,0.9059209797878587,8.781769306029522
L10_ma2_mb3_den10,main,10,2,3,10,odd-even,0.26073264012929426,False,W1,7,28,41,4.139581595057598,0.3939562691581037,0.6560924430461735,7.0,28.0,41.0,4.139554451913914,0.39395767106793733,0.6560951051821116,5.881827811122086e-06,0.9999941181721889,0.9485402012221027,0.15835684647614146,0.9059258561292136,8.782165111369155
L10_ma2_mb3_den10,main,10,2,3,10,odd-even,0.26073264012929426,False,W2,8,30,43,4.502114493374207,0.3645529170751959,0.6242312723468787,8.0,30.0,43.0,4.5020973145307295,0.3645532748566737,0.6242328739341179,5.461262106337559e-06,0.9999945387378936,0.9750975553646752,0.15888953288004254,0.9060170546573107,8.781700937555307
