run_id,series,L,ma,mb,den,parity_class,chi,analytic_fixed,window,r90,r99,r999,Reff,p1,E2,centered_r90,centered_r99,centered_r999,centered_Reff,centered_p1,centered_E2,mean_fraction,dynamic_fraction,initial_mode_eta_mean,amp_cv_mean,amp_pr_fraction_mean,generator_norm_mean
L10_ma2_mb3_den10,main,10,2,3,10,odd-even,0.26073264012929426,False,W3,8,31,43,4.485708693250372,0.3945699458463979,0.6002612572613204,8.0,31.0,43.0,4.485685928999423,0.3945714534109229,0.6002625365894214,4.569634207813538e-06,0.9999954303657922,0.9707729538118686,0.15938808050294068,0.9055005969640316,8.780604505853768
L10_ma2_mb3_den10,main,10,2,3,10,odd-even,0.26073264012929426,False,W4,8,31,43,3.8373320460522136,0.44665709321843466,0.6619370260702794,8.0,31.0,43.0,3.837311054030731,0.4466583690119576,0.6619392310910185,4.838187788832863e-06,0.9999951618122112,0.9765125172229898,0.15868783541719705,0.9062344464837151,8.78256124893754
L10_ma3_mb6_den10,main,10,3,6,10,odd-even,0.43427144871986517,False,full,30,43,45,24.89132274579014,0.08157100724903393,0.1555894312509392,30.0,43.0,45.0,24.891142906421308,0.0815712047189723,0.1555901919059871,8.150363459593817e-06,0.9999918496365403,0.9695602346080001,0.2809098992027669,0.7687295722294023,8.46252165904054
L10_ma3_mb6_den10,main,10,3,6,10,odd-even,0.43427144871986517,False,W1,19,40,45,11.18697249143188,0.1722012746241502,0.3376527400249927,19.0,40.0,45.0,11.186536780929728,0.17220608149642433,0.33766126840892285,2.848897490539951e-05,0.9999715110250944,0.9414444420596767,0.28165645653294513,0.7669621981450375,8.456899328820096
L10_ma3_mb6_den10,main,10,3,6,10,odd-even,0.43427144871986517,False,W2,20,40,45,10.717034681621055,0.193688340490904,0.3365857240821576,20.0,40.0,45.0,10.716565202646613,0.19369259013189116,0.33659358861384125,3.0515482313535155e-05,0.9999694845176863,0.9790983069218018,0.27733538826352255,0.7735454611445369,8.471889433686652
L10_ma3_mb6_den10,main,10,3,6,10,odd-even,0.43427144871986517,False,W3,20,40,45,10.134529923880876,0.21665003354509396,0.3608633086918349,20.0,40.0,45.0,10.134112540567928,0.21665494762190657,0.36087124314338537,2.504888354542658e-05,0.9999749511164548,0.981450066364159,0.2817371769144506,0.7680905403806199,8.461466055067474
L10_ma3_mb6_den10,main,10,3,6,10,odd-even,0.43427144871986517,False,W4,20,41,45,11.553881700445526,0.17153477838408263,0.3132920308401192,20.0,41.0,45.0,11.553336106228063,0.17154041006054122,0.3133000831989003,4.4317232098366144e-05,0.999955682767902,0.9762372089618179,0.28293627706414015,0.7662769844540229,8.459820879452122
L12_ma1_mb3_den12,main,12,1,3,12,odd-odd,0.2340335296667521,False,full,15,46,63,8.856552586768382,0.20275189363875754,0.38230066970314547,15.0,46.0,63.0,8.856549190342989,0.20275195264527834,0.38230074408878323,3.3643204847412163e-07,0.9999996635679516,0.9770722440645784,0.10532985359660522,0.9572262383814201,10.77759014893157
L12_ma1_mb3_den12,main,12,1,3,12,odd-odd,0.2340335296667521,False,W1,5,19,41,2.0572391635766674,0.6829530119640645,0.7962081986544268,5.0,19.0,41.0,2.0572235559030303,0.682955795481174,0.7962104693260366,5.173772524224121e-06,0.9999948262274758,0.944816683866133,0.09988320166198145,0.9611937303450184,10.78374125123238
L12_ma1_mb3_den12,main,12,1,3,12,odd-odd,0.2340335296667521,False,W2,6,26,53,3.1580547748826677,0.5123863964790977,0.712772725688495,6.0,26.0,53.0,3.158037602058864,0.5123884969380902,0.7127740132946312,4.445700110124739e-06,0.9999955542998897,0.9891983178430599,0.10619074208283236,0.9567010018562392,10.778752278735936
L12_ma1_mb3_den12,main,12,1,3,12,odd-odd,0.2340335296667521,False,W3,5,27,54,3.3891622045669414,0.44238718716860526,0.7337072379214225,5.0,27.0,54.0,3.389151670360751,0.4423891170447845,0.7337077877951166,4.966392027973116e-06,0.999995033607972,0.9885315151873567,0.10923989618422345,0.9541498740786618,10.7721941328079
L12_ma1_mb3_den12,main,12,1,3,12,odd-odd,0.2340335296667521,False,W4,5,25,52,2.7197387284285623,0.5732994180953573,0.732384329700496,5.0,25.0,52.0,2.719726824523631,0.573301115199786,0.7323849935647346,4.996404298965735e-06,0.9999950035957011,0.9857294840672818,0.10600602226839133,0.9568567222516603,10.775709556136727
L12_ma1_mb5_den12,main,12,1,5,12,odd-odd,0.15353491209910733,False,full,6,24,47,4.087282838618058,0.411433293431326,0.6369788536334346,6.0,24.0,47.0,4.087280055601026,0.4114335101573865,0.636979006342532,5.7148468603549e-07,0.9999994285153139,0.970851744052027,0.05893585797741086,0.9858717109497129,10.912273882527163
L12_ma1_mb5_den12,main,12,1,5,12,odd-odd,0.15353491209910733,False,W1,3,10,21,1.6138458703772038,0.7765144597983801,0.8936881505200914,3.0,10.0,21.0,1.6138267073155204,0.7765191972701425,0.8936936730235251,9.894532269350742e-06,0.9999901054677306,0.918657524100359,0.059732693113921216,0.9849047065596334,10.910859374847405
L12_ma1_mb5_den12,main,12,1,5,12,odd-odd,0.15353491209910733,False,W2,3,10,23,1.540954928122824,0.7989812336164175,0.8773058988940897,3.0,10.0,23.0,1.5409519153083657,0.798982080460874,0.877306585088944,6.4565626586943595e-06,0.9999935434373414,0.9765038991275461,0.06511384480346198,0.9827311477871941,10.910309277665796
L12_ma1_mb5_den12,main,12,1,5,12,odd-odd,0.15353491209910733,False,W3,2,9,24,1.6954642163898284,0.749298646254828,0.9126520401756562,2.0,9.0,24.0,1.695464777711385,0.7492982590767853,0.9126530052913128,8.332878434262248e-06,0.9999916671215658,0.9931592389421275,0.05591678609380811,0.9877020781286616,10.914260563075276
L12_ma1_mb5_den12,main,12,1,5,12,odd-odd,0.15353491209910733,False,W4,2,9,23,1.4967184189314051,0.8087809650567032,0.9218414905161005,2.0,9.0,23.0,1.496718305099449,0.8087809103526787,0.9218421538054122,8.515301401931993e-06,0.999991484698598,0.995065256853179,0.0549840850810034,0.9881467039454825,10.913664273078794
L12_ma3_mb5_den12,main,12,3,5,12,odd-odd,0.23403352966675184,False,full,15,46,63,9.385710299143526,0.21075089011671072,0.35952497959955865,15.0,46.0,63.0,9.385705110441759,0.21075096201172677,0.3595251068426164,4.0687952710471284e-07,0.999999593120473,0.967073483316269,0.10578541265142612,0.9568320504161077,10.778854227081839
L12_ma3_mb5_den12,main,12,3,5,12,odd-odd,0.23403352966675184,False,W1,5,19,39,2.607115263154941,0.5844055051346386,0.7626140598109593,5.0,19.0,39.0,2.6070907500137017,0.5844085168257245,0.7626176859520738,6.732397776914036e-06,0.9999932676022231,0.9110435929459979,0.10373755860741188,0.9581543399232912,10.783008495259846
L12_ma3_mb5_den12,main,12,3,5,12,odd-odd,0.23403352966675184,False,W2,6,26,52,3.612911443901153,0.41506825704255323,0.7154128559917,6.0,26.0,52.0,3.6128965706403458,0.4150701690654123,0.715414226835548,5.247083893556575e-06,0.9999947529161065,0.986704194123782,0.1060580031311892,0.9568144128551894,10.779007309367607
L12_ma3_mb5_den12,main,12,3,5,12,odd-odd,0.23403352966675184,False,W3,5,25,52,2.930758989965748,0.5375351450302864,0.7344990192785901,5.0,25.0,52.0,2.9307408155438224,0.5375377873364448,0.7344998212849191,5.206905477640216e-06,0.9999947930945224,0.9847578781871859,0.1058494761640544,0.9569495089944546,10.777036428840612
L12_ma3_mb5_den12,main,12,3,5,12,odd-odd,0.23403352966675184,False,W4,6,26,53,3.090736448880075,0.5160278696469475,0.7274570030991264,6.0,26.0,53.0,3.0907218777283485,0.5160299475898601,0.7274575471906908,4.861014829763824e-06,0.9999951389851703,0.9857678986085712,0.10747443700287804,0.9554307130071467,10.776365383485173
L12_ma2_mb4_den12,main,12,2,4,12,even-even,0.18949896210888506,False,full,9,33,57,5.788813547431249,0.31127139364384154,0.5047752554263312,9.0,33.0,57.0,5.7888098789271805,0.31127151937302666,0.5047754510261714,4.163640433529158e-07,0.9999995836359566,0.9562040344545475,0.0747157751459607,0.9779673711414708,10.862674754327537
L12_ma2_mb4_den12,main,12,2,4,12,even-even,0.18949896210888506,False,W1,3,11,25,1.5488939441100074,0.7966713985743361,0.8911306342250485,3.0,11.0,25.0,1.548874341293509,0.7966766623878957,0.891135133129898,7.513817807451646e-06,0.9999924861821926,0.897226955716933,0.07633482853587745,0.9761762321844476,10.860574265045834
L12_ma2_mb4_den12,main,12,2,4,12,even-even,0.18949896210888506,False,W2,4,15,38,2.0104349916184825,0.6813224114543468,0.8535229843399599,4.0,15.0,38.0,2.0104244805616944,0.6813246177396578,0.8535241770975889,4.525690052597936e-06,0.9999954743099472,0.9686036597910082,0.07475887591301533,0.9781288866615048,10.8634895949228
L12_ma2_mb4_den12,main,12,2,4,12,even-even,0.18949896210888506,False,W3,3,14,37,2.306590961891586,0.6164460210087394,0.8322470978857346,3.0,14.0,37.0,2.3065769679776835,0.6164490906812893,0.8322474428727911,5.039673081577345e-06,0.9999949603269185,0.9804908455430622,0.07389351215943532,0.978761304509928,10.862300370275916
L12_ma2_mb4_den12,main,12,2,4,12,even-even,0.18949896210888506,False,W4,3,14,37,2.4164649661419695,0.5810104605827072,0.8479869303015843,3.0,14.0,37.0,2.416454403953749,0.5810129883941574,0.8479873742260231,5.965097346306114e-06,0.9999940349026536,0.9784781041988198,0.07387584851945056,0.9788021582357109,10.86432909423808
L12_ma2_mb6_den12,main,12,2,6,12,even-even,0.41487636585256704,False,full,40,63,66,29.769161410115224,0.07414354451608475,0.144143789785173,40.0,63.0,66.0,29.76892336079401,0.07414398765295772,0.1441446777257958,6.523537770507729e-06,0.9999934764622296,0.9779456367783711,0.2938513243105226,0.744078701316723,10.264513356337009
L12_ma2_mb6_den12,main,12,2,6,12,even-even,0.41487636585256704,False,W1,23,56,65,11.65546073150789,0.19915562390248243,0.3200416929287327,23.0,56.0,65.0,11.654991421004945,0.19916022616839588,0.32004922493872867,2.553583309118764e-05,0.9999744641669088,0.9511573584265635,0.285928343622661,0.75450289448033,10.280669946965745
L12_ma2_mb6_den12,main,12,2,6,12,even-even,0.41487636585256704,False,W2,25,58,65,11.713133489835876,0.18975809429029414,0.326960768348175,25.0,58.0,65.0,11.712532019425472,0.18976394268626154,0.3269699043102333,3.0871754522455836e-05,0.9999691282454775,0.9878835709598663,0.29764216117950826,0.7390026615970062,10.256125618689026
L12_ma2_mb6_den12,main,12,2,6,12,even-even,0.41487636585256704,False,W3,25,58,65,12.244154034992714,0.1719211153597101,0.314131233543381,25.0,58.0,65.0,12.24361408245913,0.1719254737438384,0.31413865777246164,2.7721005993350782e-05,0.9999722789940066,0.9864559378561875,0.297563336260212,0.7391760267739103,10.255654415170909
L12_ma2_mb6_den12,main,12,2,6,12,even-even,0.41487636585256704,False,W4,25,58,65,11.129684501681657,0.19529776881945426,0.3504511962654285,25.0,58.0,65.0,11.129086122656997,0.19530357721891037,0.3504608315500658,3.300871560470637e-05,0.9999669912843954,0.9862916178544578,0.29429827813704995,0.7436049321893174,10.265508987955787
L12_ma4_mb6_den12,main,12,4,6,12,even-even,0.3946197160956911,False,full,38,62,66,27.134424899841136,0.08036508848771565,0.14946213883621698,38.0,62.0,66.0,27.13424250895585,0.08036553232932465,0.1494629608826622,6.396248293886184e-06,0.999993603751706,0.973627724830925,0.2794934311467473,0.7620093557021455,10.315801574842663
L12_ma4_mb6_den12,main,12,4,6,12,even-even,0.3946197160956911,False,W1,21,55,65,8.993510286440193,0.24357009253645176,0.4065087236258089,21.0,55.0,65.0,8.993011124922369,0.24357730481858092,0.4065212060117245,3.381372938758164e-05,0.9999661862706124,0.9475445342729178,0.276490726497838,0.7664879841295419,10.322534849692495
L12_ma4_mb6_den12,main,12,4,6,12,even-even,0.3946197160956911,False,W2,22,56,65,10.713091941239925,0.1777257712029156,0.33607860625932073,22.0,56.0,65.0,10.712693088639597,0.17772876942395602,0.3360850364604536,2.2893215335403916e-05,0.9999771067846647,0.9812270246760293,0.2782106390041702,0.7634396028964119,10.319622614512541
L12_ma4_mb6_den12,main,12,4,6,12,even-even,0.3946197160956911,False,W3,22,56,65,10.276850598090094,0.19303990527539205,0.3667715259487942,22.0,56.0,65.0,10.276367073402852,0.19304449513591976,0.366781020440504,3.027191868421389e-05,0.9999697280813158,0.9845582550167085,0.2801933262930224,0.7605693800996757,10.315265604563507
L12_ma4_mb6_den12,main,12,4,6,12,even-even,0.3946197160956911,False,W4,22,56,65,10.728348858319295,0.19905756103318173,0.33888944336575894,22.0,56.0,65.0,10.727785028442636,0.19906395820828648,0.33890035855733736,3.482711424896017e-05,0.9999651728857509,0.9811641763826164,0.28302790000183264,0.7576128889497523,10.30594712825902
L12_ma1_mb2_den12,main,12,1,2,12,odd-even,0.3074782912974047,False,full,25,57,65,14.836318117178921,0.14982698145590836,0.2636737114266892,25.0,57.0,65.0,14.836305144829348,0.14982707894402789,0.26367385739988625,7.593454208973826e-07,0.9999992406545792,0.9774345233690044,0.18373336317168912,0.8789409364127864,10.576225001779354
L12_ma1_mb2_den12,main,12,1,2,12,odd-even,0.3074782912974047,False,W1,10,41,61,5.052427909865539,0.35470789201387465,0.5702003604637421,10.0,41.0,61.0,5.052384526559577,0.3547100321895135,0.5702029882462496,7.203094085268057e-06,0.9999927969059148,0.9508759015827177,0.1832602469895505,0.8791260654261652,10.578834314461407
L12_ma1_mb2_den12,main,12,1,2,12,odd-even,0.3074782912974047,False,W2,11,45,63,5.216935063941379,0.3555157766286971,0.5602632561834069,11.0,45.0,63.0,5.216907683174076,0.3555171513206641,0.5602647249701147,6.0635241040488304e-06,0.9999939364758961,0.9798278551767658,0.18384326159885372,0.8785819242385697,10.574282596766757
L12_ma1_mb2_den12,main,12,1,2,12,odd-even,0.3074782912974047,False,W3,11,44,63,4.679196523011452,0.4029118550013693,0.5705640392995279,11.0,44.0,63.0,4.679166275596841,0.4029137263110161,0.5705655299433379,5.172831877746199e-06,0.9999948271681224,0.9885569391982807,0.18552464945108182,0.8767399101467561,10.573066246644428
L12_ma1_mb2_den12,main,12,1,2,12,odd-even,0.3074782912974047,False,W4,11,45,63,5.276442053011918,0.35276252348379267,0.5569323961039725,11.0,45.0,63.0,5.276407453667099,0.3527643832693505,0.5569340031536114,5.8271196117105875e-06,0.9999941728803883,0.9904624577015617,0.18232354023486697,0.8812891565367967,10.57863482710742
L12_ma2_mb3_den12,main,12,2,3,12,odd-even,0.2170971113719823,False,full,13,41,61,7.263212093412608,0.27515834191576694,0.4487473500464031,13.0,41.0,61.0,7.263208785617453,0.2751584114492814,0.4487474604934573,4.3191330461664134e-07,0.9999995680866955,0.963868479110968,0.09270688343139562,0.966584918464544,10.812476765541483
L12_ma2_mb3_den12,main,12,2,3,12,odd-even,0.2170971113719823,False,W1,4,16,29,2.544274945260787,0.5777799300368646,0.8015315985215195,4.0,16.0,29.0,2.54426131284939,0.5777812196265171,0.8015343175646652,7.825988204808247e-06,0.9999921740117953,0.9231267492062804,0.09182189888601697,0.966544204760289,10.815358398381125
L12_ma2_mb3_den12,main,12,2,3,12,odd-even,0.2170971113719823,False,W2,4,20,46,2.5402787423373088,0.5889067077118249,0.7845618137907802,4.0,20.0,46.0,2.540263706794237,0.5889092919042989,0.7845626138328232,5.0018860862890145e-06,0.9999949981139139,0.9758435540938318,0.09198006433365696,0.9672494482649571,10.812507811358861
L12_ma2_mb3_den12,main,12,2,3,12,odd-even,0.2170971113719823,False,W3,4,21,47,2.541745767470222,0.5925338140286643,0.7666139623988387,4.0,21.0,47.0,2.541730921211947,0.5925361500865958,0.7666150654676414,4.030757783007365e-06,0.999995969242217,0.9751583441136505,0.09325685695645096,0.9664990267929009,10.81136009396901
L12_ma2_mb3_den12,main,12,2,3,12,odd-even,0.2170971113719823,False,W4,5,22,49,2.592070648704951,0.5844798827758606,0.7730793723721229,5.0,22.0,49.0,2.592056831271714,0.5844821387887441,0.7730801774391034,4.08004969583596e-06,0.9999959199503043,0.9813303647518035,0.0937765410107847,0.9660418522802318,10.810665952646012
L12_ma3_mb6_den12,main,12,3,6,12,odd-even,0.3958298326418289,False,full,38,62,66,26.675238827025918,0.07970435667964529,0.1505964829229378,38.0,62.0,66.0,26.675032591876345,0.07970470602213175,0.15059718541608264,7.786610968240396e-06,0.9999922133890318,0.9772614325297886,0.2819470421410578,0.7591591506640626,10.308621605873277
L12_ma3_mb6_den12,main,12,3,6,12,odd-even,0.3958298326418289,False,W1,20,54,65,9.560958605242162,0.21087423841683162,0.37391889159058883,20.0,54.0,65.0,9.56055925583844,0.21087956754313886,0.3739272610539524,2.8352268160611157e-05,0.9999716477318393,0.9623775064394834,0.2697795014892965,0.7759951704124662,10.340090770388418
L12_ma3_mb6_den12,main,12,3,6,12,odd-even,0.3958298326418289,False,W2,23,57,65,10.624958211119806,0.18452220026543228,0.3462529412453937,23.0,57.0,65.0,10.624465588587773,0.18452638147045886,0.3462617317068665,2.941686247326631e-05,0.9999705831375266,0.9794778549986999,0.2891646296879225,0.7496887040175428,10.290571752062796
L12_ma3_mb6_den12,main,12,3,6,12,odd-even,0.3958298326418289,False,W3,22,57,65,9.414653896149433,0.23556456917911628,0.3753637694670531,22.0,57.0,65.0,9.414166775036099,0.23557210663868564,0.3753760047818856,3.4412574344539256e-05,0.9999655874256553,0.9836780231555367,0.2857237743880885,0.7537940061129822,10.298427106694323
L12_ma3_mb6_den12,main,12,3,6,12,odd-even,0.3958298326418289,False,W4,22,57,65,10.54241771348882,0.19382892322599923,0.3529535431094721,22.0,57.0,65.0,10.542004232854461,0.19383215258809747,0.3529609118649599,3.0666184267250825e-05,0.9999693338157329,0.9835060502924409,0.28313446915818524,0.7571462465961836,10.305310263671014
L16_ma1_mb3_den16,main,16,1,3,16,odd-odd,0.2200325949573237,False,full,8,28,64,4.560462062130039,0.3683852759854554,0.609525005486804,8.0,28.0,64.0,4.5604586333163315,0.36838546560452246,0.6095252357960201,5.423862287372339e-07,0.9999994576137712,0.9654977171981909,0.06932616997028693,0.9812055040967723,14.807611578147228
L16_ma1_mb3_den16,main,16,1,3,16,odd-odd,0.2200325949573237,False,W1,2,9,23,1.516575623030677,0.8046389260740804,0.904171489691158,2.0,9.0,23.0,1.5165603853623901,0.8046431323311056,0.9041750545551339,8.24505151837636e-06,0.9999917549484816,0.9300534859522337,0.0706881498936639,0.9796625873618017,14.805775411520013
L16_ma1_mb3_den16,main,16,1,3,16,odd-odd,0.2200325949573237,False,W2,3,10,24,1.8693298374701925,0.7044398120579793,0.8938135696088423,3.0,10.0,24.0,1.869313934486776,0.7044440088954929,0.8938141326602678,6.167504204519971e-06,0.9999938324957954,0.9550648748221358,0.06962355154864754,0.9813058611018615,14.806753274029129
L16_ma1_mb3_den16,main,16,1,3,16,odd-odd,0.2200325949573237,False,W3,3,10,28,1.9323974637777996,0.6924833480344043,0.8777132188085746,3.0,10.0,28.0,1.9323794525383695,0.6924878798566902,0.8777138343015,7.532233120394712e-06,0.9999924677668794,0.9867281889179734,0.068617540126024,0.9818551112136529,14.80722694536628
L16_ma1_mb3_den16,main,16,1,3,16,odd-odd,0.2200325949573237,False,W4,3,9,27,1.7624342722573658,0.7354157729373714,0.8907774360064977,3.0,9.0,27.0,1.7624195820853954,0.7354195621275141,0.890778621423174,6.184429453935574e-06,0.9999938155705461,0.9901181338805389,0.06837605740147895,0.9819975275656789,14.810700145179084
L16_ma1_mb5_den16,main,16,1,5,16,odd-odd,0.15935004705493053,False,full,4,15,35,2.927814070679567,0.5201924457490432,0.760635363134057,4.0,15.0,35.0,2.927811282846616,0.5201927414784272,0.7606357257208908,7.609923726602743e-07,0.9999992390076272,0.9584727388150714,0.04841625465282163,0.990533036307053,14.901262359041004
L16_ma1_mb5_den16,main,16,1,5,16,odd-odd,0.15935004705493053,False,W1,2,6,13,1.3529453922127663,0.8527738838245446,0.9599048529311697,2.0,6.0,13.0,1.352933510128479,0.8527776058895561,0.959909471071723,1.1401719571249018e-05,0.999988598280429,0.9113181814091258,0.04972246705493716,0.9893522603852063,14.901175030791956
L16_ma1_mb5_den16,main,16,1,5,16,odd-odd,0.15935004705493053,False,W2,2,5,10,1.228091560679486,0.8995249461606226,0.9693400805731832,2.0,5.0,10.0,1.2280904115199796,0.8995253816294144,0.9693404099692354,1.4800421711845005e-05,0.9999851995782879,0.968514532820225,0.04729653484062085,0.9911814356788228,14.907384912460365
L16_ma1_mb5_den16,main,16,1,5,16,odd-odd,0.15935004705493053,False,W3,2,6,15,1.4113794787785203,0.8339599319516159,0.9447473302627931,2.0,6.0,15.0,1.4113660639272296,0.8339644767346436,0.9447481387649656,5.94628961256208e-06,0.9999940537103873,0.9760434182431336,0.048618607570987404,0.9906831569792576,14.895713296311502
L16_ma1_mb5_den16,main,16,1,5,16,odd-odd,0.15935004705493053,False,W4,2,6,14,1.462137230181571,0.8158282487363784,0.9477577892700473,2.0,6.0,14.0,1.4621307627852655,0.8158302985455275,0.9477587888402565,8.843515649413608e-06,0.9999911564843507,0.9779943773044917,0.04802727984241183,0.9909150709724843,14.900766259517109
L16_ma3_mb5_den16,main,16,3,5,16,odd-odd,0.1402380179374333,False,full,4,12,27,2.1236483107975075,0.6585057419991022,0.8332435329624004,4.0,12.0,27.0,2.1236467185792436,0.6585059795384272,0.833243893325884,8.066317555733127e-07,0.9999991933682443,0.9491410000761707,0.04244787511807772,0.9925323782257407,14.923254184821236
L16_ma3_mb5_den16,main,16,3,5,16,odd-odd,0.1402380179374333,False,W1,2,5,11,1.2508324253006056,0.8905194479429468,0.9691859819283105,2.0,5.0,11.0,1.2508147617792456,0.8905258581491315,0.9691920305276458,1.3174405690163834e-05,0.99998682559431,0.9172227754263182,0.0444383885852912,0.9908719581341072,14.920364859319427
L16_ma3_mb5_den16,main,16,3,5,16,odd-odd,0.1402380179374333,False,W2,1,4,9,1.1944248554804335,0.9130760763635107,0.969700807387057,1.0,4.0,9.0,1.1944247537687451,0.9130760981825207,0.9697011921388575,1.4387334234625775e-05,0.9999856126657652,0.9515669027670624,0.04170652154327696,0.9931205368778586,14.925443317824586
L16_ma3_mb5_den16,main,16,3,5,16,odd-odd,0.1402380179374333,False,W3,2,4,10,1.2468011162773125,0.891777695108386,0.9728489169324035,2.0,4.0,10.0,1.2468032241301361,0.8917768288540528,0.9728492616614355,1.8099188430902904e-05,0.9999819008115691,0.9639598171979581,0.04184156659041455,0.9930566890999475,14.923902683680378
L16_ma3_mb5_den16,main,16,3,5,16,odd-odd,0.1402380179374333,False,W4,2,4,10,1.2824242445296625,0.8777378486719213,0.9735034877089485,2.0,4.0,10.0,1.2824272572312534,0.8777366372583257,0.9735038493125382,1.7844863976201316e-05,0.9999821551360238,0.9637798402695912,0.04180880225180458,0.9930788349570423,14.92331385851639
L16_ma2_mb4_den16,main,16,2,4,16,even-even,0.15420733548232043,False,full,4,14,31,2.3389654849813697,0.6061947335776338,0.8419405953958929,4.0,14.0,31.0,2.3389642470893404,0.6061948868648291,0.8419408377152711,6.473539333259871e-07,0.9999993526460668,0.9560447302379541,0.046823309951566854,0.9910207718485118,14.907627157344997
L16_ma2_mb4_den16,main,16,2,4,16,even-even,0.15420733548232043,False,W1,2,6,13,1.319040654676761,0.8659103396245897,0.9532223867996114,2.0,6.0,13.0,1.3190323504788968,0.865913007370016,0.9532260898994228,1.3904141862887395e-05,0.9999860958581371,0.8979713905166701,0.04897327044105581,0.9892290717667412,14.90220028591339
L16_ma2_mb4_den16,main,16,2,4,16,even-even,0.15420733548232043,False,W2,1,4,10,1.2254137192194186,0.9007480640154575,0.9663469900488442,1.0,4.0,10.0,1.2254066701039636,0.9007508498102644,0.9663473137364823,4.951645107607982e-06,0.9999950483548923,0.9535502681453478,0.0457511494561968,0.991754396113504,14.911959778486974
L16_ma2_mb4_den16,main,16,2,4,16,even-even,0.15420733548232043,False,W3,2,5,11,1.302085392653124,0.8715485181077444,0.9604167735438732,2.0,5.0,11.0,1.3020795540526313,0.8715506797680095,0.9604171317679219,7.680437827220828e-06,0.9999923195621727,0.979832469222632,0.04594358506286587,0.9916677042071662,14.910830888981026
L16_ma2_mb4_den16,main,16,2,4,16,even-even,0.15420733548232043,False,W4,1,5,13,1.2269808927365784,0.9006627024920018,0.958945148422115,1.0,5.0,13.0,1.2269821903170175,0.9006621673961477,0.958945607576895,1.835452805029511e-05,0.9999816454719497,0.9927871684746877,0.04662746231306803,0.9914308143911611,14.905528976963588
L16_ma2_mb6_den16,main,16,2,6,16,even-even,0.12917237338370718,False,full,3,10,25,1.775587053069876,0.7372333307543099,0.8552995961764416,3.0,10.0,25.0,1.7755861536308177,0.7372335357791616,0.855299726344593,7.011534290115582e-07,0.9999992988465709,0.9611361692209917,0.03921363281755834,0.9935306136330367,14.932922455847573
L16_ma2_mb6_den16,main,16,2,6,16,even-even,0.12917237338370718,False,W1,2,5,13,1.3523569864923206,0.8524124967469342,0.9640870868787832,2.0,5.0,13.0,1.3523494341001383,0.8524149786374289,0.964089231757673,1.1910531790487398e-05,0.9999880894682095,0.9217671780889676,0.042104189810572124,0.9915293998008126,14.921113168685231
L16_ma2_mb6_den16,main,16,2,6,16,even-even,0.12917237338370718,False,W2,1,4,8,1.1554522213040777,0.9290314283231857,0.9751814189908032,1.0,4.0,8.0,1.1554510297107707,0.9290319208646264,0.9751817548105768,1.4985869369080592e-05,0.9999850141306307,0.9763046915487992,0.03824857448283796,0.9941892497844,14.936733924149225
L16_ma2_mb6_den16,main,16,2,6,16,even-even,0.12917237338370718,False,W3,1,4,9,1.1644571186849328,0.9251697827100289,0.9769293195726517,1.0,4.0,9.0,1.1644572236571216,0.925169722221798,0.9769296395726988,1.5069288812992582e-05,0.999984930711187,0.9726193521271111,0.03841524393992042,0.9941527843584113,14.936670393756271
L16_ma2_mb6_den16,main,16,2,6,16,even-even,0.12917237338370718,False,W4,1,3,8,1.1473931541540694,0.9322140660567835,0.9812099113502735,1.0,3.0,8.0,1.147393188632819,0.9322140318707339,0.98121033315582,1.636277687956581e-05,0.9999836372231204,0.9738402919761453,0.03808972181510017,0.9942497110771187,14.937168989737026
L16_ma4_mb6_den16,main,16,4,6,16,even-even,0.15420733548232052,False,full,4,13,30,2.7080855699928983,0.5493410035969248,0.7897331463712117,4.0,13.0,30.0,2.708083199181182,0.5493412776078074,0.7897334586372209,6.672949053939894e-07,0.9999993327050943,0.9405039865517025,0.0466690400264876,0.9911106671155264,14.908764396782367
L16_ma4_mb6_den16,main,16,4,6,16,even-even,0.15420733548232052,False,W1,2,5,12,1.326389116623038,0.8625485105188219,0.9599020517123558,2.0,5.0,12.0,1.326368867475554,0.8625553241337678,0.9599079211473813,9.976089793568708e-06,0.9999900239102064,0.9105498785836326,0.04833164346164681,0.9896333950368101,14.908830522226943
L16_ma4_mb6_den16,main,16,4,6,16,even-even,0.15420733548232052,False,W2,2,4,10,1.3564179531409657,0.851185849339486,0.9610634682391133,2.0,4.0,10.0,1.3564065787042259,0.8511899861191804,0.9610636746903007,4.88645744144585e-06,0.9999951135425585,0.9440036710445636,0.04566627766853283,0.9917666896779694,14.913496388123939
L16_ma4_mb6_den16,main,16,4,6,16,even-even,0.15420733548232052,False,W3,2,5,12,1.3025442799836673,0.8719371129057932,0.9532575788969446,2.0,5.0,12.0,1.302545132336555,0.8719367472309432,0.9532582203701434,1.6362698318310007e-05,0.9999836373016816,0.9352539308569933,0.04616644413152586,0.9915902612722415,14.90693041543156
L16_ma4_mb6_den16,main,16,4,6,16,even-even,0.15420733548232052,False,W4,2,5,13,1.310991653340505,0.8691269210547776,0.94968789607496,2.0,5.0,13.0,1.3109929001878489,0.8691264097632563,0.9496885731040803,1.6215170411742148e-05,0.9999837848295883,0.9721728316114483,0.04650838540033065,0.9914533425565013,14.905797380435885
