edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,108.0,-0.08740320488975516,0.2689994047855551,0.28284271247458975
1,0,2,36.0,0.22882456112705007,0.16625077511096417,0.28284271247458975
2,0,3,144.0,-0.22882456112705005,0.16625077511096423,0.28284271247458975
3,0,4,72.0,0.08740320488975518,0.2689994047855551,0.28284271247458975
4,0,5,0.0,0.28284271247458975,0.0,0.28284271247458975
5,1,2,144.0,-0.22882456112705005,0.16625077511096423,0.28284271247458975
6,1,3,72.0,0.08740320488975518,0.2689994047855551,0.28284271247458975
7,1,4,0.0,0.28284271247458975,0.0,0.28284271247458975
8,1,5,36.0,0.22882456112705007,0.16625077511096417,0.28284271247458975
9,2,3,0.0,0.28284271247458975,0.0,0.28284271247458975
10,2,4,108.0,-0.08740320488975516,0.2689994047855551,0.28284271247458975
11,2,5,72.0,0.08740320488975518,0.2689994047855551,0.28284271247458975
12,3,4,36.0,0.22882456112705007,0.16625077511096417,0.28284271247458975
13,3,5,108.0,-0.08740320488975516,0.2689994047855551,0.28284271247458975
14,4,5,144.0,-0.22882456112705005,0.16625077511096423,0.28284271247458975
