body_count,relation_count,trial_index,step,relation_index,relation_name,relation_real,relation_imag,relation_abs2,relation_phase_rad,closure_real_E,closure_imag_F,closure_target_error_abs,closure_complex_abs,hermitian_amplitude_sum
3,3,0,391,2,CA,-0.1040781886573765,-0.2420533454297698,0.06942209138794392,-1.9768778238780305,1.0000000000000122,-3.2612801348363973e-16,1.221680704499037e-14,1.0000000000000122,1.2450000000000139
3,3,0,392,0,AB,0.5012091165360254,-0.22209320005347183,0.3005359680088146,-0.4171134979249334,1.0000000000000127,-3.2612801348363973e-16,1.2660743542447279e-14,1.0000000000000127,1.245000000000014
3,3,0,392,1,BC,0.9312778482742958,0.102505246873697,0.8777857563230399,0.10962815265941432,1.0000000000000127,-3.2612801348363973e-16,1.2660743542447279e-14,1.0000000000000127,1.245000000000014
3,3,0,392,2,CA,-0.06333238361839805,-0.2503343461320713,0.06667827566815962,-1.8185882382448142,1.0000000000000127,-3.2612801348363973e-16,1.2660743542447279e-14,1.0000000000000127,1.245000000000014
3,3,0,393,0,AB,0.5429350819840632,-0.206017924717079,0.33722188855377344,-0.3626682656885858,1.0000000000000133,-2.5847379792054426e-16,1.3325183390067813e-14,1.0000000000000133,1.2450000000000145
3,3,0,393,1,BC,0.9095476443336573,0.11700596868178094,0.8409673140200672,0.1279392775276656,1.0000000000000133,-2.5847379792054426e-16,1.3325183390067813e-14,1.0000000000000133,1.2450000000000145
3,3,0,393,2,CA,-0.021085052479593774,-0.2576164163792881,0.06681079742617398,-1.652460993288973,1.0000000000000133,-2.5847379792054426e-16,1.3325183390067813e-14,1.0000000000000133,1.2450000000000145
3,3,0,394,0,AB,0.5817503603019542,-0.1890256749995947,0.3741641875205059,-0.31416474548862156,1.0000000000000133,-2.1684043449710089e-16,1.332444083062252e-14,1.0000000000000133,1.2450000000000145
3,3,0,394,1,BC,0.8851898314553401,0.13093042351038925,0.8007038135125435,0.14684751988948927,1.0000000000000133,-2.1684043449710089e-16,1.332444083062252e-14,1.0000000000000133,1.2450000000000145
3,3,0,394,2,CA,0.022482895201171683,-0.263868373228658,0.07013199896696524,-1.4857966621891001,1.0000000000000133,-2.1684043449710089e-16,1.332444083062252e-14,1.0000000000000133,1.2450000000000145
3,3,0,395,0,AB,0.6174887385089113,-0.17118921432300682,0.410598089285855,-0.2704424677754973,1.0000000000000133,-1.5265566588595902e-16,1.332355085654927e-14,1.0000000000000133,1.2450000000000145
3,3,0,395,1,BC,0.858308713533569,0.14421898470622463,0.7574929632773444,0.1664718916789368,1.0000000000000133,-1.5265566588595902e-16,1.332355085654927e-14,1.0000000000000133,1.2450000000000145
3,3,0,395,2,CA,0.06718489478325627,-0.2690634448411341,0.07690894743681523,-1.3261009020320749,1.0000000000000133,-1.5265566588595902e-16,1.332355085654927e-14,1.0000000000000133,1.2450000000000145
3,3,0,396,0,AB,0.6499971793827968,-0.1525849211502358,0.4457784913680154,-0.2305722361331547,1.0000000000000138,-9.020562075079397e-17,1.3767061034707559e-14,1.0000000000000138,1.245000000000015
3,3,0,396,1,BC,0.8290193996421491,0.15681474861014952,0.7118640303646938,0.18694810672610493,1.0000000000000138,-9.020562075079397e-17,1.3767061034707559e-14,1.0000000000000138,1.245000000000015
3,3,0,396,2,CA,0.1128295254416737,-0.27317938512250983,0.08735747826730583,-1.179113392578052,1.0000000000000138,-9.020562075079397e-17,1.3767061034707559e-14,1.0000000000000138,1.245000000000015
3,3,0,397,0,AB,0.679136476789002,-0.1332924619208305,0.4789932345102947,-0.19380411665577024,1.0000000000000142,2.7755575615628914e-17,1.4210881820230466e-14,1.0000000000000142,1.2450000000000154
3,3,0,397,1,BC,0.7974473111197409,0.16866377822739043,0.6643696840980432,0.20843281137458433,1.0000000000000142,2.7755575615628914e-17,1.4210881820230466e-14,1.0000000000000142,1.2450000000000154
3,3,0,397,2,CA,0.15922132986045343,-0.2761985689846097,0.10163708139167754,-1.0478549046148273,1.0000000000000142,2.7755575615628914e-17,1.4210881820230466e-14,1.0000000000000142,1.2450000000000154
3,3,0,398,0,AB,0.7047818517824871,-0.11339444990704343,0.5095757598716726,-0.15952582758999898,1.0000000000000144,1.3877787807814457e-16,1.4433566506043034e-14,1.0000000000000144,1.2450000000000154
3,3,0,398,1,BC,0.7637276444964324,0.17971533419403019,0.6155775163125409,0.23110891993936666,1.0000000000000144,1.3877787807814457e-16,1.4433566506043034e-14,1.0000000000000144,1.2450000000000154
3,3,0,398,2,CA,0.20616165121087482,-0.27810806781862274,0.11984672381580207,-0.9328861830898932,1.0000000000000144,1.3877787807814457e-16,1.4433566506043034e-14,1.0000000000000144,1.2450000000000154
3,3,0,399,0,AB,0.7268234869303805,-0.09297609145111603,0.5369169347351632,-0.1272301555967429,1.0000000000000147,2.498001805406602e-16,1.4657072749243576e-14,1.0000000000000147,1.2450000000000159
3,3,0,399,1,BC,0.728004792561442,0.18992209205075394,0.5660613790413632,0.2551924199979915,1.0000000000000147,2.498001805406602e-16,1.4657072749243576e-14,1.0000000000000147,1.2450000000000159
3,3,0,399,2,CA,0.2534494838305062,-0.27889970485738996,0.14202168622348926,-0.8331691732869388,1.0000000000000147,2.498001805406602e-16,1.4657072749243576e-14,1.0000000000000147,1.2450000000000159
3,3,0,400,0,AB,0.7451669965670854,-0.07212482109863999,0.5604758425913215,-0.09648957787788748,1.0000000000000147,3.608224830031759e-16,1.4659385195521026e-14,1.0000000000000147,1.2450000000000159
3,3,0,400,1,BC,0.6904317260510274,0.19924034489344924,0.5163926833710616,0.28094114284133215,1.0000000000000147,3.608224830031759e-16,1.4659385195521026e-14,1.0000000000000147,1.2450000000000159
3,3,0,400,2,CA,0.30088233396031017,-0.2785700901895772,0.1681314740376328,-0.7469114382644751,1.0000000000000147,3.608224830031759e-16,1.4659385195521026e-14,1.0000000000000147,1.2450000000000159
3,3,0,401,0,AB,0.7597338309681908,-0.05092992719040987,0.5797893514012239,-0.06693639123730176,1.0000000000000149,4.440892098500626e-16,1.4883615251254493e-14,1.0000000000000149,1.245000000000016
3,3,0,401,1,BC,0.6511693386043084,0.20763019053287943,0.46713180355909223,0.3086661745453859,1.0000000000000149,4.440892098500626e-16,1.4883615251254493e-14,1.0000000000000149,1.245000000000016
3,3,0,401,2,CA,0.3482570868540072,-0.2771206352757953,0.19807884503969986,-0.6721354128265686,1.0000000000000149,4.440892098500626e-16,1.4883615251254493e-14,1.0000000000000149,1.245000000000016
3,3,0,402,0,AB,0.77046161271245,-0.029482169516040022,0.5944802949828417,-0.03824693125408247,1.0000000000000149,5.551115123125783e-16,1.4887341485711008e-14,1.0000000000000149,1.245000000000016
3,3,0,402,1,BC,0.610385757792003,0.21505570236198393,0.41881972843372395,0.3387468302029102,1.0000000000000149,5.551115123125783e-16,1.4887341485711008e-14,1.0000000000000149,1.245000000000016
3,3,0,402,2,CA,0.39537087654660213,-0.2745575469045094,0.23169997658345043,-0.6069781734862203,1.0000000000000149,5.551115123125783e-16,1.4887341485711008e-14,1.0000000000000149,1.245000000000016
3,3,0,403,0,AB,0.777304403791475,-0.00787339066661176,0.6042641264342095,-0.010128749275768989,1.000000000000015,6.938893903907228e-16,1.5114968875090985e-14,1.000000000000015,1.2450000000000163
3,3,0,403,1,BC,0.5682556251683589,0.22148508319912522,0.37197009761520583,0.3716504468133679,1.000000000000015,6.938893903907228e-16,1.5114968875090985e-14,1.000000000000015,1.2450000000000163
3,3,0,403,2,CA,0.44202195455759075,-0.2708918006136179,0.26876577595060097,-0.5498122631580427,1.000000000000015,6.938893903907228e-16,1.5114968875090985e-14,1.000000000000015,1.2450000000000163
3,3,0,404,0,AB,0.7802329023233412,0.013803877249401582,0.6089539288950209,0.017690150265764513,1.0000000000000153,8.326672684688674e-16,1.5343687884267156e-14,1.0000000000000153,1.2450000000000165
3,3,0,404,1,BC,0.5249593484292062,0.22689080144850213,0.32706175328516035,0.4079586826104017,1.0000000000000153,8.326672684688674e-16,1.5343687884267156e-14,1.0000000000000153,1.2450000000000165
3,3,0,404,2,CA,0.4880105538089261,-0.26613909369151395,0.30898431781983515,-0.4992701536938873,1.0000000000000153,8.326672684688674e-16,1.5343687884267156e-14,1.0000000000000153,1.2450000000000165
3,3,0,405,0,AB,0.7792345680277436,0.03545680884282892,0.6084636973027011,0.04547073530812394,1.0000000000000155,9.43689570931383e-16,1.5571743711936038e-14,1.0000000000000155,1.2450000000000165
3,3,0,405,1,BC,0.48068232887850715,0.23124970899466987,0.2845319292061848,0.4484025283368047,1.0000000000000155,9.43689570931383e-16,1.5571743711936038e-14,1.0000000000000155,1.2450000000000165
3,3,0,405,2,CA,0.5331397440583159,-0.2603197779588869,0.35200437349113073,-0.45422515677660263,1.0000000000000155,9.43689570931383e-16,1.5571743711936038e-14,1.0000000000000155,1.2450000000000165
3,3,0,406,0,AB,0.7743136759254031,0.05699268293636866,0.6028098346333957,0.07347163997159402,1.0000000000000155,1.0547118733938987e-15,1.5578866112776404e-14,1.0000000000000155,1.2450000000000165
3,3,0,406,1,BC,0.4356141675115096,0.23454314032632415,0.24477018761087932,0.49390873985515,1.0000000000000155,1.0547118733938987e-15,1.5578866112776404e-14,1.0000000000000155,1.2450000000000165
3,3,0,406,2,CA,0.5772162751847528,-0.25345877261910144,0.3974199777557417,-0.4137571144958865,1.0000000000000155,1.0547118733938987e-15,1.5578866112776404e-14,1.0000000000000155,1.2450000000000165
3,3,0,407,0,AB,0.7654912980317712,0.07831927961090474,0.5921108369211371,0.10195766523074504,1.0000000000000155,1.27675647831893e-15,1.559547239838743e-14,1.0000000000000155,1.2450000000000165
3,3,0,407,1,BC,0.38994785311417707,0.23675699246488596,0.2081132016293739,0.545660561040072,1.0000000000000155,1.27675647831893e-15,1.559547239838743e-14,1.0000000000000155,1.2450000000000165
3,3,0,407,2,CA,0.6200514047152013,-0.24558545755034322,0.4447759614495057,-0.3771162283354213,1.0000000000000155,1.27675647831893e-15,1.559547239838743e-14,1.0000000000000155,1.2450000000000165
3,3,0,408,0,AB,0.7528052131234243,0.09934527510535808,0.5765851725915636,0.13120860296534895,1.0000000000000155,1.3877787807814457e-15,1.56049537701437e-14,1.0000000000000155,1.2450000000000165
3,3,0,408,1,BC,0.34387893585557905,0.23788178535562127,0.17484046632914332,0.6051745109981951,1.0000000000000155,1.3877787807814457e-15,1.56049537701437e-14,1.0000000000000155,1.2450000000000165
3,3,0,408,2,CA,0.6614617060488432,-0.23673354749647002,0.4935743610793097,-0.3436904519055636,1.0000000000000155,1.3877787807814457e-15,1.56049537701437e-14,1.0000000000000155,1.2450000000000165
3,3,0,409,0,AB,0.7363097449635432,0.1199806328790519,0.5565473927943358,0.16152892017413042,1.0000000000000153,1.4988010832439613e-15,1.5394214101309638e-14,1.0000000000000153,1.2450000000000165
3,3,0,409,1,BC,0.2976046899120457,0.2379127024626906,0.14517100545074563,0.6743903842355767,1.0000000000000153,1.4988010832439613e-15,1.5394214101309638e-14,1.0000000000000153,1.2450000000000165
3,3,0,409,2,CA,0.7012698539179429,-0.22694094769530246,0.5432816017549351,-0.31297806406113365,1.0000000000000153,1.4988010832439613e-15,1.5394214101309638e-14,1.0000000000000153,1.2450000000000165
3,3,0,410,0,AB,0.7160755296792188,0.14013698916200149,0.5324025399367648,0.19325890199986906,1.000000000000015,1.609823385706477e-15,1.5184608422413793e-14,1.000000000000015,1.2450000000000165
3,3,0,410,1,BC,0.2513232687088587,0.236849611394295,0.11926112381213373,0.755758215831914,1.000000000000015,1.609823385706477e-15,1.5184608422413793e-14,1.000000000000015,1.2450000000000165
3,3,0,410,2,CA,0.7393053837218668,-0.2162495915625764,0.5933363362511179,-0.28456538456879965,1.000000000000015,1.609823385706477e-15,1.5184608422413793e-14,1.000000000000015,1.2450000000000165
3,3,0,411,0,AB,0.692189213286712,0.1597280313421431,0.504638950986914,0.22678795585180245,1.000000000000015,1.7208456881689926e-15,1.5196779642126886e-14,1.000000000000015,1.245000000000016
3,3,0,411,1,BC,0.20523285639686317,0.234697064469598,0.09720323741546212,0.8522730672865286,1.000000000000015,1.7208456881689926e-15,1.5196779642126886e-14,1.000000000000015,1.245000000000016
3,3,0,411,2,CA,0.7754054214826737,-0.20470526112661902,0.6431578115976402,-0.258108982258252,1.000000000000015,1.7208456881689926e-15,1.5196779642126886e-14,1.000000000000015,1.245000000000016
3,3,0,412,0,AB,0.6647530806599093,0.17866986756918993,0.4738195798240318,0.26257092174927193,1.0000000000000147,1.8318679906315083e-15,1.476899190132897e-14,1.0000000000000147,1.245000000000016
3,3,0,412,1,BC,0.15953081919750792,0.23146427922499627,0.079025794830975,0.9673390063418575,1.0000000000000147,1.8318679906315083e-15,1.476899190132897e-14,1.0000000000000147,1.245000000000016
3,3,0,412,2,CA,0.8094153812964932,-0.192357390982675,0.6921546253450092,-0.2333215827621801,1.0000000000000147,1.8318679906315083e-15,1.476899190132897e-14,1.0000000000000147,1.245000000000016
3,3,0,413,0,AB,0.6338846175307906,0.1968813859924141,0.44057198849245055,0.30114840257166275,1.0000000000000147,1.8318679906315083e-15,1.476899190132897e-14,1.0000000000000147,1.2450000000000156
3,3,0,413,1,BC,0.11441286025038497,0.22716509894321332,0.06469428476855403,1.1042289162866614,1.0000000000000147,1.8318679906315083e-15,1.476899190132897e-14,1.0000000000000147,1.2450000000000156
3,3,0,413,2,CA,0.8411896272940985,-0.17925885660638016,0.739733726739011,-0.2099609314874352,1.0000000000000147,1.8318679906315083e-15,1.476899190132897e-14,1.0000000000000147,1.2450000000000156
3,3,0,414,0,AB,0.5997160073974873,0.2142846020940442,0.4055771802233859,0.34317227949267975,1.0000000000000144,1.887379141862766e-15,1.4555781765678614e-14,1.0000000000000144,1.2450000000000156
3,3,0,414,1,BC,0.07007218158234094,0.22181793337423794,0.054113306198126425,1.2648173793518285,1.0000000000000144,1.887379141862766e-15,1.4555781765678614e-14,1.0000000000000144,1.2450000000000156
3,3,0,414,2,CA,0.8705920972760569,-0.1654657479328574,0.7853095135785034,-0.1878209793789657,1.0000000000000144,1.887379141862766e-15,1.4555781765678614e-14,1.0000000000000144,1.2450000000000156
3,3,0,415,0,AB,0.5623935654942508,0.23080499263094273,0.3695574671327057,0.38943760051144183,1.000000000000014,1.942890293094024e-15,1.4123088578366498e-14,1.000000000000014,1.2450000000000152
3,3,0,415,1,BC,0.026698656786737256,0.2154456799019483,0.04712965926262876,1.4475019864180623,1.000000000000014,1.942890293094024e-15,1.4123088578366498e-14,1.000000000000014,1.2450000000000152
3,3,0,415,2,CA,0.8974968853519563,-0.1510371291710033,0.8283128736046808,-0.1667248792536158,1.000000000000014,1.942890293094024e-15,1.4123088578366498e-14,1.000000000000014,1.2450000000000152
3,3,0,416,0,AB,0.5220771122471561,0.2463718147545742,0.33326358223779196,0.440921657157584,1.0000000000000135,2.0539125955565396e-15,1.3699562811296109e-14,1.0000000000000135,1.245000000000015
3,3,0,416,1,BC,-0.015521982044426641,0.20807562549399886,0.04353639785130638,1.6452562034031257,1.0000000000000135,2.0539125955565396e-15,1.3699562811296109e-14,1.0000000000000135,1.245000000000015
3,3,0,416,2,CA,0.9217887810887574,-0.13603478588147797,0.8682000199109167,-0.14651938793658753,1.0000000000000135,2.0539125955565396e-15,1.3699562811296109e-14,1.0000000000000135,1.245000000000015
3,3,0,417,0,AB,0.47893928889850207,0.26091840894274315,0.2974612585758154,0.4988297014769273,1.0000000000000133,2.0816681711721685e-15,1.3484325939756829e-14,1.0000000000000133,1.2450000000000148
3,3,0,417,1,BC,-0.056408939653845316,0.1997393298548358,0.04307776836373006,1.8460409966657438,1.0000000000000133,2.0816681711721685e-15,1.3484325939756829e-14,1.0000000000000133,1.2450000000000148
3,3,0,417,2,CA,0.9433637628595557,-0.12052296040144882,0.9044609730604692,-0.12707035821676363,1.0000000000000133,2.0816681711721685e-15,1.3484325939756829e-14,1.0000000000000133,1.2450000000000148
3,3,0,418,0,AB,0.43316481823050645,0.27438248444590213,0.26291750752337345,0.5646431508834346,1.000000000000013,2.1094237467877974e-15,1.3269371471010172e-14,1.000000000000013,1.2450000000000143
3,3,0,418,1,BC,-0.09578713181195532,0.19047249028219743,0.0454549441750627,2.036755026975704,1.000000000000013,2.1094237467877974e-15,1.3269371471010172e-14,1.000000000000013,1.2450000000000143
3,3,0,418,2,CA,0.9621294432801571,-0.10456807674904009,0.9366275483015783,-0.10825907507679222,1.000000000000013,2.1094237467877974e-15,1.3269371471010172e-14,1.000000000000013,1.2450000000000143
3,3,0,419,0,AB,0.3849497135539943,0.2867063860257042,0.23038683375322241,0.6401578418051467,1.0000000000000129,2.1649348980190553e-15,1.3059285908325099e-14,1.0000000000000129,1.2450000000000143
3,3,0,419,1,BC,-0.13348793505448556,0.18031478880580484,0.05033245186719256,2.208063689940346,1.0000000000000129,2.1649348980190553e-15,1.3059285908325099e-14,1.0000000000000129,1.2450000000000143
3,3,0,419,2,CA,0.9780054648260411,-0.0882384561854897,0.9642807143795995,-0.08997924526575923,1.0000000000000129,2.1649348980190553e-15,1.3059285908325099e-14,1.0000000000000129,1.2450000000000143
3,3,0,420,0,AB,0.33450043934930807,0.2978373408435847,0.20059762552565777,0.7274827600019071,1.0000000000000127,2.192690473634684e-15,1.2845075285089224e-14,1.0000000000000127,1.2450000000000143
3,3,0,420,1,BC,-0.16934990875401892,0.16930972226281868,0.05734517364770733,2.35631315355618,1.0000000000000127,2.192690473634684e-15,1.2845075285089224e-14,1.0000000000000127,1.2450000000000143
3,3,0,420,2,CA,0.9909238439356168,-0.07160402465301972,0.987057200826649,-0.07213449101662797,1.0000000000000127,2.192690473634684e-15,1.2845075285089224e-14,1.0000000000000127,1.2450000000000143
3,3,0,421,0,AB,0.2820330271537056,0.3077276844421583,0.17423895617761537,0.8289385649653936,1.0000000000000124,2.2343238370581275e-15,1.263364319712111e-14,1.0000000000000124,1.2450000000000139
3,3,0,421,1,BC,-0.20321948643354365,0.15750441603770454,0.06610580073769154,2.4822539517816797,1.0000000000000124,2.2343238370581275e-15,1.263364319712111e-14,1.0000000000000124,1.2450000000000139
3,3,0,421,2,CA,1.0008292621262715,-0.05473601334121658,1.0046552430847069,-0.05463623026282399,1.0000000000000124,2.2343238370581275e-15,1.263364319712111e-14,1.0000000000000124,1.2450000000000139
3,3,0,422,0,AB,0.22777215048115207,0.3163350648517427,0.1519480257895648,0.9467505732479166,1.0000000000000124,2.192690473634684e-15,1.2626346618736816e-14,1.0000000000000124,1.2450000000000137
3,3,0,422,1,BC,-0.23495163336168384,0.14494942226410198,0.07621260503402007,2.5888153506942877,1.0000000000000124,2.192690473634684e-15,1.2626346618736816e-14,1.0000000000000124,1.2450000000000137
3,3,0,422,2,CA,1.0076793028766053,-0.03770665366414164,1.016839369176429,-0.03740184930359489,1.0000000000000124,2.192690473634684e-15,1.2626346618736816e-14,1.0000000000000124,1.2450000000000137
3,3,0,423,0,AB,0.1719501627358408,0.32362262394799496,0.1342984611958675,1.082400579241155,1.0000000000000124,2.213507155346406e-15,1.2629978279873962e-14,1.0000000000000124,1.2450000000000139
3,3,0,423,1,BC,-0.26441046761368536,0.13169850335282726,0.08725739116906239,2.679479382647099,1.0000000000000124,2.213507155346406e-15,1.2629978279873962e-14,1.0000000000000124,1.2450000000000139
3,3,0,423,2,CA,1.011444633260488,-0.020588867954326982,1.0234441476350837,-0.020353091242811212,1.0000000000000124,2.213507155346406e-15,1.2629978279873962e-14,1.0000000000000124,1.2450000000000139
3,3,0,424,0,AB,0.11480610223924465,0.32955915528405855,0.12178967794291011,1.2355809108887095,1.000000000000012,2.211772431870429e-15,1.21926960622707e-14,1.000000000000012,1.2450000000000137
3,3,0,424,1,BC,-0.2914698419386787,0.11780840177297654,0.09883348828806139,2.7574817749624727,1.000000000000012,2.211772431870429e-15,1.21926960622707e-14,1.000000000000012,1.2450000000000137
3,3,0,424,2,CA,1.0121091295551516,-0.003455957198152313,1.0243768337690422,-0.003414595981485409,1.000000000000012,2.211772431870429e-15,1.21926960622707e-14,1.000000000000012,1.2450000000000137
3,3,0,425,0,AB,0.05658466863132577,0.33411923772135954,0.11483748973961933,1.403033395490912,1.0000000000000124,2.1961599205866378e-15,1.2626949584919923e-14,1.0000000000000124,1.2450000000000139
3,3,0,425,1,BC,-0.3160138839415734,0.10333859707196191,0.11054364048863954,2.825547007251468,1.0000000000000124,2.1961599205866378e-15,1.2626949584919923e-14,1.0000000000000124,1.2450000000000139
3,3,0,425,2,CA,1.0096699462854473,0.01361871285023212,1.0196188697717548,0.013487463986936715,1.0000000000000124,2.1961599205866378e-15,1.2626949584919923e-14,1.0000000000000124,1.2450000000000139
3,3,0,426,0,AB,-0.0024648249708895884,0.3372833442868248,0.11376612969544193,1.5781040730444726,1.0000000000000127,2.1718737919229625e-15,1.2841538199705032e-14,1.0000000000000127,1.2450000000000139
3,3,0,426,1,BC,-0.3379374922664433,0.08835105117495798,0.12200765692305249,2.8858743843017414,1.0000000000000127,2.1718737919229625e-15,1.2841538199705032e-14,1.0000000000000127,1.2450000000000139
3,3,0,426,2,CA,1.0041375284086058,0.0305620258323281,1.0092262133815195,0.03042670262316139,1.0000000000000127,2.1718737919229625e-15,1.2841538199705032e-14,1.0000000000000127,1.2450000000000139
3,3,0,427,0,AB,-0.06208951957035358,0.3390379257903786,0.11880182356471959,1.7519236655559973,1.0000000000000122,2.123301534595612e-15,1.2395661511196714e-14,1.0000000000000122,1.2450000000000139
3,3,0,427,1,BC,-0.3571467866566677,0.0729099430544256,0.1328696870153829,2.9402141416729743,1.0000000000000122,2.123301534595612e-15,1.2395661511196714e-14,1.0000000000000122,1.2450000000000139
3,3,0,427,2,CA,0.9955355665873281,0.047301427880761554,0.9933284894199114,0.04747784277175286,1.0000000000000122,2.123301534595612e-15,1.2395661511196714e-14,1.0000000000000122,1.2450000000000139
3,3,0,428,0,AB,-0.12203409307104163,0.3393754688446544,0.13006802872520065,1.9159838592234486,1.0000000000000122,2.1094237467877974e-15,1.2393291872495372e-14,1.0000000000000122,1.2450000000000139
3,3,0,428,1,BC,-0.3735595099646031,0.05708139390589894,0.14280499301523483,2.989961525002079,1.0000000000000122,2.1094237467877974e-15,1.2393291872495372e-14,1.0000000000000122,1.2450000000000139
3,3,0,428,2,CA,0.9839008957427302,0.06376523830608134,0.9721269782595782,0.06471809129594064,1.0000000000000122,2.1094237467877974e-15,1.2393291872495372e-14,1.0000000000000122,1.2450000000000139
3,3,0,429,0,AB,-0.18204185360636546,0.33829452803847326,0.14758242416521478,2.064470141632738,1.000000000000012,2.0816681711721685e-15,1.216976755535621e-14,1.000000000000012,1.2450000000000134
3,3,0,429,1,BC,-0.38710538038931774,0.04093318400687508,0.1515261010792991,3.0362424329877564,1.000000000000012,2.0816681711721685e-15,1.216976755535621e-14,1.000000000000012,1.2450000000000134
3,3,0,429,2,CA,0.9692833373215558,0.0798829565444761,0.9458914747554996,0.08222862002374123,1.000000000000012,2.0816681711721685e-15,1.216976755535621e-14,1.000000000000012,1.2450000000000134
3,3,0,430,0,AB,-0.2418558387331538,0.3357997321263163,0.17125570682542307,2.1949763241952502,1.0000000000000118,2.0261570199409107e-15,1.194151183654397e-14,1.0000000000000118,1.2450000000000132
3,3,0,430,1,BC,-0.3977263924340532,0.024534462471259916,0.1587882230873602,3.0799839351384466,1.0000000000000118,2.0261570199409107e-15,1.194151183654397e-14,1.0000000000000118,1.2450000000000132
3,3,0,430,2,CA,0.9517454859530927,0.09558556405201186,0.91495607008723,0.10009621277755038,1.0000000000000118,2.0261570199409107e-15,1.194151183654397e-14,1.0000000000000118,1.2450000000000132
3,3,0,431,0,AB,-0.3012199157842837,0.33190176420728745,0.2008922187490008,2.3077711546615958,1.0000000000000115,1.9984014443252818e-15,1.1717981964273214e-14,1.0000000000000115,1.245000000000013
3,3,0,431,1,BC,-0.4053770652946665,0.007955451142246486,0.16439385426979297,3.1219703543635977,1.0000000000000115,1.9984014443252818e-15,1.1717981964273214e-14,1.0000000000000115,1.245000000000013
3,3,0,431,2,CA,0.9313624414093608,0.11080581985263323,0.879713926981219,0.11841514999260605,1.0000000000000115,1.9984014443252818e-15,1.1717981964273214e-14,1.0000000000000115,1.245000000000013
3,3,0,432,0,AB,-0.3598798786680833,0.3266173159784429,0.23619239816711632,2.4046092104600008,1.0000000000000113,1.942890293094024e-15,1.1489735575546972e-14,1.0000000000000113,1.2450000000000128
3,3,0,432,1,BC,-0.4100246376154158,-0.008732856108398255,0.168196466227463,-3.120297503984026,1.0000000000000113,1.942890293094024e-15,1.1489735575546972e-14,1.0000000000000113,1.2450000000000128
3,3,0,432,2,CA,0.9082214870163581,0.12547854847434575,0.8406111356054332,0.13728941880671539,1.0000000000000113,1.942890293094024e-15,1.1489735575546972e-14,1.0000000000000113,1.2450000000000128
3,3,0,433,0,AB,-0.4175845364178429,0.31996901625838176,0.27675701642066136,2.4877801507991726,1.0000000000000113,1.8318679906315083e-15,1.1471483829047184e-14,1.0000000000000113,1.2450000000000128
3,3,0,433,1,BC,-0.4116492077781154,-0.025458997386991505,0.1701032308123009,-3.079824985312538,1.0000000000000113,1.8318679906315083e-15,1.1471483829047184e-14,1.0000000000000113,1.2450000000000128
3,3,0,433,2,CA,0.8824217158934594,0.13954091904059296,0.7981397527670506,0.156835359621253,1.0000000000000113,1.8318679906315083e-15,1.1471483829047184e-14,1.0000000000000113,1.2450000000000128
3,3,0,434,0,AB,-0.4740867888300977,0.31198533408717083,0.32209313202871726,2.5595607493468977,1.000000000000011,1.8318679906315083e-15,1.125234450129765e-14,1.000000000000011,1.2450000000000125
3,3,0,434,1,BC,-0.41024381912392005,-0.0421513487887344,0.17007672733408916,-3.039204879969742,1.000000000000011,1.8318679906315083e-15,1.125234450129765e-14,1.000000000000011,1.2450000000000125
3,3,0,434,2,CA,0.8540736066214659,0.1529327143217158,0.752830140637206,0.17718489230060314,1.000000000000011,1.8318679906315083e-15,1.125234450129765e-14,1.000000000000011,1.2450000000000125
3,3,0,435,0,AB,-0.5291446845856348,0.3027004568175446,0.3716216637827811,2.6219735898249303,1.000000000000011,1.8318679906315083e-15,1.125234450129765e-14,1.000000000000011,1.2450000000000125
3,3,0,435,1,BC,-0.40581448974280626,-0.05873843110226827,0.1681356033735701,-2.997848855426264,1.000000000000011,1.8318679906315083e-15,1.125234450129765e-14,1.000000000000011,1.2450000000000125
3,3,0,435,2,CA,0.8232985501563613,0.16559658859437468,0.7052427328436611,0.19848950968969167,1.000000000000011,1.8318679906315083e-15,1.125234450129765e-14,1.000000000000011,1.2450000000000125
3,3,0,436,0,AB,-0.5825224573221872,0.29215414371941173,0.42468645697710217,2.676719522782383,1.000000000000011,1.7208456881689926e-15,1.1234804240540772e-14,1.000000000000011,1.2450000000000125
3,3,0,436,1,BC,-0.3983801867031869,-0.07514921589463136,0.16435417780724398,-2.9551466116701977,1.000000000000011,1.7208456881689926e-15,1.1234804240540772e-14,1.000000000000011,1.2450000000000125
3,3,0,436,2,CA,0.7902283300146017,0.17747831320474075,0.6559593652156662,0.22092528765188882,1.000000000000011,1.7208456881689926e-15,1.1234804240540772e-14,1.000000000000011,1.2450000000000125
3,3,0,437,0,AB,-0.6339915352221922,0.280391555724558,0.4805646912550301,2.7251906812050306,1.000000000000011,1.7208456881689926e-15,1.1234804240540772e-14,1.000000000000011,1.2450000000000125
3,3,0,437,1,BC,-0.38797274483201266,-0.09131342966591326,0.15886099316983768,-2.9104391594779893,1.000000000000011,1.7208456881689926e-15,1.1234804240540772e-14,1.000000000000011,1.2450000000000125
3,3,0,437,2,CA,0.7550045579558666,0.18852700878391684,0.6055743155751446,0.2446992459051522,1.000000000000011,1.7208456881689926e-15,1.1234804240540772e-14,1.000000000000011,1.2450000000000125
