body_count,relation_count,trial_index,step,relation_index,relation_name,relation_real,relation_imag,relation_abs2,relation_phase_rad,closure_real_E,closure_imag_F,closure_target_error_abs,closure_complex_abs,hermitian_amplitude_sum
2,1,0,87,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,88,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,89,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,90,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,91,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,92,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,93,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,94,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,95,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,96,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,97,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,98,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,99,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,100,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,101,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,102,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,103,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,104,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,105,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,106,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,107,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,108,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,109,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,110,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,111,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,112,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,113,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,114,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,115,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,116,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,117,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,118,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,119,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,120,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,121,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,122,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,123,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,124,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,125,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,126,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,127,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,128,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,129,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,130,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,131,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,132,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,133,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,134,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,135,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,136,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,137,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,138,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,139,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,140,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,141,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,142,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,143,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,144,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,145,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,146,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,147,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,148,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,149,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,150,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,151,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,152,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,153,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,154,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,155,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,156,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,157,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,158,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,159,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,160,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,161,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,162,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,163,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,164,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,165,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,166,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,167,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,168,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,169,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,170,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,171,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,172,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,173,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,174,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,175,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,176,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,177,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,178,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,179,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,180,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,181,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,182,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,183,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,184,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,185,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,186,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,187,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,188,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,189,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,190,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,191,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,192,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,193,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,194,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,195,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,196,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,197,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,198,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,199,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,200,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,201,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,202,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,203,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,204,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,205,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,206,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,207,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,208,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,209,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,210,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,211,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,212,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,213,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,214,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,215,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,216,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,217,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,218,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,219,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,220,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,221,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,222,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,223,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,224,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,225,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,226,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,227,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,228,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,229,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,230,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,231,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,232,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,233,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,234,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,235,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,236,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,237,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,238,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,239,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,240,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,241,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,242,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,243,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,244,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,245,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,246,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,247,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,248,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,249,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,250,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,251,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,252,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,253,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,254,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,255,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,256,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,257,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,258,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,259,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,260,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,261,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,262,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,263,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,264,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,265,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,266,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,267,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,268,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,269,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,270,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,271,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,272,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,273,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,274,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,275,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,276,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,277,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,278,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,279,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2,1,0,280,0,AB,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
