t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(504.410646654057),np.float64(-46.64805501988849),np.float64(63.781541758304954),np.float64(41.41818002237476),np.float64(4.440892098500626e-16)
1,np.float64(504.4106466540578),np.float64(-46.6480550198889),np.float64(63.78154175830469),np.float64(47.814302258871415),np.float64(8.881784197001252e-16)
2,np.float64(504.4106466540588),np.float64(-46.64805501988888),np.float64(63.78154175830455),np.float64(61.072955315330105),np.float64(8.881784197001252e-16)
3,np.float64(504.4106466540592),np.float64(-46.648055019889746),np.float64(63.78154175830375),np.float64(78.96196899442614),np.float64(1.7763568394002505e-15)
4,np.float64(504.4106466540601),np.float64(-46.648055019890464),np.float64(63.78154175830385),np.float64(95.2428455652322),np.float64(3.552713678800501e-15)
5,np.float64(504.41064665406),np.float64(-46.64805501989069),np.float64(63.781541758304066),np.float64(126.4052584780684),np.float64(7.105427357601002e-15)
6,np.float64(504.41064665406117),np.float64(-46.64805501989002),np.float64(63.781541758304364),np.float64(187.78198395661698),np.float64(1.4210854715202004e-14)
7,np.float64(504.41064665406174),np.float64(-46.64805501988831),np.float64(63.781541758305345),np.float64(205.5282783410376),np.float64(1.4210854715202004e-14)
8,np.float64(504.4106466540625),np.float64(-46.64805501988732),np.float64(63.78154175830688),np.float64(224.24545515291098),np.float64(7.105427357601002e-15)
9,np.float64(504.4106466540628),np.float64(-46.64805501988752),np.float64(63.781541758306986),np.float64(232.41724933386362),np.float64(1.4210854715202004e-14)
10,np.float64(504.41064665406145),np.float64(-46.64805501988772),np.float64(63.78154175830721),np.float64(239.03654566141185),np.float64(1.4210854715202004e-14)
11,np.float64(504.4106466540612),np.float64(-46.64805501988722),np.float64(63.781541758307455),np.float64(239.23375207164452),np.float64(1.4210854715202004e-14)
12,np.float64(504.41064665406213),np.float64(-46.6480550198877),np.float64(63.78154175830663),np.float64(239.7277555125549),np.float64(3.552713678800501e-15)
13,np.float64(504.4106466540612),np.float64(-46.648055019887934),np.float64(63.781541758306396),np.float64(240.07972453177214),np.float64(1.4210854715202004e-14)
14,np.float64(504.4106466540613),np.float64(-46.6480550198873),np.float64(63.781541758306496),np.float64(240.38191758033605),np.float64(1.4210854715202004e-14)
15,np.float64(504.41064665406094),np.float64(-46.64805501988755),np.float64(63.78154175830646),np.float64(240.58068772119753),np.float64(7.105427357601002e-15)
16,np.float64(504.41064665406014),np.float64(-46.64805501988654),np.float64(63.781541758306204),np.float64(240.7740390129302),np.float64(1.4210854715202004e-14)
17,np.float64(504.41064665406185),np.float64(-46.648055019887295),np.float64(63.7815417583064),np.float64(241.07590049830233),np.float64(1.4210854715202004e-14)
18,np.float64(504.41064665406157),np.float64(-46.64805501988674),np.float64(63.78154175830671),np.float64(241.4003893715549),np.float64(1.4210854715202004e-14)
19,np.float64(504.410646654062),np.float64(-46.6480550198867),np.float64(63.781541758307576),np.float64(241.73922112724208),np.float64(1.4210854715202004e-14)
20,np.float64(504.41064665405895),np.float64(-46.64805501988569),np.float64(63.78154175830741),np.float64(242.0410878944119),np.float64(1.4210854715202004e-14)
