R,R_input_text,condition_id,step,phi,phi_over_pi,s0,stability_gain,p_a,p_b,q,S,dS_from_prev,abs_dS_from_prev,cumulative_abs_dS,S_zero_crossing_event,cumulative_S_zero_crossings,S_zero_crossing_cycle_estimate,dS_turn_event,cumulative_dS_turns,dS_turn_cycle_estimate,dp_a_from_prev,dp_b_from_prev,abs_dp_total_from_prev,cumulative_abs_dp_total,phase_a,phase_b,relative_phase,relative_phase_over_pi,unwrapped_relative_phase,unwrapped_relative_phase_over_pi,relative_phase_cycles,prefix_S_mean,prefix_S_amp,prefix_S_drift,prefix_gray_error_no_phase,prefix_gray_depth_no_phase,best_prefix_step_so_far,best_prefix_gray_error_no_phase_so_far,a_real,a_imag,b_real,b_imag
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,0,0.0,0.0,0.01,0.0,0.51,0.48999999999999994,1.0,0.020000000000000073,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000073,0.0,0.0,0.04000000000000008,1.3979400086720368,0,0.04000000000000008,0.714142842854285,0.0,0.7,0.0
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,1,0.0,0.0,0.01,0.0,0.5038380078178715,0.49616199218212853,1.0,0.007676015635742939,-0.012323984364257135,0.012323984364257135,0.012323984364257135,0,0,0.0,0,0,0.0,-0.0061619921821285395,0.006161992182128595,0.012323984364257135,0.012323984364257135,-0.0091995109403804,0.009270401668871064,0.01846991260925135,0.005879155780475358,0.01846991260925135,0.005879155780475358,0.002939577890237679,0.013838007817871506,0.006161992182128567,0.012323984364257135,0.04000000000000008,1.3979400086720368,0,0.04000000000000008,0.7097854384992262,-0.006529863117454182,0.7043574043550588,0.006529863117454182
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,2,0.0,0.0,0.01,0.0,0.49294606080200853,0.5070539391979915,1.0,-0.014107878395982931,-0.02178389403172587,0.02178389403172587,0.034107878395983005,1,1,0.5,0,0,0.0,-0.010891947015862935,0.010891947015862935,0.02178389403172587,0.034107878395983005,-0.00713910742547725,0.007039088640174163,0.014178196065651516,0.004513059975949003,0.014178196065651516,0.004513059975949003,0.0022565299879745014,0.00452271241325336,0.017053939197991502,0.02321593138012007,0.030684704595381928,1.5130780533548938,2,0.030684704595381928,0.7020832837480988,-0.005012333138883995,0.7120595591061862,0.005012333138883995
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,3,0.0,0.0,0.01,0.0,0.4907473774243922,0.5092526225756078,1.0,-0.0185052451512156,-0.004397366755232668,0.004397366755232668,0.03850524515121567,0,1,0.5,0,0,0.0,-0.0021986833776163617,0.002198683377616306,0.004397366755232668,0.03850524515121567,0.003829073685635897,-0.0037588590593202738,-0.00758793274495595,-0.0024153140084171867,-0.00758793274495595,-0.0024153140084171867,-0.0012076570042085933,-0.0012342769778638796,0.019252622575607836,0.03014456959147077,0.03212622399372682,1.4931403169339577,2,0.030684704595381928,0.700528502073301,0.0026823883628915857,0.7136143407809841,-0.0026823883628915857
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,4,0.0,0.0,0.01,0.0,0.4999516116417922,0.500048388358208,1.0000000000000002,-9.677671641578065e-05,0.01840846843479982,0.01840846843479982,0.05691371358601549,0,1,0.5,1,1,0.5,0.00920423421740002,-0.009204234217399798,0.01840846843479982,0.05691371358601549,0.010001033664082655,-0.010000065811448898,-0.020001099475531525,-0.0063665476976071155,-0.020001099475531525,-0.0063665476976071155,-0.0031832738488035577,-0.0010067769255742598,0.019252622575607836,0.024741307905742943,0.026495462255709368,1.5768284991218142,4,0.026495462255709368,0.7070372039798369,0.0070713386403530865,0.7071056388744481,-0.0070713386403530865
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,5,0.0,0.0,0.01,0.0,0.5092154795961887,0.4907845204038115,1.0000000000000002,0.018430959192377246,0.018527735908793027,0.018527735908793027,0.07544144949480852,1,2,1.0,0,1,0.5,0.009263867954396543,-0.009263867954396487,0.01852773590879303,0.07544144949480852,0.00384755404462705,-0.003919134241282607,-0.007766688285909762,-0.0024722136643129168,-0.007766688285909762,-0.0024722136643129168,-0.0012361068321564584,0.002232845760750991,0.019252622575607836,0.004579733305004738,0.007559956490147894,2.1214807039886154,5,0.007559956490147894,0.7135880754149309,0.002745582234006783,0.7005547674393543,-0.002745582234006783
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,6,0.0,0.0,0.01,0.0,0.5071222049053293,0.49287779509467083,1.0000000000000002,0.014244409810658495,-0.004186549381718752,0.004186549381718752,0.07962799887652727,0,2,1.0,1,2,1.0,-0.0020932746908594035,0.002093274690859348,0.004186549381718752,0.07962799887652727,-0.006970496324911164,0.007070505936328224,0.014041002261239388,0.004469389831681457,0.014041002261239388,0.004469389831681457,0.0022346949158407285,0.0039487834821663485,0.019252622575607836,0.00100437562940227,0.005700536535960783,2.244084266495742,6,0.005700536535960783,0.7121078326647471,-0.004963825424607604,0.7020350101895381,0.004963825424607604
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,7,0.0,0.0,0.01,0.0,0.4962515360252388,0.5037484639747613,1.0,-0.007496927949522447,-0.021741337760180942,0.021741337760180942,0.10136933663670822,1,3,1.5,0,2,1.0,-0.010870668880090528,0.010870668880090417,0.021741337760180945,0.10136933663670822,-0.009306417168202394,0.009236905223728924,0.018543322391931127,0.005902522840044934,0.018543322391931127,0.005902522840044934,0.002951261420022467,0.0025180695532052494,0.019252622575607836,0.007504693062138258,0.01077014003973567,1.9677786497113918,6,0.005700536535960783,0.7044207245801427,-0.006555822391245412,0.7097221182741423,0.006555822391245412
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,8,0.0,0.0,0.01,0.0,0.4900004682866422,0.5099995317133579,1.0,-0.019999063426715702,-0.012502135477193255,0.012502135477193255,0.11387147211390147,0,3,1.5,0,2,1.0,-0.006251067738596627,0.006251067738596627,0.012502135477193255,0.11387147211390147,-9.776294405153404e-05,9.582694223675376e-05,0.000193589886288148,6.162157467071337e-05,0.000193589886288148,6.162157467071337e-05,3.0810787335356686e-05,1.6165888769588103e-05,0.019999531713357888,0.0022507971599402417,0.0022674313353519427,2.644465855813304,8,0.0022674313353519427,0.7000003311452195,-6.843409342782714e-05,0.7141425117090655,6.843409342782714e-05
0.6919003908935755,0.69190039089357547,phi0_s0.01_g0,9,0.0,0.0,0.01,0.0,0.4960728077965768,0.5039271922034232,1.0,-0.007854384406846382,0.01214467901986932,0.01214467901986932,0.1260161511337708,0,3,1.5,1,3,1.5,0.006072339509934632,-0.006072339509934688,0.01214467901986932,0.1260161511337708,0.00923350806723008,-0.009161265106225258,-0.01839477317345528,-0.0058552381552191965,-0.01839477317345528,-0.0058552381552191965,-0.0029276190776095982,-0.0007708891407920089,0.019999531713357888,0.0004717755695645018,0.0012431329969986235,2.905482405732633,9,0.0012431329969986235,0.7042943383175632,0.0065032922741283805,0.7098485045367219,-0.0065032922741283805
