edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,155.55049253071113,-0.25739616601167364,0.11702835747930014,0.2827515211839044
1,0,2,285.57988865168886,0.09295166227246233,-0.33336717192911114,0.3460833466655503
2,0,3,41.069239082802426,0.24194700686753018,0.21083518558136916,0.32092028544684903
3,0,4,194.69833398430467,-0.1962107862288458,-0.05146883822250785,0.20284899294922937
4,1,2,233.37357687023223,-0.15075911427588937,-0.2028018606792954,0.2526992386855073
5,1,3,323.0824309165717,0.24393020539871496,-0.18326497037423242,0.305103252149379
6,1,4,242.0834132787367,-0.15312342290062106,-0.28899748103723316,0.3270570694644413
7,2,3,209.84198812448184,-0.2055074920048965,-0.11789533293321149,0.2369232761836105
8,2,4,346.3848728312049,0.3135732342449118,-0.07594898958505507,0.32263977165533253
9,3,4,290.89318715317467,0.10796386457173027,-0.2828303204902014,0.3027361660618912
