step,base_Hperp,treat_Hperp,base_Hperp_frac,treat_Hperp_frac,base_PR_M,treat_PR_M,base_amp_std,treat_amp_std
0,0.0,0.0,0.0,0.0,0.08065861303376752,0.08065861303376752,0.0859983654205665,0.0859983654205665
25,0.9471344830011902,1.1102230246251565e-16,0.9471344830011954,1.1102230246251585e-16,0.9232627243385689,0.08065861303376766,0.011867661682547237,0.085998365420576
50,0.9689000531809842,0.0,0.9689000531809892,0.0,0.9994791111217445,0.0806586130337676,0.0010345881039133824,0.08599836542060108
75,0.9704352363381932,0.0,0.9704352363381985,0.0,0.9999965557346496,0.08065861303376744,8.467930340061058e-05,0.08599836542062861
100,0.9705688393701455,-1.1102230246251565e-16,0.9705688393701597,-1.1102230246251593e-16,0.9999999715556812,0.08065861303376749,7.697821601856023e-06,0.08599836542063892
125,0.9705792940740767,0.0,0.9705792940740863,0.0,0.999999999720803,0.08065861303376738,7.626656759455541e-07,0.08599836542062246
150,0.9705802974026188,0.0,0.9705802974026441,0.0,0.9999999999968912,0.08065861303376769,8.047788872593801e-08,0.08599836542059448
200,0.9705803656824653,1.1102230246251565e-16,0.9705803656824878,1.110223024625183e-16,0.9999999999999994,0.08065861303376758,9.673180954225603e-10,0.0859983654205703
300,0.970580365963994,2.220446049250313e-16,0.9705803659639876,2.220446049250391e-16,1.0000000000000002,0.08065861303376745,1.5817002030641182e-13,0.08599836542063682
500,0.9705803659640091,-1.1102230246251565e-16,0.9705803659641195,-1.110223024625226e-16,1.0000000000000002,0.08065861303376701,5.716879408202287e-16,0.0859983654206327
750,0.9705803659638151,-1.1102230246251565e-16,0.970580365964122,-1.1102230246252653e-16,1.0,0.08065861303376719,8.018811884661013e-16,0.08599836542058467
1000,0.9705803659637638,0.0,0.9705803659641238,0.0,0.9999999999999999,0.08065861303376741,5.359653635934299e-16,0.08599836542059974
1500,0.9705803659634031,1.1102230246251565e-16,0.970580365964126,1.1102230246252463e-16,1.0,0.08065861303376792,5.987250918469811e-16,0.08599836542061753
2000,0.9705803659632011,0.0,0.970580365964126,0.0,1.0000000000000002,0.0806586130337689,8.75563589660099e-16,0.08599836542063401
3000,0.970580365962594,0.0,0.9705803659641268,0.0,1.0000000000000002,0.0806586130337694,1.791872676006501e-15,0.08599836542066353
4000,0.9705803659625188,1.1102230246251565e-16,0.9705803659641279,1.1102230246252759e-16,0.9999999999999999,0.08065861303377084,1.929253770681909e-15,0.08599836542066146
5000,0.9705803659623709,0.0,0.9705803659641289,0.0,0.9999999999999999,0.08065861303377123,1.7587146427035647e-15,0.08599836542065085
7500,0.9705803659620811,-2.220446049250313e-16,0.97058036596413,-2.2204460492505488e-16,0.9999999999999999,0.08065861303376622,2.526474044213344e-15,0.08599836542068381
10000,0.9705803659610962,-1.1102230246251565e-16,0.9705803659641357,-1.1102230246252522e-16,0.9999999999999997,0.0806586130337615,2.202286941796812e-15,0.0859983654207091
15000,0.9705803659597665,-1.1102230246251565e-16,0.9705803659641342,-1.1102230246254913e-16,1.0,0.08065861303376697,1.852652186600069e-15,0.08599836542072484
20000,0.9705803659594628,0.0,0.970580365964145,0.0,0.9999999999999999,0.08065861303377206,8.543203446354005e-16,0.0859983654207222
25000,0.9705803659590555,0.0,0.9705803659641618,0.0,1.0000000000000002,0.08065861303376302,1.5583144994179747e-15,0.08599836542072624
30000,0.9705803659569009,-1.1102230246251565e-16,0.970580365964155,-1.1102230246260521e-16,1.0,0.08065861303376469,2.2839352858896338e-15,0.08599836542072518
35000,0.9705803659557615,1.1102230246251565e-16,0.9705803659641703,1.1102230246262156e-16,1.0000000000000002,0.08065861303377488,7.677335540820854e-16,0.08599836542072434
40000,0.9705803659560289,-2.220446049250313e-16,0.9705803659641852,-2.22044604925242e-16,1.0,0.08065861303376116,1.5475963233374393e-16,0.0859983654207277
