t,H,Q2_re,Q2_im,generator_norm
0,np.float64(45.54749628098898),np.float64(-12.329568801169579),np.float64(6.378591711452744e-15),np.float64(6.315392984770206)
1,np.float64(45.547496280988994),np.float64(-12.32956880116959),np.float64(-1.7985612998927536e-14),np.float64(5.748822697723026)
2,np.float64(45.54749628098897),np.float64(-12.329568801169547),np.float64(1.6764367671839864e-14),np.float64(6.686474230737737)
3,np.float64(45.547496280989094),np.float64(-12.329568801169575),np.float64(1.8984813721090177e-14),np.float64(6.407031558075498)
4,np.float64(45.54749628098918),np.float64(-12.329568801169604),np.float64(4.796163466380676e-14),np.float64(6.810645902819288)
5,np.float64(45.54749628098921),np.float64(-12.329568801169604),np.float64(4.04121180963557e-14),np.float64(6.650763400213964)
6,np.float64(45.547496280989165),np.float64(-12.329568801169579),np.float64(3.441691376337985e-14),np.float64(6.76509408257957)
7,np.float64(45.547496280989236),np.float64(-12.3295688011696),np.float64(2.4868995751603507e-14),np.float64(6.8752924057919556)
8,np.float64(45.547496280989165),np.float64(-12.329568801169584),np.float64(4.3520742565306136e-14),np.float64(6.755387479747456)
9,np.float64(45.54749628098914),np.float64(-12.329568801169554),np.float64(6.206146707654625e-14),np.float64(6.888704143916379)
10,np.float64(45.54749628098922),np.float64(-12.329568801169568),np.float64(1.318944953254686e-13),np.float64(6.873578319544534)
11,np.float64(45.54749628098923),np.float64(-12.329568801169563),np.float64(1.3244960683778118e-13),np.float64(6.807319279043869)
12,np.float64(45.54749628098918),np.float64(-12.329568801169586),np.float64(1.0724754417879012e-13),np.float64(6.89266904297595)
13,np.float64(45.54749628098911),np.float64(-12.329568801169582),np.float64(7.127631818093505e-14),np.float64(6.8785758768265)
14,np.float64(45.547496280989094),np.float64(-12.329568801169561),np.float64(9.08162434143378e-14),np.float64(6.860091761808256)
15,np.float64(45.54749628098915),np.float64(-12.329568801169586),np.float64(1.2445600106048005e-13),np.float64(6.8769199258312685)
16,np.float64(45.54749628098928),np.float64(-12.329568801169614),np.float64(1.2523315717771766e-13),np.float64(6.928820401453831)
17,np.float64(45.54749628098929),np.float64(-12.32956880116961),np.float64(9.614531393253856e-14),np.float64(6.831307296570346)
18,np.float64(45.54749628098935),np.float64(-12.329568801169625),np.float64(1.120215031846783e-13),np.float64(6.9255771378680135)
19,np.float64(45.54749628098922),np.float64(-12.32956880116959),np.float64(1.6264767310758543e-13),np.float64(6.873680032014968)
20,np.float64(45.547496280989236),np.float64(-12.32956880116962),np.float64(8.759659664292485e-14),np.float64(6.892115734268269)
21,np.float64(45.547496280989236),np.float64(-12.329568801169643),np.float64(6.394884621840902e-14),np.float64(6.900650496675311)
22,np.float64(45.547496280989165),np.float64(-12.32956880116965),np.float64(7.399636459126668e-14),np.float64(6.913028878787079)
23,np.float64(45.547496280989215),np.float64(-12.329568801169682),np.float64(7.882583474838611e-14),np.float64(6.867878315239474)
24,np.float64(45.54749628098908),np.float64(-12.32956880116967),np.float64(6.639133687258436e-14),np.float64(6.886774709588465)
25,np.float64(45.547496280988994),np.float64(-12.329568801169657),np.float64(8.43769498715119e-14),np.float64(6.9176943515012965)
26,np.float64(45.54749628098887),np.float64(-12.329568801169618),np.float64(1.0547118733938987e-13),np.float64(6.875853970483293)
27,np.float64(45.54749628098885),np.float64(-12.329568801169632),np.float64(1.149080830487037e-13),np.float64(6.926606254804482)
28,np.float64(45.54749628098894),np.float64(-12.329568801169657),np.float64(1.2245759961615477e-13),np.float64(6.874787896164999)
29,np.float64(45.547496280988895),np.float64(-12.329568801169675),np.float64(1.113553693699032e-13),np.float64(6.90691262229332)
30,np.float64(45.5474962809889),np.float64(-12.329568801169668),np.float64(1.1146639167236572e-13),np.float64(6.847533979785897)
31,np.float64(45.54749628098887),np.float64(-12.329568801169703),np.float64(5.995204332975845e-14),np.float64(6.9221540302356885)
32,np.float64(45.54749628098885),np.float64(-12.329568801169678),np.float64(1.0369483049998962e-13),np.float64(6.886717134454606)
33,np.float64(45.547496280988796),np.float64(-12.32956880116965),np.float64(1.2245759961615477e-13),np.float64(6.922690288970486)
34,np.float64(45.54749628098882),np.float64(-12.329568801169627),np.float64(1.4632739464559563e-13),np.float64(6.872979231706685)
35,np.float64(45.54749628098886),np.float64(-12.329568801169627),np.float64(1.5876189252139739e-13),np.float64(6.887031510963257)
36,np.float64(45.5474962809889),np.float64(-12.329568801169636),np.float64(1.567634910770721e-13),np.float64(6.890923577436441)
37,np.float64(45.547496280988994),np.float64(-12.329568801169646),np.float64(1.779687508474126e-13),np.float64(6.892474056785753)
38,np.float64(45.547496280989066),np.float64(-12.329568801169657),np.float64(1.5476508963274682e-13),np.float64(6.913974314562533)
39,np.float64(45.54749628098908),np.float64(-12.329568801169637),np.float64(1.4077627952246985e-13),np.float64(6.890566721416539)
40,np.float64(45.54749628098918),np.float64(-12.329568801169625),np.float64(1.5587531265737198e-13),np.float64(6.921724318995113)
41,np.float64(45.54749628098913),np.float64(-12.3295688011696),np.float64(1.4455103780619538e-13),np.float64(6.850761412559609)
42,np.float64(45.54749628098925),np.float64(-12.329568801169653),np.float64(1.2567724638756772e-13),np.float64(6.924973373885893)
43,np.float64(45.54749628098918),np.float64(-12.329568801169643),np.float64(6.106226635438361e-14),np.float64(6.875648984429201)
44,np.float64(45.547496280989066),np.float64(-12.329568801169641),np.float64(8.459899447643693e-14),np.float64(6.921292011422187)
45,np.float64(45.54749628098894),np.float64(-12.32956880116964),np.float64(7.882583474838611e-14),np.float64(6.871000025436652)
46,np.float64(45.547496280989094),np.float64(-12.329568801169636),np.float64(1.2656542480726785e-13),np.float64(6.906598054254689)
47,np.float64(45.547496280988895),np.float64(-12.329568801169572),np.float64(1.4011014570769476e-13),np.float64(6.892965334089661)
48,np.float64(45.54749628098892),np.float64(-12.329568801169597),np.float64(1.4277468096679513e-13),np.float64(6.893489871115271)
49,np.float64(45.54749628098893),np.float64(-12.329568801169607),np.float64(1.3367085216486885e-13),np.float64(6.899333073861534)
50,np.float64(45.54749628098897),np.float64(-12.329568801169629),np.float64(1.653122083666858e-13),np.float64(6.893133768941043)
51,np.float64(45.54749628098908),np.float64(-12.329568801169646),np.float64(1.8662849043948881e-13),np.float64(6.915187037757211)
52,np.float64(45.54749628098908),np.float64(-12.329568801169678),np.float64(2.0172752357439094e-13),np.float64(6.867044049252022)
53,np.float64(45.54749628098893),np.float64(-12.329568801169652),np.float64(1.8851586958135158e-13),np.float64(6.927264447431508)
54,np.float64(45.54749628098902),np.float64(-12.329568801169687),np.float64(1.8318679906315083e-13),np.float64(6.874377058197047)
55,np.float64(45.547496280989094),np.float64(-12.329568801169714),np.float64(1.6764367671839864e-13),np.float64(6.917867947602694)
