t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(76.23618079528838),np.float64(27.540232112090656),np.float64(0.14194554216086752),np.float64(13.963360004386322),np.float64(4.440892098500626e-16)
1,np.float64(76.23618079528828),np.float64(27.54023211209066),np.float64(0.1419455421608038),np.float64(15.318460244675709),np.float64(4.440892098500626e-16)
2,np.float64(76.23618079528842),np.float64(27.540232112090685),np.float64(0.1419455421608098),np.float64(16.27781536266149),np.float64(4.440892098500626e-16)
3,np.float64(76.2361807952885),np.float64(27.540232112090678),np.float64(0.14194554216105093),np.float64(17.6460037026669),np.float64(8.881784197001252e-16)
4,np.float64(76.23618079528855),np.float64(27.540232112090692),np.float64(0.14194554216108557),np.float64(21.45147343199865),np.float64(1.7763568394002505e-15)
5,np.float64(76.23618079528852),np.float64(27.540232112090738),np.float64(0.14194554216082977),np.float64(27.27264249586766),np.float64(8.881784197001252e-16)
6,np.float64(76.23618079528843),np.float64(27.54023211209075),np.float64(0.14194554216088973),np.float64(32.72300621736371),np.float64(1.7763568394002505e-15)
7,np.float64(76.23618079528842),np.float64(27.54023211209073),np.float64(0.14194554216098432),np.float64(33.468470429237755),np.float64(3.552713678800501e-15)
8,np.float64(76.23618079528842),np.float64(27.540232112090635),np.float64(0.14194554216126987),np.float64(34.74705903075676),np.float64(1.7763568394002505e-15)
9,np.float64(76.2361807952884),np.float64(27.54023211209067),np.float64(0.1419455421612561),np.float64(35.16276332535718),np.float64(3.552713678800501e-15)
10,np.float64(76.2361807952883),np.float64(27.54023211209072),np.float64(0.14194554216124533),np.float64(35.302583258957576),np.float64(8.881784197001252e-16)
11,np.float64(76.23618079528842),np.float64(27.540232112090735),np.float64(0.14194554216154476),np.float64(35.37082778548246),np.float64(3.552713678800501e-15)
12,np.float64(76.23618079528843),np.float64(27.54023211209079),np.float64(0.14194554216164867),np.float64(35.4099285095933),np.float64(3.552713678800501e-15)
13,np.float64(76.23618079528835),np.float64(27.540232112090685),np.float64(0.14194554216147992),np.float64(35.431982401860616),np.float64(3.552713678800501e-15)
14,np.float64(76.23618079528835),np.float64(27.540232112090656),np.float64(0.14194554216116373),np.float64(35.44425545609315),np.float64(8.881784197001252e-16)
15,np.float64(76.23618079528853),np.float64(27.540232112090745),np.float64(0.1419455421606255),np.float64(35.452282254790596),np.float64(4.440892098500626e-16)
16,np.float64(76.23618079528859),np.float64(27.540232112090663),np.float64(0.1419455421599538),np.float64(35.45964383482033),np.float64(1.7763568394002505e-15)
17,np.float64(76.23618079528855),np.float64(27.540232112090717),np.float64(0.14194554215947974),np.float64(35.46786023836049),np.float64(8.881784197001252e-16)
18,np.float64(76.23618079528856),np.float64(27.540232112090713),np.float64(0.14194554215947797),np.float64(35.476818373816364),np.float64(1.7763568394002505e-15)
19,np.float64(76.23618079528845),np.float64(27.540232112090685),np.float64(0.14194554215910138),np.float64(35.485535326901235),np.float64(1.7763568394002505e-15)
20,np.float64(76.23618079528848),np.float64(27.540232112090646),np.float64(0.141945542159589),np.float64(35.49295040489323),np.float64(1.7763568394002505e-15)
21,np.float64(76.23618079528836),np.float64(27.5402321120906),np.float64(0.1419455421599919),np.float64(35.49843874024846),np.float64(3.552713678800501e-15)
22,np.float64(76.23618079528838),np.float64(27.540232112090727),np.float64(0.14194554216053135),np.float64(35.501949990891006),np.float64(3.552713678800501e-15)
23,np.float64(76.23618079528823),np.float64(27.540232112090685),np.float64(0.14194554216072142),np.float64(35.50387699214068),np.float64(1.7763568394002505e-15)
24,np.float64(76.23618079528846),np.float64(27.540232112090795),np.float64(0.14194554216003397),np.float64(35.50481009911564),np.float64(8.881784197001252e-16)
25,np.float64(76.23618079528855),np.float64(27.540232112090912),np.float64(0.14194554215995492),np.float64(35.50531030974602),np.float64(1.7763568394002505e-15)
26,np.float64(76.23618079528842),np.float64(27.540232112090916),np.float64(0.14194554215934851),np.float64(35.505772151687864),np.float64(1.7763568394002505e-15)
27,np.float64(76.23618079528856),np.float64(27.54023211209098),np.float64(0.14194554215936606),np.float64(35.50637750002858),np.float64(4.440892098500626e-16)
28,np.float64(76.23618079528833),np.float64(27.540232112090887),np.float64(0.14194554215943),np.float64(35.50711874786128),np.float64(8.881784197001252e-16)
29,np.float64(76.2361807952885),np.float64(27.540232112090976),np.float64(0.1419455421590321),np.float64(35.50787461847696),np.float64(1.7763568394002505e-15)
30,np.float64(76.2361807952883),np.float64(27.54023211209093),np.float64(0.14194554215862265),np.float64(35.508511770216195),np.float64(1.7763568394002505e-15)
31,np.float64(76.23618079528859),np.float64(27.54023211209115),np.float64(0.1419455421591893),np.float64(35.50896398461638),np.float64(1.7763568394002505e-15)
32,np.float64(76.23618079528863),np.float64(27.540232112091136),np.float64(0.14194554215909783),np.float64(35.509248815894075),np.float64(3.552713678800501e-15)
33,np.float64(76.23618079528852),np.float64(27.540232112091076),np.float64(0.1419455421583944),np.float64(35.50943183509749),np.float64(3.552713678800501e-15)
34,np.float64(76.23618079528875),np.float64(27.540232112091168),np.float64(0.141945542159009),np.float64(35.509581982779956),np.float64(4.440892098500626e-16)
35,np.float64(76.23618079528882),np.float64(27.540232112091324),np.float64(0.14194554215892774),np.float64(35.50974496814412),np.float64(3.552713678800501e-15)
36,np.float64(76.2361807952891),np.float64(27.540232112091672),np.float64(0.14194554215875588),np.float64(35.50993565031214),np.float64(3.552713678800501e-15)
37,np.float64(76.23618079528913),np.float64(27.540232112091804),np.float64(0.1419455421577247),np.float64(35.51014191416599),np.float64(1.6710255395520996e-16)
38,np.float64(76.23618079528913),np.float64(27.54023211209177),np.float64(0.1419455421574014),np.float64(35.510334106855),np.float64(8.881784197001252e-16)
39,np.float64(76.23618079528909),np.float64(27.540232112091747),np.float64(0.14194554215756305),np.float64(35.51048013390818),np.float64(1.7763568394002505e-15)
40,np.float64(76.23618079528899),np.float64(27.540232112091672),np.float64(0.1419455421575484),np.float64(35.510566205901306),np.float64(3.552713678800501e-15)
41,np.float64(76.2361807952887),np.float64(27.54023211209152),np.float64(0.14194554215763588),np.float64(35.51060887384446),np.float64(4.440892098500626e-16)
42,np.float64(76.23618079528879),np.float64(27.540232112091577),np.float64(0.1419455421578455),np.float64(35.510644428133226),np.float64(2.687476722960285e-16)
43,np.float64(76.23618079528876),np.float64(27.54023211209155),np.float64(0.14194554215819366),np.float64(35.510706579204964),np.float64(3.552713678800501e-15)
44,np.float64(76.23618079528872),np.float64(27.540232112091545),np.float64(0.14194554215847166),np.float64(35.51081150731236),np.float64(3.552713678800501e-15)
45,np.float64(76.23618079528876),np.float64(27.540232112091495),np.float64(0.14194554215877675),np.float64(35.51095505195316),np.float64(8.881784197001252e-16)
46,np.float64(76.23618079528876),np.float64(27.540232112091545),np.float64(0.14194554215860578),np.float64(35.51111779013695),np.float64(8.881784197001252e-16)
47,np.float64(76.23618079528893),np.float64(27.540232112091488),np.float64(0.1419455421593927),np.float64(35.51127281453568),np.float64(4.381128365418119e-16)
48,np.float64(76.23618079528902),np.float64(27.540232112091495),np.float64(0.1419455421590854),np.float64(35.51139322371709),np.float64(3.552713678800501e-15)
49,np.float64(76.23618079528897),np.float64(27.54023211209145),np.float64(0.14194554215840416),np.float64(35.51146228228433),np.float64(1.476073495203234e-16)
50,np.float64(76.23618079528889),np.float64(27.540232112091388),np.float64(0.14194554215845862),np.float64(35.511485404955884),np.float64(1.7763568394002505e-15)
51,np.float64(76.23618079528859),np.float64(27.540232112091356),np.float64(0.14194554215800625),np.float64(35.511490625036366),np.float64(8.881784197001252e-16)
52,np.float64(76.2361807952887),np.float64(27.54023211209143),np.float64(0.14194554215820965),np.float64(35.51151265826023),np.float64(3.552713678800501e-15)
53,np.float64(76.23618079528867),np.float64(27.540232112091438),np.float64(0.1419455421577407),np.float64(35.51157505201745),np.float64(8.881784197001252e-16)
54,np.float64(76.23618079528858),np.float64(27.540232112091395),np.float64(0.14194554215818833),np.float64(35.511682364408294),np.float64(3.552713678800501e-15)
55,np.float64(76.2361807952886),np.float64(27.540232112091363),np.float64(0.1419455421585909),np.float64(35.51182184444124),np.float64(8.881784197001252e-16)
56,np.float64(76.23618079528876),np.float64(27.54023211209141),np.float64(0.14194554215906585),np.float64(35.51197012041789),np.float64(1.7763568394002505e-15)
57,np.float64(76.23618079528876),np.float64(27.540232112091402),np.float64(0.14194554215898947),np.float64(35.51210056064459),np.float64(3.552713678800501e-15)
58,np.float64(76.23618079528887),np.float64(27.540232112091402),np.float64(0.14194554215943),np.float64(35.51219055072193),np.float64(8.881784197001252e-16)
59,np.float64(76.2361807952887),np.float64(27.540232112091193),np.float64(0.14194554215939403),np.float64(35.51223190972613),np.float64(3.552713678800501e-15)
60,np.float64(76.23618079528845),np.float64(27.54023211209111),np.float64(0.1419455421591045),np.float64(35.51223907052606),np.float64(1.7763568394002505e-15)
61,np.float64(76.23618079528839),np.float64(27.54023211209104),np.float64(0.14194554215939625),np.float64(35.51224288786656),np.float64(1.7763568394002505e-15)
62,np.float64(76.23618079528845),np.float64(27.54023211209106),np.float64(0.14194554216010857),np.float64(35.51227327819184),np.float64(3.552713678800501e-15)
63,np.float64(76.23618079528829),np.float64(27.54023211209097),np.float64(0.14194554216026845),np.float64(35.512345682517264),np.float64(3.552713678800501e-15)
64,np.float64(76.23618079528816),np.float64(27.540232112090855),np.float64(0.14194554216052335),np.float64(35.51245758039002),np.float64(1.7763568394002505e-15)
65,np.float64(76.23618079528816),np.float64(27.54023211209084),np.float64(0.14194554216102873),np.float64(35.5125923005447),np.float64(1.7763568394002505e-15)
66,np.float64(76.23618079528832),np.float64(27.54023211209083),np.float64(0.14194554216109623),np.float64(35.512725915167465),np.float64(1.7763568394002505e-15)
67,np.float64(76.23618079528829),np.float64(27.5402321120908),np.float64(0.1419455421612703),np.float64(35.51283394224591),np.float64(3.552713678800501e-15)
68,np.float64(76.23618079528823),np.float64(27.54023211209075),np.float64(0.14194554216116906),np.float64(35.512899159922156),np.float64(3.552713678800501e-15)
69,np.float64(76.23618079528813),np.float64(27.540232112090777),np.float64(0.14194554216077804),np.float64(35.51292178249408),np.float64(3.552713678800501e-15)
70,np.float64(76.23618079528819),np.float64(27.540232112090763),np.float64(0.14194554216105537),np.float64(35.512922725156514),np.float64(8.881784197001252e-16)
71,np.float64(76.23618079528833),np.float64(27.540232112090784),np.float64(0.14194554216114064),np.float64(35.51293239794787),np.float64(4.440892098500626e-16)
72,np.float64(76.23618079528839),np.float64(27.54023211209081),np.float64(0.14194554216140354),np.float64(35.512974467739525),np.float64(4.440892098500626e-16)
73,np.float64(76.23618079528833),np.float64(27.540232112090802),np.float64(0.14194554216163446),np.float64(35.51305681088938),np.float64(3.552713678800501e-15)
74,np.float64(76.23618079528825),np.float64(27.540232112090766),np.float64(0.1419455421616564),np.float64(35.51317129381442),np.float64(1.7763568394002505e-15)
75,np.float64(76.23618079528832),np.float64(27.54023211209079),np.float64(0.14194554216194355),np.float64(35.51329886924976),np.float64(3.552713678800501e-15)
76,np.float64(76.23618079528825),np.float64(27.54023211209084),np.float64(0.14194554216149946),np.float64(35.513416177948066),np.float64(4.440892098500626e-16)
77,np.float64(76.23618079528819),np.float64(27.540232112090774),np.float64(0.14194554216137512),np.float64(35.51350193347716),np.float64(3.461308454255603e-16)
78,np.float64(76.23618079528818),np.float64(27.540232112090806),np.float64(0.14194554216092836),np.float64(35.51354547141603),np.float64(3.552713678800501e-15)
79,np.float64(76.23618079528815),np.float64(27.54023211209078),np.float64(0.1419455421609197),np.float64(35.513555081077065),np.float64(3.552713678800501e-15)
80,np.float64(76.23618079528819),np.float64(27.54023211209085),np.float64(0.14194554216053756),np.float64(35.51355562896878),np.float64(3.552713678800501e-15)
81,np.float64(76.23618079528818),np.float64(27.540232112090827),np.float64(0.1419455421608955),np.float64(35.51357458072232),np.float64(3.552713678800501e-15)
82,np.float64(76.23618079528805),np.float64(27.540232112090838),np.float64(0.14194554216073207),np.float64(35.51362868145547),np.float64(2.4932813741300007e-16)
83,np.float64(76.23618079528815),np.float64(27.540232112090933),np.float64(0.14194554216097988),np.float64(35.5137190109698),np.float64(3.552713678800501e-15)
