N体数,波ID,辺番号,頂点i,頂点j,位相類ID,倍音数H,支配倍音n,支配倍音強度比,振幅二乗R0,行零閉鎖絶対残差,行零閉鎖相対残差,行零閉鎖,B/F/E,位相差型,位相整列度rho,打消し度F,奇数倍音強度比,偶数倍音強度比,外部軸応答S0,外部軸応答S(pi/2),共役位相候補,共役振幅残差,質量型判定,電荷判定,スピン判定,寿命判定,倍音1振幅,倍音1強度比,倍音1位相度,倍音1位相セル,倍音1セル誤差rad,倍音1内部相対位相rad,倍音2振幅,倍音2強度比,倍音2位相度,倍音2位相セル,倍音2セル誤差rad,倍音2内部相対位相rad,倍音3振幅,倍音3強度比,倍音3位相度,倍音3位相セル,倍音3セル誤差rad,倍音3内部相対位相rad,倍音4振幅,倍音4強度比,倍音4位相度,倍音4位相セル,倍音4セル誤差rad,倍音4内部相対位相rad,倍音5振幅,倍音5強度比,倍音5位相度,倍音5位相セル,倍音5セル誤差rad,倍音5内部相対位相rad,倍音6振幅,倍音6強度比,倍音6位相度,倍音6位相セル,倍音6セル誤差rad,倍音6内部相対位相rad,倍音7振幅,倍音7強度比,倍音7位相度,倍音7位相セル,倍音7セル誤差rad,倍音7内部相対位相rad,倍音8振幅,倍音8強度比,倍音8位相度,倍音8位相セル,倍音8セル誤差rad,倍音8内部相対位相rad
5,W0001,0,1,2,P0008,8,6,0.24456521739126902,0.10952380952382533,0.023121926127418962,0.2111132385546644,いいえ,E,中間位相差型（エルミオン的）,0.38464197174906883,0.4887018240950822,0.432065217391278,0.567934782608722,0.3029656996084025,-0.23698360975350755,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10910894511799625,0.10869565217389748,-149.29417151509097,84,0.012319031016025939,0.0,0.11180339887504236,0.11413043478270017,-13.853340097717998,138,0.020012990695416732,-1.3136220103323808,0.10206207261596768,0.09510869565216377,-142.52361590875037,87,-0.0004121753635448755,-0.9536671257086446,0.1020620726159674,0.09510869565216327,39.3364143618454,16,-0.011581754254745391,-1.457121279914313,0.11180339887498916,0.11413043478259156,-58.116724967740296,121,-0.01076388126632466,-0.5523245806448944,0.16366341767699427,0.24456521739126902,53.34555941088921,21,0.014757795741240365,-2.284451186647683,0.11180339887500565,0.11413043478262522,-79.75013372864126,112,0.004360989124892356,-2.0017344051810504,0.11180339887498818,0.11413043478258955,-35.83505927916398,130,-0.014574533870741924,1.3704030821962334
5,W0002,1,1,3,P0009,8,2,0.13636363636393956,0.09166666666666748,0.03064697508078608,0.33433063724493606,いいえ,E,中間位相差型（エルミオン的）,0.08880966916672106,0.5670897014806581,0.49999999999973194,0.500000000000268,-0.03999436330895054,-0.07929444016457973,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10206207261598832,0.11363636363641288,-59.2941715150714,120,0.012319031016367,0.0,0.11180339887511427,0.13636363636393956,19.869651174498124,8,-0.0022750161811151415,2.416547874578211,0.10206207261596725,0.11363636363636598,-142.5236159087481,87,-0.00041217536350490747,0.6171292010852669,0.10206207261596424,0.11363636363635926,39.336414361864904,16,-0.011581754254405219,-1.457121279915338,0.1118033988749885,0.13636363636363275,-148.1167249677393,85,-0.010763881266306008,2.5892680729432094,0.10206207261595417,0.11363636363633683,143.34555941081896,57,0.014757795740014235,2.4279377937337294,0.11180339887486043,0.13636363636332036,157.43475279886152,63,-0.0011387784875771523,-2.574466179694067,0.11180339887498837,0.13636363636363244,-35.83505927916338,130,-0.014574533870731265,1.3704030821935103
5,W0003,2,1,4,P0007,8,5,0.13207547169813924,0.0946428571428399,0.024099231291480283,0.25463338723078144,いいえ,E,中間位相差型（エルミオン的）,0.4460163897552322,0.45784180483973524,0.5000000000000705,0.49999999999992945,-0.25519865486579935,-0.36579265504514685,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10910894511799618,0.12578616352203548,-149.294171515091,84,0.01231903101602505,0.0,0.1118033988749183,0.13207547169796907,-70.13034882561544,116,-0.0022750161830966675,-2.295841105807776,0.10206207261596252,0.11006289308177408,-142.52361590871902,87,-0.0004121753629977576,-0.9536671257080958,0.10910894511799617,0.12578616352203542,-50.66358563814491,124,-0.011581754254576637,-3.027917606709037,0.11180339887499033,0.13207547169813924,-148.11672496774025,85,-0.010763881266322883,-2.1231209074397874,0.10206207261597082,0.11006289308179197,143.34555941091958,57,0.014757795741770607,-0.7136548598522552,0.11180339887498286,0.13207547169812162,-112.5652472012205,99,-0.0011387784890084518,-2.574466179693104,0.11180339887498766,0.13207547169813297,54.164940720837244,22,-0.014574533870720607,2.941199408991153
5,W0004,3,1,5,P0010,8,3,0.24456521739131065,0.10952380952380675,0.050036527974381045,0.4568552554182733,いいえ,E,中間位相差型（エルミオン的）,0.6529293661938705,0.32904156451288646,0.5679347826086695,0.43206521739133047,0.4686906795303086,-0.45458311028869847,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10206207261594327,0.09510869565213442,-59.29417151511044,120,0.012319031015685766,0.0,0.11180339887498957,0.11413043478261176,76.14665990248542,30,0.02001299069896767,-2.884418337123048,0.16366341767699433,0.24456521739131065,-52.523615908739146,123,-0.00041217536334858806,2.1879255278823644,0.10910894511799617,0.10869565217391575,-50.66358563814488,124,-0.011581754254575749,-3.027917606707679,0.11180339887499019,0.11413043478261302,-58.11672496773933,121,-0.010763881266306896,-2.1231209074380732,0.10206207261597242,0.09510869565218874,-36.65444058907077,129,0.014757795741939361,-0.713654859850049,0.1118033988749894,0.11413043478261141,10.249866271242256,4,0.0043609891228584274,1.1398582484090873,0.11180339887499081,0.11413043478261431,-125.83505927916472,94,-0.014574533870755246,-0.20039324459595775
5,W0005,4,2,3,P0005,8,4,0.24456521739133452,0.10952380952379595,0.02497051843267564,0.22799169003750147,いいえ,E,中間位相差型（エルミオン的）,0.25672936189550083,0.5357563608576112,0.4320652173911954,0.5679347826088046,0.16108543798286135,-0.19990359408760208,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10206207261593037,0.09510869565211974,120.70582848487851,48,0.012319031015493032,0.0,0.11180339887499713,0.11413043478263844,-103.85334009747402,102,0.020012990699675548,0.2571743164678395,0.1091089451179961,0.10869565217392634,-52.523615908739195,123,-0.00041217536334947624,-0.9536671257068505,0.16366341767699424,0.24456521739133452,-50.66358563814484,124,-0.01158175425457486,-3.0279176067069073,0.11180339887499016,0.11413043478262422,31.883275032259323,13,-0.010763881266330877,2.589268072947558,0.1020620726159773,0.09510869565220723,143.3455594109596,57,0.014757795742468716,2.4279377937414317,0.11180339887494162,0.1141304347825251,10.249866271092058,4,0.004360989120236969,-2.001734405181976,0.11180339887499026,0.11413043478262441,-125.83505927916215,94,-0.01457453387070995,-0.2003932445943697
5,W0006,5,2,4,P0001,8,7,0.13207547169821418,0.09464285714286608,0.010103470122069793,0.10675364657280283,いいえ,E,中間位相差型（エルミオン的）,0.21045839872250727,0.5462232720477468,0.5157232704403159,0.4842767295596842,-0.07494162213039852,0.19666339482808287,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10910894511799601,0.12578616352200028,30.705828484909144,12,0.012319031016027715,0.0,0.11180339887498184,0.13207547169808267,76.14665990244502,30,0.020012990698262456,0.2571743164653566,0.10910894511799617,0.12578616352200064,127.47638409126088,51,-0.000412175363348144,0.6171292010864424,0.10206207261596974,0.1100628930817592,39.336414361831075,16,-0.011581754254995413,-1.4571212799145699,0.11180339887498945,0.13207547169810066,-58.11672496774032,121,-0.01076388126632466,2.58926807294489,0.10206207261596074,0.11006289308173982,143.3455594108589,57,0.014757795740711455,-0.7136548598533285,0.1118033988750375,0.13207547169821418,-169.75013372860738,76,0.004360989125482995,-0.4309380783855765,0.11180339887499026,0.13207547169810258,-125.8350592791631,94,-0.014574533870726825,-0.20039324459866492
5,W0007,6,2,5,P0004,8,8,0.13636363636365995,0.09166666666665618,0.015095986431956657,0.16468348834863691,いいえ,E,中間位相差型（エルミオン的）,0.36780840095041006,0.4942704832298918,0.5000000000000913,0.49999999999990885,-0.31421012796746317,0.19119365913222125,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10206207261600116,0.11363636363645546,120.7058284849398,48,0.012319031016562842,0.0,0.11180339887493652,0.13636363636352278,166.14665990268895,66,0.020012990702520383,-1.3136220103263523,0.10206207261596385,0.1136363636363724,-142.5236159087278,87,-0.0004121753631505243,-2.524463452504758,0.10206207261596016,0.11363636363636417,39.33641436188891,16,-0.011581754253985999,-1.4571212799157003,0.11180339887498904,0.13636363636365087,-148.11672496773988,85,-0.010763881266316666,-0.5523245806475714,0.10206207261595915,0.11363636363636193,143.3455594108492,57,0.014757795740542257,2.4279377937330864,0.11180339887497331,0.1363636363636125,100.24986627112595,40,0.00436098912082894,-0.43093807839397513,0.11180339887499276,0.13636363636365995,-35.835059279161186,130,-0.014574533870693074,1.3704030821919844
5,W0008,7,3,4,P0006,8,8,0.1320754716981166,0.09464285714285968,0.03434271596203672,0.36286643280641595,いいえ,E,中間位相差型（エルミオン的）,0.18420028088198673,0.5521461197405721,0.5000000000000154,0.4999999999999846,0.12195465219617342,0.13804639178447647,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10206207261597851,0.11006289308178556,120.70582848492026,48,0.012319031016221782,0.0,0.11180339887498936,0.13207547169810938,-13.853340097514439,138,0.020012990698969446,1.8279706432605725,0.10910894511799611,0.12578616352200903,127.47638409126081,51,-0.00041217536334947624,2.187925527880756,0.10206207261596183,0.11006289308174959,-140.66358563812085,88,-0.011581754254156529,1.6844713736752865,0.11180339887499005,0.132075471698111,-58.11672496773972,121,-0.010763881266314002,1.018471746149034,0.10910894511799613,0.12578616352200905,53.34555941088926,21,0.014757795741241253,0.8571414669409343,0.11180339887498952,0.13207547169810976,100.24986627124247,40,0.00436098912286198,-0.43093807838955556,0.11180339887499241,0.1320754716981166,-35.83505927916058,130,-0.014574533870682416,1.3704030821947235
5,W0009,8,3,5,P0002,8,1,0.2445652173912646,0.10952380952382737,0.05835773254674876,0.5328314710789236,いいえ,E,中間位相差型（エルミオン的）,0.2857396090131025,0.5267301613813719,0.5679347826086123,0.4320652173913878,0.1441646960586451,0.2467056233029138,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.16366341767699433,0.2445652173912646,30.705828484909063,12,0.012319031016026383,0.0,0.11180339887506083,0.11413043478273575,-70.13034882554152,116,-0.0022750161818070325,-2.2958411058064883,0.10206207261596423,0.09510869565215557,-142.52361590873033,87,-0.0004121753631949332,2.1879255278814966,0.10206207261597132,0.09510869565216878,-140.6635856381787,88,-0.011581754255166388,1.6844713736750592,0.1118033988749886,0.11413043478258829,121.88327503225968,49,-0.010763881266324216,-0.5523245806448962,0.10910894511799613,0.1086956521738952,53.34555941088923,21,0.014757795741240809,-2.284451186647687,0.11180339887499616,0.11413043478260372,67.43475279877906,27,-0.0011387784890164454,-2.57446617969312,0.11180339887498851,0.11413043478258811,54.164940720838175,22,-0.01457453387070462,2.941199408991162
5,W0010,9,4,5,P0003,8,7,0.1320754716984208,0.09464285714285517,0.019868957442825092,0.20993615411287328,いいえ,E,中間位相差型（エルミオン的）,0.37496886444208294,0.49117904360055514,0.48427672956004203,0.515723270439958,0.08688317780234424,0.36476425635737864,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.10206207261595288,0.11006289308173553,120.70582848489805,48,0.012319031015834092,0.0,0.11180339887486455,0.1320754716978208,19.869651174344824,8,-0.002275016183790779,2.4165478745766027,0.10206207261596904,0.11006289308177039,-142.52361590875933,87,-0.0004121753637011949,-2.524463452503122,0.10910894511799617,0.12578616352201513,129.3364143618552,52,-0.01158175425457486,0.11367504688152241,0.11180339887498919,0.13207547169811526,31.883275032260304,13,-0.010763881266313557,2.5892680729458686,0.10910894511799618,0.1257861635220152,53.3455594108892,21,0.014757795741240365,0.8571414669432613,0.1118033988751185,0.1320754716984208,-22.56524720130278,135,-0.0011387784904446363,-2.574466179693202,0.11180339887498562,0.13207547169810685,144.16494072083475,58,-0.014574533870764128,-1.7711895713920498
