stage,model,delta_f,T,R,channel,N_A,N_B,hair_enabled,norm,p_chi,p_target,p_abs_error,d_q,L,chi_peak,chi_peak_abs_error,chi_peak_contrast,chi_center_cell_mass,chi_effective_cell_count,N_eff,N_eff_2,P_m_A,P_m_B,name_hair_total,name_readout_l1_error,name_readout_ok,expected_origin_A,expected_origin_B,readout_enabled,control_family,compressed_q_A,compressed_q_B,compressed_q_channel,acceleration_base_ok,collision_index
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,63
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,64
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,64
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,65
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,65
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,66
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,66
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,67
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,67
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,68
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,68
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,69
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,69
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,70
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,70
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,71
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,71
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,72
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,72
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,73
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,73
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,74
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,74
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,75
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,75
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,76
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,76
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,77
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,77
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,78
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,78
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,79
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,79
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,80
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,80
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,81
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,81
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,82
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,82
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,83
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,83
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,84
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,84
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,85
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,85
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,86
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,86
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,87
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,87
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,88
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,88
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,89
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,89
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,90
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,90
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,91
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,91
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,92
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,92
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,93
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,93
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,0.9999999999999992,nan,nan,nan,0.00018310546875000033,-3.141592653589793,3.141592653589793,2.0000000000000018,0.03512097444629794,376.7084937778923,1.0,1.4142135623730951,1.0,2.4778846231118917e-33,1.0,nan,True,1.0,7.908838585966786e-35,True,recursive_scattering_matrix,nan,nan,nan,True,94
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,B_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,94
stage6_recursive_one_side_high_harmonic,bosonic_scattering_transmission,0.0,1.0,0.0,A_channel,1,63,True,1.0,-0.9999999999999873,nan,nan,nan,0.005208969116210964,-3.141592653589793,3.141592653589793,64.00000000000031,0.45152006513427617,18.22924575563069,31.999999999999968,36.95943722515264,9.755936465671063e-33,1.0,1.0,nan,True,8.350476216155112e-35,1.0000000000000009,True,recursive_scattering_matrix,nan,nan,nan,True,95
