stage,model,delta_f,T,R,channel,N_A,N_B,hair_enabled,norm,p_chi,p_target,p_abs_error,d_q,L,chi_peak,chi_peak_abs_error,chi_peak_contrast,chi_center_cell_mass,chi_effective_cell_count,N_eff,N_eff_2,P_m_A,P_m_B,name_hair_total,name_readout_l1_error,name_readout_ok,expected_origin_A,expected_origin_B,readout_enabled,control_family,compressed_q_A,compressed_q_B,compressed_q_channel,acceleration_base_ok,collision_index
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,plus_out,15,15,True,0.9999999999999998,1.0000000000000047,1.0,4.6629367034256575e-15,4.6629367034209724e-15,0.0013046264648437582,0.0,0.0,16.000000000000057,0.4520643858700197,70.06040429659761,8.000000000000004,9.273618495495707,1.1215103932663127e-32,1.0,1.0,7.465704476008483e-33,True,3.749399456654644e-33,1.0,True,scattering_matrix,-1.0,1.0,1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,minus_out,3,3,True,1.0000000000000002,-0.9999999999999992,-1.0,7.771561172376096e-16,7.77156117236833e-16,0.00033569335937500043,0.0,0.0,4.0000000000000036,0.46220659175189377,234.61617627469948,2.0,2.449489742783178,1.0,3.895382276336036e-33,1.0,1.4598281968139175e-34,True,1.0,3.749399456654644e-33,True,scattering_matrix,-1.0,1.0,-1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,plus_out,3,3,True,1.0000000000000007,1.000000000000001,1.0,1.1102230246251565e-15,1.110223024624045e-15,0.00033569335937500043,-3.141592653589793,3.141592653589793,4.000000000000003,0.4622065917518937,234.6161762746991,2.0,2.449489742783178,1.05143971010673e-32,1.0,1.0,6.764997644412656e-33,True,3.749399456654644e-33,1.0,True,scattering_matrix,-1.0,1.0,1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,minus_out,1,1,True,0.9999999999999998,-0.9999999999999996,-1.0,4.440892098500626e-16,4.440892098496187e-16,0.00018310546875000038,-3.141592653589793,3.141592653589793,2.000000000000002,0.5000000000000006,376.7084937778926,1.0,1.4142135623730951,1.0,4.2209812972532045e-33,1.0,4.715818405985605e-34,True,1.0,3.749399456654644e-33,True,scattering_matrix,-1.0,1.0,-1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,plus_out,1,1,True,0.9999999999999993,0.9999999999999991,1.0,8.881784197001252e-16,8.881784196992378e-16,0.0001831054687500007,-3.141592653589793,3.141592653589793,2.000000000000004,0.5000000000000011,376.7084937778943,1.0,1.4142135623730951,1.1290465317181069e-32,1.0,1.0,7.541065860526425e-33,True,3.749399456654644e-33,1.0,True,scattering_matrix,-1.0,1.0,1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,minus_out,63,63,True,1.0,-1.0000000000000029,-1.0,2.886579864025407e-15,2.886579864022512e-15,0.0052089691162109375,-3.141592653589793,3.141592653589793,64.00000000000014,0.4515200651342749,18.229245755630583,31.99999999999996,36.959437225152634,1.0,3.640776751941969e-33,1.0,1.086227047126752e-34,True,1.0,3.749399456654644e-33,False,scattering_matrix,-1.0,1.0,-1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,plus_out,63,63,True,0.9999999999999999,0.9999999999999866,1.0,1.3433698597964394e-14,1.3433698597951141e-14,0.005208969116210969,-3.141592653589793,3.141592653589793,64.00000000000033,0.4515200651342763,18.229245755630696,31.999999999999968,36.95943722515264,1.0000139600250074e-32,1.0,1.0,6.25074014359543e-33,True,3.749399456654644e-33,1.0,False,scattering_matrix,-1.0,1.0,1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,minus_out,15,15,True,0.9999999999999998,-1.0000000000000029,-1.0,2.886579864025407e-15,2.886579864022512e-15,0.0013046264648437556,0.0,0.0,16.000000000000046,0.45206438587001935,70.06040429659735,8.000000000000004,9.273618495495707,1.0,3.961133873259628e-33,1.0,2.1173441660498425e-34,True,1.0,3.749399456654644e-33,False,scattering_matrix,-1.0,1.0,-1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,plus_out,15,15,True,0.9999999999999998,1.0000000000000047,1.0,4.6629367034256575e-15,4.6629367034209724e-15,0.0013046264648437582,0.0,0.0,16.000000000000057,0.4520643858700197,70.06040429659761,8.000000000000004,9.273618495495707,1.1215103932663127e-32,1.0,1.0,7.465704476008483e-33,True,3.749399456654644e-33,1.0,False,scattering_matrix,-1.0,1.0,1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,minus_out,3,3,True,1.0000000000000002,-0.9999999999999992,-1.0,7.771561172376096e-16,7.77156117236833e-16,0.00033569335937500043,0.0,0.0,4.0000000000000036,0.46220659175189377,234.61617627469948,2.0,2.449489742783178,1.0,3.895382276336036e-33,1.0,1.4598281968139175e-34,True,1.0,3.749399456654644e-33,False,scattering_matrix,-1.0,1.0,-1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,plus_out,3,3,True,1.0000000000000007,1.000000000000001,1.0,1.1102230246251565e-15,1.110223024624045e-15,0.00033569335937500043,-3.141592653589793,3.141592653589793,4.000000000000003,0.4622065917518937,234.6161762746991,2.0,2.449489742783178,1.05143971010673e-32,1.0,1.0,6.764997644412656e-33,True,3.749399456654644e-33,1.0,False,scattering_matrix,-1.0,1.0,1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,minus_out,1,1,True,0.9999999999999998,-0.9999999999999996,-1.0,4.440892098500626e-16,4.440892098496187e-16,0.00018310546875000038,-3.141592653589793,3.141592653589793,2.000000000000002,0.5000000000000006,376.7084937778926,1.0,1.4142135623730951,1.0,4.2209812972532045e-33,1.0,4.715818405985605e-34,True,1.0,3.749399456654644e-33,False,scattering_matrix,-1.0,1.0,-1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,plus_out,1,1,True,0.9999999999999993,0.9999999999999991,1.0,8.881784197001252e-16,8.881784196992378e-16,0.0001831054687500007,-3.141592653589793,3.141592653589793,2.000000000000004,0.5000000000000011,376.7084937778943,1.0,1.4142135623730951,1.1290465317181069e-32,1.0,1.0,7.541065860526425e-33,True,3.749399456654644e-33,1.0,False,scattering_matrix,-1.0,1.0,1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,minus_out,63,63,False,1.0000000000000009,-1.0000000000000075,-1.0,7.549516567451064e-15,7.549516567443457e-15,0.0052089691162109705,-3.141592653589793,3.141592653589793,64.00000000000033,0.4515200651342764,18.229245755630703,31.999999999999957,36.959437225152634,0.0,0.0,0.0,nan,False,1.0,3.749399456654644e-33,True,scattering_matrix,-1.0,1.0,-1.0,True,
stage2_observation_stop_control,fermionic_scattering_complete_reflection,3.141592653589793,3.749399456654644e-33,1.0,plus_out,63,63,False,1.0000000000000009,1.000000000000004,1.0,3.9968028886505635e-15,3.996802888646551e-15,0.0052089691162109705,-3.141592653589793,3.141592653589793,64.00000000000033,0.4515200651342764,18.229245755630703,31.999999999999964,36.95943722515264,0.0,0.0,0.0,nan,False,3.749399456654644e-33,1.0,True,scattering_matrix,-1.0,1.0,1.0,True,
