t,H,Q2_re,Q2_im,generator_norm
0,np.float64(223.0144905972793),np.float64(-34.81400963870972),np.float64(6.192637525154273),np.float64(13.416146939291496)
1,np.float64(223.01449059727895),np.float64(-34.8140096387097),np.float64(6.192637525154252),np.float64(13.050150973926387)
2,np.float64(223.01449059727892),np.float64(-34.81400963870974),np.float64(6.192637525154238),np.float64(13.84465885963649)
3,np.float64(223.01449059727858),np.float64(-34.81400963870968),np.float64(6.19263752515414),np.float64(14.131697514113409)
4,np.float64(223.0144905972781),np.float64(-34.814009638709706),np.float64(6.1926375251542165),np.float64(14.103997005542148)
5,np.float64(223.01449059727793),np.float64(-34.81400963870975),np.float64(6.192637525154215),np.float64(14.254278379963402)
6,np.float64(223.0144905972784),np.float64(-34.814009638709734),np.float64(6.192637525154442),np.float64(14.614722480918394)
7,np.float64(223.01449059727796),np.float64(-34.814009638709706),np.float64(6.192637525154432),np.float64(14.706832090777649)
8,np.float64(223.01449059727815),np.float64(-34.81400963870965),np.float64(6.192637525154373),np.float64(14.710900397388901)
9,np.float64(223.01449059727844),np.float64(-34.81400963870961),np.float64(6.192637525154497),np.float64(14.685941791502874)
10,np.float64(223.01449059727835),np.float64(-34.814009638709564),np.float64(6.1926375251545895),np.float64(14.673057511207091)
11,np.float64(223.0144905972783),np.float64(-34.814009638709464),np.float64(6.192637525154708),np.float64(14.787685051563695)
12,np.float64(223.01449059727844),np.float64(-34.814009638709464),np.float64(6.192637525154719),np.float64(14.855326888072973)
13,np.float64(223.01449059727852),np.float64(-34.8140096387095),np.float64(6.192637525154568),np.float64(14.816890928933521)
14,np.float64(223.01449059727872),np.float64(-34.814009638709436),np.float64(6.192637525154836),np.float64(14.783671963909978)
15,np.float64(223.01449059727872),np.float64(-34.81400963870942),np.float64(6.192637525154788),np.float64(14.798825745285997)
16,np.float64(223.01449059727898),np.float64(-34.81400963870938),np.float64(6.192637525154739),np.float64(14.843252065593374)
17,np.float64(223.01449059727858),np.float64(-34.81400963870938),np.float64(6.192637525154685),np.float64(14.890636680352456)
18,np.float64(223.01449059727926),np.float64(-34.81400963870948),np.float64(6.19263752515494),np.float64(14.906143728080284)
19,np.float64(223.01449059727932),np.float64(-34.814009638709635),np.float64(6.192637525154938),np.float64(14.86780334816751)
20,np.float64(223.01449059727992),np.float64(-34.8140096387097),np.float64(6.192637525154981),np.float64(14.823757285101598)
21,np.float64(223.0144905972797),np.float64(-34.81400963870959),np.float64(6.19263752515481),np.float64(14.839614566901195)
22,np.float64(223.01449059728014),np.float64(-34.814009638709656),np.float64(6.192637525154787),np.float64(14.890377871837439)
23,np.float64(223.0144905972801),np.float64(-34.81400963870972),np.float64(6.192637525154883),np.float64(14.917194685056884)
24,np.float64(223.01449059728108),np.float64(-34.814009638709905),np.float64(6.192637525154969),np.float64(14.913152037467418)
25,np.float64(223.01449059728048),np.float64(-34.81400963870981),np.float64(6.192637525154842),np.float64(14.89186540993677)
26,np.float64(223.0144905972794),np.float64(-34.81400963870957),np.float64(6.192637525154745),np.float64(14.855923452233384)
27,np.float64(223.01449059727926),np.float64(-34.814009638709464),np.float64(6.192637525154838),np.float64(14.855298986055178)
28,np.float64(223.0144905972787),np.float64(-34.81400963870936),np.float64(6.192637525154867),np.float64(14.904603108307318)
29,np.float64(223.014490597279),np.float64(-34.81400963870942),np.float64(6.192637525154869),np.float64(14.932205187231082)
30,np.float64(223.014490597279),np.float64(-34.81400963870938),np.float64(6.192637525154878),np.float64(14.906911878357368)
31,np.float64(223.01449059727946),np.float64(-34.81400963870951),np.float64(6.192637525155092),np.float64(14.875554996464516)
32,np.float64(223.01449059727906),np.float64(-34.814009638709365),np.float64(6.192637525155073),np.float64(14.881485377598308)
33,np.float64(223.01449059727872),np.float64(-34.814009638709365),np.float64(6.192637525154769),np.float64(14.889395577992927)
34,np.float64(223.0144905972788),np.float64(-34.81400963870957),np.float64(6.192637525154663),np.float64(14.897975793124742)
35,np.float64(223.01449059727878),np.float64(-34.814009638709564),np.float64(6.192637525154495),np.float64(14.925711697601384)
36,np.float64(223.0144905972791),np.float64(-34.81400963870966),np.float64(6.1926375251545185),np.float64(14.93000187776641)
37,np.float64(223.01449059727884),np.float64(-34.81400963870962),np.float64(6.192637525154421),np.float64(14.892232486011585)
38,np.float64(223.01449059727872),np.float64(-34.81400963870964),np.float64(6.192637525154334),np.float64(14.860416705083544)
39,np.float64(223.01449059727952),np.float64(-34.81400963870982),np.float64(6.192637525154485),np.float64(14.890411605294537)
40,np.float64(223.01449059727943),np.float64(-34.81400963870977),np.float64(6.192637525154535),np.float64(14.92679711862235)
41,np.float64(223.01449059727935),np.float64(-34.814009638709855),np.float64(6.192637525154508),np.float64(14.920834585383105)
42,np.float64(223.01449059727912),np.float64(-34.814009638709905),np.float64(6.192637525154454),np.float64(14.910852171944224)
43,np.float64(223.01449059727886),np.float64(-34.81400963870982),np.float64(6.192637525154345),np.float64(14.909802307266455)
44,np.float64(223.014490597279),np.float64(-34.81400963870995),np.float64(6.192637525154321),np.float64(14.895446634771337)
45,np.float64(223.01449059727915),np.float64(-34.81400963870999),np.float64(6.192637525154315),np.float64(14.878263379416703)
46,np.float64(223.01449059727852),np.float64(-34.8140096387099),np.float64(6.192637525154348),np.float64(14.901616035921132)
47,np.float64(223.01449059727844),np.float64(-34.81400963870993),np.float64(6.192637525154236),np.float64(14.93632907964703)
48,np.float64(223.01449059727761),np.float64(-34.814009638709884),np.float64(6.192637525154186),np.float64(14.918710694727055)
49,np.float64(223.01449059727793),np.float64(-34.814009638709976),np.float64(6.192637525154181),np.float64(14.889193642909119)
50,np.float64(223.0144905972781),np.float64(-34.81400963870993),np.float64(6.192637525154257),np.float64(14.893254986644541)
51,np.float64(223.01449059727815),np.float64(-34.8140096387099),np.float64(6.192637525154218),np.float64(14.906720736853565)
52,np.float64(223.01449059727736),np.float64(-34.81400963870978),np.float64(6.192637525154192),np.float64(14.903888499751638)
53,np.float64(223.0144905972775),np.float64(-34.81400963870983),np.float64(6.1926375251540815),np.float64(14.906885965720857)
