phase,case,step,particle,gauge,chi_read,delta_chi_read,R_read,C_memory,distance_AB_abs,reembedded,delta_chi_gauge_offset,phase_bias,gain
R1,C_reference_minus,24,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,24,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,24,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,24,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,24,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,24,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,24,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,24,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,24,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,24,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,24,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,24,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,24,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,24,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,25,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,25,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,25,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,25,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,25,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,25,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,25,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,25,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,25,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,25,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,25,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,25,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,25,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,25,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,26,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,26,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,26,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,26,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,26,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,26,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,26,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,26,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,26,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,26,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,26,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,26,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,26,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,26,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,27,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,27,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,27,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,27,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,27,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,27,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,27,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,27,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,27,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,27,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,27,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,27,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,27,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,27,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,28,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,28,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,28,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,28,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,28,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,28,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,28,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,28,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,28,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,28,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,28,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,28,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,28,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,28,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,29,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,29,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,29,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,29,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,29,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,29,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,29,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,29,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,29,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,29,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,29,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,29,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,29,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,29,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,30,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,30,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,30,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,30,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,30,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,30,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,30,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,30,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,30,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,30,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,30,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,30,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,30,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,30,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,31,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,31,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,31,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,31,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,31,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,31,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,31,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,31,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,31,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,31,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,31,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,31,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,31,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,31,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,32,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,32,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,32,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,32,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,32,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,32,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,32,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,32,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,32,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,32,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,32,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,32,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,32,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,32,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,33,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,33,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,33,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,33,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,33,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,33,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,33,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,33,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,33,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,33,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,33,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,33,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,33,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,33,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,34,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,34,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,34,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,34,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,34,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,34,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,34,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,34,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,34,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,34,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,34,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,34,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,34,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,34,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,35,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,35,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,35,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,35,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,35,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,35,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,35,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,35,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,35,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,35,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,35,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,35,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,35,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,35,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,36,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,36,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,36,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,36,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,36,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,36,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,36,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,36,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,36,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,36,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,36,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,36,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,36,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,36,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,37,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,37,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,37,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,37,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,37,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,37,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,37,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,37,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,37,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,37,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,37,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,37,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,37,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,37,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,38,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,38,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,38,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,38,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,38,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,38,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,38,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,38,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,38,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,38,B,g_chi_minus,0.2495,-2e-08,1.5625,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,38,B,g_phase_plus,0.25,-1.9999999998902216e-08,1.5625,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,38,B,g_phase_minus,0.25,-2.000000000129634e-08,1.5625,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,38,B,g_gain_high,0.25,-2e-08,1.875,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,38,B,g_gain_low,0.25,-2e-08,1.25,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,39,A,g0,-0.25,-2e-08,1.0,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,39,A,g_chi_plus,-0.2495,-2e-08,1.0,-2e-08,0.5,False,0.0005,0.0,1.0
R1,C_reference_minus,39,A,g_chi_minus,-0.2505,-2e-08,1.0,-2e-08,0.5,False,-0.0005,0.0,1.0
R1,C_reference_minus,39,A,g_phase_plus,-0.25,-1.9999999998902216e-08,1.0,-2e-08,0.5,False,0.0,0.11,1.0
R1,C_reference_minus,39,A,g_phase_minus,-0.25,-2.000000000129634e-08,1.0,-2e-08,0.5,False,0.0,-0.13,1.0
R1,C_reference_minus,39,A,g_gain_high,-0.25,-2e-08,1.2,-2e-08,0.5,False,0.0,0.0,1.2
R1,C_reference_minus,39,A,g_gain_low,-0.25,-2e-08,0.8,-2e-08,0.5,False,0.0,0.0,0.8
R1,C_reference_minus,39,B,g0,0.25,-2e-08,1.5625,-2e-08,0.5,False,0.0,0.0,1.0
R1,C_reference_minus,39,B,g_chi_plus,0.2505,-2e-08,1.5625,-2e-08,0.5,False,0.0005,0.0,1.0
