t,H,Q2_re,Q2_im,generator_norm
0,np.float64(216.77160029276317),np.float64(-30.13184191032266),np.float64(-14.473699241195376),np.float64(13.38571066101374)
1,np.float64(216.77160029276428),np.float64(-30.13184191032265),np.float64(-14.473699241195636),np.float64(13.923257098920159)
2,np.float64(216.77160029276348),np.float64(-30.131841910322606),np.float64(-14.473699241195746),np.float64(13.856267739290917)
3,np.float64(216.77160029276394),np.float64(-30.13184191032257),np.float64(-14.473699241195725),np.float64(14.172732376501205)
4,np.float64(216.77160029276342),np.float64(-30.1318419103226),np.float64(-14.47369924119564),np.float64(14.438707940160223)
5,np.float64(216.77160029276314),np.float64(-30.131841910322667),np.float64(-14.473699241195588),np.float64(14.566517201489644)
6,np.float64(216.77160029276232),np.float64(-30.131841910322656),np.float64(-14.47369924119549),np.float64(14.582888820257553)
7,np.float64(216.7716002927614),np.float64(-30.131841910322596),np.float64(-14.473699241195423),np.float64(14.603738132416984)
8,np.float64(216.77160029276112),np.float64(-30.131841910322706),np.float64(-14.473699241195456),np.float64(14.662872365752794)
9,np.float64(216.77160029276058),np.float64(-30.13184191032278),np.float64(-14.473699241195355),np.float64(14.650419422166502)
10,np.float64(216.77160029276058),np.float64(-30.13184191032277),np.float64(-14.473699241195348),np.float64(14.718900694862747)
11,np.float64(216.7716002927604),np.float64(-30.131841910322812),np.float64(-14.473699241195376),np.float64(14.805114496801707)
12,np.float64(216.77160029276112),np.float64(-30.131841910322887),np.float64(-14.473699241195312),np.float64(14.818876494057871)
13,np.float64(216.7716002927612),np.float64(-30.131841910322994),np.float64(-14.473699241195256),np.float64(14.812606497733972)
14,np.float64(216.77160029276035),np.float64(-30.131841910322976),np.float64(-14.473699241195131),np.float64(14.822067288697934)
15,np.float64(216.7716002927612),np.float64(-30.13184191032311),np.float64(-14.473699241195263),np.float64(14.848130004010773)
16,np.float64(216.77160029276115),np.float64(-30.13184191032314),np.float64(-14.473699241195245),np.float64(14.886862035513504)
17,np.float64(216.77160029276104),np.float64(-30.131841910323136),np.float64(-14.473699241195343),np.float64(14.904235985791695)
18,np.float64(216.77160029276092),np.float64(-30.131841910323146),np.float64(-14.47369924119532),np.float64(14.882346528767584)
19,np.float64(216.77160029276064),np.float64(-30.131841910323075),np.float64(-14.473699241195192),np.float64(14.865416727637813)
20,np.float64(216.77160029276115),np.float64(-30.131841910323153),np.float64(-14.473699241195252),np.float64(14.875935357741763)
21,np.float64(216.77160029276092),np.float64(-30.131841910323267),np.float64(-14.473699241195115),np.float64(14.89891084199507)
22,np.float64(216.77160029276078),np.float64(-30.131841910323185),np.float64(-14.473699241195172),np.float64(14.922185434857681)
23,np.float64(216.77160029276033),np.float64(-30.13184191032312),np.float64(-14.473699241195124),np.float64(14.92943876366251)
24,np.float64(216.7716002927607),np.float64(-30.131841910323086),np.float64(-14.473699241195215),np.float64(14.901238667703138)
25,np.float64(216.77160029276004),np.float64(-30.131841910322986),np.float64(-14.473699241195122),np.float64(14.87665213494797)
26,np.float64(216.7716002927603),np.float64(-30.131841910322933),np.float64(-14.473699241195153),np.float64(14.90088730307464)
27,np.float64(216.7716002927604),np.float64(-30.13184191032287),np.float64(-14.47369924119522),np.float64(14.92790613178134)
28,np.float64(216.77160029276098),np.float64(-30.131841910322947),np.float64(-14.473699241195257),np.float64(14.928659858226506)
29,np.float64(216.7716002927612),np.float64(-30.131841910322983),np.float64(-14.47369924119529),np.float64(14.918731149009334)
30,np.float64(216.77160029276132),np.float64(-30.13184191032304),np.float64(-14.47369924119537),np.float64(14.920373339599493)
31,np.float64(216.7716002927616),np.float64(-30.131841910323047),np.float64(-14.473699241195341),np.float64(14.907323936316322)
32,np.float64(216.77160029276172),np.float64(-30.131841910323082),np.float64(-14.473699241195257),np.float64(14.886499820618317)
33,np.float64(216.77160029276183),np.float64(-30.13184191032315),np.float64(-14.473699241195163),np.float64(14.917679890790664)
34,np.float64(216.77160029276132),np.float64(-30.13184191032297),np.float64(-14.47369924119521),np.float64(14.954770571918171)
35,np.float64(216.77160029276183),np.float64(-30.131841910323),np.float64(-14.47369924119513),np.float64(14.935069632293384)
36,np.float64(216.77160029276266),np.float64(-30.131841910322933),np.float64(-14.473699241195204),np.float64(14.894674513430584)
37,np.float64(216.77160029276223),np.float64(-30.13184191032283),np.float64(-14.473699241195256),np.float64(14.898056266457292)
38,np.float64(216.7716002927624),np.float64(-30.131841910322724),np.float64(-14.473699241195254),np.float64(14.928531131991901)
39,np.float64(216.77160029276257),np.float64(-30.131841910322724),np.float64(-14.473699241195277),np.float64(14.922993270791295)
40,np.float64(216.77160029276234),np.float64(-30.13184191032263),np.float64(-14.473699241195359),np.float64(14.918483582292671)
41,np.float64(216.77160029276197),np.float64(-30.13184191032262),np.float64(-14.473699241195433),np.float64(14.944465189956588)
42,np.float64(216.77160029276212),np.float64(-30.131841910322713),np.float64(-14.473699241195401),np.float64(14.934202998378826)
43,np.float64(216.77160029276183),np.float64(-30.131841910322656),np.float64(-14.47369924119539),np.float64(14.894326602283435)
44,np.float64(216.77160029276178),np.float64(-30.1318419103226),np.float64(-14.473699241195314),np.float64(14.89342449444098)
45,np.float64(216.77160029276087),np.float64(-30.131841910322528),np.float64(-14.47369924119518),np.float64(14.940439783166731)
46,np.float64(216.7716002927615),np.float64(-30.131841910322635),np.float64(-14.473699241195245),np.float64(14.950100649885883)
47,np.float64(216.7716002927603),np.float64(-30.131841910322485),np.float64(-14.473699241195211),np.float64(14.913381802704576)
48,np.float64(216.77160029276007),np.float64(-30.131841910322414),np.float64(-14.473699241195222),np.float64(14.911197688990802)
49,np.float64(216.77160029276104),np.float64(-30.131841910322485),np.float64(-14.473699241195323),np.float64(14.928666689182693)
50,np.float64(216.77160029276067),np.float64(-30.131841910322436),np.float64(-14.47369924119537),np.float64(14.913887925255827)
51,np.float64(216.77160029276075),np.float64(-30.131841910322432),np.float64(-14.473699241195414),np.float64(14.906443976614778)
