t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(516.5141941810191),np.float64(-43.515426406607254),np.float64(97.86802886474055),np.float64(41.84751839299247),np.float64(4.440892098500626e-16)
1,np.float64(516.5141941810202),np.float64(-43.51542640660794),np.float64(97.86802886473991),np.float64(46.101492937184425),np.float64(8.881784197001252e-16)
2,np.float64(516.5141941810207),np.float64(-43.51542640660787),np.float64(97.86802886474014),np.float64(50.51252391896212),np.float64(8.881784197001252e-16)
3,np.float64(516.5141941810226),np.float64(-43.5154264066077),np.float64(97.86802886474058),np.float64(74.85398412538883),np.float64(1.7763568394002505e-15)
4,np.float64(516.5141941810235),np.float64(-43.515426406608704),np.float64(97.86802886474035),np.float64(87.76395129184098),np.float64(3.552713678800501e-15)
5,np.float64(516.5141941810227),np.float64(-43.515426406610025),np.float64(97.86802886473913),np.float64(125.79261024443834),np.float64(7.105427357601002e-15)
6,np.float64(516.5141941810223),np.float64(-43.51542640660999),np.float64(97.86802886473909),np.float64(182.46543284829247),np.float64(3.552713678800501e-15)
7,np.float64(516.5141941810222),np.float64(-43.51542640661037),np.float64(97.86802886473872),np.float64(226.84106337708056),np.float64(7.105427357601002e-15)
8,np.float64(516.5141941810225),np.float64(-43.51542640660942),np.float64(97.86802886473903),np.float64(238.61805722640352),np.float64(1.4210854715202004e-14)
9,np.float64(516.5141941810215),np.float64(-43.51542640660855),np.float64(97.86802886473879),np.float64(238.877596881498),np.float64(1.4210854715202004e-14)
10,np.float64(516.514194181023),np.float64(-43.51542640660891),np.float64(97.86802886473887),np.float64(239.13905486504385),np.float64(7.105427357601002e-15)
11,np.float64(516.5141941810215),np.float64(-43.51542640660881),np.float64(97.86802886473932),np.float64(239.61658963410076),np.float64(1.4210854715202004e-14)
12,np.float64(516.5141941810223),np.float64(-43.515426406609144),np.float64(97.86802886473933),np.float64(240.15622070218365),np.float64(2.842170943040401e-14)
13,np.float64(516.514194181023),np.float64(-43.515426406608974),np.float64(97.86802886473954),np.float64(240.61928253164004),np.float64(1.4210854715202004e-14)
14,np.float64(516.5141941810232),np.float64(-43.51542640660875),np.float64(97.86802886473974),np.float64(241.03710802854445),np.float64(1.4210854715202004e-14)
15,np.float64(516.5141941810238),np.float64(-43.51542640661002),np.float64(97.86802886473941),np.float64(241.5711935136554),np.float64(1.4210854715202004e-14)
16,np.float64(516.5141941810222),np.float64(-43.51542640661011),np.float64(97.86802886473893),np.float64(242.19307992076827),np.float64(2.842170943040401e-14)
17,np.float64(516.5141941810218),np.float64(-43.51542640660964),np.float64(97.86802886473903),np.float64(242.75278833173834),np.float64(2.842170943040401e-14)
18,np.float64(516.5141941810224),np.float64(-43.515426406609556),np.float64(97.86802886473909),np.float64(243.40490354483887),np.float64(1.4210854715202004e-14)
19,np.float64(516.5141941810245),np.float64(-43.515426406609606),np.float64(97.86802886473937),np.float64(244.14257304394718),np.float64(2.842170943040401e-14)
20,np.float64(516.5141941810248),np.float64(-43.51542640660983),np.float64(97.86802886473944),np.float64(244.52578092903278),np.float64(7.105427357601002e-15)
21,np.float64(516.5141941810245),np.float64(-43.51542640661237),np.float64(97.86802886473781),np.float64(244.88040535667517),np.float64(1.7763568394002505e-15)
22,np.float64(516.5141941810236),np.float64(-43.51542640661179),np.float64(97.86802886473774),np.float64(245.08408688792665),np.float64(2.842170943040401e-14)
23,np.float64(516.5141941810249),np.float64(-43.51542640661334),np.float64(97.86802886473738),np.float64(245.21563663017935),np.float64(7.105427357601002e-15)
24,np.float64(516.5141941810261),np.float64(-43.51542640661219),np.float64(97.86802886473865),np.float64(245.33644963541357),np.float64(2.842170943040401e-14)
25,np.float64(516.5141941810272),np.float64(-43.515426406613),np.float64(97.86802886473832),np.float64(245.3956663477406),np.float64(7.105427357601002e-15)
26,np.float64(516.514194181027),np.float64(-43.51542640661328),np.float64(97.86802886473842),np.float64(245.45425811507573),np.float64(7.105427357601002e-15)
27,np.float64(516.5141941810276),np.float64(-43.51542640661375),np.float64(97.86802886473878),np.float64(245.49517962164796),np.float64(7.105427357601002e-15)
28,np.float64(516.5141941810277),np.float64(-43.51542640661514),np.float64(97.86802886473761),np.float64(245.525243100821),np.float64(1.7763568394002505e-15)
29,np.float64(516.5141941810259),np.float64(-43.51542640661607),np.float64(97.86802886473637),np.float64(245.5539748620461),np.float64(7.105427357601002e-15)
30,np.float64(516.5141941810248),np.float64(-43.51542640661485),np.float64(97.86802886473664),np.float64(245.57671134562798),np.float64(7.105427357601002e-15)
31,np.float64(516.5141941810248),np.float64(-43.51542640661599),np.float64(97.86802886473579),np.float64(245.59437462152985),np.float64(1.7763568394002505e-15)
32,np.float64(516.5141941810241),np.float64(-43.515426406614445),np.float64(97.86802886473627),np.float64(245.61245925810815),np.float64(2.842170943040401e-14)
33,np.float64(516.5141941810248),np.float64(-43.51542640661628),np.float64(97.86802886473599),np.float64(245.6256256301994),np.float64(7.105427357601002e-15)
