t,H,Q2_re,Q2_im,generator_norm
0,np.float64(952.5817908415706),np.float64(-60.70936276296436),np.float64(77.0369196008443),np.float64(27.801327142538707)
1,np.float64(952.5817908415704),np.float64(-60.70936276296457),np.float64(77.03691960084318),np.float64(27.338074593238424)
2,np.float64(952.581790841568),np.float64(-60.709362762964524),np.float64(77.03691960084281),np.float64(28.069924362437792)
3,np.float64(952.5817908415651),np.float64(-60.709362762964055),np.float64(77.03691960084271),np.float64(29.09736501347117)
4,np.float64(952.5817908415679),np.float64(-60.70936276296475),np.float64(77.03691960084228),np.float64(29.461944637967758)
5,np.float64(952.5817908415682),np.float64(-60.70936276296425),np.float64(77.03691960084281),np.float64(29.559676849538928)
6,np.float64(952.5817908415685),np.float64(-60.70936276296416),np.float64(77.03691960084308),np.float64(29.60844146625636)
7,np.float64(952.5817908415654),np.float64(-60.7093627629641),np.float64(77.03691960084329),np.float64(29.669658024646854)
8,np.float64(952.5817908415689),np.float64(-60.70936276296342),np.float64(77.0369196008427),np.float64(29.747108266768432)
9,np.float64(952.5817908415672),np.float64(-60.70936276296307),np.float64(77.03691960084284),np.float64(29.777279982877634)
10,np.float64(952.5817908415663),np.float64(-60.70936276296343),np.float64(77.03691960084257),np.float64(29.72709244114948)
11,np.float64(952.5817908415661),np.float64(-60.70936276296351),np.float64(77.03691960084184),np.float64(29.548333691565436)
12,np.float64(952.5817908415631),np.float64(-60.70936276296327),np.float64(77.03691960084143),np.float64(29.372445942998308)
13,np.float64(952.5817908415655),np.float64(-60.70936276296308),np.float64(77.03691960084205),np.float64(29.53382392284715)
14,np.float64(952.5817908415615),np.float64(-60.7093627629627),np.float64(77.03691960084176),np.float64(30.004250744392404)
15,np.float64(952.5817908415593),np.float64(-60.70936276296196),np.float64(77.0369196008415),np.float64(30.271192883267183)
16,np.float64(952.5817908415601),np.float64(-60.70936276296113),np.float64(77.03691960084141),np.float64(30.365856218952484)
17,np.float64(952.5817908415605),np.float64(-60.70936276296139),np.float64(77.03691960084114),np.float64(30.395016202313887)
18,np.float64(952.5817908415605),np.float64(-60.70936276296145),np.float64(77.036919600841),np.float64(30.391669877354758)
19,np.float64(952.5817908415607),np.float64(-60.70936276296088),np.float64(77.03691960084149),np.float64(30.39683294103887)
20,np.float64(952.5817908415593),np.float64(-60.709362762960986),np.float64(77.03691960084117),np.float64(30.424647315541485)
21,np.float64(952.5817908415586),np.float64(-60.70936276296099),np.float64(77.03691960084105),np.float64(30.460984069819023)
22,np.float64(952.5817908415569),np.float64(-60.70936276296074),np.float64(77.03691960084086),np.float64(30.502512228615426)
23,np.float64(952.5817908415538),np.float64(-60.70936276296051),np.float64(77.03691960084063),np.float64(30.532563367749994)
24,np.float64(952.5817908415556),np.float64(-60.70936276296054),np.float64(77.03691960084086),np.float64(30.549496887310077)
25,np.float64(952.5817908415536),np.float64(-60.709362762960424),np.float64(77.03691960084075),np.float64(30.55196171255047)
26,np.float64(952.5817908415515),np.float64(-60.709362762960794),np.float64(77.03691960084065),np.float64(30.53848404041636)
27,np.float64(952.5817908415538),np.float64(-60.70936276296072),np.float64(77.0369196008402),np.float64(30.5133881276414)
28,np.float64(952.5817908415547),np.float64(-60.70936276296074),np.float64(77.03691960083984),np.float64(30.4857443477852)
29,np.float64(952.5817908415518),np.float64(-60.70936276296074),np.float64(77.0369196008398),np.float64(30.454399754610417)
30,np.float64(952.5817908415506),np.float64(-60.709362762960794),np.float64(77.03691960083961),np.float64(30.446490215768396)
31,np.float64(952.5817908415502),np.float64(-60.70936276296086),np.float64(77.03691960083944),np.float64(30.46859116794498)
32,np.float64(952.5817908415495),np.float64(-60.70936276296108),np.float64(77.03691960083921),np.float64(30.537756803640885)
33,np.float64(952.5817908415459),np.float64(-60.709362762960986),np.float64(77.03691960083896),np.float64(30.62379189021649)
34,np.float64(952.5817908415457),np.float64(-60.70936276296087),np.float64(77.03691960083923),np.float64(30.69367353181825)
35,np.float64(952.5817908415466),np.float64(-60.70936276296126),np.float64(77.03691960083947),np.float64(30.729063740041383)
36,np.float64(952.5817908415493),np.float64(-60.70936276296115),np.float64(77.03691960083951),np.float64(30.728715875305426)
37,np.float64(952.5817908415461),np.float64(-60.70936276296156),np.float64(77.03691960083961),np.float64(30.707298041391233)
38,np.float64(952.5817908415443),np.float64(-60.70936276296176),np.float64(77.03691960083916),np.float64(30.686738316719833)
39,np.float64(952.5817908415461),np.float64(-60.70936276296172),np.float64(77.03691960083904),np.float64(30.6800182859344)
