t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(350.61711763407357),np.float64(-38.10891750631549),np.float64(31.334408266649998),np.float64(34.61658638985594),np.float64(4.440892098500626e-16)
1,np.float64(350.6171176340739),np.float64(-38.10891750631572),np.float64(31.33440826664974),np.float64(36.38870291556943),np.float64(8.881784197001252e-16)
2,np.float64(350.61711763407493),np.float64(-38.108917506316),np.float64(31.33440826664986),np.float64(48.68413515206887),np.float64(8.881784197001252e-16)
3,np.float64(350.6171176340748),np.float64(-38.10891750631611),np.float64(31.334408266649568),np.float64(72.6072660347222),np.float64(3.552713678800501e-15)
4,np.float64(350.61711763407277),np.float64(-38.10891750631548),np.float64(31.3344082666501),np.float64(99.705128098603),np.float64(7.105427357601002e-15)
5,np.float64(350.61711763407277),np.float64(-38.10891750631577),np.float64(31.33440826664983),np.float64(116.8795822964723),np.float64(3.552713678800501e-15)
6,np.float64(350.61711763407254),np.float64(-38.108917506316146),np.float64(31.33440826665001),np.float64(138.30238791993236),np.float64(7.105427357601002e-15)
7,np.float64(350.617117634073),np.float64(-38.10891750631641),np.float64(31.334408266649746),np.float64(143.6389092364841),np.float64(7.105427357601002e-15)
8,np.float64(350.6171176340731),np.float64(-38.10891750631595),np.float64(31.334408266649717),np.float64(156.81210454731018),np.float64(1.4210854715202004e-14)
9,np.float64(350.61711763407334),np.float64(-38.108917506316004),np.float64(31.334408266649362),np.float64(160.92862589188906),np.float64(7.105427357601002e-15)
10,np.float64(350.61711763407374),np.float64(-38.108917506315976),np.float64(31.33440826664946),np.float64(162.40634957064796),np.float64(7.105427357601002e-15)
11,np.float64(350.6171176340741),np.float64(-38.10891750631613),np.float64(31.334408266649575),np.float64(164.28467409527892),np.float64(3.552713678800501e-15)
12,np.float64(350.617117634074),np.float64(-38.108917506316715),np.float64(31.33440826664868),np.float64(167.44511429077014),np.float64(7.105427357601002e-15)
13,np.float64(350.61711763407396),np.float64(-38.10891750631644),np.float64(31.33440826664878),np.float64(168.89437770683315),np.float64(1.4210854715202004e-14)
14,np.float64(350.61711763407504),np.float64(-38.10891750631615),np.float64(31.334408266650314),np.float64(169.27591493423404),np.float64(7.105427357601002e-15)
15,np.float64(350.61711763407584),np.float64(-38.10891750631557),np.float64(31.334408266652005),np.float64(169.46898396662198),np.float64(7.105427357601002e-15)
16,np.float64(350.6171176340748),np.float64(-38.10891750631519),np.float64(31.334408266652087),np.float64(169.62601394417854),np.float64(1.4210854715202004e-14)
17,np.float64(350.61711763407527),np.float64(-38.10891750631585),np.float64(31.33440826665219),np.float64(169.7890429852236),np.float64(1.4210854715202004e-14)
18,np.float64(350.6171176340765),np.float64(-38.108917506316004),np.float64(31.33440826665211),np.float64(169.97260639280012),np.float64(1.4210854715202004e-14)
19,np.float64(350.61711763407664),np.float64(-38.10891750631516),np.float64(31.334408266653625),np.float64(170.17728503876202),np.float64(1.4210854715202004e-14)
20,np.float64(350.6171176340769),np.float64(-38.108917506315365),np.float64(31.334408266653867),np.float64(170.39372206885778),np.float64(1.4210854715202004e-14)
21,np.float64(350.61711763407635),np.float64(-38.108917506314796),np.float64(31.334408266653607),np.float64(170.60282206247837),np.float64(7.105427357601002e-15)
22,np.float64(350.6171176340765),np.float64(-38.10891750631584),np.float64(31.334408266652773),np.float64(170.77963407153578),np.float64(3.552713678800501e-15)
23,np.float64(350.6171176340776),np.float64(-38.10891750631691),np.float64(31.334408266651955),np.float64(170.90699419288973),np.float64(3.552713678800501e-15)
24,np.float64(350.61711763407845),np.float64(-38.1089175063172),np.float64(31.33440826665203),np.float64(170.9908834626365),np.float64(7.105427357601002e-15)
25,np.float64(350.61711763407834),np.float64(-38.108917506317546),np.float64(31.33440826665162),np.float64(171.0538445138391),np.float64(7.105427357601002e-15)
26,np.float64(350.6171176340789),np.float64(-38.1089175063173),np.float64(31.334408266651813),np.float64(171.11049488674794),np.float64(7.105427357601002e-15)
27,np.float64(350.6171176340799),np.float64(-38.10891750631687),np.float64(31.334408266652915),np.float64(171.16151861619065),np.float64(7.105427357601002e-15)
28,np.float64(350.6171176340805),np.float64(-38.10891750631698),np.float64(31.334408266652645),np.float64(171.2020119267996),np.float64(7.105427357601002e-15)
29,np.float64(350.6171176340812),np.float64(-38.108917506317304),np.float64(31.33440826665279),np.float64(171.23105505455828),np.float64(7.105427357601002e-15)
30,np.float64(350.6171176340814),np.float64(-38.10891750631714),np.float64(31.334408266652744),np.float64(171.25747153900122),np.float64(7.105427357601002e-15)
31,np.float64(350.6171176340815),np.float64(-38.10891750631731),np.float64(31.334408266652915),np.float64(171.28726505053478),np.float64(7.105427357601002e-15)
32,np.float64(350.617117634082),np.float64(-38.10891750631737),np.float64(31.33440826665277),np.float64(171.31743763809544),np.float64(7.105427357601002e-15)
33,np.float64(350.6171176340831),np.float64(-38.108917506317546),np.float64(31.334408266652744),np.float64(171.34290696887427),np.float64(7.105427357601002e-15)
34,np.float64(350.6171176340837),np.float64(-38.10891750631771),np.float64(31.33440826665289),np.float64(171.3606930857407),np.float64(7.105427357601002e-15)
35,np.float64(350.6171176340838),np.float64(-38.10891750631756),np.float64(31.334408266653),np.float64(171.37413114955297),np.float64(7.105427357601002e-15)
36,np.float64(350.6171176340838),np.float64(-38.108917506317574),np.float64(31.334408266652765),np.float64(171.38912209727826),np.float64(7.105427357601002e-15)
37,np.float64(350.6171176340838),np.float64(-38.108917506317525),np.float64(31.33440826665248),np.float64(171.40622862709174),np.float64(1.4210854715202004e-14)
38,np.float64(350.617117634084),np.float64(-38.10891750631782),np.float64(31.33440826665249),np.float64(171.4220228697878),np.float64(1.4210854715202004e-14)
39,np.float64(350.6171176340834),np.float64(-38.10891750631728),np.float64(31.334408266652243),np.float64(171.43449791899332),np.float64(1.4210854715202004e-14)
40,np.float64(350.617117634084),np.float64(-38.10891750631745),np.float64(31.334408266651835),np.float64(171.44477548897896),np.float64(1.4210854715202004e-14)
41,np.float64(350.61711763408425),np.float64(-38.108917506317795),np.float64(31.334408266651693),np.float64(171.45451612875218),np.float64(7.105427357601002e-15)
42,np.float64(350.61711763408437),np.float64(-38.108917506318186),np.float64(31.33440826665165),np.float64(171.46413660943597),np.float64(7.105427357601002e-15)
