step,base_Hperp,treat_Hperp,base_Hperp_frac,treat_Hperp_frac,base_PR_M,treat_PR_M,base_amp_std,treat_amp_std
0,2.220446049250313e-16,2.220446049250313e-16,2.2204460492503126e-16,2.2204460492503126e-16,0.4863521866733359,0.4863521866733359,0.2079295183078005,0.2079295183078005
25,0.21948096284914365,2.220446049250313e-16,0.21948096284914384,2.2204460492503017e-16,0.6026830799681493,0.486352186673337,0.13744102169518121,0.20792951830812048
50,0.42175423601921347,0.0,0.42175423601921824,0.0,0.7520572585843414,0.48635218667333574,0.0932743138105068,0.20792951830883458
75,0.6890669290167861,0.0,0.6890669290167935,0.0,0.8308869629739186,0.4863521866733357,0.07284718121629258,0.20792951830976816
100,0.6767661066337338,-4.440892098500626e-16,0.6767661066337409,-4.4408920985005414e-16,0.8583673911879295,0.4863521866733346,0.06926114395918534,0.20792951831064432
125,0.6780140107695893,2.220446049250313e-16,0.6780140107696034,2.220446049250255e-16,0.8535859770385535,0.48635218667333435,0.06376512122830226,0.2079295183111442
150,0.6681695651360642,-2.220446049250313e-16,0.6681695651360824,-2.2204460492502406e-16,0.9253896182989413,0.4863521866733347,0.04755385643231696,0.20792951831106948
200,0.5773182862604986,0.0,0.5773182862605184,0.0,0.939643138758308,0.4863521866733369,0.03959191829122697,0.20792951830971662
300,0.6925898361932722,-2.220446049250313e-16,0.6925898361932863,-2.2204460492501928e-16,0.9719250865732821,0.4863521866733368,0.027072952010425564,0.20792951830893722
500,0.6009758328520624,0.0,0.6009758328520866,0.0,0.9979497598947198,0.4863521866733456,0.007141231884244527,0.20792951830946146
750,0.6027110727138999,0.0,0.6027110727139505,0.0,0.9999529032830253,0.48635218667335406,0.0010833263470734096,0.2079295183095568
1000,0.6060533872393099,0.0,0.6060533872393825,0.0,0.9999973146289995,0.48635218667336594,0.00025914800018084796,0.20792951831015752
1500,0.6054060433174993,0.0,0.6054060433175905,0.0,0.999999987349321,0.4863521866733821,1.77840696870516e-05,0.20792951831155831
2000,0.6054087388661433,2.220446049250313e-16,0.6054087388662541,2.220446049250212e-16,0.9999999999172093,0.48635218667340974,1.4386706149136445e-06,0.2079295183130182
3000,0.6054138204861041,-2.220446049250313e-16,0.6054138204861197,-2.220446049250112e-16,0.9999999999999979,0.48635218667344915,7.386014949449705e-09,0.2079295183152713
4000,0.6054137978569244,-2.220446049250313e-16,0.6054137978569658,-2.2204460492500971e-16,0.9999999999999997,0.4863521866734848,2.8813621416994427e-11,0.2079295183163993
5000,0.6054137979262356,2.220446049250313e-16,0.6054137979262384,2.22044604925011e-16,1.0,0.4863521866735418,7.215970967259663e-14,0.20792951831697443
7500,0.6054137979261393,-2.220446049250313e-16,0.605413797926156,-2.220446049250112e-16,1.0,0.4863521866736654,5.033334169360053e-15,0.20792951831892947
10000,0.6054137979262011,0.0,0.6054137979261754,0.0,0.9999999999999998,0.48635218667381047,2.180394356331213e-15,0.20792951832218995
15000,0.6054137979262217,0.0,0.6054137979261707,0.0,1.0000000000000004,0.4863521866738404,7.517611873999552e-16,0.2079295183250524
20000,0.6054137979263324,0.0,0.605413797926162,0.0,1.0,0.4863521866740377,1.1893061731432538e-14,0.20792951832771636
25000,0.6054137979266183,4.440892098500626e-16,0.6054137979261607,4.440892098500218e-16,1.0,0.48635218667444524,1.2428288493552772e-14,0.20792951832938544
30000,0.6054137979267974,0.0,0.6054137979261629,0.0,1.0000000000000004,0.4863521866747306,9.585555908991844e-15,0.20792951833023587
35000,0.6054137979271068,0.0,0.6054137979261814,0.0,1.0000000000000002,0.48635218667509567,2.090199406813512e-15,0.20792951833094497
40000,0.6054137979273962,2.220446049250313e-16,0.6054137979261681,2.2204460492500794e-16,1.0,0.48635218667552504,2.5237740612181326e-15,0.20792951833143306
