N,M,k,best_residual,edges,runtime_s
14,91,6,2.4126520828976795e-05,"1-6,3-7,4-10,4-13,6-12,7-9",6.5859620571136475
15,105,6,3.418924013939549e-06,"1-13,3-5,3-14,4-7,6-15,11-15",10.324146270751953
16,120,4,0.000306120125569,"2-4,4-10,6-7,8-14",0.2564232349395752
16,120,5,2.055090632690841e-05,"1-11,3-12,5-11,7-12,11-16",0.48410487174987793
16,120,6,2.675371054796007e-06,"1-9,1-13,2-3,2-5,5-9,10-13",15.384829044342041
