t,H,Q2_re,Q2_im,generator_norm
0,np.float64(208.6148710270966),np.float64(-30.77831436845718),np.float64(21.787176969285944),np.float64(13.36515421829063)
1,np.float64(208.61487102709697),np.float64(-30.778314368457202),np.float64(21.787176969285973),np.float64(13.854662357031987)
2,np.float64(208.61487102709728),np.float64(-30.77831436845731),np.float64(21.787176969286),np.float64(13.917252389685038)
3,np.float64(208.61487102709782),np.float64(-30.778314368457366),np.float64(21.787176969285895),np.float64(14.204228674663808)
4,np.float64(208.61487102709785),np.float64(-30.778314368457604),np.float64(21.78717696928581),np.float64(14.493635296278136)
5,np.float64(208.61487102709808),np.float64(-30.778314368457675),np.float64(21.787176969285714),np.float64(14.487929341076567)
6,np.float64(208.61487102709802),np.float64(-30.7783143684576),np.float64(21.787176969285717),np.float64(14.418534013294261)
7,np.float64(208.61487102709853),np.float64(-30.77831436845768),np.float64(21.787176969285618),np.float64(14.465592858270458)
8,np.float64(208.61487102709862),np.float64(-30.77831436845771),np.float64(21.787176969285706),np.float64(14.670755855777795)
9,np.float64(208.61487102709893),np.float64(-30.77831436845787),np.float64(21.787176969285767),np.float64(14.788550582674851)
10,np.float64(208.61487102709958),np.float64(-30.77831436845798),np.float64(21.787176969285618),np.float64(14.740959042672719)
11,np.float64(208.61487102709944),np.float64(-30.778314368458066),np.float64(21.78717696928547),np.float64(14.694963567158604)
12,np.float64(208.61487102709958),np.float64(-30.778314368458094),np.float64(21.78717696928546),np.float64(14.705814388624773)
13,np.float64(208.61487102709964),np.float64(-30.77831436845799),np.float64(21.78717696928554),np.float64(14.743542138798313)
14,np.float64(208.61487102709964),np.float64(-30.778314368457934),np.float64(21.787176969285653),np.float64(14.831199658743607)
15,np.float64(208.6148710270998),np.float64(-30.77831436845785),np.float64(21.787176969285724),np.float64(14.88515756926891)
16,np.float64(208.61487102709998),np.float64(-30.778314368457877),np.float64(21.787176969285657),np.float64(14.858112273237117)
17,np.float64(208.61487102709958),np.float64(-30.778314368457764),np.float64(21.78717696928549),np.float64(14.79657508447999)
18,np.float64(208.6148710271001),np.float64(-30.77831436845772),np.float64(21.787176969285508),np.float64(14.778730911771948)
19,np.float64(208.6148710271006),np.float64(-30.778314368457817),np.float64(21.78717696928554),np.float64(14.8469670402359)
20,np.float64(208.6148710271006),np.float64(-30.778314368457792),np.float64(21.78717696928556),np.float64(14.90595918216966)
21,np.float64(208.61487102710063),np.float64(-30.778314368457842),np.float64(21.78717696928559),np.float64(14.894728874983718)
22,np.float64(208.6148710271005),np.float64(-30.778314368457963),np.float64(21.787176969285433),np.float64(14.84982446597195)
23,np.float64(208.61487102710038),np.float64(-30.778314368457988),np.float64(21.78717696928536),np.float64(14.828200206414841)
24,np.float64(208.6148710271001),np.float64(-30.778314368458155),np.float64(21.787176969285248),np.float64(14.84619232051934)
25,np.float64(208.61487102710078),np.float64(-30.77831436845822),np.float64(21.787176969285174),np.float64(14.877567114405602)
26,np.float64(208.61487102710015),np.float64(-30.778314368458112),np.float64(21.787176969285145),np.float64(14.899869004679298)
27,np.float64(208.6148710271005),np.float64(-30.778314368458233),np.float64(21.78717696928513),np.float64(14.912618673877782)
28,np.float64(208.6148710271006),np.float64(-30.77831436845826),np.float64(21.787176969284953),np.float64(14.87362097614871)
29,np.float64(208.61487102710046),np.float64(-30.77831436845821),np.float64(21.7871769692849),np.float64(14.820105097089456)
30,np.float64(208.6148710270999),np.float64(-30.778314368458187),np.float64(21.787176969284804),np.float64(14.847759019640012)
31,np.float64(208.61487102710004),np.float64(-30.778314368458133),np.float64(21.787176969284914),np.float64(14.90430678208216)
