filename	size_bytes	md5
nontrivial_quadratic_closure_complex_phase_born_interpretation_ja.md	40518	541c7d4141aca42c05775ac712cec6a7
nontrivial_quadratic_closure_complex_phase_born_interpretation_ja.tex	53056	e05207ea9221f06c2542b5943f5109fe
nontrivial_quadratic_closure_complex_phase_born_interpretation_ja.pdf	342959	e104ed8497c6364527c5542a7678b304
nontrivial_quadratic_closure_complex_phase_born_interpretation_en.md	41931	5747b464e084b6174911a1a87743e45d
nontrivial_quadratic_closure_complex_phase_born_interpretation_en.tex	52971	3883f04cea4b393228532bdaff410dc7
nontrivial_quadratic_closure_complex_phase_born_interpretation_en.pdf	344965	d674eda61f95d0d2044f7593fb4c3365
