abs_delta_theta_over_pi,count
1.5930028494121066e-05,1
3.0137830341207748e-05,1
4.882825609627763e-05,1
6.026096526311464e-05,1
8.660800120370861e-05,1
9.111992424528971e-05,1
0.0001337768163474774,1
0.0002248967405927671,1
0.00031555731127836506,1
0.000362896974402703,1
0.00038613117222936934,1
0.00040917453415104885,1
0.0005104992629896392,1
0.0005912887513785647,1
0.0006263112807530487,1
0.0006463034590877317,1
0.0008777061862318135,1
0.0009618607703660968,1
0.001009195759254544,1
0.0010324346313169597,1
0.0011429725756020215,1
0.0011630738679773342,1
0.0012340924998473111,1
0.001265201269957405,1
0.001347991942595466,1
0.0014689949376103782,1
0.001558865595473086,1
0.0016013195318576648,1
0.0016352492300566227,1
0.0017707684285835747,1
0.0019291065051115822,1
0.002108149087555298,1
0.002126640573572218,1
0.002140684843757301,1
0.0022505700281292996,1
0.002294181119785293,1
0.00252681601598667,1
0.002612423279294063,1
0.002635073609228487,1
0.0026443667381899996,1
0.002661251535390341,1
0.002761069291118656,1
0.0028075216130340843,1
0.0029338422965607676,1
0.0029399358649415644,1
0.003096927804822939,1
0.00311285783331706,1
0.003173119475074402,1
0.0032001574748675462,1
0.0032281639150482837,1
0.0032885173273444817,1
0.0034886767863527668,1
0.0035137861705322945,1
0.0035365877817465554,1
0.003699874933695157,1
0.0037217457488644854,1
0.003742004375615107,1
0.0037518835792056224,1
0.0037990165903339793,1
0.003807440606167334,1
0.003816717372288628,1
0.0038264687556205245,1
0.0039108662743247554,1
0.003950494188636106,1
0.004041614112881395,1
0.004128135547844335,1
0.004247672509350757,1
0.004296500765447035,1
0.0043130345002430496,1
0.004339812963629466,1
0.004343172330584187,1
0.004495642962339067,1
0.004605463161836071,1
0.0046668197318516244,1
0.004712918040761654,1
0.0047294246986249,1
0.004761714182800564,1
0.004774439006932066,1
0.004858389130798092,1
0.004862948801672491,1
0.004874319159292142,1
0.005028475352040089,1
0.005089996318210431,1
0.005101702732819165,1
0.005190740686474863,1
0.0052208785168160006,1
0.005238704676335426,1
0.005267563664949211,1
0.0052834936934433325,1
0.005408185789693147,1
0.005419493431351722,1
0.00549447903678114,1
0.005562496789312009,1
0.0055782090347509085,1
0.005640426744104442,1
0.0056747788111278915,1
0.00574067867601331,1
0.005971671323463341,1
0.0059733816052635995,1
0.0060495866184631375,1
0.006060909983357261,1
0.00611089849207378,1
0.006244675308421328,1
0.006335795232666618,1
0.006447962051184906,1
0.006583787056476747,1
0.006596799159161535,1
0.006633515586569495,1
0.006649445615063616,1
0.006726506442723061,1
0.006813114443926769,1
0.006837573786180199,1
0.007054742661408274,1
0.00713903018937311,1
0.007208261374110232,1
0.0072405367710647,1
0.007299419687690814,2
0.0073737914368149,1
0.0073801151761409035,1
0.007435578827280561,1
0.007491603294423732,1
0.007507315539862349,1
0.007532218865953346,1
