step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13,takagi_r14
10,0.34068953275413155,0.31496228872359605,0.29930014217405426,0.2787308101529654,0.2609753737174889,0.2491173075246602,0.24383173680283102,0.2265832196730068,0.20797768728821936,0.19058466153951437,0.1349092185508866,0.126421940785238,0.07392140176227653,3.6247855953791306e-09
11,0.3406895327541307,0.31496228872359533,0.29930014217405415,0.27873081015296464,0.2609753737174887,0.2491173075246593,0.24383173680283093,0.22658321967300724,0.2079776872882193,0.1905846615395122,0.13490921855088442,0.1264219407852374,0.07392140176227693,3.222290579482358e-09
12,0.3406895327541304,0.3149622887235952,0.2993001421740544,0.2787308101529644,0.2609753737174889,0.24911730752465883,0.24383173680283124,0.22658321967300807,0.20797768728821953,0.19058466153951042,0.13490921855088248,0.126421940785237,0.0739214017622774,1.797978246552745e-09
13,0.34068953275413033,0.31496228872359533,0.299300142174055,0.27873081015296436,0.26097537371748925,0.2491173075246585,0.24383173680283168,0.22658321967300893,0.20797768728821994,0.1905846615395087,0.1349092185508805,0.12642194078523666,0.07392140176227784,2.231396010416901e-09
14,0.3406895327541298,0.3149622887235951,0.2993001421740549,0.27873081015296386,0.26097537371748913,0.2491173075246579,0.24383173680283177,0.2265832196730095,0.2079776872882201,0.19058466153950673,0.1349092185508784,0.12642194078523614,0.0739214017622779,1.7243000203617486e-09
15,0.3406895327541303,0.31496228872359555,0.2993001421740558,0.2787308101529641,0.26097537371748986,0.24911730752465797,0.24383173680283263,0.22658321967301065,0.2079776872882207,0.19058466153950537,0.13490921855087656,0.12642194078523594,0.07392140176227796,2.2612969018218875e-09
16,0.34068953275413044,0.314962288723596,0.29930014217405654,0.2787308101529643,0.2609753737174904,0.24911730752465785,0.2438317368028333,0.22658321967301168,0.2079776872882213,0.19058466153950382,0.13490921855087468,0.1264219407852355,0.07392140176227825,2.474780604656288e-09
17,0.3406895327541302,0.31496228872359583,0.29930014217405676,0.27873081015296386,0.2609753737174906,0.24911730752465738,0.24383173680283363,0.22658321967301234,0.20797768728822158,0.190584661539502,0.1349092185508727,0.12642194078523503,0.0739214017622781,2.5737350184955988e-09
18,0.3406895327541305,0.3149622887235962,0.2993001421740575,0.2787308101529639,0.2609753737174911,0.24911730752465727,0.24383173680283418,0.2265832196730133,0.20797768728822202,0.19058466153950043,0.13490921855087087,0.12642194078523475,0.07392140176227799,2.294082931925074e-09
19,0.34068953275412944,0.31496228872359555,0.29930014217405737,0.27873081015296286,0.26097537371749085,0.2491173075246562,0.24383173680283401,0.22658321967301331,0.2079776872882217,0.19058466153949816,0.13490921855086835,0.12642194078523394,0.0739214017622775,3.4531140192330675e-09
20,0.34068953275412867,0.3149622887235951,0.29930014217405704,0.27873081015296225,0.2609753737174905,0.24911730752465533,0.24383173680283396,0.2265832196730136,0.20797768728822152,0.190584661539496,0.1349092185508661,0.12642194078523297,0.0739214017622773,1.508260836606941e-09
21,0.3406895327541286,0.3149622887235954,0.2993001421740576,0.27873081015296225,0.2609753737174909,0.24911730752465508,0.2438317368028345,0.2265832196730144,0.20797768728822183,0.19058466153949438,0.13490921855086413,0.12642194078523242,0.07392140176227688,3.1805964508096734e-09
22,0.3406895327541287,0.31496228872359583,0.29930014217405826,0.2787308101529622,0.2609753737174914,0.24911730752465494,0.24383173680283515,0.22658321967301528,0.2079776872882223,0.19058466153949286,0.13490921855086224,0.12642194078523186,0.07392140176227653,2.2499148008389183e-09
23,0.34068953275412855,0.31496228872359616,0.2993001421740586,0.27873081015296197,0.26097537371749163,0.24911730752465452,0.2438317368028356,0.22658321967301595,0.20797768728822247,0.19058466153949125,0.1349092185508603,0.12642194078523106,0.07392140176227613,1.9674001669322797e-09
24,0.34068953275412817,0.3149622887235962,0.29930014217405887,0.2787308101529616,0.26097537371749185,0.24911730752465405,0.24383173680283596,0.2265832196730164,0.20797768728822258,0.19058466153948922,0.13490921855085825,0.12642194078523028,0.07392140176227519,2.2907835667751047e-09
25,0.34068953275412817,0.31496228872359633,0.2993001421740594,0.2787308101529614,0.26097537371749224,0.24911730752465366,0.24383173680283643,0.22658321967301706,0.20797768728822283,0.19058466153948778,0.13490921855085622,0.12642194078522986,0.07392140176227416,2.3537871157508278e-09
26,0.3406895327541273,0.3149622887235959,0.2993001421740593,0.2787308101529606,0.26097537371749185,0.24911730752465272,0.24383173680283635,0.22658321967301712,0.2079776872882225,0.19058466153948556,0.13490921855085378,0.1264219407852288,0.07392140176227331,3.458554628434687e-09
27,0.34068953275412694,0.31496228872359583,0.2993001421740593,0.27873081015296003,0.26097537371749185,0.24911730752465208,0.24383173680283649,0.22658321967301745,0.20797768728822247,0.1905846615394836,0.13490921855085178,0.1264219407852282,0.07392140176227198,2.843428977920493e-09
28,0.3406895327541267,0.31496228872359616,0.29930014217405954,0.2787308101529598,0.2609753737174921,0.24911730752465167,0.24383173680283693,0.22658321967301795,0.20797768728822275,0.19058466153948184,0.13490921855084975,0.12642194078522706,0.07392140176227117,1.6540464342010106e-09
29,0.34068953275412667,0.31496228872359644,0.29930014217406004,0.2787308101529596,0.26097537371749246,0.24911730752465136,0.24383173680283732,0.22658321967301845,0.2079776872882228,0.19058466153948012,0.13490921855084775,0.1264219407852264,0.07392140176226993,3.0497563675218825e-09
30,0.34068953275412595,0.3149622887235961,0.29930014217405987,0.27873081015295875,0.26097537371749213,0.24911730752465053,0.24383173680283726,0.22658321967301856,0.20797768728822258,0.190584661539478,0.13490921855084562,0.12642194078522526,0.07392140176226857,2.776591540161947e-09
31,0.3406895327541253,0.3149622887235958,0.29930014217405976,0.278730810152958,0.26097537371749197,0.24911730752464978,0.24383173680283735,0.22658321967301873,0.2079776872882224,0.190584661539476,0.1349092185508434,0.12642194078522412,0.0739214017622672,7.239146343388927e-10
32,0.3406895327541249,0.3149622887235958,0.29930014217406,0.2787308101529574,0.2609753737174919,0.2491173075246492,0.24383173680283754,0.226583219673019,0.20797768728822236,0.1905846615394742,0.13490921855084137,0.12642194078522317,0.07392140176226558,1.5135851140420328e-09
33,0.3406895327541249,0.31496228872359616,0.2993001421740603,0.2787308101529573,0.26097537371749224,0.24911730752464883,0.24383173680283798,0.2265832196730195,0.2079776872882225,0.1905846615394726,0.13490921855083945,0.12642194078522237,0.0739214017622639,6.923039159691365e-10
34,0.3406895327541244,0.3149622887235961,0.29930014217406037,0.2787308101529566,0.26097537371749213,0.24911730752464817,0.24383173680283807,0.22658321967301967,0.20797768728822233,0.19058466153947076,0.13490921855083746,0.12642194078522134,0.07392140176226235,2.783182476927373e-09
35,0.3406895327541243,0.3149622887235963,0.29930014217406087,0.2787308101529562,0.26097537371749235,0.24911730752464772,0.2438317368028385,0.22658321967302006,0.20797768728822222,0.19058466153946918,0.1349092185508354,0.12642194078522057,0.07392140176226032,1.8603093322998016e-09
36,0.34068953275412456,0.3149622887235971,0.2993001421740613,0.2787308101529563,0.26097537371749285,0.24911730752464756,0.2438317368028392,0.2265832196730207,0.20797768728822258,0.19058466153946774,0.1349092185508337,0.1264219407852195,0.07392140176225862,2.153080694459791e-09
37,0.34068953275412467,0.3149622887235977,0.29930014217406187,0.2787308101529563,0.26097537371749324,0.24911730752464736,0.24383173680283976,0.22658321967302128,0.20797768728822272,0.19058466153946632,0.13490921855083188,0.1264219407852186,0.0739214017622565,7.936403112509802e-10
38,0.3406895327541244,0.3149622887235979,0.2993001421740621,0.2787308101529559,0.26097537371749335,0.2491173075246468,0.24383173680283998,0.2265832196730215,0.20797768728822266,0.19058466153946457,0.13490921855082977,0.1264219407852175,0.07392140176225422,1.453356407431402e-09
39,0.3406895327541239,0.3149622887235978,0.29930014217406214,0.2787308101529553,0.26097537371749335,0.24911730752464611,0.24383173680284012,0.22658321967302153,0.2079776872882224,0.19058466153946288,0.13490921855082774,0.12642194078521618,0.07392140176225205,2.757726964147669e-09
40,0.3406895327541239,0.31496228872359816,0.2993001421740623,0.2787308101529551,0.2609753737174936,0.24911730752464567,0.24383173680284048,0.22658321967302186,0.20797768728822233,0.1905846615394614,0.13490921855082585,0.12642194078521524,0.07392140176224939,2.07596509019701e-09
41,0.3406895327541235,0.3149622887235981,0.2993001421740624,0.27873081015295426,0.2609753737174935,0.249117307524645,0.24383173680284062,0.2265832196730219,0.20797768728822205,0.1905846615394596,0.1349092185508239,0.12642194078521388,0.07392140176224686,3.3708778965068924e-09
42,0.3406895327541228,0.3149622887235982,0.29930014217406226,0.27873081015295353,0.2609753737174933,0.2491173075246442,0.2438317368028406,0.22658321967302186,0.20797768728822164,0.19058466153945783,0.13490921855082186,0.1264219407852125,0.07392140176224439,3.906530257145885e-09
