t,H,Q2_re,Q2_im,generator_norm
0,np.float64(1512.5466261307813),np.float64(-78.30751143476795),np.float64(36.5068891695864),np.float64(34.80994316461151)
1,np.float64(1512.5466261307838),np.float64(-78.30751143476826),np.float64(36.50688916958666),np.float64(35.2104537019631)
2,np.float64(1512.5466261307813),np.float64(-78.3075114347682),np.float64(36.50688916958546),np.float64(35.32986529591743)
3,np.float64(1512.5466261307836),np.float64(-78.3075114347684),np.float64(36.50688916958515),np.float64(35.35560275534445)
4,np.float64(1512.5466261307893),np.float64(-78.30751143476823),np.float64(36.506889169585605),np.float64(35.9113617529993)
5,np.float64(1512.546626130788),np.float64(-78.30751143476877),np.float64(36.506889169586024),np.float64(36.71081380798072)
6,np.float64(1512.5466261307877),np.float64(-78.30751143476863),np.float64(36.506889169585705),np.float64(37.199596402619896)
7,np.float64(1512.546626130778),np.float64(-78.30751143476871),np.float64(36.506889169585754),np.float64(37.39235288866541)
8,np.float64(1512.5466261307788),np.float64(-78.30751143476925),np.float64(36.50688916958639),np.float64(37.50789389924428)
9,np.float64(1512.5466261307783),np.float64(-78.30751143476941),np.float64(36.50688916958687),np.float64(37.55964882570203)
10,np.float64(1512.5466261307827),np.float64(-78.30751143476951),np.float64(36.5068891695862),np.float64(37.6272769315388)
11,np.float64(1512.5466261307754),np.float64(-78.30751143476918),np.float64(36.50688916958632),np.float64(37.69119348927985)
12,np.float64(1512.546626130772),np.float64(-78.30751143476928),np.float64(36.50688916958632),np.float64(37.7887993375427)
13,np.float64(1512.5466261307702),np.float64(-78.30751143476937),np.float64(36.506889169585804),np.float64(37.879372375939376)
14,np.float64(1512.5466261307702),np.float64(-78.30751143476958),np.float64(36.50688916958656),np.float64(37.97306028035281)
15,np.float64(1512.5466261307731),np.float64(-78.30751143476996),np.float64(36.5068891695867),np.float64(38.05653180058122)
16,np.float64(1512.5466261307738),np.float64(-78.30751143476989),np.float64(36.506889169586124),np.float64(38.12979358178439)
17,np.float64(1512.5466261307733),np.float64(-78.30751143476934),np.float64(36.50688916958596),np.float64(38.18906947856203)
18,np.float64(1512.5466261307756),np.float64(-78.30751143476945),np.float64(36.50688916958628),np.float64(38.225044262256)
19,np.float64(1512.5466261307827),np.float64(-78.30751143477039),np.float64(36.506889169586984),np.float64(38.252695112087146)
20,np.float64(1512.5466261307865),np.float64(-78.30751143477029),np.float64(36.50688916958684),np.float64(38.26580027033476)
21,np.float64(1512.5466261307813),np.float64(-78.30751143476945),np.float64(36.50688916958657),np.float64(38.27938777004605)
22,np.float64(1512.5466261307836),np.float64(-78.30751143476967),np.float64(36.50688916958594),np.float64(38.28952884953597)
23,np.float64(1512.5466261307881),np.float64(-78.30751143476941),np.float64(36.50688916958526),np.float64(38.30536498287599)
24,np.float64(1512.546626130781),np.float64(-78.3075114347694),np.float64(36.50688916958459),np.float64(38.32551917182958)
25,np.float64(1512.5466261307802),np.float64(-78.30751143476958),np.float64(36.506889169584646),np.float64(38.34946958244266)
26,np.float64(1512.5466261307786),np.float64(-78.30751143476996),np.float64(36.50688916958467),np.float64(38.37610754171504)
27,np.float64(1512.5466261307874),np.float64(-78.30751143476978),np.float64(36.506889169584795),np.float64(38.39918679988522)
28,np.float64(1512.5466261307906),np.float64(-78.30751143476957),np.float64(36.506889169584866),np.float64(38.422236420737725)
29,np.float64(1512.5466261307915),np.float64(-78.30751143476893),np.float64(36.50688916958421),np.float64(38.43910029803973)
30,np.float64(1512.5466261307938),np.float64(-78.30751143476836),np.float64(36.506889169583644),np.float64(38.455989509419915)
31,np.float64(1512.546626130797),np.float64(-78.30751143476786),np.float64(36.506889169583296),np.float64(38.4677206593127)
32,np.float64(1512.5466261307906),np.float64(-78.30751143476789),np.float64(36.5068891695827),np.float64(38.47911403063797)
33,np.float64(1512.546626130788),np.float64(-78.30751143476878),np.float64(36.50688916958291),np.float64(38.488524754483905)
34,np.float64(1512.5466261307843),np.float64(-78.3075114347678),np.float64(36.506889169582266),np.float64(38.49902112467549)
35,np.float64(1512.5466261307818),np.float64(-78.30751143476778),np.float64(36.50688916958249),np.float64(38.51162585855672)
36,np.float64(1512.5466261307831),np.float64(-78.30751143476785),np.float64(36.506889169583175),np.float64(38.52700362323105)
37,np.float64(1512.546626130778),np.float64(-78.30751143476748),np.float64(36.506889169583225),np.float64(38.544965818213875)
38,np.float64(1512.5466261307745),np.float64(-78.3075114347672),np.float64(36.50688916958286),np.float64(38.564675478973946)
39,np.float64(1512.546626130775),np.float64(-78.30751143476726),np.float64(36.50688916958294),np.float64(38.58429706418644)
40,np.float64(1512.5466261307745),np.float64(-78.3075114347673),np.float64(36.506889169582145),np.float64(38.603019751523156)
41,np.float64(1512.5466261307702),np.float64(-78.3075114347671),np.float64(36.50688916958199),np.float64(38.61873461907122)
42,np.float64(1512.5466261307715),np.float64(-78.30751143476704),np.float64(36.506889169582),np.float64(38.63223400211206)
43,np.float64(1512.5466261307693),np.float64(-78.30751143476638),np.float64(36.506889169582394),np.float64(38.64287466632607)
44,np.float64(1512.5466261307724),np.float64(-78.30751143476651),np.float64(36.50688916958249),np.float64(38.652879949468854)
45,np.float64(1512.5466261307656),np.float64(-78.30751143476631),np.float64(36.50688916958234),np.float64(38.66151847436987)
46,np.float64(1512.5466261307688),np.float64(-78.3075114347665),np.float64(36.50688916958232),np.float64(38.67051424161677)
47,np.float64(1512.5466261307713),np.float64(-78.30751143476547),np.float64(36.50688916958174),np.float64(38.67798084431272)
48,np.float64(1512.5466261307727),np.float64(-78.30751143476553),np.float64(36.50688916958168),np.float64(38.68546464108902)
49,np.float64(1512.5466261307713),np.float64(-78.3075114347657),np.float64(36.506889169581356),np.float64(38.69089759003199)
