th_p,fa,fb,nb0,offset,pred_offset,offset_err,M,pred_M,M_err,delta,signflip
0.05,0.2,1.0,1.44,-0.001099083638832627,-0.0010990836388343314,1.704365815147213e-15,0.026788116725803352,0.026788116725804088,7.355227538141662e-16,2.8444137853797464e-14,True
0.05,0.4,0.0,1.44,0.04529929556933808,0.04529929556934385,5.773159728050814e-15,7.613764348291586e-18,0.0,7.613764348291586e-18,-3.141592653589793,False
0.05,0.4,0.2,1.44,0.04040088834328573,0.040400888343285375,3.5388358909926865e-16,0.0169422926159969,0.01694229261599864,1.7381929229287607e-15,-9.704123133559271e-15,False
0.05,0.4,0.4,1.44,0.03484094635402267,0.03484094635402378,1.1102230246251565e-15,0.023960019995240292,0.023960019995238814,1.4779844015322396e-15,3.372947232269335e-14,False
0.05,0.4,0.6,1.44,0.02824582796877558,0.02824582796877424,1.3426759704060487e-15,0.029344911607608253,0.029344911607608663,4.0939474033052647e-16,7.09229799378047e-14,True
0.05,0.4,0.8,1.44,0.019650902352227464,0.019650902352225517,1.9463597400459776e-15,0.033884585231995314,0.03388458523199728,1.9637069748057456e-15,3.076725379835131e-14,True
0.05,0.4,1.0,1.44,-0.0010990836388326797,-0.0010990836388343314,1.6516735895644175e-15,0.03788411798406511,0.03788411798406569,5.828670879282072e-16,2.273274777374575e-14,True
0.05,0.6,0.0,1.44,0.03678503434523427,0.03678503434523124,3.0322966360074588e-15,2.5384264211526616e-18,0.0,2.5384264211526616e-18,-3.141592653589793,False
0.05,0.6,0.2,1.44,0.03278550159316115,0.03278550159316284,1.6930901125533637e-15,0.020749985991059514,0.02074998599105992,4.0592529337857286e-16,-2.0030912215931434e-15,False
0.05,0.6,0.4,1.44,0.028245827968774527,0.02824582796877424,2.8796409701215e-16,0.029344911607609436,0.029344911607608663,7.73686670285656e-16,-4.354767441991363e-14,True
0.05,0.6,0.6,1.44,0.022860936356404623,0.022860936356404408,2.1510571102112408e-16,0.03594002999285868,0.035940029992858225,4.579669976578771e-16,6.630593138682383e-15,True
0.05,0.6,0.8,1.44,0.01584320897716598,0.015843208977164253,1.7277845820728999e-15,0.04149997198212018,0.04149997198211984,3.400058012914542e-16,3.3913975558784026e-14,True
0.05,0.6,1.0,1.44,-0.0010990836388332917,-0.0010990836388343314,1.0397498834135988e-15,0.04639837920817841,0.046398379208178325,8.326672684688674e-17,-1.3110564357775032e-14,True
0.05,0.8,0.0,1.44,0.02568903308697212,0.02568903308696967,2.4494295480792516e-15,1.3376376215829036e-18,0.0,1.3376376215829036e-18,-3.141592653589793,False
0.05,0.8,0.2,1.44,0.02286093635640379,0.022860936356404408,6.175615574477433e-16,0.02396001999524106,0.023960019995238814,2.2447321779139884e-15,5.319196048441596e-15,True
0.05,0.8,0.4,1.44,0.0196509023522258,0.019650902352225517,2.8102520310824275e-16,0.03388458523200206,0.03388458523199728,4.78089789979208e-15,-1.489527670075535e-14,True
0.05,0.8,0.6,1.44,0.015843208977163487,0.015843208977164253,7.667477763817487e-16,0.04149997198211784,0.04149997198211984,1.9984014443252818e-15,-7.570414569850578e-15,True
0.05,0.8,0.8,1.44,0.010880926358785594,0.010880926358785036,5.585809592645319e-16,0.04792003999047362,0.04792003999047763,4.010680676458378e-15,2.1719142159981816e-14,True
0.05,0.8,1.0,1.44,-0.0010990836388301865,-0.0010990836388343314,4.1449049054120835e-15,0.053576233451609015,0.053576233451608175,8.396061623727746e-16,1.0464166743146606e-14,True
0.05,1.0,0.0,1.44,-0.0010990836388393708,-0.0010990836388343314,5.039371697712625e-15,1.3013022753244298e-19,0.0,1.3013022753244298e-19,1.2390979298016325e-16,False
0.05,1.0,0.2,1.44,-0.0010990836388355676,-0.0010990836388343314,1.2362073170679722e-15,0.02678811672580362,0.026788116725804088,4.683753385137379e-16,2.309293824366144e-14,True
0.05,1.0,0.4,1.44,-0.001099083638833652,-0.0010990836388343314,6.793610812794171e-16,0.03788411798406711,0.03788411798406569,1.4155343563970746e-15,2.5413828657794287e-15,True
0.05,1.0,0.6,1.44,-0.0010990836388339318,-0.0010990836388343314,3.9963692077815693e-16,0.0463983792081785,0.046398379208178325,1.734723475976807e-16,-2.254771976379737e-14,True
0.05,1.0,0.8,1.44,-0.0010990836388330677,-0.0010990836388343314,1.263746052249104e-15,0.05357623345160505,0.053576233451608175,3.1225022567582528e-15,-1.652910950009822e-14,True
0.05,1.0,1.0,1.44,-0.0010990836388322684,-0.0010990836388343314,2.063019893805418e-15,0.059900049988094776,0.05990004998809704,2.2620794126737565e-15,-2.2965423284319364e-17,True
0.1,0.0,0.0,1.44,0.11481624560210824,0.1148162456021098,1.5681900222830336e-15,2.933498036665311e-18,0.0,2.933498036665311e-18,-3.141592653589793,False
0.1,0.0,0.2,1.44,0.10223179801358845,0.1022317980135889,4.579669976578771e-16,8.904769814180222e-16,0.0,8.904769814180222e-16,-0.6868211968645412,False
0.1,0.0,0.4,1.44,0.0879478082736457,0.08794780827364644,7.355227538141662e-16,3.430694821152353e-15,0.0,3.430694821152353e-15,-0.38680657504837734,False
0.1,0.0,0.6,1.44,0.07100435750913273,0.07100435750913199,7.355227538141662e-16,2.7914023729607657e-15,0.0,2.7914023729607657e-15,-2.4688502580496277,False
0.1,0.0,0.8,1.44,0.048923222569331785,0.04892322256933102,7.632783294297951e-16,7.175208993377741e-16,0.0,7.175208993377741e-16,1.7829022723562837,False
0.1,0.0,1.0,1.44,-0.00438535287492478,-0.0043853528749268405,2.060851489460447e-15,1.6557425643547245e-15,0.0,1.6557425643547245e-15,-0.24599120420988443,False
0.1,0.2,0.0,1.44,0.10223179801359358,0.1022317980135889,4.676814491233472e-15,1.661899447968678e-17,0.0,1.661899447968678e-17,-3.141592653589793,False
0.1,0.2,0.2,1.44,0.09097592590670214,0.09097592590670249,3.469446951953614e-16,0.0238403196954073,0.023840319695407407,1.0755285551056204e-16,4.862514002410115e-14,False
0.1,0.2,0.4,1.44,0.07819993708733411,0.07819993708733412,1.3877787807814457e-17,0.03371530344455728,0.03371530344455557,1.7139067942650854e-15,5.193616254842592e-15,False
0.1,0.2,0.6,1.44,0.06304525401418627,0.0630452540141841,2.1788126858268697e-15,0.04129264498112905,0.04129264498113061,1.5612511283791264e-15,2.1793470829506504e-14,False
0.1,0.2,0.8,1.44,0.043295286515889916,0.043295286515887814,2.1024848528838902e-15,0.047680639390813746,0.047680639390814815,1.0685896612017132e-15,1.8830709021202573e-14,True
0.1,0.2,1.0,1.44,-0.00438535287492528,-0.0043853528749268405,1.560383766641138e-15,0.05330857544425768,0.05330857544425804,3.5388358909926865e-16,-2.2225639181638363e-14,True
0.1,0.4,0.0,1.44,0.0879478082736429,0.08794780827364644,3.5388358909926865e-15,4.710403231927666e-18,0.0,4.710403231927666e-18,-3.141592653589793,False
0.1,0.4,0.2,1.44,0.07819993708733501,0.07819993708733412,8.881784197001252e-16,0.03371530344455326,0.03371530344455557,2.310651670001107e-15,1.12663735416796e-15,False
0.1,0.4,0.4,1.44,0.06713560621129559,0.06713560621129515,4.440892098500626e-16,0.047680639390816744,0.047680639390814815,1.9290125052862095e-15,-1.7443362902797572e-14,False
0.1,0.4,0.6,1.44,0.05401126568364631,0.05401126568364519,1.1171619185290638e-15,0.058396618558569445,0.05839661855857222,2.7755575615628914e-15,1.158757895836158e-14,True
0.1,0.4,0.8,1.44,0.036907292106206316,0.03690729210620363,2.6853519408120974e-15,0.06743060688910933,0.06743060688911114,1.8041124150158794e-15,1.3082527988901393e-14,True
0.1,0.4,1.0,1.44,-0.004385352874924194,-0.0043853528749268405,2.6463206626026192e-15,0.07538971038405966,0.07538971038405906,5.967448757360216e-16,-1.5072882661957897e-14,True
0.1,0.6,0.0,1.44,0.0710043575091297,0.07100435750913199,2.2898349882893854e-15,2.420507503672693e-18,0.0,2.420507503672693e-18,-3.141592653589793,False
0.1,0.6,0.2,1.44,0.06304525401418214,0.0630452540141841,1.9567680809018384e-15,0.041292644981130354,0.04129264498113061,2.5673907444456745e-16,2.747486843776399e-15,False
0.1,0.6,0.4,1.44,0.05401126568364673,0.05401126568364519,1.5404344466674047e-15,0.05839661855857312,0.05839661855857222,9.020562075079397e-16,-1.2157674839291911e-14,True
0.1,0.6,0.6,1.44,0.04329528651588755,0.04329528651588782,2.706168622523819e-16,0.0715209590862212,0.0715209590862222,9.992007221626409e-16,9.759044218052176e-16,True
0.1,0.6,0.8,1.44,0.029329950569629334,0.029329950569628623,7.112366251504909e-16,0.0825852899622593,0.08258528996226122,1.915134717478395e-15,1.4899500840260778e-14,True
0.1,0.6,1.0,1.44,-0.004385352874924755,-0.0043853528749268405,2.085137618124122e-15,0.09233316114857196,0.09233316114857355,1.5959455978986625e-15,7.354981193542961e-15,True
0.1,0.8,0.0,1.44,0.048923222569330564,0.04892322256933102,4.579669976578771e-16,2.8564875178396084e-18,0.0,2.8564875178396084e-18,-3.141592653589793,False
0.1,0.8,0.2,1.44,0.04329528651588548,0.043295286515887814,2.3314683517128287e-15,0.0476806393908151,0.047680639390814815,2.8449465006019636e-16,-1.0651588542210486e-14,True
0.1,0.8,0.4,1.44,0.03690729210620381,0.03690729210620363,1.8041124150158794e-16,0.06743060688911376,0.06743060688911114,2.6229018956769323e-15,-2.402556953694702e-15,True
0.1,0.8,0.6,1.44,0.029329950569627693,0.029329950569628623,9.298117831235686e-16,0.08258528996225861,0.08258528996226122,2.609024107869118e-15,-6.375450494979578e-16,True
0.1,0.8,0.8,1.44,0.019454966820481975,0.01945496682048048,1.4953316362920077e-15,0.09536127878162899,0.09536127878162963,6.38378239159465e-16,1.8813870320427696e-14,True
0.1,0.8,1.0,1.44,-0.004385352874924751,-0.0043853528749268405,2.089474426814064e-15,0.10661715088851936,0.10661715088851607,3.2890357104520263e-15,-1.08132904765528e-14,True
0.1,1.0,0.0,1.44,-0.0043853528749300255,-0.0043853528749268405,3.184952301893418e-15,3.131943709054658e-19,0.0,3.131943709054658e-19,7.27492833593845e-17,False
0.1,1.0,0.2,1.44,-0.004385352874925279,-0.0043853528749268405,1.5612511283791264e-15,0.05330857544425827,0.05330857544425804,2.3592239273284576e-16,-1.6788529550142703e-14,True
0.1,1.0,0.4,1.44,-0.004385352874927638,-0.0043853528749268405,7.971054372113429e-16,0.07538971038405817,0.07538971038405906,8.881784197001252e-16,7.116255467626388e-16,True
0.1,1.0,0.6,1.44,-0.00438535287492675,-0.0043853528749268405,9.020562075079397e-17,0.09233316114857079,0.09233316114857355,2.761679773755077e-15,-1.066629677337573e-14,True
0.1,1.0,0.8,1.44,-0.004385352874925114,-0.0043853528749268405,1.7269172203349115e-15,0.10661715088851555,0.10661715088851607,5.273559366969494e-16,-2.0519653688700445e-15,True
0.1,1.0,1.0,1.44,-0.004385352874924606,-0.0043853528749268405,2.2343238370581275e-15,0.11920159847703435,0.11920159847703701,2.6645352591003757e-15,-2.0653517216007786e-15,True
0.2,0.0,0.0,1.44,0.21628442406581969,0.21628442406582485,5.162537064506978e-15,1.3763803692825249e-17,0.0,1.3763803692825249e-17,-3.141592653589793,False
0.2,0.0,0.2,1.44,0.19161723110161608,0.19161723110161655,4.718447854656915e-16,2.871030464116864e-16,0.0,2.871030464116864e-16,1.0900677572206796,False
0.2,0.0,0.4,1.44,0.16361870921692684,0.16361870921692692,8.326672684688674e-17,1.2542194932982026e-15,0.0,1.2542194932982026e-15,-3.0884114586680087,False
0.2,0.0,0.6,1.44,0.13040728960172762,0.13040728960172843,8.049116928532385e-16,2.146885673569919e-15,0.0,2.146885673569919e-15,2.598096084788197,False
0.2,0.0,0.8,1.44,0.08712532489112647,0.08712532489112564,8.326672684688674e-16,1.4403852958138642e-15,0.0,1.4403852958138642e-15,-1.846098921303517,False
0.2,0.0,1.0,1.44,-0.01736658131936466,-0.01736658131936528,6.210310043996969e-16,3.477395887214777e-15,0.0,3.477395887214777e-15,-2.89545788801486,False
0.2,0.2,0.0,1.44,0.19161723110161888,0.19161723110161655,2.3314683517128287e-15,7.117865199849542e-18,0.0,7.117865199849542e-18,-3.141592653589793,False
0.2,0.2,0.2,1.44,0.1695542229887885,0.1695542229887869,1.609823385706477e-15,0.04673020107704265,0.04673020107703818,4.468647674116255e-15,3.596523573932907e-14,False
0.2,0.2,0.4,1.44,0.1445115837073154,0.1445115837073142,1.1934897514720433e-15,0.06608648413556957,0.06608648413556922,3.469446951953614e-16,9.739386769276775e-15,False
0.2,0.2,0.6,1.44,0.11480638695177425,0.11480638695177275,1.4988010832439613e-15,0.08093908251333501,0.08093908251333999,4.98212582300539e-15,2.8613579522732818e-15,False
0.2,0.2,0.8,1.44,0.07609382083471151,0.07609382083471079,7.216449660063518e-16,0.09346040215407452,0.09346040215407636,1.8457457784393227e-15,8.639851396260807e-15,True
0.2,0.2,1.0,1.44,-0.017366581319362886,-0.01736658131936528,2.3939183968479938e-15,0.10449190621049237,0.10449190621049123,1.1379786002407855e-15,7.780097514535372e-15,True
0.2,0.4,0.0,1.44,0.16361870921693208,0.16361870921692692,5.162537064506978e-15,1.1195320874703628e-17,0.0,1.1195320874703628e-17,-3.141592653589793,False
0.2,0.4,0.2,1.44,0.1445115837073152,0.1445115837073142,9.992007221626409e-16,0.0660864841355687,0.06608648413556922,5.273559366969494e-16,-1.449482999218367e-14,False
0.2,0.4,0.4,1.44,0.12282402191174913,0.12282402191174882,3.0531133177191805e-16,0.09346040215407804,0.09346040215407636,1.6792123247455493e-15,7.108366990423653e-16,False
0.2,0.4,0.6,1.44,0.09709856689703603,0.0970985668970348,1.2212453270876722e-15,0.11446514821640097,0.11446514821640043,5.412337245047638e-16,-2.09764108238664e-15,True
0.2,0.4,0.8,1.44,0.06357250119397537,0.06357250119397445,9.159339953157541e-16,0.13217296827113886,0.13217296827113845,4.163336342344337e-16,1.0240503448302584e-14,True
0.2,0.4,1.0,1.44,-0.017366581319362247,-0.01736658131936528,3.0322966360074588e-15,0.14777387092109706,0.14777387092109417,2.886579864025407e-15,4.900797441194464e-15,True
0.2,0.6,0.0,1.44,0.13040728960173098,0.13040728960172843,2.55351295663786e-15,6.889330809369156e-18,0.0,6.889330809369156e-18,-3.141592653589793,False
0.2,0.6,0.2,1.44,0.11480638695177246,0.11480638695177275,2.914335439641036e-16,0.08093908251334163,0.08093908251333999,1.6375789613221059e-15,-4.172274866736245e-15,False
0.2,0.6,0.4,1.44,0.09709856689703342,0.0970985668970348,1.3877787807814457e-15,0.11446514821640294,0.11446514821640043,2.5118795932144167e-15,-3.98912838053326e-15,True
0.2,0.6,0.6,1.44,0.07609382083471229,0.0760938208347108,1.4849232954361469e-15,0.14019060323111177,0.1401906032311145,2.7478019859472624e-15,4.194455931622829e-15,True
0.2,0.6,0.8,1.44,0.048719902816203614,0.048719902816203725,1.1102230246251565e-16,0.16187816502667499,0.16187816502667998,4.9960036108132044e-15,2.5714364510554427e-15,True
0.2,0.6,1.0,1.44,-0.017366581319364943,-0.01736658131936528,3.365363543395006e-16,0.18098529053629134,0.18098529053629275,1.4155343563970746e-15,-1.6018689689005893e-15,True
0.2,0.8,0.0,1.44,0.0871253248911321,0.08712532489112564,6.467049118441537e-15,7.437043392683041e-18,0.0,7.437043392683041e-18,-3.141592653589793,False
0.2,0.8,0.2,1.44,0.07609382083470866,0.07609382083471079,2.1371793224034263e-15,0.09346040215407314,0.09346040215407636,3.219646771412954e-15,-7.583995972999148e-15,True
0.2,0.8,0.4,1.44,0.06357250119397458,0.06357250119397445,1.249000902703301e-16,0.13217296827114136,0.13217296827113845,2.914335439641036e-15,-2.2007126030254774e-15,True
0.2,0.8,0.6,1.44,0.04871990281620641,0.048719902816203725,2.6853519408120974e-15,0.1618781650266802,0.16187816502667998,2.220446049250313e-16,-3.504370213763209e-15,True
0.2,0.8,0.8,1.44,0.02936361975767331,0.02936361975767274,5.689893001203927e-16,0.18692080430815178,0.18692080430815272,9.43689570931383e-16,-6.872623276208588e-16,True
0.2,0.8,1.0,1.44,-0.01736658131936447,-0.01736658131936528,8.083811398051921e-16,0.20898381242097971,0.20898381242098246,2.7478019859472624e-15,5.370032112422484e-15,True
0.2,1.0,0.0,1.44,-0.01736658131936819,-0.01736658131936528,2.9108659926890823e-15,1.0730828974442433e-18,0.0,1.0730828974442433e-18,1.765140444652403e-16,False
0.2,1.0,0.2,1.44,-0.01736658131936702,-0.01736658131936528,1.7416623698807143e-15,0.10449190621049104,0.10449190621049123,1.942890293094024e-16,4.430325819722265e-15,True
0.2,1.0,0.4,1.44,-0.01736658131936463,-0.01736658131936528,6.487865800153259e-16,0.1477738709210966,0.14777387092109417,2.4147350785597155e-15,-4.200281343523568e-15,True
0.2,1.0,0.6,1.44,-0.01736658131936489,-0.01736658131936528,3.885780586188048e-16,0.18098529053628912,0.18098529053629275,3.635980405647388e-15,3.512122510116721e-15,True
0.2,1.0,0.8,1.44,-0.017366581319364537,-0.01736658131936528,7.424616477180734e-16,0.20898381242098038,0.20898381242098246,2.0816681711721685e-15,-9.952708164023296e-16,True
0.2,1.0,1.0,1.44,-0.01736658131936144,-0.01736658131936528,3.840677775812651e-15,0.23365100538519099,0.23365100538519087,1.1102230246251565e-16,3.611366238759138e-15,True
0.3,0.0,0.0,1.44,0.3003593193171542,0.3003593193171502,3.9968028886505635e-15,5.060234261785779e-17,0.0,5.060234261785779e-17,-3.141592653589793,False
0.3,0.0,0.2,1.44,0.2645927841189101,0.26459278411890874,1.3322676295501878e-15,4.212662227642225e-15,0.0,4.212662227642225e-15,0.820797979413936,False
0.3,0.0,0.4,1.44,0.22399594280256924,0.22399594280256946,2.220446049250313e-16,3.5445668821321547e-15,0.0,3.5445668821321547e-15,-0.940870895506115,False
0.3,0.0,0.6,1.44,0.17584058883205447,0.17584058883204975,4.718447854656915e-15,2.1547228903315148e-15,0.0,2.1547228903315148e-15,0.8239772734764659,False
0.3,0.0,0.8,1.44,0.11308330969952082,0.11308330969951896,1.8596235662471372e-15,2.3469183164056024e-15,0.0,2.3469183164056024e-15,2.2928444127070406,False
0.3,0.0,1.0,1.44,-0.03842616471986839,-0.038426164719870766,2.373101715136272e-15,3.3134916472433177e-16,0.0,3.3134916472433177e-16,1.6868092306616165,False
0.3,0.2,0.0,1.44,0.2645927841189121,0.26459278411890874,3.3861802251067274e-15,2.3674693868220338e-17,0.0,2.3674693868220338e-17,-3.141592653589793,False
0.3,0.2,0.2,1.44,0.23260222250974702,0.23260222250974605,9.71445146547012e-16,0.0677570968074032,0.06775709680740441,1.2073675392798577e-15,-1.7581796667042992e-14,False
0.3,0.2,0.4,1.44,0.19629130376770312,0.19629130376770332,1.942890293094024e-16,0.09582300525205728,0.09582300525205809,8.049116928532385e-16,-3.638439800358885e-15,False
0.3,0.2,0.6,1.44,0.15321984578424414,0.1532198457842448,6.661338147750939e-16,0.11735873424378729,0.11735873424378741,1.249000902703301e-16,-6.865275574505662e-15,False
0.3,0.2,0.8,1.44,0.09708802889493771,0.09708802889493762,9.71445146547012e-17,0.13551419361480763,0.13551419361480882,1.1934897514720433e-15,7.483448675638507e-15,True
0.3,0.2,1.0,1.44,-0.03842616471986759,-0.038426164719870766,3.1780134079895106e-15,0.151509474419391,0.15150947441939022,7.771561172376096e-16,9.042386477211084e-15,True
0.3,0.4,0.0,1.44,0.2239959428025677,0.22399594280256946,1.7486012637846216e-15,2.3862087607988576e-17,0.0,2.3862087607988576e-17,-3.141592653589793,False
0.3,0.4,0.2,1.44,0.19629130376770407,0.19629130376770332,7.494005416219807e-16,0.09582300525206028,0.09582300525205809,2.192690473634684e-15,-1.7541877459118407e-14,False
0.3,0.4,0.4,1.44,0.16484512570234153,0.1648451257023418,2.7755575615628914e-16,0.13551419361481187,0.13551419361480882,3.0531133177191805e-15,-6.2632708627067565e-15,False
0.3,0.4,0.6,1.44,0.1275441489106323,0.12754414891063262,3.3306690738754696e-16,0.16597031363050138,0.1659703136305039,2.525757381022231e-15,-4.657047585250749e-15,True
0.3,0.4,0.8,1.44,0.07893256952391715,0.07893256952391625,9.020562075079397e-16,0.19164601050411534,0.19164601050411617,8.326672684688674e-16,1.068095086024427e-14,True
0.3,0.4,1.0,1.44,-0.03842616471986842,-0.038426164719870766,2.345346139520643e-15,0.21426675355192287,0.21426675355192118,1.6930901125533637e-15,-1.85735215753229e-15,True
0.3,0.6,0.0,1.44,0.1758405888320449,0.17584058883204975,4.85722573273506e-15,9.666623445331589e-18,0.0,9.666623445331589e-18,-3.141592653589793,False
0.3,0.6,0.2,1.44,0.15321984578424272,0.1532198457842448,2.0816681711721685e-15,0.11735873424378904,0.11735873424378741,1.6237011735142914e-15,3.0827189856960348e-15,False
0.3,0.6,0.4,1.44,0.1275441489106321,0.12754414891063262,5.273559366969494e-16,0.1659703136305068,0.1659703136305039,2.886579864025407e-15,1.0536486409301891e-14,True
0.3,0.6,0.6,1.44,0.09708802889493756,0.09708802889493764,8.326672684688674e-17,0.20327129042220968,0.2032712904222132,3.524958103184872e-15,2.7109671670447354e-15,True
0.3,0.6,0.8,1.44,0.0573968405321893,0.05739684053218697,2.3245294578089215e-15,0.23471746848757144,0.23471746848757483,3.3861802251067274e-15,7.880604703672812e-15,True
0.3,0.6,1.0,1.44,-0.03842616471986842,-0.038426164719870766,2.345346139520643e-15,0.26242210752244016,0.26242210752244105,8.881784197001252e-16,1.7923937600259315e-15,True
0.3,0.8,0.0,1.44,0.1130833096995194,0.11308330969951896,4.3021142204224816e-16,7.338234226719088e-18,0.0,7.338234226719088e-18,-3.141592653589793,False
0.3,0.8,0.2,1.44,0.0970880288949351,0.09708802889493762,2.5118795932144167e-15,0.13551419361480854,0.13551419361480882,2.7755575615628914e-16,1.2054803611538197e-15,True
0.3,0.8,0.4,1.44,0.07893256952391631,0.07893256952391625,5.551115123125783e-17,0.19164601050412192,0.19164601050411617,5.745404152435185e-15,-2.748631327419589e-15,True
0.3,0.8,0.6,1.44,0.05739684053218601,0.05739684053218697,9.645062526431047e-16,0.23471746848757324,0.23471746848757483,1.582067810090848e-15,-3.662726357054623e-15,True
0.3,0.8,0.8,1.44,0.029330932087533068,0.029330932087533422,3.5388358909926865e-16,0.27102838722961803,0.27102838722961764,3.885780586188048e-16,5.118427480965911e-15,True
0.3,0.8,1.0,1.44,-0.03842616471987021,-0.038426164719870766,5.551115123125783e-16,0.303018948838779,0.30301894883878044,1.4432899320127035e-15,-1.3126693141973457e-15,True
0.3,1.0,0.0,1.44,-0.03842616471987625,-0.038426164719870766,5.4817261840867104e-15,3.144720051057545e-18,0.0,3.144720051057545e-18,2.1328586475581796e-16,False
0.3,1.0,0.2,1.44,-0.03842616471987067,-0.038426164719870766,9.71445146547012e-17,0.15150947441939225,0.15150947441939022,2.0261570199409107e-15,4.518997126763926e-15,True
0.3,1.0,0.4,1.44,-0.038426164719871,-0.038426164719870766,2.3592239273284576e-16,0.21426675355192376,0.21426675355192118,2.581268532253489e-15,-5.857881271649811e-16,True
0.3,1.0,0.6,1.44,-0.03842616471987014,-0.038426164719870766,6.245004513516506e-16,0.2624221075224406,0.26242210752244105,4.440892098500626e-16,4.56155833923833e-15,True
0.3,1.0,0.8,1.44,-0.038426164719870516,-0.038426164719870766,2.498001805406602e-16,0.3030189488387773,0.30301894883878044,3.164135620181696e-15,3.05103791510773e-15,True
0.3,1.0,1.0,1.44,-0.03842616471986766,-0.038426164719870766,3.1086244689504383e-15,0.3387854840370218,0.338785484037022,2.220446049250313e-16,-4.186678055407354e-15,True
