axis,log_growth_rate_per_step,fit_start,fit_end,fit_count,initial,final,max
1,,,,0,7.856037770894675e-17,0.13447822392227643,0.35043832176507184
2,,,,1,6.926841480988332e-17,0.12028098007346073,0.313441563755058
3,,,,1,4.0460356557118366e-17,0.06723913170457564,0.17521916088498066
4,,,,1,3.9820794794286435e-17,0.06723909221770079,0.1752191608800915
