step,H_total,H_parallel,H_perp,A_perp,f,abs_ztz,full_simplex_rank,perp_simplex_rank,R_full_takagi,R_parallel_takagi,R_perp_takagi,R_cross_takagi,r1_full,r1_parallel,r1_perp,r1_cross,Bcross_fro
0,0.8596491228070171,0.8596491228070172,2.9274135154685985e-32,1.7109685898544713e-16,3.4053585792185757e-32,1.2981741749855094e-15,4,0,0.5898755939808572,0.5898755939808572,1.1189019332456935e-16,9.935646598233227e-09,0.4171050325603066,0.4171050325603066,7.580284368482145e-17,6.902045440479867e-09,5.766569568776703e-17
1,0.8596491228070162,0.859645009024127,4.113782889232752e-06,0.0020282462595140544,4.785420911964638e-06,2.1038992884147314e-15,4,4,0.58987853401103,0.5898748964997669,0.0016441846129603872,0.03627809204083345,0.41710508106158894,0.41710404628752656,0.001084143228443835,0.025652484890582156,0.0007598506674122488
2,0.8596491228070173,0.8596326668520013,1.6455955016094812e-05,0.004056594016671475,1.9142641549334786e-05,1.923270293671234e-15,4,4,0.589887353905445,0.5898728029245404,0.0032884515043239996,0.05130561152278379,0.4171052277292793,0.41710108724150025,0.002168340709660221,0.03627854582068264,0.0015197393530397894
3,0.8596491228070164,0.8596120909276314,3.703187938517249e-05,0.006085382435408023,4.307790050928234e-05,3.21238763117753e-15,4,4,0.5899020534886494,0.5898693093691756,0.004933075615125077,0.06283882127312804,0.41710547491817807,0.4170961540454426,0.003252773734398343,0.04443375664399796,0.0022797930879051693
4,0.8596491228070183,0.8595832703875648,6.585241945331253e-05,0.008114950366657367,7.660383487426144e-05,3.4059802535474165e-15,4,4,0.5899226329626038,0.5898644090309995,0.006578331632664862,0.07256496917862258,0.41710582595035917,0.41708924394240365,0.004337623426100973,0.05131118178279633,0.0030401387354712425
5,0.8596491228070168,0.8595461888732536,0.00010293393376322547,0.010145636193123893,0.00011973947396946647,4.1090540891557595e-15,4,4,0.5899490929038679,0.5898580921915361,0.008224493864677579,0.08113788850965906,0.41710628511403486,0.41708035279536415,0.005423070657931805,0.05737315117633766,0.003800902908296489
6,0.8596491228070168,0.8595008245379305,0.00014829826908623224,0.012177777674363753,0.00017251023138602543,3.803978697944861e-15,4,4,0.5899814342597112,0.5898503462173128,0.009871836113746348,0.0888930974781891,0.4171068576622899,0.4170694750872059,0.006509295969967667,0.0628569120275041,0.004562211884741475
7,0.8596491228070169,0.8594471500549508,0.00020197275206627094,0.014211711792260317,0.00023494789526076434,3.347682716575116e-15,4,4,0.5900196583431253,0.5898411555605851,0.011520631552038925,0.09603004858789471,0.41710754981165915,0.4170566039205401,0.007596479486601838,0.06790349855417371,0.005324191525730783
8,0.8596491228070169,0.8593851326276628,0.00026399017935418534,0.01624777459697744,0.00030709061679976685,4.0519931691429184e-15,4,4,0.5900637668267538,0.5898305017600044,0.013171152596430738,0.10267880229049381,0.4171083687405571,0.4170417310174103,0.008684800834202618,0.07260487738372076,0.00608696719157358
9,0.8596491228070184,0.8593147340008,0.00033438880621851813,0.01828630105348039,0.0003889828970297044,4.307386010068635e-15,4,4,0.5901137617357252,0.5898183634412214,0.014823670784088052,0.10892978253302792,0.41710932258754163,0.4170248467188663,0.00977443905907525,0.07702498790227981,0.006850663658849324
10,0.8596491228070192,0.8592359104734034,0.0004132123336158068,0.020327624888702732,0.0004806755717571621,3.9684106348628676e-15,4,4,0.5901696454393917,0.5898047163174371,0.016478456648574766,0.11484889396474293,0.4171104204494032,0.41700593998441204,0.01086557254576914,0.08121043173424423,0.007615405037360718
11,0.8596491228070199,0.8591486129133195,0.0005005098937006538,0.02237207843944442,0.0005822257947130039,3.807554491794501e-15,4,4,0.5902314206419684,0.5897895331899116,0.018135779596552076,0.12048594470884857,0.4171116723790703,0.41698499839133657,0.011958378935776125,0.08519642854129401,0.008381314687159596
12,0.8596491228070193,0.8590527867732667,0.0005963360337526623,0.02441999250107711,0.0006936970188551363,4.252644905556934e-15,4,4,0.5902990903720647,0.5897727839484304,0.019795907785132336,0.12587967678999903,0.41711308938331076,0.41696200813392487,0.013053035046659871,0.08901037307177902,0.00914851513564764
13,0.8596491228070198,0.8589483721085251,0.0007007506984947622,0.026471696177139126,0.0008151589758000274,4.186600623207057e-15,4,4,0.5903726579711077,0.5897544355717497,0.021459107999954236,0.13106093831529175,0.41711468342022145,0.4169369540225621,0.014149716791661101,0.0926740782314144,0.009917127994758091
14,0.8596491228070188,0.8588353035962447,0.0008138192107740745,0.02852751672988861,0.0009466876533494323,3.652439851836033e-15,4,4,0.5904521270806457,0.5897344521280201,0.02312564553403471,0.1360547733505826,0.41711646739648,0.41690981948272793,0.015248599099814946,0.0962052528489956,0.01068727387821865
