step,H_total,H_parallel,H_perp,A_perp,f,abs_ztz,full_simplex_rank,perp_simplex_rank,R_full_takagi,R_parallel_takagi,R_perp_takagi,R_cross_takagi,r1_full,r1_parallel,r1_perp,r1_cross,Bcross_fro
0,3.6201925420978673,3.620192542097867,6.172605471761091e-32,2.484472876036503e-16,1.7050489442155814e-32,9.086931299160258e-15,15,0,0.8731405623368333,0.8731405623368333,1.170341502111025e-16,1.5090920747848662e-08,0.3171622983586927,0.31716229835869264,4.1962674101691695e-17,5.633258084883285e-09,6.880166226907108e-17
1,3.6201925420978607,3.6201885892862036,3.952811656528003e-06,0.0019881679145705984,1.0918788463768816e-06,1.589839758910881e-14,15,15,0.8731417871433858,0.8731400858069692,0.0009972494570580574,0.03148848418845459,0.3171626836913087,0.31716212577395536,0.00044535863982601164,0.012328280826755769,0.0003139347372756773
2,3.620192542097856,3.620176731431743,1.58106661119712e-05,0.003976262832355427,4.367355031014212e-06,1.4238826706916544e-14,15,15,0.8731442996980018,0.8731386562859611,0.00199442616743261,0.04453269559424336,0.31716406877291226,0.3171616080451175,0.0008906861848207184,0.017435642870614578,0.0006279012426204948
3,3.6201925420978562,3.6201569694429243,3.5572654931514556e-05,0.005964281593915109,9.826177618414917e-06,1.970606775961879e-14,15,15,0.8731481007352198,0.8731362738791599,0.0029914959113423877,0.05454354218452103,0.31716645371388796,0.31716074521207044,0.0013359642589426718,0.02135571619085587,0.0009419243970854865
4,3.6201925420978642,3.6201293042780796,6.323781978386176e-05,0.00795222105979592,1.7468081890256613e-05,2.837061112676485e-14,15,15,0.8731531915649342,0.873132938695182,0.0039884245078883876,0.06298510769461306,0.3171698388546048,0.31715953731713414,0.0017811744910394616,0.024661758507782672,0.001256029069488872
5,3.6201925420978576,3.620093736945128,9.880515272940286e-05,0.009940078104793889,2.7292789424991873e-05,2.97627270649254e-14,15,15,0.8731595740679605,0.8731286508458739,0.004985177828815674,0.07042460752674524,0.3171742247631356,0.31715798440504456,0.002226298513815475,0.027575882332075127,0.0015702401092572659
6,3.6201925420978656,3.620050268501494,0.0001422735963720928,0.011927849612234923,3.9300008139800947e-05,2.3667548932349095e-14,15,15,0.8731672506901844,0.8731234104463033,0.005981721814243048,0.07715301895603872,0.31717961223221164,0.31715608652295135,0.002671317962825362,0.03021204129013365,0.0018845823392762953
7,3.6201925420978744,3.6199989000539983,0.00019364204387556312,0.01391553246827311,5.3489432295042796e-05,2.135325743809934e-14,15,15,0.8731762244352684,0.8731172176147478,0.006978022490834096,0.0833432483735169,0.31718600227540794,0.31715384372041455,0.00311621447550022,0.03263795560176951,0.002199080548752461
8,3.6201925420978642,3.61993963275902,0.00025290933884415494,0.01590312355621231,6.986074246139312e-05,2.7406153886882172e-14,15,15,0.8731864988559658,0.8731100724727158,0.007974045992758253,0.08910799281378327,0.31719339612257647,0.3171512560494128,0.003560969690214144,0.03489776627302139,0.0025137594860896837
9,3.6201925420978833,3.6198724678228125,0.00032007427506974254,0.01789061975085666,8.841360544990822e-05,2.6507373945200305e-14,15,15,0.8731980780440437,0.8731019751449861,0.008969758585658646,0.09452556199141599,0.3172017952145289,0.31714832356435907,0.004005565245398787,0.037022145288883555,0.002828643851783449
