step,full_r1,parallel_r1,perp_r1,cross_r1,full_r2,parallel_r2,perp_r2,cross_r2,full_r3,parallel_r3,perp_r3,cross_r3,full_r4,parallel_r4,perp_r4,cross_r4,full_r5,parallel_r5,perp_r5,cross_r5
10,0.41711042044940316,0.41700593998441204,0.010865572545768833,0.08121043173424311,0.3045027383506426,0.303487653074958,0.009718463530717833,0.04688686462277232,0.20198662070486206,0.2023251020499718,0.0054327862728846535,0.04688686462277074,0.20198662070486056,0.20232510204997178,0.005432786272884222,0.04688686462276997,1.6601402976770619e-09,1.8163269361627835e-09,4.911466434826919e-11,1.539876554425668e-09
11,0.4171116723790701,0.41698499839133635,0.011958378935775667,0.08519642854129224,0.3047151858377122,0.3034872650872692,0.01069589928043841,0.04918818095231105,0.20191537608372007,0.20232484339151258,0.005979189467888101,0.04918818095230985,0.20191537608371843,0.20232484339151252,0.005979189467887641,0.0491881809523088,2.8045141060187187e-09,2.929045996543461e-09,8.448799522106016e-11,2.007500347844258e-09
12,0.41711308938331093,0.416962008133925,0.01305303504665954,0.08901037307177787,0.30494765730787915,0.3034867556110887,0.011674989470807154,0.0513901628536609,0.20183732690168318,0.20232450374072558,0.006526517523329995,0.051390162853660305,0.2018373269016816,0.2023245037407255,0.006526517523329569,0.051390162853658806,2.2065211972152037e-09,1.9008636318107366e-09,6.158308687695465e-11,1.947947501830771e-09
13,0.4171146834202215,0.4169369540225621,0.014149716791660803,0.09267407823141341,0.30520009780134294,0.3034861016124293,0.012655891443409535,0.05350540401380819,0.20175246771374294,0.20232406774161935,0.007074858395830692,0.05350540401380715,0.20175246771374156,0.20232406774161932,0.007074858395830211,0.0535054040138059,2.1113118612819796e-09,3.0560473482945004e-09,5.977440142581886e-11,1.7600334055666704e-09
14,0.4171164673964811,0.4169098194827289,0.01524859909981459,0.09620525284899456,0.3054724479477995,0.30348527806241316,0.013638761659531018,0.05554412862982401,0.2016607926017353,0.20232351870827517,0.007624299549907551,0.05554412862982316,0.20166079260173403,0.20232351870827517,0.007624299549907068,0.05554412862982184,9.575499224995085e-10,3.4167253545601324e-09,4.1641103273177025e-11,1.4335842403990454e-09
15,0.41711845516435053,0.41688058655389737,0.01634985583662122,0.09961851099053336,0.30576464398435904,0.303484257938932,0.014623755629202711,0.057514774136654956,0.20156229518450944,0.20232283862595457,0.008174927918310837,0.057514774136654456,0.20156229518450863,0.2023228386259545,0.008174927918310438,0.05751477413665304,2.7127288193655278e-09,2.5243049902259805e-09,6.995309544923667e-11,2.277856977944765e-09
16,0.4171206615184081,0.41684923588834044,0.01745365972530672,0.1029260824849171,0.3060766177743692,0.30348301222842206,0.015611027840774483,0.059424401429301534,0.20145696862896617,0.20232200815228119,0.008726829862653617,0.0594244014293008,0.20145696862896534,0.20232200815228116,0.008726829862653232,0.05942440142929948,2.5976218163688895e-09,2.9369490279671113e-09,1.2309200473954828e-10,2.057537106039815e-09
17,0.4171231021919811,0.4168157467498479,0.018560182268708633,0.10613832615452154,0.30640829682706566,0.3034815099277418,0.016600731691047532,0.06127899117665034,0.20134480566195845,0.2023210066184943,0.009280091134354558,0.06127899117664951,0.20134480566195737,0.2023210066184943,0.009280091134354166,0.061278991176648166,1.4393098869257965e-09,2.4537505077357136e-09,1.3114450119124522e-10,1.847570148514138e-09
18,0.41712579385326487,0.41678009701236896,0.019669593671821223,0.10926410885196702,0.3067596043180176,0.30347971804618085,0.017593019415996794,0.06308366265844852,0.2012257985830741,0.202319812030787,0.009834796835910872,0.06308366265844836,0.20122579858307282,0.20231981203078697,0.009834796835910417,0.06308366265844662,2.3283294782597288e-09,1.1102579447507021e-09,1.1359620333600145e-10,2.114086003485952e-09
19,0.41712875410109934,0.4167422631585865,0.02078206276503254,0.11231109085384822,0.3071304591103009,0.3034776016075997,0.01858804202211202,0.06484283853745068,0.20109993927830344,0.2023184010717329,0.010391031382516498,0.06484283853745021,0.2010999392783025,0.20231840107173288,0.010391031382516135,0.0648428385374487,1.700032247836205e-09,1.662796979109569e-09,1.672890198178299e-10,1.338307834987155e-09
20,0.4171320014603748,0.41670222027842885,0.02189775692808257,0.1152859444292052,0.30752077577633813,0.3034751236527123,0.019585949218383854,0.06656037104998253,0.20096721923459956,0.20231674910180797,0.010948878464041509,0.06656037104998225,0.20096721923459884,0.20231674910180794,0.01094887846404114,0.06656037104998094,2.1988622984013385e-09,2.9645084660062716e-09,1.2796592730312396e-10,3.0211032919324637e-09
21,0.4171355553770416,0.4166599420675313,0.023016842014773,0.118194523769865,0.3079304646203506,0.30347224524152333,0.020586889348962266,0.06823964011527171,0.20082762955534023,0.2023148301610154,0.011508421007386707,0.06823964011527148,0.20082762955533964,0.20231483016101534,0.011508421007386327,0.06823964011527031,2.166158307230793e-09,2.3945140794669675e-09,1.3527597312115838e-10,2.83470927453926e-09
22,0.4171394362126924,0.4166154008256571,0.02413948227845343,0.12104199889381176,0.3083594317013569,0.3034689254559315,0.021591009326509362,0.06988363064459328,0.2006811609767039,0.20231261697062078,0.012069741139226974,0.06988363064459312,0.20068116097670316,0.20231261697062072,0.01206974113922653,0.06988363064459155,2.6670190597134544e-09,2.8816988784420546e-09,1.820382746361327e-10,1.5017212062110985e-09
23,0.4171436652386888,0.41656856745508825,0.02526584029831024,0.12383296244104931,0.3088075788566582,0.30346512140251075,0.02259845456627013,0.07149499419988932,0.20052780388496547,0.20231008093500694,0.0126329201491554,0.07149499419988932,0.20052780388496472,0.20231008093500694,0.012632920149154944,0.07149499419988749,9.551673996628682e-10,1.456720195355031e-09,8.164466719693299e-11,1.4390390005083268e-09
24,0.4171482646297975,0.4165194114589973,0.026396076906479677,0.1265715157832667,0.3092748037257462,0.30346078821548433,0.02360936892088038,0.07307609870920871,0.20036754833472695,0.20230719214365603,0.013198038453240116,0.0730760987092086,0.20036754833472625,0.20230719214365603,0.013198038453239637,0.07307609870920674,3.1886515635352215e-09,3.8902835850726555e-09,1.4677042001186633e-10,3.0810651451366347e-09
25,0.41715325745730275,0.4164679009398107,0.02753035111600701,0.12926133914466165,0.30976099977456856,0.30345587905990035,0.024623894615931563,0.07462906895098258,0.20020038406808915,0.2023039193732667,0.013765175558003823,0.07462906895098256,0.20020038406808827,0.20230391937326667,0.013765175558003242,0.07462906895098063,2.5934432386001602e-09,2.8471851098507108e-09,1.5973830423546894e-10,9.810788482523048e-10
26,0.4171586676815663,0.41641400259758166,0.02866882004967068,0.13190574922031784,0.31026605632009807,0.30345034513503194,0.025642172186309025,0.0761558198200105,0.20002630053478093,0.2023002300900211,0.014334410024835664,0.07615581982001045,0.20002630053477988,0.20230023009002107,0.014334410024835096,0.0761558198200085,2.0851302246830855e-09,2.2529504979699564e-09,6.909553142387292e-11,1.0324180793883857e-09
27,0.41716452014398414,0.4163576817283739,0.02981163886968691,0.13450774691412312,0.310789858555124,0.30344413567800316,0.02666434041331798,0.07765808388896,0.19984528691325165,0.20229609045200192,0.014905819434843818,0.07765808388895973,0.19984528691325049,0.20229609045200184,0.014905819434843178,0.07765808388895758,1.0327558638794345e-09,2.589860286781957e-09,1.879199749108892e-10,1.7128891104997761e-09
28,0.4171708405583224,0.41629890222268423,0.030958960708311514,0.13707005719208884,0.31133228757322656,0.30343719796767066,0.02769053626261186,0.07913743441769093,0.19965733213274703,0.20229146531178024,0.015479480354156187,0.07913743441769064,0.19965733213274592,0.20229146531178016,0.015479480354155457,0.07913743441768831,4.278141828490497e-09,1.4594953100431316e-09,1.7492112520738276e-10,2.5544637370629153e-09
29,0.41717765550137925,0.41623762656390817,0.03211093659935151,0.1395951625872362,0.31189322039385525,0.3034294773287685,0.028720894822934367,0.08059530469731124,0.19946242489637503,0.2022863182191788,0.016055468299676134,0.08059530469731123,0.1994624248963739,0.20228631821917875,0.016055468299675402,0.08059530469730866,1.7402158130141957e-09,1.0424813929528936e-09,1.2303600208526506e-10,2.521474594757334e-09
30,0.41718499240293927,0.4161738158268673,0.033267715410596255,0.14208533155054154,0.3124725299874605,0.3034209171363337,0.029755549245684243,0.08203300441860327,0.199260553705178,0.20228061142422224,0.0166338577052985,0.08203300441860326,0.19926055370517676,0.20228061142422218,0.016633857705297888,0.08203300441860081,1.943195086876772e-09,2.824183568412594e-09,1.7403586607272914e-10,1.6976515130391188e-09
31,0.41719287953497797,0.4161074296764114,0.03442944377717956,0.14454264258557067,0.3130700853006134,0.30341145882042975,0.030794630685312283,0.0834517336061601,0.19905170688322327,0.20227430588028625,0.01721472188859016,0.08345173360615996,0.19905170688322207,0.20227430588028622,0.01721472188858957,0.08345173360615746,3.709293631459792e-09,3.0989138974276106e-09,2.7497505464083876e-10,2.9283316672374498e-09
32,0.41720134600007713,0.4160384263661153,0.035596266035878565,0.1469690049092635,0.313685751281063,0.3034010418711889,0.031838268240556605,0.08485259454689542,0.19883587260372818,0.202267361247459,0.017798133017939595,0.08485259454689541,0.1988358726037279,0.20226736124745895,0.017798133017939102,0.0848525945468935,2.3116361418251094e-09,2.7417271320376693e-09,2.928470306886325e-10,1.1043036205955245e-09
33,0.41721042171900935,0.41596676273708494,0.03676832416035648,0.14936617623160395,0.3143193889026741,0.3033896038441891,0.03288658889652203,0.08623660205514233,0.19861303891623636,0.2022597358961259,0.01838416208017855,0.08623660205514225,0.198613038916236,0.20225973589612578,0.0183841620801781,0.0862366020551405,1.7168081244948286e-09,2.4183358985760488e-09,1.9531273076526204e-10,3.1718426774245447e-09
34,0.4172201374174451,0.41589239421688995,0.03794575769735098,0.1517357781309665,0.31497085519018697,0.30337708036618294,0.033939717467605095,0.0876046923496116,0.19838319377485056,0.2022513869107884,0.018972878848675816,0.08760469234961155,0.19838319377485025,0.20225138691078837,0.018972878848675285,0.08760469234960955,1.9572293557821675e-09,2.577258750598013e-09,2.0158720889483418e-10,1.6801794897435232e-09
35,0.4172305246117401,0.4158152748186401,0.039128703703813425,0.1540793094114192,0.3156400032437563,0.30336340514120014,0.034997776541269864,0.08895773076523526,0.19814632506755134,0.20224227009413318,0.019564351851907084,0.08895773076523511,0.1981463250675509,0.20224227009413315,0.019564351851906442,0.08895773076523322,3.150531606134999e-09,1.2140003505394422e-09,2.4295895971513815e-10,3.365871125962088e-09
36,0.41724161559376255,0.4157353571402279,0.04031729668499833,0.15639815775699142,0.31632668226321886,0.303348509957046,0.0360608864226733,0.09029651848176165,0.19790242064660762,0.20223233997136372,0.020158648342499596,0.09029651848176094,0.19790242064660707,0.2022323399713637,0.020158648342498843,0.09029651848175915,1.939283252894143e-09,7.425456860246425e-10,3.025420647697406e-10,1.3416187340616407e-09
37,0.41725344341470877,0.41565259236375107,0.04151166853350188,0.15869360994141832,0.31703073757204037,0.30333232469220806,0.03712916508013971,0.09162179841835236,0.19765146836009784,0.2022215497948052,0.020755834266751417,0.09162179841835205,0.19765146836009667,0.20222154979480514,0.020755834266750595,0.09162179841834975,1.096213083755927e-09,1.9801406114385016e-09,1.0850725696661783e-10,2.7959345336896474e-09
38,0.4172660418678696,0.4155669302551421,0.04271194846924883,0.16096686080675318,0.3177520106409071,0.3033147773232028,0.0382027280914834,0.09293426041738892,0.19739345608455927,0.20220985154880167,0.021355974234624896,0.09293426041738863,0.19739345608455797,0.20220985154880156,0.021355974234624008,0.09293426041738627,1.3293157713552857e-09,1.9704625572132497e-09,2.766600846360094e-10,2.5908564046906922e-09
39,0.41727944547029405,0.41547831916401845,0.04391826298042381,0.163219021187964,0.3184903391109177,0.30329579393237593,0.03928168859117611,0.09423454581973936,0.19712837175878364,0.20219719595491709,0.021959131490212457,0.09423454581973884,0.19712837175878264,0.202197195954917,0.02195913149021159,0.0942345458197367,1.8833988840677412e-09,2.4043909020116305e-09,4.471382917239789e-10,1.7984676827797714e-09
40,0.41729368944331285,0.415386706023781,0.04513073576534373,0.16545112493129588,0.31924555681634154,0.3032752987161806,0.04036615721835585,0.09552325151681086,0.19685620341877266,0.20218353247745352,0.0225653678826723,0.09552325151681072,0.19685620341877189,0.20218353247745344,0.02256536788267151,0.0955232515168085,2.1370909784764482e-09,1.6752556125730792e-09,1.9626665684470755e-10,1.9865669977078006e-09
41,0.4173088096918693,0.41529203635197837,0.04634948767526296,0.16766413513030634,0.3200174938069123,0.3032532139939576,0.041456242065670695,0.09680093355092961,0.19657693923387332,0.2021688093293049,0.0231747438376321,0.09680093355092846,0.19657693923387232,0.20216880932930484,0.023174743837631007,0.09680093355092655,1.5796934651159531e-09,1.646949076280917e-09,3.6287258577707295e-10,2.462130469966652e-09
42,0.4173248427826146,0.4151942542509609,0.04757463665810988,0.16985894968396514,0.32080597636962677,0.3032294602172386,0.0425520486289549,0.0980681103243058,0.19629056754411048,0.20215297347815886,0.023787318329055566,0.09806811032430482,0.19629056754410948,0.20215297347815886,0.023787318329054518,0.09806811032430274,2.1117028388019227e-09,1.921245811223176e-09,1.5446880805449023e-10,1.1949471908673839e-09
43,0.41734182592072555,0.4150933024088509,0.04880629770314189,0.17203640626513014,0.3216108270500257,0.3032039559795952,0.043653679757726875,0.09932526546759035,0.1959970768987361,0.20213597065306324,0.024403148851571667,0.099325265467589,0.19599707689873458,0.2021359706530632,0.024403148851570355,0.09932526546758676,1.6796776749417955e-09,1.540972015672153e-09,2.6652023713026986e-10,1.5415864778292538e-09
44,0.417359796925393,0.4149891221008494,0.05004458278651534,0.17419728677445576,0.3224318646729365,0.3031766180270609,0.044761235606505696,0.10057285041133615,0.19569645609600955,0.20211774535137372,0.025022291393258417,0.10057285041133483,0.1956964560960082,0.2021177453513737,0.02502229139325711,0.10057285041133261,2.4578780640056956e-09,1.1074104935950904e-09,3.0559858083450265e-10,1.7232616000087026e-09
45,0.41737879420394514,0.4148816531909078,0.051289600817760204,0.17634232134375422,0.32326890436266037,0.30314736126914776,0.04587481358693625,0.1018112866973415,0.19538869422423483,0.2020982408460984,0.02564480040888077,0.10181128669734037,0.1953886942242337,0.20209824084609826,0.025644800408879474,0.10181128669733808,2.3016403089015743e-09,2.9701699665406947e-09,1.7492426643870586e-10,2.289145228684936e-09
46,0.41739885672455324,0.41477083413378574,0.05254145758714996,0.17847219194363292,0.3241217575625911,0.30311609879048224,0.04699450832071577,0.10304096806152042,0.1950737807040647,0.2020773991936546,0.0262707287935756,0.10304096806151948,0.19507378070406375,0.20207739919365456,0.026270728793574467,0.10304096806151719,1.958088076460035e-09,1.4187661763000317e-09,2.043079146343428e-10,2.2254651152120424e-09
47,0.41742002398748335,0.41465660197752535,0.05380025571395823,0.1805875356425332,0.3249902320542572,0.30308274186308537,0.04812041159331287,0.10426226231550925,0.19475170533209685,0.20205516124205675,0.026900127856979813,0.104262262315508,0.19475170533209585,0.2020551612420567,0.026900127856978564,0.10426226231550584,3.1190535256412687e-09,1.4806794420611836e-09,2.9531341259519354e-10,1.4106337636196569e-09
48,0.4174423359948488,0.41453889236636615,0.05506609459559258,0.18268894755780693,0.325874131975782,0.3030471999593235,0.04925261230847156,0.10547551305047086,0.1944224583257788,0.20203146663954877,0.02753304729779707,0.10547551305046976,0.19442245832577745,0.2020314666395487,0.027533047297795682,0.10547551305046732,2.0202215784311667e-09,2.8808303395144997e-09,4.429418067689105e-10,2.5676197881070017e-09
49,0.4174658332188274,0.4144176395441319,0.0563390703575952,0.1847769835339995,0.3267732578397674,0.30300938076555495,0.05039119644349056,0.10668104118340326,0.19408603036964212,0.20200625384370305,0.02816953517879841,0.10668104118340217,0.1940860303696408,0.20200625384370297,0.028169535178797018,0.10668104118339969,2.8458393540175405e-09,3.4101609085277213e-09,1.6719205937956198e-10,2.6653342570049373e-09
50,0.41749055656829887,0.41429277635811257,0.05761927580450132,0.18685216257886048,0.32768740655059797,0.3029691901964983,0.05153624700526957,0.10787914636356993,0.1937424126628846,0.20197946013099868,0.028809637902251356,0.1078791463635697,0.19374241266288345,0.20197946013099868,0.02880963790225014,0.10787914636356691,2.605196629112848e-09,2.770667291665998e-09,3.487971433149605e-10,2.4184117785130095e-09
51,0.4175165473538726,0.41416423426347726,0.058906800371545366,0.18891496908366445,0.32861637142117955,0.3029265324103497,0.05268784398711416,0.10907010825440469,0.1933915969683197,0.20195102160689968,0.02945340018577337,0.10907010825440441,0.19339159696831837,0.2019510216068996,0.029453400185772128,0.10907010825440143,2.492219337630262e-09,1.7517456937438696e-09,4.124961805975976e-10,2.5080819817581956e-09
52,0.4175438472512573,0.41403194332823684,0.06020173007720631,0.19096585485104642,0.32955994218911916,0.30288130982467,0.05384606432629082,0.11025418770428008,0.19303357566271143,0.20192087321644644,0.03010086503860394,0.11025418770427953,0.1930335756627098,0.20192087321644642,0.03010086503860251,0.11025418770427653,2.543068176013706e-09,3.17087363656782e-09,5.273568251394772e-10,1.541263008345287e-09
53,0.41757249826295834,0.4138958322388018,0.0615041474765829,0.19300524095068183,0.3305179050323753,0.30283342313307987,0.05501098186232463,0.111431627817886,0.19266834178851833,0.20188894875538638,0.03075207373829219,0.11143162781788558,0.19266834178851674,0.20188894875538632,0.030752073738290826,0.1114316278178827,2.1823937881459297e-09,1.0650543620109879e-09,3.251410801124626e-10,2.353956482166541e-09
54,0.4176025426782545,0.41375582830615276,0.06281413161558994,0.1950335194206472,0.3314900425843841,0.3027827713227769,0.056182667296031163,0.1126026549385118,0.19229588910706122,0.20185518088185103,0.03140706580779565,0.11260265493851178,0.19229588910705991,0.20185518088185103,0.03140706580779445,0.11260265493850889,3.0202011241840177e-09,1.6872933483529396e-09,4.969949591279781e-10,2.191832353557123e-09
55,0.4176340230314334,0.413611857472661,0.06413175798596829,0.19705105483017826,0.33247613394869874,0.3027292516929098,0.057361188149276064,0.11376747955030432,0.19191621215313767,0.20181950112860636,0.032065878992984895,0.11376747955030424,0.19191621215313606,0.20181950112860622,0.03206587899298349,0.11376747955030089,2.6432468900843666e-09,2.4238583705578584e-09,7.506176096166856e-10,1.6770997825844665e-09
56,0.41766698205826186,0.4134638443195944,0.06545709848110214,0.1990581857176873,0.3334759547131703,0.30267275987383563,0.05854660872545711,0.11492629710850653,0.19152930629109918,0.20178183991589022,0.03272854924055182,0.11492629710850633,0.19152930629109774,0.2017818399158902,0.03272854924055056,0.11492629710850308,3.03872370447828e-09,1.0198034158007009e-09,1.4723744916038654e-10,1.749221335018882e-09
57,0.41770146265066516,0.41331171207533596,0.06679022135263649,0.20105522591630176,0.3344892769636994,0.302613189847285,0.059738990070701284,0.11607928880475898,0.19113516777241504,0.20174212656485643,0.03339511067631893,0.11607928880475891,0.19113516777241366,0.2017421265648564,0.033395110676317744,0.11607928880475571,2.3095476961721446e-09,1.5686430531892286e-09,3.875063357532318e-10,1.1941713906674785e-09
58,0.41773750780959357,0.4131553826243506,0.0681311911678888,0.20304246577780194,0.3355158692975995,0.302550433967463,0.060938389935773093,0.1172266222737405,0.19073379379473618,0.20170028931164172,0.03406559558394504,0.11722662227374023,0.19073379379473498,0.20170028931164172,0.03406559558394389,0.11722662227373719,1.9980841666132512e-09,1.4790838285087782e-09,2.356351448969117e-10,1.2828496359214363e-09
59,0.4177751605960665,0.41299477651693567,0.06948006876805331,0.20502017330462402,0.3365554968366148,0.3024843829831155,0.062144862738690944,0.11836845224672962,0.19032518256248304,0.20165625532207676,0.03474003438402731,0.11836845224672941,0.19032518256248168,0.20165625532207673,0.03474003438402612,0.1183684522467262,1.6256833620325687e-09,2.2583690295340545e-09,4.875704996620689e-10,2.0755020238451797e-09
60,0.4178144640803803,0.41282981297979127,0.07083691122719175,0.20698859519853524,0.33760792123963906,0.3024149260605868,0.06335845952804757,0.11950492115705791,0.18990933334897198,0.2016099507070576,0.0354184556135966,0.1195049211570579,0.18990933334897087,0.2016099507070576,0.03541845561359539,0.11950492115705462,2.4527080869951025e-09,3.2277118990147927e-09,4.1973212564890604e-10,1.8352150620075728e-09
61,0.41785546128946505,0.41266040992743835,0.07220177181201118,0.20894795783366626,0.33867290071518025,0.30234195080789267,0.0645792279470341,0.120636159701891,0.1894862465601019,0.20156130053859492,0.03610088590600637,0.12063615970189098,0.18948624656010032,0.20156130053859492,0.03610088590600495,0.12063615970188736,1.6130804068772813e-09,1.4275333876365522e-09,5.554130661709408e-10,2.138750564434922e-09
62,0.41789819515239685,0.41248648397453097,0.07357469994242602,0.21089846816077254,0.3397501900336294,0.3022653432998409,0.06580721219816583,0.121762287364303,0.18905592379961408,0.2015102288665604,0.03678734997121382,0.12176228736430299,0.18905592379961256,0.2015102288665604,0.03678734997121243,0.12176228736429928,1.7404699512288036e-09,1.8698400201018486e-09,3.596882248561363e-10,2.4577378891508546e-09
63,0.41794270844405995,0.4123079504490908,0.07495574115290754,0.21284031454888697,0.3408395405393899,0.302184988104223,0.06704245300871194,0.12288341289920587,0.18861836793595035,0.20145665873614846,0.03747787057645452,0.1228834128992057,0.1886183679359488,0.2014566587361484,0.037477870576453166,0.12288341289920209,2.265955129696572e-09,1.6714316500345823e-09,4.0347026240627127e-10,2.370057347345801e-09
64,0.4179890437269648,0.412124723406706,0.07634493705462159,0.21477366756989305,0.3419407001629263,0.30210076830910537,0.0682849875968306,0.12399963478632231,0.18817358317071856,0.20140051220607005,0.03817246852731154,0.12399963478632203,0.18817358317071714,0.20140051220606994,0.038172468527310176,0.12399963478631852,2.0352328258896504e-09,2.183182741322979e-09,3.152169087375932e-10,2.5870419876468e-09
65,0.41803724329123193,0.411936715645726,0.07774232529835888,0.2166986807309943,0.3430534134327943,0.3020125655512433,0.06953484963841287,0.12511104165307768,0.18772157510878623,0.2013417103674953,0.03887116264918037,0.1251110416530776,0.1877215751087846,0.20134171036749526,0.0388711626491788,0.1251110416530737,1.3671772336311193e-09,2.548041642635685e-09,3.2375996862386164e-10,1.5861030468448896e-09
66,0.4180873490927654,0.4117438387235013,0.0791479395382645,0.21861549115957085,0.34417742148772745,0.3019202600456502,0.07079206923464113,0.12621771267000187,0.18726235083001805,0.2012801733637666,0.03957396976913308,0.1262177126700018,0.1872623508300165,0.20128017336376655,0.03957396976913153,0.1262177126699979,1.8256796510549048e-09,3.2816382185572843e-09,2.586688731091434e-10,1.3971993959555243e-09
67,0.4181394026896228,0.4115460029736924,0.08056180939637106,0.22052422024446816,0.3453124620888408,0.30182373061634143,0.07205667288026683,0.12731971792097724,0.18679591896267175,0.2012158204108941,0.040280904698186286,0.1273197179209771,0.18679591896267042,0.20121582041089403,0.0402809046981849,0.12731971792097374,1.8141902354902683e-09,2.254993965268969e-09,5.997821976224194e-10,2.7059227474773503e-09
68,0.41819344517661766,0.4113431175246933,0.08198396042794809,0.22242497423738447,0.3464582696320249,0.30172285472827676,0.0733286834326179,0.1284171187504508,0.1863222897584649,0.20114856981885104,0.040991980213974835,0.1284171187504507,0.18632228975846366,0.20114856981885101,0.040991980213973454,0.12841711875044715,1.4853960932865195e-09,2.7604869983622565e-09,5.295038987448619e-10,1.5515538968161188e-09
69,0.4182495171181937,0.4111350903192165,0.08341441408767644,0.2243178448176852,0.34761457516062017,0.30161750852053965,0.0746081200813443,0.12950996808952875,0.1858414751693317,0.20107833901369285,0.04170720704383912,0.12950996808952858,0.1858414751693301,0.2010783390136928,0.04170720704383759,0.12950996808952472,3.5966915721173087e-09,1.6232215296739592e-09,6.634221728966844e-10,1.8059980680106024e-09
70,0.418307658479592,0.4109218281350625,0.08485318769666063,0.22620290962364822,0.34878110637842846,0.3015075668407568,0.07589499831891282,0.1305983107626915,0.18535348892587447,0.20100504456050428,0.042426593848331216,0.13059831076269118,0.18535348892587292,0.20100504456050422,0.042426593848329586,0.1305983107626871,2.618906525355326e-09,1.4015036479750725e-09,5.734665112089187e-10,3.4995402896721407e-09
