N,series,denominator,onset_gt_0.05,initial,step1,final,max
40,N-2,38,3,1.7820000372571174e-31,0.003403562145674244,0.9599759122142287,0.9653555668420742
40,N-1,39,3,1.7820000372571174e-31,0.0033885963460789583,0.9770241213179216,0.9824001430702024
40,N,40,3,1.7820000372571174e-31,0.0032875003685735693,0.9715187279002705,0.9910260889598169
40,N+1,41,3,1.7820000372571174e-31,0.0031177222367753826,0.964026115226641,0.9846510417939568
40,N+2,42,3,1.7820000372571174e-31,0.00289685866696663,0.9548755899285346,0.9683978536768746
40,124,124,6,1.7820000372571174e-31,0.003208440530884971,0.9938685152586177,0.998343972685629
