R,R_input_text,condition_id,window,step_start,step_end,n,phi,phi_over_pi,s0,stability_gain,S_mean,S_amp,S_min,S_max,S_drift,Q_max_error,gray_error_no_phase,gray_depth_no_phase
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,all,0,4096,4097,0.0,0.0,0.01,0.0,-1.1625588435210692e-06,0.019999998195376928,-0.019999996390753783,0.020000000000000073,5.216191221914951e-06,4.440892098500626e-16,6.380554688508524e-06,5.195141564588089
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,first16,0,15,16,0.0,0.0,0.01,0.0,-0.00017781458019009225,0.019948871834892523,-0.019897743669784973,0.020000000000000073,0.005725933661002276,2.220446049250313e-16,0.005954876406299846,2.225127247887164
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,first64,0,63,64,0.0,0.0,0.01,0.0,-0.0001231609935573915,0.01999999062423241,-0.019999981248464745,0.020000000000000073,7.655396929901598e-05,2.220446049250313e-16,0.00019972433862399687,3.6995690083089214
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,first256,0,255,256,0.0,0.0,0.01,0.0,8.360896201085093e-05,0.01999999062423241,-0.019999981248464745,0.020000000000000073,0.00024029992647086847,4.440892098500626e-16,0.0003239182642493088,3.489564563446876
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,first_half,0,2047,2048,0.0,0.0,0.01,0.0,-3.7712910411543944e-06,0.01999999062423241,-0.019999981248464745,0.020000000000000073,2.1118462063139917e-06,4.440892098500626e-16,5.892513015057773e-06,5.229699449556879
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,tail,2048,4096,2049,0.0,0.0,0.01,0.0,1.4449001807605561e-06,0.01999999524170415,-0.019999996390753783,0.019999994092654513,3.309303615640883e-06,4.440892098500626e-16,4.758962092252526e-06,5.3224877545816
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,block256_0000_0255,0,255,256,0.0,0.0,0.01,0.0,8.360896201085093e-05,0.01999999062423241,-0.019999981248464745,0.020000000000000073,0.00024029992647086847,4.440892098500626e-16,0.0003239182642493088,3.489564563446876
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,block256_0256_0511,256,511,256,0.0,0.0,0.01,0.0,-9.416932491108145e-05,0.019999428080901965,-0.019999531213378666,0.019999324948425268,0.00022244113982697143,4.440892098500626e-16,0.00031718238383608797,3.498690941200685
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,block256_0512_0767,512,767,256,0.0,0.0,0.01,0.0,0.00010386812094531568,0.0199983030100645,-0.019998481144638203,0.019998124875490797,0.00020254721152851906,4.440892098500626e-16,0.0003081123224093353,3.5112909324933037
0.6971677792310031,0.69716777923100315,phi0_s0.01_g0,block256_0768_1023,768,1023,256,0.0,0.0,0.01,0.0,-0.00011261661462233073,0.019996577942423932,-0.019996831073749773,0.01999632481109809,0.0001808001535998339,4.440892098500626e-16,0.00029683882579823297,3.5274792950131695
