t,H,Q2_re,Q2_im,generator_norm
0,np.float64(216.7716002927632),np.float64(-28.57111933419363),np.float64(38.19263752515434),np.float64(13.471165299369874)
1,np.float64(216.77160029276286),np.float64(-28.571119334193643),np.float64(38.192637525154176),np.float64(13.077212490830975)
2,np.float64(216.77160029276263),np.float64(-28.571119334193597),np.float64(38.19263752515411),np.float64(13.805240364933798)
3,np.float64(216.77160029276243),np.float64(-28.571119334193632),np.float64(38.192637525154026),np.float64(14.289632640915864)
4,np.float64(216.77160029276297),np.float64(-28.57111933419366),np.float64(38.19263752515428),np.float64(14.397353820778532)
5,np.float64(216.77160029276303),np.float64(-28.5711193341937),np.float64(38.192637525154254),np.float64(14.202993530785658)
6,np.float64(216.7716002927638),np.float64(-28.571119334193977),np.float64(38.19263752515434),np.float64(14.219384293437756)
7,np.float64(216.77160029276374),np.float64(-28.57111933419405),np.float64(38.19263752515431),np.float64(14.604385996490768)
8,np.float64(216.77160029276422),np.float64(-28.571119334194023),np.float64(38.192637525154275),np.float64(14.668291688796524)
9,np.float64(216.77160029276462),np.float64(-28.57111933419423),np.float64(38.1926375251542),np.float64(14.632311204260281)
10,np.float64(216.77160029276394),np.float64(-28.57111933419412),np.float64(38.192637525154154),np.float64(14.59183548506505)
11,np.float64(216.77160029276462),np.float64(-28.57111933419436),np.float64(38.1926375251541),np.float64(14.615846106894628)
12,np.float64(216.77160029276496),np.float64(-28.571119334194435),np.float64(38.19263752515405),np.float64(14.780649237601729)
13,np.float64(216.77160029276453),np.float64(-28.571119334194186),np.float64(38.19263752515408),np.float64(14.840717250218967)
14,np.float64(216.77160029276433),np.float64(-28.571119334194293),np.float64(38.19263752515403),np.float64(14.766011201416873)
15,np.float64(216.77160029276396),np.float64(-28.571119334194243),np.float64(38.19263752515407),np.float64(14.699540191602697)
16,np.float64(216.77160029276385),np.float64(-28.571119334194137),np.float64(38.19263752515402),np.float64(14.692080814685584)
17,np.float64(216.7716002927645),np.float64(-28.57111933419423),np.float64(38.192637525154055),np.float64(14.769523331095252)
18,np.float64(216.77160029276462),np.float64(-28.571119334194304),np.float64(38.19263752515411),np.float64(14.876821962720955)
19,np.float64(216.77160029276467),np.float64(-28.571119334194385),np.float64(38.192637525154055),np.float64(14.865500577874762)
20,np.float64(216.77160029276467),np.float64(-28.571119334194414),np.float64(38.19263752515391),np.float64(14.76932003804491)
21,np.float64(216.7716002927644),np.float64(-28.571119334194336),np.float64(38.19263752515396),np.float64(14.69699439955454)
22,np.float64(216.77160029276445),np.float64(-28.5711193341945),np.float64(38.19263752515393),np.float64(14.759560644102093)
23,np.float64(216.77160029276405),np.float64(-28.57111933419457),np.float64(38.192637525153735),np.float64(14.855916146318139)
24,np.float64(216.77160029276362),np.float64(-28.571119334194325),np.float64(38.19263752515377),np.float64(14.876786978472062)
25,np.float64(216.77160029276314),np.float64(-28.571119334194343),np.float64(38.192637525153756),np.float64(14.839464253323309)
26,np.float64(216.77160029276217),np.float64(-28.5711193341945),np.float64(38.19263752515352),np.float64(14.759288726887556)
27,np.float64(216.7716002927627),np.float64(-28.571119334194705),np.float64(38.19263752515344),np.float64(14.731857656238974)
28,np.float64(216.7716002927624),np.float64(-28.57111933419452),np.float64(38.192637525153415),np.float64(14.800563135348911)
29,np.float64(216.7716002927626),np.float64(-28.571119334194506),np.float64(38.192637525153515),np.float64(14.869178131919949)
30,np.float64(216.77160029276308),np.float64(-28.57111933419464),np.float64(38.19263752515354),np.float64(14.87399177228702)
31,np.float64(216.7716002927625),np.float64(-28.57111933419463),np.float64(38.1926375251535),np.float64(14.814956657765178)
32,np.float64(216.77160029276286),np.float64(-28.571119334194577),np.float64(38.192637525153586),np.float64(14.764628076988716)
33,np.float64(216.77160029276322),np.float64(-28.571119334194634),np.float64(38.1926375251537),np.float64(14.757966062338067)
34,np.float64(216.77160029276294),np.float64(-28.57111933419461),np.float64(38.19263752515377),np.float64(14.822887677134121)
35,np.float64(216.77160029276274),np.float64(-28.57111933419454),np.float64(38.192637525153806),np.float64(14.872265163639298)
36,np.float64(216.7716002927619),np.float64(-28.57111933419452),np.float64(38.192637525153486),np.float64(14.850865719951187)
37,np.float64(216.77160029276172),np.float64(-28.57111933419442),np.float64(38.19263752515356),np.float64(14.795351058736548)
38,np.float64(216.77160029276214),np.float64(-28.571119334194503),np.float64(38.1926375251536),np.float64(14.758564936903603)
39,np.float64(216.7716002927625),np.float64(-28.571119334194645),np.float64(38.192637525153515),np.float64(14.796360854450107)
40,np.float64(216.77160029276226),np.float64(-28.571119334194602),np.float64(38.19263752515347),np.float64(14.84582221365967)
41,np.float64(216.77160029276178),np.float64(-28.57111933419463),np.float64(38.1926375251533),np.float64(14.861242611500435)
42,np.float64(216.7716002927616),np.float64(-28.571119334194393),np.float64(38.19263752515337),np.float64(14.828856763839447)
43,np.float64(216.77160029276115),np.float64(-28.57111933419432),np.float64(38.19263752515333),np.float64(14.783830154788701)
