t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(216.77160029276317),np.float64(-30.13184191032266),np.float64(-14.473699241195376),np.float64(26.697456206634843),np.float64(4.440892098500626e-16)
1,np.float64(216.77160029276405),np.float64(-30.13184191032292),np.float64(-14.473699241195625),np.float64(28.973655213677848),np.float64(8.881784197001252e-16)
2,np.float64(216.77160029276405),np.float64(-30.131841910322827),np.float64(-14.473699241195847),np.float64(31.981015211127477),np.float64(8.881784197001252e-16)
3,np.float64(216.7716002927645),np.float64(-30.13184191032302),np.float64(-14.473699241195714),np.float64(43.71589885680393),np.float64(1.7763568394002505e-15)
4,np.float64(216.77160029276456),np.float64(-30.131841910322855),np.float64(-14.473699241195977),np.float64(52.94784207163097),np.float64(1.7763568394002505e-15)
5,np.float64(216.77160029276428),np.float64(-30.13184191032276),np.float64(-14.473699241196439),np.float64(66.64355170579664),np.float64(3.552713678800501e-15)
6,np.float64(216.77160029276433),np.float64(-30.131841910322105),np.float64(-14.473699241197158),np.float64(78.23758076953537),np.float64(7.105427357601002e-15)
7,np.float64(216.7716002927644),np.float64(-30.13184191032151),np.float64(-14.473699241198407),np.float64(90.21915656025256),np.float64(7.105427357601002e-15)
8,np.float64(216.7716002927643),np.float64(-30.131841910321263),np.float64(-14.473699241198881),np.float64(99.58171935239235),np.float64(3.552713678800501e-15)
9,np.float64(216.77160029276448),np.float64(-30.131841910321306),np.float64(-14.473699241198812),np.float64(101.38661138970082),np.float64(3.552713678800501e-15)
10,np.float64(216.77160029276445),np.float64(-30.131841910320787),np.float64(-14.473699241199679),np.float64(102.28352295622136),np.float64(1.7763568394002505e-15)
11,np.float64(216.7716002927641),np.float64(-30.131841910320723),np.float64(-14.473699241199498),np.float64(102.64956371195885),np.float64(3.552713678800501e-15)
12,np.float64(216.77160029276473),np.float64(-30.131841910320215),np.float64(-14.473699241200329),np.float64(102.90055100765137),np.float64(3.552713678800501e-15)
13,np.float64(216.77160029276445),np.float64(-30.131841910320347),np.float64(-14.473699241200304),np.float64(103.08245480896005),np.float64(7.105427357601002e-15)
14,np.float64(216.77160029276422),np.float64(-30.13184191032019),np.float64(-14.473699241200137),np.float64(103.22539273157263),np.float64(3.552713678800501e-15)
15,np.float64(216.7716002927641),np.float64(-30.131841910320276),np.float64(-14.4736992412001),np.float64(103.34618101060643),np.float64(3.552713678800501e-15)
16,np.float64(216.77160029276368),np.float64(-30.131841910320414),np.float64(-14.47369924119928),np.float64(103.45179551428149),np.float64(7.105427357601002e-15)
17,np.float64(216.77160029276382),np.float64(-30.13184191032026),np.float64(-14.473699241199945),np.float64(103.54807028680595),np.float64(3.552713678800501e-15)
18,np.float64(216.7716002927632),np.float64(-30.131841910320098),np.float64(-14.473699241199832),np.float64(103.63754378742587),np.float64(3.552713678800501e-15)
19,np.float64(216.7716002927633),np.float64(-30.131841910320418),np.float64(-14.473699241200233),np.float64(103.72242088076953),np.float64(7.105427357601002e-15)
20,np.float64(216.77160029276322),np.float64(-30.13184191032018),np.float64(-14.473699241200826),np.float64(103.8037094461408),np.float64(3.552713678800501e-15)
21,np.float64(216.77160029276268),np.float64(-30.13184191032026),np.float64(-14.473699241200215),np.float64(103.88192941208891),np.float64(7.105427357601002e-15)
22,np.float64(216.77160029276268),np.float64(-30.131841910319977),np.float64(-14.473699241200745),np.float64(103.95766782502673),np.float64(7.105427357601002e-15)
23,np.float64(216.77160029276195),np.float64(-30.13184191031948),np.float64(-14.473699241201306),np.float64(104.03086101542827),np.float64(7.105427357601002e-15)
24,np.float64(216.77160029276178),np.float64(-30.13184191031948),np.float64(-14.473699241200936),np.float64(104.10244512397294),np.float64(7.105427357601002e-15)
25,np.float64(216.77160029276152),np.float64(-30.13184191031955),np.float64(-14.473699241200944),np.float64(104.1723164306548),np.float64(8.881784197001252e-16)
