step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,3.0056540310482387e-31,8.241275169820076e-32,0.9999999999999999,4.635580223687185e-13
25,5.203030042300651e-24,1.4266313372230237e-24,1.0000000000000002,4.881985779280818e-13
50,2.1073617280318403e-23,5.7782258715256715e-24,1.0000000000000002,5.451764607421469e-13
75,4.8083418197968033e-23,1.3184108230074497e-23,1.0,6.28259845608543e-13
100,8.656155866600482e-23,2.3734522227971906e-23,1.0,7.212124206844343e-13
125,1.365169188887251e-22,3.743190274981989e-23,0.9999999999999998,8.020771261359828e-13
150,1.973667530346829e-22,5.411646531272665e-23,1.0,8.508941051591069e-13
200,3.4697470419059847e-22,9.513782972568266e-23,1.0000000000000002,8.28656059255166e-13
300,7.251514871607147e-22,1.9883103257270352e-22,0.9999999999999998,6.81327360581935e-13
500,2.0083989635468427e-21,5.506877484366196e-22,0.9999999999999999,1.0169027139219701e-12
750,4.39866268420312e-21,1.2060799142310755e-21,1.0000000000000002,1.2587093959220687e-12
1000,7.693210657714856e-21,2.1094199570113472e-21,0.9999999999999999,1.6001775949405429e-12
1500,1.5733949426161778e-20,4.314129483621225e-21,1.0,1.933590899932879e-12
2000,2.4798436987231273e-20,6.799543157069788e-21,1.0000000000000002,1.980643316006257e-12
3000,4.502565281541203e-20,1.2345692176134902e-20,0.9999999999999999,2.0316690399864244e-12
4000,7.98603523728809e-20,2.1897102336646667e-20,0.9999999999999999,3.0685002495892845e-12
5000,1.4033049595603064e-19,3.847755662978053e-20,0.9999999999999999,3.747935096277486e-12
7500,3.8483412188757045e-19,1.0551859463709561e-19,0.9999999999999998,5.724818469553012e-12
10000,1.0158824169002238e-18,2.7854724633586806e-19,0.9999999999999999,7.969386553703298e-12
15000,5.1562331389031055e-18,1.4137999815865628e-18,1.0,1.8710220705317366e-11
20000,2.2686668717534566e-17,6.2205123296555365e-18,1.0000000000000002,3.818828857562648e-11
25000,9.243276455163949e-17,2.5344362308845496e-17,1.0000000000000002,7.184082444327679e-11
30000,3.6711318234102597e-16,1.0065964754750038e-16,0.9999999999999999,1.7787069077655863e-10
35000,1.4539964183674407e-15,3.9867477946424926e-16,0.9999999999999999,3.184432225791806e-10
40000,5.751976473120683e-15,1.5771482810673958e-15,0.9999999999999999,5.633169750965886e-10
