t,H,Q2_re,Q2_im,generator_norm
0,np.float64(45.54749628098899),np.float64(14.173108780270908),np.float64(4.245869835682827),np.float64(6.3436833386632285)
1,np.float64(45.54749628098899),np.float64(14.173108780270878),np.float64(4.24586983568277),np.float64(6.493200159314932)
2,np.float64(45.54749628098902),np.float64(14.173108780270864),np.float64(4.245869835682704),np.float64(6.779575177558085)
3,np.float64(45.547496280989044),np.float64(14.17310878027087),np.float64(4.245869835682688),np.float64(6.734920211121303)
4,np.float64(45.54749628098915),np.float64(14.173108780270887),np.float64(4.245869835682697),np.float64(6.719596660430012)
5,np.float64(45.54749628098919),np.float64(14.173108780270875),np.float64(4.245869835682653),np.float64(6.838226109067594)
6,np.float64(45.54749628098915),np.float64(14.173108780270844),np.float64(4.245869835682651),np.float64(6.816243849416549)
7,np.float64(45.54749628098928),np.float64(14.17310878027088),np.float64(4.2458698356826545),np.float64(6.82707577880638)
8,np.float64(45.54749628098929),np.float64(14.173108780270898),np.float64(4.245869835682597),np.float64(6.858330129422628)
9,np.float64(45.547496280989236),np.float64(14.173108780270853),np.float64(4.2458698356825835),np.float64(6.849303146089401)
10,np.float64(45.54749628098922),np.float64(14.17310878027087),np.float64(4.245869835682611),np.float64(6.824045681295703)
11,np.float64(45.54749628098918),np.float64(14.173108780270898),np.float64(4.245869835682568),np.float64(6.8564706067928585)
12,np.float64(45.54749628098917),np.float64(14.173108780270903),np.float64(4.245869835682559),np.float64(6.7954804197010255)
13,np.float64(45.547496280989144),np.float64(14.173108780270908),np.float64(4.245869835682598),np.float64(6.77800289599759)
14,np.float64(45.5474962809892),np.float64(14.173108780270892),np.float64(4.245869835682603),np.float64(6.82512448729354)
15,np.float64(45.547496280989265),np.float64(14.17310878027091),np.float64(4.2458698356825275),np.float64(6.828757771521233)
16,np.float64(45.54749628098924),np.float64(14.173108780270892),np.float64(4.2458698356825675),np.float64(6.8354500682606085)
17,np.float64(45.54749628098925),np.float64(14.17310878027087),np.float64(4.245869835682582),np.float64(6.838643299087315)
18,np.float64(45.547496280989336),np.float64(14.173108780270905),np.float64(4.245869835682539),np.float64(6.841256929808914)
19,np.float64(45.54749628098935),np.float64(14.173108780270901),np.float64(4.245869835682546),np.float64(6.778405587669895)
20,np.float64(45.54749628098928),np.float64(14.173108780270857),np.float64(4.24586983568255),np.float64(6.884230474441084)
21,np.float64(45.547496280989215),np.float64(14.173108780270839),np.float64(4.245869835682596),np.float64(6.769982187670565)
22,np.float64(45.54749628098925),np.float64(14.173108780270848),np.float64(4.245869835682562),np.float64(6.82369544177244)
23,np.float64(45.54749628098927),np.float64(14.173108780270857),np.float64(4.245869835682557),np.float64(6.83759897353923)
24,np.float64(45.54749628098933),np.float64(14.173108780270876),np.float64(4.2458698356825675),np.float64(6.845078815086928)
25,np.float64(45.54749628098951),np.float64(14.173108780270937),np.float64(4.24586983568257),np.float64(6.805748567620837)
26,np.float64(45.54749628098946),np.float64(14.173108780270937),np.float64(4.24586983568255),np.float64(6.803259054519194)
27,np.float64(45.547496280989535),np.float64(14.173108780270955),np.float64(4.245869835682528),np.float64(6.857930270798685)
28,np.float64(45.54749628098939),np.float64(14.173108780270908),np.float64(4.245869835682542),np.float64(6.796088149742243)
29,np.float64(45.54749628098953),np.float64(14.173108780270933),np.float64(4.245869835682579),np.float64(6.8932506735387795)
30,np.float64(45.547496280989655),np.float64(14.173108780270967),np.float64(4.245869835682599),np.float64(6.836997895253427)
31,np.float64(45.54749628098976),np.float64(14.173108780271043),np.float64(4.24586983568264),np.float64(6.825249384634286)
32,np.float64(45.54749628098979),np.float64(14.17310878027105),np.float64(4.245869835682706),np.float64(6.848008810124488)
33,np.float64(45.54749628098982),np.float64(14.17310878027105),np.float64(4.245869835682724),np.float64(6.817900741661746)
34,np.float64(45.54749628098976),np.float64(14.17310878027104),np.float64(4.245869835682731),np.float64(6.876929144254949)
35,np.float64(45.54749628098971),np.float64(14.173108780271015),np.float64(4.245869835682747),np.float64(6.82973563308238)
36,np.float64(45.547496280989655),np.float64(14.173108780270988),np.float64(4.245869835682765),np.float64(6.886223377300008)
37,np.float64(45.54749628098969),np.float64(14.17310878027103),np.float64(4.245869835682763),np.float64(6.818787126957429)
38,np.float64(45.54749628098958),np.float64(14.17310878027099),np.float64(4.24586983568277),np.float64(6.847418147891752)
39,np.float64(45.547496280989435),np.float64(14.173108780270933),np.float64(4.2458698356827735),np.float64(6.830337085552259)
40,np.float64(45.547496280989485),np.float64(14.173108780270972),np.float64(4.245869835682804),np.float64(6.82530753956225)
41,np.float64(45.54749628098954),np.float64(14.173108780270985),np.float64(4.245869835682836),np.float64(6.886204861445421)
42,np.float64(45.54749628098952),np.float64(14.173108780270976),np.float64(4.245869835682833),np.float64(6.850908145742504)
