step,H_parallel,H_perp,H_total,PR,PR_over_M,abs_ZT_Z,sigma1_phase_reader,amp_min,amp_max,amp_std,K_spectral_norm,K_antisym_error
0.0,0.8596491228070178,-2.220446049250313e-16,0.8596491228070176,8.711111111111121,0.8711111111111121,5.756295865312227e-16,3.741657386773943,0.26765168951565527,0.42919753763947566,0.04734269360113355,nan,nan
1.0,0.8596491228070182,0.0,0.8596491228070182,8.711111111111125,0.8711111111111125,8.174695068205081e-16,3.741657386773941,0.2676516895156554,0.42919753763947555,0.047342693601133454,3.7416573867739418,0.0
2.0,0.8596491228070196,0.0,0.8596491228070196,8.711111111111125,0.8711111111111125,1.2281035779313747e-15,3.7416573867739418,0.26765168951565554,0.4291975376394758,0.047342693601133475,3.741657386773942,0.0
3.0,0.8596491228070188,-1.1102230246251565e-16,0.8596491228070187,8.711111111111121,0.8711111111111121,9.686241931043826e-16,3.7416573867739418,0.2676516895156552,0.42919753763947577,0.04734269360113352,3.741657386773942,0.0
4.0,0.8596491228070178,0.0,0.8596491228070178,8.711111111111125,0.8711111111111125,8.902078851412567e-16,3.741657386773942,0.267651689515655,0.42919753763947555,0.0473426936011335,3.741657386773942,0.0
5.0,0.8596491228070198,0.0,0.8596491228070198,8.711111111111117,0.8711111111111117,7.553323663813837e-16,3.741657386773938,0.26765168951565516,0.42919753763947627,0.04734269360113363,3.7416573867739418,0.0
6.0,0.85964912280702,-2.220446049250313e-16,0.8596491228070198,8.711111111111114,0.8711111111111114,8.564364870448588e-16,3.741657386773943,0.267651689515655,0.4291975376394763,0.04734269360113366,3.7416573867739418,0.0
7.0,0.8596491228070198,0.0,0.8596491228070198,8.711111111111114,0.8711111111111114,6.167247466527475e-16,3.741657386773943,0.2676516895156547,0.42919753763947643,0.04734269360113368,3.741657386773942,0.0
8.0,0.8596491228070207,-2.220446049250313e-16,0.8596491228070204,8.711111111111117,0.8711111111111117,3.8879504807412595e-16,3.7416573867739418,0.2676516895156548,0.42919753763947643,0.04734269360113363,3.7416573867739413,0.0
9.0,0.8596491228070207,0.0,0.8596491228070207,8.71111111111111,0.8711111111111111,7.332415052727706e-16,3.7416573867739435,0.2676516895156549,0.4291975376394768,0.04734269360113377,3.7416573867739413,0.0
10.0,0.8596491228070231,0.0,0.8596491228070231,8.71111111111111,0.8711111111111111,4.9485897428264e-16,3.7416573867739418,0.2676516895156552,0.4291975376394775,0.047342693601133856,3.7416573867739413,0.0
11.0,0.8596491228070238,0.0,0.8596491228070238,8.711111111111105,0.8711111111111105,3.604693968622322e-16,3.741657386773941,0.26765168951565554,0.42919753763947777,0.047342693601133905,3.7416573867739418,0.0
12.0,0.8596491228070249,0.0,0.8596491228070249,8.711111111111109,0.8711111111111108,6.507115071435448e-16,3.7416573867739413,0.2676516895156557,0.42919753763947804,0.04734269360113389,3.7416573867739418,0.0
13.0,0.8596491228070251,-1.1102230246251565e-16,0.859649122807025,8.711111111111112,0.8711111111111112,1.6505034330235245e-15,3.741657386773942,0.2676516895156558,0.429197537639478,0.04734269360113384,3.7416573867739413,0.0
14.0,0.8596491228070235,0.0,0.8596491228070235,8.711111111111105,0.8711111111111105,1.6257446275918708e-15,3.741657386773942,0.2676516895156554,0.4291975376394778,0.04734269360113387,3.7416573867739418,0.0
15.0,0.8596491228070224,-2.220446049250313e-16,0.8596491228070222,8.711111111111103,0.8711111111111103,1.2372617863522815e-15,3.741657386773941,0.26765168951565493,0.4291975376394777,0.047342693601133926,3.741657386773941,0.0
16.0,0.8596491228070227,2.220446049250313e-16,0.8596491228070229,8.711111111111105,0.8711111111111105,1.3706225417539659e-15,3.741657386773941,0.2676516895156549,0.4291975376394779,0.04734269360113396,3.7416573867739418,0.0
17.0,0.8596491228070234,-1.1102230246251565e-16,0.8596491228070233,8.711111111111103,0.8711111111111103,1.4182441249955619e-15,3.7416573867739396,0.2676516895156549,0.42919753763947804,0.047342693601133995,3.7416573867739418,0.0
18.0,0.8596491228070234,-1.1102230246251565e-16,0.8596491228070233,8.711111111111105,0.8711111111111105,1.3880163755756086e-15,3.7416573867739427,0.2676516895156547,0.42919753763947804,0.04734269360113399,3.7416573867739418,0.0
19.0,0.8596491228070224,0.0,0.8596491228070224,8.711111111111107,0.8711111111111107,1.898937611694324e-15,3.741657386773942,0.26765168951565455,0.42919753763947766,0.04734269360113389,3.7416573867739413,0.0
20.0,0.8596491228070224,1.1102230246251565e-16,0.8596491228070225,8.711111111111101,0.8711111111111102,1.8021440438400993e-15,3.7416573867739396,0.2676516895156543,0.42919753763947777,0.04734269360113394,3.7416573867739413,0.0
21.0,0.8596491228070218,0.0,0.8596491228070218,8.711111111111101,0.8711111111111102,1.892917080818785e-15,3.7416573867739413,0.2676516895156539,0.42919753763947777,0.047342693601134,3.7416573867739418,0.0
22.0,0.8596491228070209,2.220446049250313e-16,0.8596491228070211,8.71111111111109,0.8711111111111091,2.4303707598494036e-15,3.741657386773941,0.26765168951565343,0.4291975376394779,0.04734269360113414,3.7416573867739413,0.0
23.0,0.8596491228070213,-1.1102230246251565e-16,0.8596491228070212,8.71111111111109,0.8711111111111091,2.237816626921035e-15,3.741657386773944,0.2676516895156531,0.42919753763947793,0.04734269360113414,3.741657386773941,0.0
24.0,0.8596491228070213,2.220446049250313e-16,0.8596491228070215,8.71111111111109,0.8711111111111091,2.7821351509848707e-15,3.741657386773942,0.267651689515653,0.42919753763947815,0.047342693601134224,3.7416573867739418,0.0
25.0,0.8596491228070213,0.0,0.8596491228070213,8.711111111111093,0.8711111111111093,2.4957438849086644e-15,3.7416573867739427,0.2676516895156528,0.42919753763947793,0.04734269360113414,3.741657386773942,0.0
26.0,0.8596491228070202,-1.1102230246251565e-16,0.8596491228070201,8.71111111111109,0.8711111111111091,2.9379655385048908e-15,3.7416573867739404,0.26765168951565227,0.42919753763947754,0.047342693601134085,3.7416573867739418,0.0
27.0,0.8596491228070205,-1.1102230246251565e-16,0.8596491228070204,8.711111111111103,0.8711111111111103,2.7609304795734984e-15,3.741657386773943,0.26765168951565205,0.429197537639477,0.04734269360113385,3.7416573867739418,0.0
28.0,0.8596491228070211,-2.220446049250313e-16,0.8596491228070209,8.711111111111114,0.8711111111111114,2.8904811055258675e-15,3.741657386773941,0.26765168951565205,0.4291975376394767,0.04734269360113368,3.7416573867739413,0.0
29.0,0.8596491228070224,0.0,0.8596491228070224,8.71111111111113,0.871111111111113,3.393000416999669e-15,3.74165738677394,0.2676516895156521,0.42919753763947643,0.047342693601133454,3.7416573867739418,0.0
30.0,0.8596491228070215,-2.220446049250313e-16,0.8596491228070213,8.711111111111133,0.8711111111111134,3.224469938123491e-15,3.7416573867739413,0.26765168951565155,0.429197537639476,0.04734269360113336,3.7416573867739418,0.0
31.0,0.8596491228070234,1.1102230246251565e-16,0.8596491228070235,8.711111111111142,0.8711111111111143,4.2389558823952094e-15,3.7416573867739404,0.2676516895156516,0.42919753763947593,0.04734269360113318,3.7416573867739418,0.0
32.0,0.8596491228070239,-1.1102230246251565e-16,0.8596491228070238,8.711111111111146,0.8711111111111146,4.3034780759702546e-15,3.7416573867739413,0.26765168951565116,0.42919753763947593,0.04734269360113319,3.7416573867739413,0.0
33.0,0.8596491228070253,-1.1102230246251565e-16,0.8596491228070252,8.711111111111144,0.8711111111111144,4.7740128737482425e-15,3.74165738677394,0.2676516895156508,0.4291975376394764,0.04734269360113326,3.7416573867739413,0.0
34.0,0.8596491228070271,-2.220446049250313e-16,0.8596491228070269,8.711111111111139,0.8711111111111138,5.0068897550491425e-15,3.7416573867739413,0.2676516895156504,0.429197537639477,0.047342693601133405,3.7416573867739418,0.0
35.0,0.8596491228070273,0.0,0.8596491228070273,8.711111111111132,0.8711111111111132,5.1911929688019405e-15,3.741657386773941,0.26765168951564955,0.4291975376394775,0.0473426936011336,3.7416573867739418,0.0
36.0,0.8596491228070284,-1.1102230246251565e-16,0.8596491228070283,8.71111111111112,0.871111111111112,5.372578505057106e-15,3.741657386773943,0.26765168951564855,0.42919753763947815,0.047342693601133815,3.7416573867739418,0.0
37.0,0.8596491228070295,0.0,0.8596491228070295,8.711111111111109,0.8711111111111108,5.39132440565832e-15,3.7416573867739444,0.26765168951564755,0.429197537639479,0.04734269360113408,3.7416573867739427,0.0
38.0,0.8596491228070298,0.0,0.8596491228070298,8.711111111111103,0.8711111111111103,4.972747601677992e-15,3.7416573867739413,0.26765168951564666,0.42919753763947927,0.04734269360113418,3.7416573867739418,0.0
39.0,0.8596491228070294,-2.220446049250313e-16,0.8596491228070292,8.711111111111096,0.8711111111111096,5.633671638985551e-15,3.741657386773943,0.267651689515645,0.42919753763947954,0.04734269360113437,3.7416573867739413,0.0
40.0,0.8596491228070293,0.0,0.8596491228070293,8.7111111111111,0.87111111111111,4.441462151413622e-15,3.7416573867739418,0.2676516895156443,0.4291975376394795,0.0473426936011343,3.741657386773942,0.0
41.0,0.8596491228070309,-3.3306690738754696e-16,0.8596491228070305,8.711111111111101,0.8711111111111102,3.9821380615650945e-15,3.741657386773943,0.2676516895156434,0.4291975376394797,0.04734269360113429,3.7416573867739418,0.0
42.0,0.8596491228070318,-2.220446049250313e-16,0.8596491228070315,8.711111111111101,0.8711111111111102,4.216955794040901e-15,3.741657386773941,0.2676516895156424,0.42919753763947993,0.047342693601134286,3.7416573867739418,0.0
43.0,0.8596491228070323,-1.1102230246251565e-16,0.8596491228070322,8.711111111111105,0.8711111111111105,4.243041710513996e-15,3.7416573867739413,0.2676516895156412,0.4291975376394799,0.04734269360113418,3.7416573867739413,0.0
44.0,0.8596491228070346,-2.220446049250313e-16,0.8596491228070344,8.711111111111114,0.8711111111111114,4.482036050810966e-15,3.741657386773941,0.26765168951564017,0.42919753763948015,0.047342693601134106,3.741657386773942,0.0
45.0,0.8596491228070351,0.0,0.8596491228070351,8.711111111111123,0.8711111111111123,4.320651573787971e-15,3.7416573867739413,0.2676516895156388,0.42919753763948,0.04734269360113395,3.7416573867739413,0.0
46.0,0.8596491228070358,1.1102230246251565e-16,0.8596491228070359,8.71111111111113,0.871111111111113,4.996037175612803e-15,3.7416573867739435,0.2676516895156372,0.4291975376394797,0.047342693601133745,3.7416573867739418,0.0
47.0,0.8596491228070364,-1.1102230246251565e-16,0.8596491228070363,8.711111111111135,0.8711111111111135,5.1073946767131214e-15,3.741657386773941,0.267651689515635,0.42919753763947965,0.04734269360113367,3.741657386773942,0.0
48.0,0.8596491228070371,-1.1102230246251565e-16,0.859649122807037,8.711111111111142,0.8711111111111143,6.664131937948359e-15,3.7416573867739413,0.2676516895156327,0.42919753763947965,0.04734269360113357,3.7416573867739427,0.0
49.0,0.859649122807038,-2.220446049250313e-16,0.8596491228070378,8.711111111111133,0.8711111111111134,5.959024492357604e-15,3.741657386773941,0.26765168951562957,0.4291975376394802,0.04734269360113378,3.7416573867739418,0.0
50.0,0.8596491228070374,-3.3306690738754696e-16,0.8596491228070371,8.711111111111121,0.8711111111111121,5.939861448965746e-15,3.7416573867739404,0.267651689515626,0.42919753763948054,0.04734269360113396,3.741657386773941,0.0
