case_id,protocol,decay_rate_off,decay_rate_weak,decay_rate_normal,decay_rate_strong,abs_decay_monotonic_with_readout_strength,strong_over_off_abs_decay_ratio,strong_over_normal_abs_decay_ratio
near_pi_02deg,Protocol_F,-6.490828430734141e-17,-2.000010000066054e-05,-0.00010000250008349211,-0.00040004000533413277,True,6163157902001.216,4.0003000425003306
near_pi_02deg,Protocol_B,-6.490828430734141e-17,-2.000010000066054e-05,-0.00010000250008349211,-0.00040004000533413277,True,6163157902001.216,4.0003000425003306
near_pi_05deg,Protocol_F,-5.4726592651287856e-17,-2.0000100000659265e-05,-0.0001000025000834883,-0.00040004000533413336,True,7309791930280.523,4.000300042500489
near_pi_05deg,Protocol_B,-5.4726592651287856e-17,-2.0000100000659265e-05,-0.0001000025000834883,-0.00040004000533413336,True,7309791930280.523,4.000300042500489
near_pi_10deg,Protocol_F,-5.599930410829456e-17,-2.0000100000659265e-05,-0.00010000250008349021,-0.0004000400053341308,True,7143660295501.374,4.0003000425003865
near_pi_10deg,Protocol_B,-5.599930410829456e-17,-2.0000100000659265e-05,-0.00010000250008349021,-0.0004000400053341308,True,7143660295501.374,4.0003000425003865
near_pi_20deg,Protocol_F,-5.377205905853284e-17,-2.0000100000659265e-05,-0.00010000250008348606,-0.0004000400053341305,True,7439551550344.621,4.000300042500549
near_pi_20deg,Protocol_B,-5.377205905853284e-17,-2.0000100000659265e-05,-0.00010000250008348606,-0.0004000400053341305,True,7439551550344.621,4.000300042500549
